% Version 1.00
%
%freq[Hz],re:Agua,im:Agua,re:concentracao 0,1g/L,im:concentracao 0,1g/L,re:concentracao 0,5g/L,im:concentracao 0,5g/L,re:concentracao 1,0g/L,im:concentracao 1,0g/L
1.0000000000000000E+00,-9.1715711344697276E-02,-9.7759312337259663E-01,-9.2182159423828125E-02,-9.7764134407043457E-01,-9.2302884008884437E-02,-9.7771576925277759E-01,-9.6921418371200585E-01,-7.9962307353019735E-02,
1.0049999999999999E+00,-1.0038023544397770E-01,-9.7659403361136798E-01,-1.0078334063291550E-01,-9.7650396823883057E-01,-1.0094266831636430E-01,-9.7667888002395642E-01,-9.6936353023529065E-01,-7.7965243840217593E-02,
1.0100000000000000E+00,-1.0850572429595449E-01,-9.7502959384275356E-01,-1.0879014432430270E-01,-9.7503781318664562E-01,-1.0908885237932210E-01,-9.7511014953613318E-01,-9.6944747722625757E-01,-7.6130908627510083E-02,
1.0149999999999999E+00,-1.1657254023920420E-01,-9.7350267110423438E-01,-1.1703325808048250E-01,-9.7354471683502197E-01,-1.1708394280910500E-01,-9.7355254344940201E-01,-9.6958979478836071E-01,-7.4303478240966808E-02,
1.0200000000000000E+00,-1.2449883991171350E-01,-9.7149001072121077E-01,-1.2489743530750280E-01,-9.7150331735610962E-01,-1.2501691010475161E-01,-9.7156109933853163E-01,-9.6956237957000746E-01,-7.2538148121833818E-02,
1.0249999999999999E+00,-1.3191518306675309E-01,-9.6941412394274995E-01,-1.3217081129550931E-01,-9.6930772066116322E-01,-1.3236951524734500E-01,-9.6938706775665318E-01,-9.6987755119323760E-01,-7.0917559759616861E-02,
1.0300000000000000E+00,-1.3910255292282969E-01,-9.6744741214972640E-01,-1.3940697908401489E-01,-9.6744197607040405E-01,-1.3956495202541361E-01,-9.6752518224716200E-01,-9.6991663694381725E-01,-6.9221234652996080E-02,
1.0349999999999999E+00,-1.4631816800167061E-01,-9.6583334729653125E-01,-1.4675599336624151E-01,-9.6568715572357178E-01,-1.4673619478225711E-01,-9.6597329256057762E-01,-9.6991581075668354E-01,-6.7469444322586072E-02,
1.0400000000000000E+00,-1.5295337154603680E-01,-9.6444038542223343E-01,-1.5332901477813721E-01,-9.6439206600189198E-01,-1.5328370185852050E-01,-9.6453991857528720E-01,-9.7011381370544447E-01,-6.5641590664386767E-02,
1.0449999999999999E+00,-1.5957939879508179E-01,-9.6345520140601504E-01,-1.5988911688327789E-01,-9.6346318721771240E-01,-1.5998783134937289E-01,-9.6353812084198021E-01,-9.7015380424499531E-01,-6.4005396113395702E-02,
1.0500000000000000E+00,-1.6690843360334889E-01,-9.6245674847352680E-01,-1.6723416745662689E-01,-9.6250694990158081E-01,-1.6726429204463961E-01,-9.6252376956939723E-01,-9.7032341600418115E-01,-6.2259569391012202E-02,
1.0549999999999999E+00,-1.7448144999022819E-01,-9.6177164367765000E-01,-1.7473775148391721E-01,-9.6173030138015758E-01,-1.7477634621143351E-01,-9.6184928018569960E-01,-9.7037075117111216E-01,-6.0749310621023192E-02,
1.0600000000000001E+00,-1.8245264926886900E-01,-9.6072280152427680E-01,-1.8269759416580200E-01,-9.6070510149002075E-01,-1.8277314233779909E-01,-9.6084235439300558E-01,-9.7033214813232438E-01,-5.9177954862117778E-02,
1.0649999999999999E+00,-1.9065528157125389E-01,-9.5983230169856382E-01,-1.9092136621475220E-01,-9.5985108613967896E-01,-1.9102912397384650E-01,-9.5995567621231104E-01,-9.7043108856201188E-01,-5.7435683630704892E-02,
1.0700000000000001E+00,-1.9938616721887489E-01,-9.5849294383791317E-01,-1.9964498281478879E-01,-9.5852446556091320E-01,-1.9974436882019050E-01,-9.5858719240188595E-01,-9.7036753814697285E-01,-5.5292327668666853E-02,
1.0750000000000000E+00,-2.0793595701026221E-01,-9.5696826382727718E-01,-2.0815862715244290E-01,-9.5708978176116943E-01,-2.0830838062763221E-01,-9.5708061376571685E-01,-9.7035275669097909E-01,-5.3218640835285207E-02,
1.0800000000000001E+00,-2.1681737710388069E-01,-9.5501993256323803E-01,-2.1707272529602051E-01,-9.5514458417892456E-01,-2.1717142409324650E-01,-9.5511898635864279E-01,-9.7022225973129295E-01,-5.1396903333663951E-02,
1.0850000000000000E+00,-2.2569654013382270E-01,-9.5307695790066960E-01,-2.2602508962154391E-01,-9.5315420627594005E-01,-2.2605301475524911E-01,-9.5323802795410184E-01,-9.7044260787963887E-01,-4.9540769550800327E-02,
1.0900000000000001E+00,-2.3405694503638341E-01,-9.5087101305478483E-01,-2.3439006507396701E-01,-9.5098054409027100E-01,-2.3435170060634619E-01,-9.5099345788955703E-01,-9.7045563730239892E-01,-4.7687646362781541E-02,
1.0950000000000000E+00,-2.4237915747967831E-01,-9.4865885407415296E-01,-2.4274756014347079E-01,-9.4876772165298462E-01,-2.4279629458904270E-01,-9.4879425220489522E-01,-9.7040339277267473E-01,-4.5922868707180028E-02,
1.1000000000000001E+00,-2.5066526047228310E-01,-9.4587689151612120E-01,-2.5093662738800049E-01,-9.4601362943649281E-01,-2.5106340833663943E-01,-9.4593569698333757E-01,-9.7023227825164815E-01,-4.4237296335697181E-02,
