% Version 1.00
%
%freq[Hz],re:Trc14_S21,im:Trc14_S21,re:cap1_copo2_0_1plstc_S21,im:cap1_copo2_0_1plstc_S21,re:cap1_copo2_0_5plstc_S21,im:cap1_copo2_0_5plstc_S21,re:cap1_copo2_0_75plstc_S21,im:cap1_copo2_0_75plstc_S21,re:cap1_copo2_1plstc_S21,im:cap1_copo2_1plstc_S21,
2.140000000000000E+009,-7.977614998817444E-001,4.583857953548431E-001,-8.150377783863381E-001,4.664691474292289E-001,-7.896066274602116E-001,4.654359258865885E-001,-7.877509240848628E-001,4.615187259822606E-001,-7.971587272699581E-001,4.552185230440898E-001,
2.145000000000000E+009,-7.888798117637634E-001,4.646467566490173E-001,-8.074448375144395E-001,4.746659943240586E-001,-7.792217577178671E-001,4.716249538984838E-001,-7.772453479817081E-001,4.667115038443163E-001,-7.887630679131950E-001,4.608766994281098E-001,
2.150000000000000E+009,-7.789028286933899E-001,4.696693718433380E-001,-7.983201377047541E-001,4.824699080249825E-001,-7.673293504010444E-001,4.764234573097340E-001,-7.654761379586523E-001,4.707017484373473E-001,-7.793080741084872E-001,4.653383015215586E-001,
2.155000000000000E+009,-7.698165774345398E-001,4.728362262248993E-001,-7.899797197092556E-001,4.880903505770388E-001,-7.561651428582845E-001,4.790605729715934E-001,-7.545707970828871E-001,4.721081498737343E-001,-7.712290819291618E-001,4.677041591678570E-001,
2.160000000000000E+009,-7.604259252548218E-001,4.766171872615814E-001,-7.807476864002562E-001,4.948949092678283E-001,-7.440312492996649E-001,4.817767566239003E-001,-7.430583468171723E-001,4.734994100466182E-001,-7.628788961983229E-001,4.712274411837303E-001,
2.165000000000000E+009,-7.508773803710938E-001,4.797416329383850E-001,-7.712452971970345E-001,5.009997563199644E-001,-7.315883783428132E-001,4.832112304648050E-001,-7.317323464102274E-001,4.735090231326099E-001,-7.548249417200679E-001,4.739627887014253E-001,
2.170000000000000E+009,-7.414597868919373E-001,4.820163249969482E-001,-7.615628514221238E-001,5.062547123432080E-001,-7.188571708852346E-001,4.827129468427667E-001,-7.208076043260683E-001,4.715156883421711E-001,-7.471883600229736E-001,4.762333062649620E-001,
2.175000000000000E+009,-7.332716584205627E-001,4.838743209838867E-001,-7.528271134402564E-001,5.111032270584983E-001,-7.072948874702697E-001,4.801261045329347E-001,-7.116656763174569E-001,4.680249428992795E-001,-7.408650062005959E-001,4.786194442910935E-001,
2.180000000000000E+009,-7.241056561470032E-001,4.853377938270569E-001,-7.432622845529058E-001,5.154849552917789E-001,-6.954273375209189E-001,4.758396265968772E-001,-7.030822664438586E-001,4.628422883494199E-001,-7.339832699199674E-001,4.811161955390660E-001,
2.185000000000000E+009,-7.163950800895691E-001,4.860638082027435E-001,-7.351727698385518E-001,5.193134333388532E-001,-6.860283652853075E-001,4.684342271499220E-001,-6.976380167308229E-001,4.560406752174507E-001,-7.280567754273097E-001,4.836190780043655E-001,
2.190000000000000E+009,-7.088215351104736E-001,4.869408905506134E-001,-7.275993229187242E-001,5.240006757437633E-001,-6.793391492448906E-001,4.590578964149731E-001,-6.951098849758217E-001,4.489091178494308E-001,-7.223589038462224E-001,4.868248954733327E-001,
2.195000000000000E+009,-7.024403810501099E-001,4.867491424083710E-001,-7.207228195137992E-001,5.285128073432045E-001,-6.772459679007868E-001,4.481852981321973E-001,-6.963477682886295E-001,4.415911986686342E-001,-7.168884376914319E-001,4.895831195127116E-001,
2.200000000000000E+009,-6.950213313102722E-001,4.866288006305695E-001,-7.118684957373118E-001,5.343779912709121E-001,-6.784528317666054E-001,4.371324547453867E-001,-6.994699849730687E-001,4.360312939825129E-001,-7.099119442068667E-001,4.928627128297246E-001,
2.205000000000000E+009,-6.890390515327454E-001,4.878067970275879E-001,-7.036404844169595E-001,5.417079082667904E-001,-6.852224614804149E-001,4.299691613115463E-001,-7.061588921547031E-001,4.343595575496780E-001,-7.037436255555025E-001,4.972607880289204E-001,
2.210000000000000E+009,-6.819810271263123E-001,4.876459240913391E-001,-6.927899778104590E-001,5.483814927348656E-001,-6.941153909292521E-001,4.258045689963793E-001,-7.128971772628362E-001,4.350600652515331E-001,-6.958021146955761E-001,5.007921804319517E-001,
2.215000000000000E+009,-6.754835844039917E-001,4.882706105709076E-001,-6.813422687827966E-001,5.560498733150840E-001,-7.052566473687081E-001,4.267628195630031E-001,-7.206856378112516E-001,4.397506904371019E-001,-6.880070771490980E-001,5.051830383447483E-001,
2.220000000000000E+009,-6.683803796768189E-001,4.877240359783173E-001,-6.675922062698076E-001,5.626385170466431E-001,-7.154240906780011E-001,4.321517197324299E-001,-7.270856823686315E-001,4.473131810917809E-001,-6.785510361032409E-001,5.084359862621585E-001,
2.225000000000000E+009,-6.604273915290833E-001,4.860441684722900E-001,-6.520621359960830E-001,5.679654791096421E-001,-7.232579968649529E-001,4.409010276139434E-001,-7.314168773685660E-001,4.567360694932196E-001,-6.678813610135311E-001,5.104451909112548E-001,
2.230000000000000E+009,-6.521053910255432E-001,4.826378822326660E-001,-6.337530029185730E-001,5.719942306962558E-001,-7.280310173156377E-001,4.522587603189348E-001,-7.331251080776616E-001,4.683303804659415E-001,-6.553377655545166E-001,5.111808153407440E-001,
2.235000000000000E+009,-6.449037194252014E-001,4.760417342185974E-001,-6.141657568966323E-001,5.731727203159063E-001,-7.299019107393993E-001,4.641955511456501E-001,-7.326409218686890E-001,4.799348263995833E-001,-6.423264894869240E-001,5.086377381644178E-001,
2.240000000000000E+009,-6.396941542625427E-001,4.673473536968231E-001,-5.925114596181748E-001,5.716252686350678E-001,-7.297687634052303E-001,4.767920762116075E-001,-7.304637455738106E-001,4.918566856849277E-001,-6.290537269317018E-001,5.030093015324585E-001,
2.245000000000000E+009,-6.384289264678955E-001,4.563537836074829E-001,-5.695798390767940E-001,5.660388015309985E-001,-7.272529979120688E-001,4.888584774119173E-001,-7.262014882569075E-001,5.035479064111499E-001,-6.169773890548387E-001,4.929396070731636E-001,
2.250000000000000E+009,-6.434781551361084E-001,4.443305730819702E-001,-5.466633997739790E-001,5.545204036574012E-001,-7.235516369801844E-001,5.005996596189553E-001,-7.209273935710243E-001,5.148408414885328E-001,-6.087980849759108E-001,4.775995426595930E-001,
2.255000000000000E+009,-6.549238562583923E-001,4.359512627124786E-001,-5.256274595806768E-001,5.370395655802650E-001,-7.184767261825903E-001,5.113283650301941E-001,-7.144073680590405E-001,5.249083268769146E-001,-6.076787979353167E-001,4.589611426050799E-001,
2.260000000000000E+009,-6.703930497169495E-001,4.326559603214264E-001,-5.079527952637729E-001,5.129598776271689E-001,-7.129016039131124E-001,5.207112096213130E-001,-7.074609380450043E-001,5.340175432281049E-001,-6.158530931218044E-001,4.398814058942713E-001,
2.265000000000000E+009,-6.875627040863037E-001,4.379782080650330E-001,-4.978312981456547E-001,4.830270590319732E-001,-7.071101622292838E-001,5.307088221652068E-001,-7.002624317588241E-001,5.433148294566881E-001,-6.335185034432401E-001,4.270400686255961E-001,
2.270000000000000E+009,-7.018675804138184E-001,4.495534300804138E-001,-4.973187626319484E-001,4.497234098083004E-001,-7.010305782520532E-001,5.400646425394098E-001,-6.928584504198668E-001,5.521639271401279E-001,-6.560642834228881E-001,4.235233932175159E-001,
2.275000000000000E+009,-7.109854221343994E-001,4.651880264282227E-001,-5.081488763628909E-001,4.169243917272852E-001,-6.933032055344859E-001,5.488244271479486E-001,-6.837068657972557E-001,5.602998339392243E-001,-6.775313281192424E-001,4.300333232660481E-001,
2.280000000000000E+009,-7.163402438163757E-001,4.831995368003845E-001,-5.300118431064067E-001,3.902026524220045E-001,-6.857935946332746E-001,5.580399009545416E-001,-6.748526714818950E-001,5.687828523528387E-001,-6.949619650432887E-001,4.450239020091635E-001,
2.285000000000000E+009,-7.169150710105896E-001,5.007729530334473E-001,-5.594556726556580E-001,3.716581138919156E-001,-6.775531252459353E-001,5.655984871824702E-001,-6.651302749060858E-001,5.754573642958369E-001,-7.062429984861012E-001,4.628866473325410E-001,
2.290000000000000E+009,-7.138638496398926E-001,5.168647170066834E-001,-5.914476846971980E-001,3.642800041212922E-001,-6.680478280368707E-001,5.726042110051013E-001,-6.542690323808863E-001,5.813926911783581E-001,-7.110042548621132E-001,4.820903010177042E-001,
2.295000000000000E+009,-7.093569040298462E-001,5.319417715072632E-001,-6.228392790008981E-001,3.668716339445917E-001,-6.590453819306027E-001,5.790794434632816E-001,-6.437365150360259E-001,5.869646329566485E-001,-7.122260819661329E-001,5.008900357442341E-001,
2.300000000000000E+009,-7.024431228637695E-001,5.456340312957764E-001,-6.494125371109254E-001,3.769163423563634E-001,-6.489119851542529E-001,5.845112664345161E-001,-6.320888654962227E-001,5.909320075703652E-001,-7.090600768116739E-001,5.180167805595084E-001,
2.305000000000000E+009,-6.959596276283264E-001,5.576262474060059E-001,-6.725408361520624E-001,3.917339486489271E-001,-6.396780153351710E-001,5.892787582097574E-001,-6.211504872268187E-001,5.939662648508204E-001,-7.054056452077597E-001,5.336643461383460E-001,
2.310000000000000E+009,-6.871669292449951E-001,5.689054131507874E-001,-6.886383201975920E-001,4.103367176290513E-001,-6.289208754257225E-001,5.932054878493853E-001,-6.087621685244647E-001,5.959750795107730E-001,-6.982846287694033E-001,5.479776187398222E-001,
2.315000000000000E+009,-6.773054003715515E-001,5.792316198348999E-001,-7.000822256680407E-001,4.303785959487130E-001,-6.176724888077947E-001,5.963085375032953E-001,-5.961539829359289E-001,5.965035360716540E-001,-6.898833348712161E-001,5.612610565100221E-001,
2.320000000000000E+009,-6.670618057250977E-001,5.884037613868713E-001,-7.077718660063308E-001,4.503252050666403E-001,-6.059224944494982E-001,5.984459474474593E-001,-5.830699278838369E-001,5.956351789678014E-001,-6.803671398600930E-001,5.730947317527960E-001,
2.325000000000000E+009,-6.558122038841248E-001,5.966877937316895E-001,-7.122335362244759E-001,4.700989347506105E-001,-5.940608656383426E-001,5.991309996129941E-001,-5.702293209187577E-001,5.927104240205218E-001,-6.698626831656747E-001,5.835884381521940E-001,
2.330000000000000E+009,-6.435737013816834E-001,6.038266420364380E-001,-7.135490284869305E-001,4.891711639416532E-001,-5.817794455145986E-001,5.983464416625908E-001,-5.575820454514033E-001,5.877672793947011E-001,-6.580982852572717E-001,5.927492240145746E-001,
2.335000000000000E+009,-6.310677528381348E-001,6.086270809173584E-001,-7.128184762209258E-001,5.066746827374371E-001,-5.700792150857749E-001,5.948725343329822E-001,-5.465618508396546E-001,5.795205966796599E-001,-6.458844378947749E-001,5.994251710056108E-001,
2.340000000000000E+009,-6.191040873527527E-001,6.123496890068054E-001,-7.111408628596567E-001,5.238549579342335E-001,-5.600424380248562E-001,5.900371502032269E-001,-5.383833936502595E-001,5.697218996713082E-001,-6.340563130133279E-001,6.050347035236356E-001,
2.345000000000000E+009,-6.058459281921387E-001,6.133403182029724E-001,-7.072376552601415E-001,5.387512861537264E-001,-5.504930969562145E-001,5.820212208204986E-001,-5.322112880419410E-001,5.568938608956849E-001,-6.210561873628033E-001,6.078654047197427E-001,
2.350000000000000E+009,-5.939596295356751E-001,6.132153272628784E-001,-7.033201068406576E-001,5.538328549761589E-001,-5.441504162993083E-001,5.731065675305084E-001,-5.306978371274301E-001,5.436473581290928E-001,-6.090109543394905E-001,6.095603918426520E-001,
2.355000000000000E+009,-5.823737382888794E-001,6.109902858734131E-001,-6.982072053089384E-001,5.678382571214068E-001,-5.402745263622695E-001,5.630455919321148E-001,-5.330677243224697E-001,5.307547155224530E-001,-5.973200788184032E-001,6.090350952877571E-001,
2.360000000000000E+009,-5.723802447319031E-001,6.062564253807068E-001,-6.922043488159105E-001,5.806460751897543E-001,-5.400640912978416E-001,5.518681640102399E-001,-5.399406356684898E-001,5.187725419308308E-001,-5.868100191943882E-001,6.060539917863841E-001,
2.365000000000000E+009,-5.645890235900879E-001,6.003568172454834E-001,-6.866484502121601E-001,5.929664993318351E-001,-5.437339401961410E-001,5.417737264513516E-001,-5.506485833373188E-001,5.098413250098506E-001,-5.784852800482726E-001,6.015317700950715E-001,
2.370000000000000E+009,-5.586941242218018E-001,5.925613641738892E-001,-6.795081812096134E-001,6.042502158529584E-001,-5.502249677525173E-001,5.332037999393193E-001,-5.632722772974965E-001,5.046160833128569E-001,-5.719342733597157E-001,5.951977075519862E-001,
2.375000000000000E+009,-5.562868714332581E-001,5.840425491333008E-001,-6.725424671413863E-001,6.159426656205734E-001,-5.600782501828037E-001,5.273540490113156E-001,-5.779757893777490E-001,5.035813562071485E-001,-5.686630363981342E-001,5.883379918593930E-001,
2.380000000000000E+009,-5.570988655090332E-001,5.748556852340698E-001,-6.647766512282970E-001,6.246404711660103E-001,-5.711184181879536E-001,5.237881025761173E-001,-5.917075544242008E-001,5.056792382691671E-001,-5.682161000907536E-001,5.802510709217221E-001,
2.385000000000000E+009,-5.619332194328308E-001,5.683060884475708E-001,-6.575910036984694E-001,6.350115313987514E-001,-5.838301779154576E-001,5.252429684284512E-001,-6.054326387140060E-001,5.127046661485541E-001,-5.717629556985162E-001,5.748200898537420E-001,
2.390000000000000E+009,-5.682463645935059E-001,5.644104480743408E-001,-6.491982513389989E-001,6.450556728437892E-001,-5.953515352979832E-001,5.303479420095988E-001,-6.165013728683140E-001,5.230661059566484E-001,-5.770012856462933E-001,5.716987850783166E-001,
2.395000000000000E+009,-5.765088200569153E-001,5.632106661796570E-001,-6.409301595919917E-001,6.531174615627879E-001,-6.055958394219871E-001,5.379103171924297E-001,-6.249693916679568E-001,5.344413652393798E-001,-5.837703916563563E-001,5.706581729246187E-001,
2.400000000000000E+009,-5.848957300186157E-001,5.642902851104736E-001,-6.322713718769477E-001,6.608039995313529E-001,-6.139216169361527E-001,5.471373482556954E-001,-6.312406430788032E-001,5.467715990899845E-001,-5.911737396316671E-001,5.723356780313509E-001,
2.405000000000000E+009,-5.939606428146362E-001,5.688734650611877E-001,-6.238981344968219E-001,6.686172766530043E-001,-6.209415536062245E-001,5.580397451794829E-001,-6.359610833878389E-001,5.599827357917708E-001,-5.986660067526798E-001,5.767260143137736E-001,
2.410000000000000E+009,-6.002907156944275E-001,5.768474340438843E-001,-6.137006221786291E-001,6.760118593054896E-001,-6.245415859107866E-001,5.712626080094060E-001,-6.372158985360841E-001,5.744517427591509E-001,-6.040842672371813E-001,5.845860702358499E-001,
2.415000000000000E+009,-6.060072779655457E-001,5.857298374176025E-001,-6.045831877472365E-001,6.826625313433482E-001,-6.272777934651405E-001,5.837572061874199E-001,-6.377694842634130E-001,5.878014347888215E-001,-6.088210703843285E-001,5.933641262701802E-001,
2.420000000000000E+009,-6.098488569259644E-001,5.962966680526733E-001,-5.945774138388134E-001,6.889296417982288E-001,-6.279270967941215E-001,5.970661792140450E-001,-6.366407381083656E-001,6.015032361826860E-001,-6.117032885167595E-001,6.037176362765321E-001,
2.425000000000000E+009,-6.121028661727905E-001,6.075113415718079E-001,-5.845595861281787E-001,6.942374766738714E-001,-6.274238019278227E-001,6.098113741691670E-001,-6.344710530921017E-001,6.143578373750742E-001,-6.132572474062020E-001,6.144034751083290E-001,
2.430000000000000E+009,-6.131946444511414E-001,6.194238066673279E-001,-5.750049294384102E-001,6.990050519169350E-001,-6.259374718350191E-001,6.225854545551650E-001,-6.315666861003033E-001,6.268990430100837E-001,-6.137340003533754E-001,6.258839405429804E-001,
2.435000000000000E+009,-6.124106049537659E-001,6.312519907951355E-001,-5.650967937505721E-001,7.032334457520163E-001,-6.230787950179177E-001,6.349533564641994E-001,-6.275909732912639E-001,6.391333251794833E-001,-6.124859756655644E-001,6.373465612874243E-001,
2.440000000000000E+009,-6.107868552207947E-001,6.420773267745972E-001,-5.551820005850652E-001,7.059651567997246E-001,-6.194909804980475E-001,6.460508095599753E-001,-6.231615309293532E-001,6.497339037509614E-001,-6.102698435135023E-001,6.477219621183122E-001,
2.445000000000000E+009,-6.083915829658508E-001,6.536251902580261E-001,-5.456812747539115E-001,7.083536831812458E-001,-6.156239420519182E-001,6.576425228975402E-001,-6.184560169115154E-001,6.609027946122217E-001,-6.075267730995029E-001,6.590279951941960E-001,
2.450000000000000E+009,-6.045363545417786E-001,6.644505858421326E-001,-5.364521108011302E-001,7.096330983321632E-001,-6.108272904355883E-001,6.682753661992964E-001,-6.130311029119899E-001,6.713841737308405E-001,-6.036286913256054E-001,6.693451622117665E-001,
2.455000000000000E+009,-5.987504720687866E-001,6.758668422698975E-001,-5.263459538664390E-001,7.105541947203340E-001,-6.039127637912884E-001,6.795022705030344E-001,-6.056446136123450E-001,6.820537242141543E-001,-5.975636830846816E-001,6.803191800547085E-001,
2.460000000000000E+009,-5.944105386734009E-001,6.861822605133057E-001,-5.190568443770748E-001,7.099965601545561E-001,-5.991415244538954E-001,6.895783437996256E-001,-6.003589637545951E-001,6.918591722184518E-001,-5.934016181391725E-001,6.903800954840127E-001,
2.465000000000000E+009,-5.886976718902588E-001,6.964545249938965E-001,-5.118635613718999E-001,7.089424806705317E-001,-5.925004628284164E-001,6.996904871558922E-001,-5.934984132130474E-001,7.015998934887010E-001,-5.873146261168876E-001,7.003039306200017E-001,
2.470000000000000E+009,-5.828487873077393E-001,7.061261534690857E-001,-5.064932757362382E-001,7.065437314139365E-001,-5.862433748185983E-001,7.090750287895510E-001,-5.869792902303159E-001,7.105893377207577E-001,-5.815243162964735E-001,7.096882338155830E-001,
2.475000000000000E+009,-5.764312148094177E-001,7.153405547142029E-001,-5.026406782113886E-001,7.046531272989929E-001,-5.790993221629035E-001,7.182568952482540E-001,-5.795733711396355E-001,7.196040981351686E-001,-5.746194885365631E-001,7.188533063333176E-001,
2.480000000000000E+009,-5.689327120780945E-001,7.244267463684082E-001,-5.003475169796812E-001,7.029326942029566E-001,-5.713537789897141E-001,7.270756238497852E-001,-5.717213676171804E-001,7.280020018823452E-001,-5.671631810501508E-001,7.275087026993722E-001,
2.485000000000000E+009,-5.609066486358643E-001,7.330169081687927E-001,-4.999011260756900E-001,7.024127286837122E-001,-5.633228286255559E-001,7.353607403941637E-001,-5.634667906267732E-001,7.360401598735330E-001,-5.593449712483448E-001,7.358014057349216E-001,
2.490000000000000E+009,-5.546525716781616E-001,7.416142225265503E-001,-5.017632232387844E-001,7.038465658317027E-001,-5.566341929997961E-001,7.436699838768275E-001,-5.567175141203664E-001,7.441584422684020E-001,-5.528798667553527E-001,7.439605952610116E-001,
2.495000000000000E+009,-5.464548468589783E-001,7.480750083923340E-001,-5.028673567626416E-001,7.063478856949959E-001,-5.484300828414356E-001,7.504098805620991E-001,-5.483586493710844E-001,7.505644765551484E-001,-5.447483833638608E-001,7.504952426232490E-001,
2.500000000000000E+009,-5.394040942192078E-001,7.550834417343140E-001,-5.045572811386597E-001,7.108990183288865E-001,-5.411196376074312E-001,7.569323414340901E-001,-5.410621881314008E-001,7.570820510913090E-001,-5.375645009127608E-001,7.571995478944541E-001,
2.505000000000000E+009,-5.239742398262024E-001,7.518002986907959E-001,-4.975343512058893E-001,7.075366793819038E-001,-5.254280005593296E-001,7.536567102836345E-001,-5.252232223258913E-001,7.535445379479010E-001,-5.221797405102768E-001,7.536962714888797E-001,
2.510000000000000E+009,-5.166762471199036E-001,7.585263252258301E-001,-4.978075922727607E-001,7.154595165532786E-001,-5.184472374180144E-001,7.604380133988820E-001,-5.181106780068586E-001,7.600783861831228E-001,-5.150057154854565E-001,7.604092473045592E-001,
2.515000000000000E+009,-5.101542472839356E-001,7.658787369728088E-001,-4.968232942828582E-001,7.244825119743747E-001,-5.112897174761253E-001,7.675011871053957E-001,-5.110842537883580E-001,7.671062771424375E-001,-5.081155343649282E-001,7.675594329996985E-001,
2.520000000000000E+009,-5.015301704406738E-001,7.718489170074463E-001,-4.936923016250338E-001,7.333879492047044E-001,-5.031188432653596E-001,7.736939724495147E-001,-5.028633331378964E-001,7.730418240879837E-001,-4.998985672153871E-001,7.733258968842968E-001,
2.525000000000000E+009,-4.956325292587280E-001,7.760756015777588E-001,-4.912731591555731E-001,7.402329253406466E-001,-4.969696636235680E-001,7.777478208278946E-001,-4.965218073242760E-001,7.767107913469585E-001,-4.936361966821837E-001,7.772203529777988E-001,
2.530000000000000E+009,-4.880832135677338E-001,7.823569774627686E-001,-4.867416032634053E-001,7.494137169742745E-001,-4.891788244413649E-001,7.839592823828012E-001,-4.888820693486210E-001,7.830219014492346E-001,-4.860767435049872E-001,7.834478029742542E-001,
2.535000000000000E+009,-4.804112613201141E-001,7.852696776390076E-001,-4.814102260807190E-001,7.557961657201320E-001,-4.816124037036798E-001,7.872591388575576E-001,-4.813473432050367E-001,7.860748672502992E-001,-4.783494796907773E-001,7.865447429479999E-001,
2.540000000000000E+009,-4.741299450397492E-001,7.888702154159546E-001,-4.767257497190834E-001,7.616494208410750E-001,-4.755899085015606E-001,7.908429135359060E-001,-4.749714434616607E-001,7.892237536831900E-001,-4.722858524859423E-001,7.899096723210214E-001,
2.545000000000000E+009,-4.662796556949616E-001,7.927078008651733E-001,-4.700206367594738E-001,7.683651635868590E-001,-4.676622104862203E-001,7.948577843733968E-001,-4.672213631443791E-001,7.933041501099192E-001,-4.643342319301046E-001,7.937353031918206E-001,
2.550000000000000E+009,-4.604080021381378E-001,7.977100610733032E-001,-4.652195861143307E-001,7.752591409817602E-001,-4.618874153640256E-001,7.998777323678542E-001,-4.616393290185306E-001,7.982259268147882E-001,-4.585997427378556E-001,7.983707967955576E-001,
2.555000000000000E+009,-4.532541930675507E-001,8.024885654449463E-001,-4.582088828140512E-001,7.820507367694513E-001,-4.547331789427245E-001,8.050660866781922E-001,-4.541616251027679E-001,8.030099842179415E-001,-4.513709520174322E-001,8.031399281602616E-001,
2.560000000000000E+009,-4.459034502506256E-001,8.088667392730713E-001,-4.514069344760530E-001,7.901374819759054E-001,-4.473055150971653E-001,8.113455975768620E-001,-4.468745896139048E-001,8.092289225921860E-001,-4.440190550045206E-001,8.092385032978943E-001,
2.565000000000000E+009,-4.384908378124237E-001,8.146981000900269E-001,-4.444644759824174E-001,7.975034655497665E-001,-4.400693035497342E-001,8.173566912498907E-001,-4.398083730345605E-001,8.151365287271347E-001,-4.368604599930359E-001,8.148795273707821E-001,
2.570000000000000E+009,-4.302521944046021E-001,8.206271529197693E-001,-4.361766984815811E-001,8.045877047039980E-001,-4.318931225816091E-001,8.234936021167054E-001,-4.315872272528281E-001,8.208570667081049E-001,-4.286966424316983E-001,8.205637803833643E-001,
2.575000000000000E+009,-4.239415228366852E-001,8.262505531311035E-001,-4.295988677235819E-001,8.116173772930699E-001,-4.254975641888292E-001,8.295305007796721E-001,-4.251543266706879E-001,8.269058000178176E-001,-4.223422534442521E-001,8.262392930641510E-001,
2.580000000000000E+009,-4.150696694850922E-001,8.321089744567871E-001,-4.211679375294777E-001,8.187168333785223E-001,-4.169575812728753E-001,8.360427780821310E-001,-4.167998070806450E-001,8.329953750548204E-001,-4.138511622628696E-001,8.320776768147328E-001,
2.585000000000000E+009,-4.059547483921051E-001,8.372479081153870E-001,-4.118286921640249E-001,8.244885881011910E-001,-4.074399437363797E-001,8.411593402115467E-001,-4.074776928327988E-001,8.378823125372730E-001,-4.045476534926364E-001,8.367964075800932E-001,
2.590000000000000E+009,-3.992938101291657E-001,8.418332934379578E-001,-4.044329427694459E-001,8.295430794194992E-001,-4.004878077961223E-001,8.462412463115983E-001,-4.003518560994914E-001,8.426175112906655E-001,-3.978325994314296E-001,8.412472491757956E-001,
2.595000000000000E+009,-3.922317326068878E-001,8.458277583122253E-001,-3.975434333139568E-001,8.341765444605794E-001,-3.934761300672336E-001,8.505875441366694E-001,-3.936128900194824E-001,8.468333020446734E-001,-3.911355008093089E-001,8.450303699009486E-001,
2.600000000000000E+009,-3.841093778610230E-001,8.499500751495361E-001,-3.893604863031176E-001,8.388039362923808E-001,-3.849256095192676E-001,8.552466478025238E-001,-3.854650008435557E-001,8.511464507462556E-001,-3.831234828607958E-001,8.490902272355156E-001,
2.605000000000000E+009,-3.765642046928406E-001,8.535859584808350E-001,-3.816294349822880E-001,8.426348022214762E-001,-3.771243418156878E-001,8.592696062713389E-001,-3.777888618484658E-001,8.549559021154353E-001,-3.758090670466234E-001,8.526147789749152E-001,
2.610000000000000E+009,-3.692558407783508E-001,8.572185635566711E-001,-3.744768796836201E-001,8.466018175705926E-001,-3.693894482998327E-001,8.635500389839670E-001,-3.703908911494134E-001,8.588353744050082E-001,-3.686144189115002E-001,8.563525460692396E-001,
2.615000000000000E+009,-3.605831563472748E-001,8.603614568710327E-001,-3.661125071490718E-001,8.502746481080102E-001,-3.602604058820110E-001,8.673291798668313E-001,-3.615155878290261E-001,8.624355016285821E-001,-3.602903648881730E-001,8.596873891742511E-001,
2.620000000000000E+009,-3.550164401531220E-001,8.638045787811279E-001,-3.607732159902387E-001,8.539271485708150E-001,-3.542131989180093E-001,8.710975907214061E-001,-3.561964144544290E-001,8.661411114873383E-001,-3.551377596613725E-001,8.631201381289936E-001,
2.625000000000000E+009,-3.478100299835205E-001,8.684739470481873E-001,-3.535927926675253E-001,8.585139710565656E-001,-3.459336837826219E-001,8.758824726791631E-001,-3.484423147474849E-001,8.707477434473402E-001,-3.477987010087510E-001,8.677339816691045E-001,
2.630000000000000E+009,-3.406874537467957E-001,8.728315830230713E-001,-3.469301864311521E-001,8.631814897354974E-001,-3.382987235093748E-001,8.806672792479506E-001,-3.409270968850079E-001,8.753021137243403E-001,-3.410530403880357E-001,8.723572283227787E-001,
2.635000000000000E+009,-3.341032266616821E-001,8.765835762023926E-001,-3.410786584757634E-001,8.672189482149543E-001,-3.310375723888397E-001,8.845435531547757E-001,-3.343616034737991E-001,8.792604432547032E-001,-3.349203481961081E-001,8.762783447760201E-001,
2.640000000000000E+009,-3.273744881153107E-001,8.806588649749756E-001,-3.347168641823980E-001,8.720295848271807E-001,-3.228340764285911E-001,8.886657985601025E-001,-3.270088661763251E-001,8.836352016978011E-001,-3.280413659763366E-001,8.807198076364353E-001,
2.645000000000000E+009,-3.196250796318054E-001,8.843222856521606E-001,-3.275602645811775E-001,8.761111975355540E-001,-3.143635479976563E-001,8.919752547178528E-001,-3.191055949198750E-001,8.871854292049940E-001,-3.204876604596745E-001,8.844038356446238E-001,
2.650000000000000E+009,-3.136119544506073E-001,8.883695602416992E-001,-3.215011059796179E-001,8.803771762334265E-001,-3.070679245524268E-001,8.955689071825079E-001,-3.122653288044082E-001,8.908594436347183E-001,-3.140925772297218E-001,8.884391347908383E-001,
2.655000000000000E+009,-3.064195215702057E-001,8.917838335037231E-001,-3.150826304276486E-001,8.845705487515692E-001,-2.994354028567640E-001,8.985157944588526E-001,-3.049880050427613E-001,8.943121061293258E-001,-3.072836343828116E-001,8.923587313530194E-001,
2.660000000000000E+009,-2.986869513988495E-001,8.922441601753235E-001,-3.079163097613769E-001,8.863215986441111E-001,-2.912754656096799E-001,8.985856970969779E-001,-2.975839585895886E-001,8.951021644785897E-001,-2.996576109954229E-001,8.931565879485764E-001,
2.665000000000000E+009,-2.911764979362488E-001,8.955858945846558E-001,-3.002197759161938E-001,8.904706295423636E-001,-2.823277332012472E-001,9.008094289631587E-001,-2.891998690920913E-001,8.981430166050601E-001,-2.915787587562199E-001,8.966181823351017E-001,
2.670000000000000E+009,-2.832642495632172E-001,8.987934589385986E-001,-2.922142342652028E-001,8.942357224368780E-001,-2.743218710692391E-001,9.031683496339669E-001,-2.809026268376976E-001,9.008079085228146E-001,-2.835969429949617E-001,8.997851176556403E-001,
2.675000000000000E+009,-2.754232287406921E-001,9.013261795043945E-001,-2.841123000717654E-001,8.977514099083346E-001,-2.661134527921854E-001,9.049814080917306E-001,-2.728622293613461E-001,9.034698667862520E-001,-2.754646123365960E-001,9.026574323191241E-001,
