% Version 1.00
%
%freq[Hz],re:Trc14_S21,im:Trc14_S21,re:cap1_copo2_0_5leite_desnato_S21,im:cap1_copo2_0_5leite_desnato_S21,re:cap1_copo2_0_5leite_semi_desnato_S21,im:cap1_copo2_0_5leite_semi_desnato_S21,re:cap1_copo2_0_5leite_integral_S21,im:cap1_copo2_0_5leite_integral_S21,
2.215000000000000E+009,-7.349977474600984E-001,5.289927359618007E-001,-7.361453393814056E-001,5.117577976321746E-001,-7.180891029739380E-001,5.122665839843752E-001,-7.346998502209239E-001,5.288032802403719E-001,
2.220000000000000E+009,-7.279139383207235E-001,5.337758590459739E-001,-7.324551267017933E-001,5.157988873874333E-001,-7.137579041023255E-001,5.135770247497560E-001,-7.276489806437354E-001,5.336312194434331E-001,
2.225000000000000E+009,-7.207784949192473E-001,5.376970265516060E-001,-7.288467189945662E-001,5.199397787374180E-001,-7.100866193237305E-001,5.149452293586732E-001,-7.205467509623443E-001,5.373994478396661E-001,
2.230000000000000E+009,-7.132373032727952E-001,5.417841216147696E-001,-7.249697458031633E-001,5.249463634559927E-001,-7.065254309158326E-001,5.172657843322754E-001,-7.130189824589821E-001,5.414940397667103E-001,
2.235000000000000E+009,-7.062043797715814E-001,5.448960169310428E-001,-7.213725774771287E-001,5.297137734186714E-001,-7.038342334747316E-001,5.192896883544923E-001,-7.060835749765295E-001,5.445625326623031E-001,
2.240000000000000E+009,-6.996145578286892E-001,5.483924125657934E-001,-7.179434254686803E-001,5.356229680300600E-001,-7.016384943351748E-001,5.229615924453737E-001,-6.996630754599408E-001,5.479376816241234E-001,
2.245000000000000E+009,-6.931977207472714E-001,5.514408976475245E-001,-7.140368992908546E-001,5.416785137407705E-001,-6.991636823501588E-001,5.271608105087281E-001,-6.932404573954634E-001,5.510568377048117E-001,
2.250000000000000E+009,-6.870777420279639E-001,5.546418040684863E-001,-7.099472531475513E-001,5.485070148298742E-001,-6.968004331321717E-001,5.320317240409853E-001,-6.872732358818484E-001,5.543210078950163E-001,
2.255000000000000E+009,-6.815859331174565E-001,5.574577170909618E-001,-7.055288769688979E-001,5.548709046442130E-001,-6.941666742362977E-001,5.374541019935609E-001,-6.818015473274441E-001,5.571226472791979E-001,
2.260000000000000E+009,-6.767253159310541E-001,5.598295473618632E-001,-7.011644123033062E-001,5.612363835202988E-001,-6.915122630348207E-001,5.427662618942262E-001,-6.770324894423982E-001,5.596968562785023E-001,
2.265000000000000E+009,-6.725421437794145E-001,5.637442544295140E-001,-6.967991463719478E-001,5.688220997723634E-001,-6.889437458000184E-001,5.495830833244325E-001,-6.729646893403367E-001,5.635360057010848E-001,
2.270000000000000E+009,-6.688868082034752E-001,5.679575367908204E-001,-6.924454539906515E-001,5.764512310619389E-001,-6.860967039451602E-001,5.569068436965944E-001,-6.693273735757503E-001,5.679489842026549E-001,
2.275000000000000E+009,-6.642047724466419E-001,5.722058244331981E-001,-6.863321220381001E-001,5.842149094560570E-001,-6.815927311897279E-001,5.642609081230164E-001,-6.646169294596434E-001,5.723024005000261E-001,
2.280000000000000E+009,-6.602761111005289E-001,5.779022720679455E-001,-6.805265140860278E-001,5.928499785219256E-001,-6.774321261062624E-001,5.727307083969118E-001,-6.606821061939540E-001,5.780333039230469E-001,
2.285000000000000E+009,-6.560334315041347E-001,5.829047260150625E-001,-6.741499058369691E-001,6.002065560066636E-001,-6.723060032196045E-001,5.801552578773500E-001,-6.563579469658942E-001,5.831188143126223E-001,
2.290000000000000E+009,-6.508265642619246E-001,5.879544971263633E-001,-6.665733770175252E-001,6.075137979958077E-001,-6.659804997329712E-001,5.875029574279786E-001,-6.511844932016048E-001,5.883269114307613E-001,
2.295000000000000E+009,-6.464752459478713E-001,5.938125258975827E-001,-6.597835539479676E-001,6.151360037710382E-001,-6.603001157341004E-001,5.951798521804810E-001,-6.466874714644035E-001,5.941542061679818E-001,
2.300000000000000E+009,-6.408192123341031E-001,5.996307148619574E-001,-6.517275420964732E-001,6.222478075727174E-001,-6.530817358665468E-001,6.023314300956727E-001,-6.410017083920073E-001,6.001300859871774E-001,
2.305000000000000E+009,-6.359750834219584E-001,6.055860193778243E-001,-6.444228356522614E-001,6.293525375174590E-001,-6.466869264411927E-001,6.094635381546022E-001,-6.361615494700698E-001,6.061153741976205E-001,
2.310000000000000E+009,-6.296388295866244E-001,6.115278286081745E-001,-6.355225615566322E-001,6.361127631528117E-001,-6.386144148139955E-001,6.163193564682009E-001,-6.296443024899434E-001,6.120132794513264E-001,
2.315000000000000E+009,-6.225998298611427E-001,6.177102656268714E-001,-6.260014573631300E-001,6.426551303685462E-001,-6.299527525444032E-001,6.229716516647340E-001,-6.225738871369786E-001,6.182695539517022E-001,
2.320000000000000E+009,-6.149061257540174E-001,6.237890029278589E-001,-6.158823650715437E-001,6.491998189294508E-001,-6.205683038749695E-001,6.295686703262331E-001,-6.148186922583908E-001,6.243456985965381E-001,
2.325000000000000E+009,-6.068778024008423E-001,6.298358380798441E-001,-6.053414417918333E-001,6.554593859427766E-001,-6.106667487106324E-001,6.357631270103457E-001,-6.065565253234416E-001,6.303825001648651E-001,
2.330000000000000E+009,-5.978271577656519E-001,6.360637879349580E-001,-5.939438483511127E-001,6.616045507024103E-001,-5.999160364074708E-001,6.417657857818605E-001,-5.975534245772087E-001,6.366209371648750E-001,
2.335000000000000E+009,-5.883555700803211E-001,6.405398018301531E-001,-5.821138007522436E-001,6.659807668068882E-001,-5.887890828094483E-001,6.459960732803346E-001,-5.879618449431077E-001,6.410610240000224E-001,
2.340000000000000E+009,-5.791313822384245E-001,6.454653764370733E-001,-5.705845989699760E-001,6.706411100274624E-001,-5.778519686470034E-001,6.504841815757753E-001,-5.787558019225176E-001,6.459818865068486E-001,
2.345000000000000E+009,-5.686492660382786E-001,6.489055001096586E-001,-5.575965631548713E-001,6.737080579725938E-001,-5.655276089668275E-001,6.530625796012879E-001,-5.681714677410231E-001,6.493875762759647E-001,
2.350000000000000E+009,-5.582321643557305E-001,6.523328776247105E-001,-5.446746576310790E-001,6.764491144122630E-001,-5.534140058135988E-001,6.553067550926210E-001,-5.577375839299950E-001,6.527697882841566E-001,
2.355000000000000E+009,-5.475065099250391E-001,6.554563121747624E-001,-5.314047255906985E-001,6.788005713091588E-001,-5.410706893768311E-001,6.570376252593995E-001,-5.468308403125088E-001,6.558175147998914E-001,
2.360000000000000E+009,-5.363915104697979E-001,6.568390889868874E-001,-5.176858511349347E-001,6.792387853395731E-001,-5.284451019287111E-001,6.566834163589479E-001,-5.356739290051580E-001,6.572027561972095E-001,
2.365000000000000E+009,-5.253380900701093E-001,6.581174715682133E-001,-5.038624573210091E-001,6.791808262485971E-001,-5.159235673332216E-001,6.557207565574648E-001,-5.245380454068973E-001,6.583243787979184E-001,
2.370000000000000E+009,-5.136284443352229E-001,6.579992203093588E-001,-4.893237588203919E-001,6.773763660964629E-001,-5.030676275024416E-001,6.528557798271181E-001,-5.128039553370570E-001,6.581873181512408E-001,
2.375000000000000E+009,-5.016520381055183E-001,6.567377696094472E-001,-4.744056483042414E-001,6.737999485671603E-001,-4.904142953071595E-001,6.483481622314453E-001,-5.007378276927920E-001,6.567321081144882E-001,
2.380000000000000E+009,-4.900361581751633E-001,6.528282081720838E-001,-4.601236823713292E-001,6.671227107716199E-001,-4.786502641201020E-001,6.407213777389528E-001,-4.890718280670809E-001,6.527235455939823E-001,
2.385000000000000E+009,-4.788794501143955E-001,6.486742145318174E-001,-4.464475970437782E-001,6.595681373530677E-001,-4.682300939502717E-001,6.325613165054322E-001,-4.779960678240626E-001,6.484906296392652E-001,
2.390000000000000E+009,-4.677573793630224E-001,6.427097982870352E-001,-4.330505045651735E-001,6.493678451168121E-001,-4.587296347637178E-001,6.222905443153383E-001,-4.668070380713172E-001,6.423237175265794E-001,
2.395000000000000E+009,-4.583657066277324E-001,6.348037924449614E-001,-4.221285670613546E-001,6.365985699380165E-001,-4.521567911567689E-001,6.099344733085632E-001,-4.574286705845376E-001,6.342023353350612E-001,
2.400000000000000E+009,-4.498226750648813E-001,6.247214871617604E-001,-4.129118726205895E-001,6.209983212754873E-001,-4.478739968814851E-001,5.958622712554933E-001,-4.490070937304404E-001,6.239147145718396E-001,
2.405000000000000E+009,-4.431480290978692E-001,6.132089771454974E-001,-4.067241863378718E-001,6.035035728018802E-001,-4.468677790088655E-001,5.811210283317567E-001,-4.424290491287727E-001,6.123658567055139E-001,
2.410000000000000E+009,-4.388490570948456E-001,6.014070035121475E-001,-4.045059477363159E-001,5.855568196912657E-001,-4.495015386619569E-001,5.676537468872072E-001,-4.382719877826344E-001,6.002795594290622E-001,
2.415000000000000E+009,-4.375950481572837E-001,5.880071269748716E-001,-4.068718265508726E-001,5.665780088485946E-001,-4.560202204113008E-001,5.545777599372863E-001,-4.372784186165955E-001,5.868350604547598E-001,
2.420000000000000E+009,-4.397488432337033E-001,5.751019168602787E-001,-4.141746650159219E-001,5.488796643706422E-001,-4.658538795337678E-001,5.440953077011109E-001,-4.396796471692238E-001,5.738271451247676E-001,
2.425000000000000E+009,-4.453341030111912E-001,5.625570402532267E-001,-4.259186637659238E-001,5.333880495928915E-001,-4.782317203006745E-001,5.364759961738588E-001,-4.454891184198419E-001,5.613406774694548E-001,
2.430000000000000E+009,-4.549496470666767E-001,5.521586598417759E-001,-4.421151010717402E-001,5.218915775519711E-001,-4.930658045063020E-001,5.328212498283387E-001,-4.553424438362044E-001,5.510355539065368E-001,
2.435000000000000E+009,-4.668627926863346E-001,5.447629152053145E-001,-4.603632071940852E-001,5.149373217220078E-001,-5.079497050323487E-001,5.331590223464966E-001,-4.675229131411549E-001,5.437417706434972E-001,
2.440000000000000E+009,-4.806154940949655E-001,5.402905484730767E-001,-4.794788375396834E-001,5.124741847827032E-001,-5.222261653022767E-001,5.364590460968018E-001,-4.814153039953623E-001,5.394522645636752E-001,
2.445000000000000E+009,-4.959636451252882E-001,5.402265500916847E-001,-4.993145963904854E-001,5.154794217643464E-001,-5.363214488143923E-001,5.437650163230897E-001,-4.968604615362576E-001,5.395635716048043E-001,
2.450000000000000E+009,-5.103865112739628E-001,5.439593600825412E-001,-5.167572890225557E-001,5.229707391668566E-001,-5.476685969161989E-001,5.537759268531800E-001,-5.113252893216461E-001,5.435868285767934E-001,
2.455000000000000E+009,-5.222831323670611E-001,5.522278358776669E-001,-5.302960469290537E-001,5.351133163751024E-001,-5.553022150077821E-001,5.668698744888306E-001,-5.231792270609569E-001,5.521016709667549E-001,
2.460000000000000E+009,-5.341443416338895E-001,5.616218601039072E-001,-5.430309605440736E-001,5.480637492811180E-001,-5.627705798759461E-001,5.798895802955629E-001,-5.350162076322765E-001,5.617862987673923E-001,
2.465000000000000E+009,-5.426999985389429E-001,5.737077392609521E-001,-5.515649672871645E-001,5.629869919915981E-001,-5.667060093040468E-001,5.937236358413698E-001,-5.434138907332725E-001,5.738525102772977E-001,
2.470000000000000E+009,-5.499574869624719E-001,5.861774393418553E-001,-5.584377461608454E-001,5.781817724115572E-001,-5.696935427398683E-001,6.074869987678528E-001,-5.506173102306020E-001,5.864351062960461E-001,
2.475000000000000E+009,-5.544059413885467E-001,6.000383430402135E-001,-5.620668754562285E-001,5.940914303055775E-001,-5.701529833831789E-001,6.215810766448976E-001,-5.549012257130287E-001,6.003398166767874E-001,
2.480000000000000E+009,-5.568375707703600E-001,6.141207035778260E-001,-5.635491597400606E-001,6.096623866495019E-001,-5.691347206192018E-001,6.351553304138184E-001,-5.572833588607815E-001,6.145199051693515E-001,
2.485000000000000E+009,-5.575767279526140E-001,6.286773269805571E-001,-5.631822089614258E-001,6.255096905320993E-001,-5.668696829032900E-001,6.490079964675904E-001,-5.577950416211367E-001,6.290577594551052E-001,
2.490000000000000E+009,-5.578850061956427E-001,6.427865803198481E-001,-5.626265371317706E-001,6.405585164948485E-001,-5.647825913619996E-001,6.621549732360842E-001,-5.581755640459641E-001,6.431920792468485E-001,
2.495000000000000E+009,-5.552807420048127E-001,6.557463496129686E-001,-5.590388089765844E-001,6.540477487050929E-001,-5.600456454086304E-001,6.737960580978395E-001,-5.553766600297059E-001,6.561429955625024E-001,
2.500000000000000E+009,-5.525511910336969E-001,6.682271636354967E-001,-5.554253218190484E-001,6.668483534836043E-001,-5.557388113746644E-001,6.849866820220948E-001,-5.526743243315568E-001,6.685912189944101E-001,
2.505000000000000E+009,-5.407069534172926E-001,6.714988122851657E-001,-5.426410116403759E-001,6.702174105531026E-001,-5.423829094848633E-001,6.867519341049195E-001,-5.406582964684291E-001,6.718560165376747E-001,
2.510000000000000E+009,-5.365715409505534E-001,6.832982806278132E-001,-5.378937743493997E-001,6.821085884243412E-001,-5.372781044578552E-001,6.972877996444703E-001,-5.364794465314312E-001,6.836323863321716E-001,
2.515000000000000E+009,-5.320431230616256E-001,6.950434470831131E-001,-5.328340247910066E-001,6.937384716831643E-001,-5.320398919372560E-001,7.077871647262575E-001,-5.320675795808616E-001,6.952340231932985E-001,
2.520000000000000E+009,-5.258460211083582E-001,7.059549504484246E-001,-5.263266650267676E-001,7.047127347427105E-001,-5.252329758872987E-001,7.176336142272952E-001,-5.257392186015915E-001,7.061663556484040E-001,
2.525000000000000E+009,-5.206975855723237E-001,7.139714804332330E-001,-5.209452982517687E-001,7.126434127041413E-001,-5.195740464439393E-001,7.246085742149354E-001,-5.206698232985403E-001,7.141887554629088E-001,
2.530000000000000E+009,-5.147742878362589E-001,7.241813734104381E-001,-5.146330164969075E-001,7.227413738647337E-001,-5.132881462211612E-001,7.337840070037843E-001,-5.145677211351259E-001,7.243747360707606E-001,
2.535000000000000E+009,-5.078035011632620E-001,7.312320909897272E-001,-5.074945291056858E-001,7.297009254771913E-001,-5.061812246589661E-001,7.398781936912539E-001,-5.076004567604993E-001,7.313626631957938E-001,
2.540000000000000E+009,-5.025218153873334E-001,7.378900119448860E-001,-5.021536314097689E-001,7.363148664767492E-001,-5.007013009834290E-001,7.456684933929445E-001,-5.023203182856629E-001,7.379124221068297E-001,
2.545000000000000E+009,-4.951906794717331E-001,7.455041596580152E-001,-4.946027813562265E-001,7.437993047411570E-001,-4.934660373744966E-001,7.525253025856019E-001,-4.950401060480538E-001,7.455391956376590E-001,
2.550000000000000E+009,-4.900550345305439E-001,7.532638159348806E-001,-4.892505295217443E-001,7.513769112480022E-001,-4.880815964107514E-001,7.596199175834658E-001,-4.899236861075259E-001,7.532870730312229E-001,
2.555000000000000E+009,-4.828821417837874E-001,7.608953766604245E-001,-4.820985605982157E-001,7.591587494230703E-001,-4.809310049762727E-001,7.667248818588257E-001,-4.827319571892393E-001,7.608625577623991E-001,
2.560000000000000E+009,-4.759386418804066E-001,7.700812542297181E-001,-4.751340225537464E-001,7.681739634737557E-001,-4.741183539390566E-001,7.752312665786746E-001,-4.758768301960141E-001,7.700762359958019E-001,
2.565000000000000E+009,-4.689614360467386E-001,7.783815965248914E-001,-4.677607888962578E-001,7.762452604555719E-001,-4.668450201339723E-001,7.829324309921266E-001,-4.687447637540634E-001,7.783885830208706E-001,
2.570000000000000E+009,-4.605559943507193E-001,7.866303637837563E-001,-4.596171067562060E-001,7.844417606449026E-001,-4.587691473484041E-001,7.905967884635927E-001,-4.603416019045504E-001,7.865144789538489E-001,
2.575000000000000E+009,-4.540194051748819E-001,7.944965732402820E-001,-4.528633562386636E-001,7.921590274726450E-001,-4.523207405796052E-001,7.981516433181765E-001,-4.538671666326860E-001,7.945113796082080E-001,
2.580000000000000E+009,-4.455870595876575E-001,8.026598302646915E-001,-4.445783605890841E-001,7.999346714155382E-001,-4.440922788753511E-001,8.057158877716066E-001,-4.454601060863005E-001,8.025115386206645E-001,
2.585000000000000E+009,-4.361065106195808E-001,8.096835463996703E-001,-4.351429588283995E-001,8.070076603083171E-001,-4.348740532035829E-001,8.123431427268983E-001,-4.359272730130537E-001,8.096161332198160E-001,
2.590000000000000E+009,-4.290020984029568E-001,8.158484226990169E-001,-4.282680073562667E-001,8.130994705537961E-001,-4.279886770668031E-001,8.182626994895936E-001,-4.289147825926848E-001,8.157954497497582E-001,
2.595000000000000E+009,-4.220452028566468E-001,8.217008349983414E-001,-4.216818479371342E-001,8.187692400786287E-001,-4.215056946887971E-001,8.238038072280887E-001,-4.220355546901569E-001,8.216336073699966E-001,
2.600000000000000E+009,-4.139427626650318E-001,8.276957709352102E-001,-4.133335142582455E-001,8.247547775685684E-001,-4.133170512561800E-001,8.296111272811891E-001,-4.138559348384843E-001,8.275879481639201E-001,
2.605000000000000E+009,-4.061646960388536E-001,8.327567947651192E-001,-4.060133987938819E-001,8.300188541579506E-001,-4.058794776439668E-001,8.346573371849062E-001,-4.060105128004551E-001,8.327109554547607E-001,
2.610000000000000E+009,-3.986395071773168E-001,8.382176124770177E-001,-3.988134777612939E-001,8.357444385499687E-001,-3.987113450965882E-001,8.400104120674135E-001,-3.986038612412814E-001,8.382510829023887E-001,
2.615000000000000E+009,-3.899492925084213E-001,8.436154072368463E-001,-3.898860111144537E-001,8.411376392675719E-001,-3.898792142353058E-001,8.452000547904970E-001,-3.898832081761391E-001,8.435044478609221E-001,
2.620000000000000E+009,-3.843512213039950E-001,8.486269385844304E-001,-3.843083166904475E-001,8.462648918633987E-001,-3.845376726512910E-001,8.501559447593690E-001,-3.842540390805216E-001,8.485919047250040E-001,
2.625000000000000E+009,-3.762610958011090E-001,8.548969960498261E-001,-3.763772063173526E-001,8.526246849058248E-001,-3.765661063079835E-001,8.563303235397342E-001,-3.762142425249431E-001,8.548239338260806E-001,
2.630000000000000E+009,-3.686252325679396E-001,8.611681994767730E-001,-3.687972129771147E-001,8.591726510373493E-001,-3.691881796207429E-001,8.625439918594362E-001,-3.685890332604088E-001,8.611678178546612E-001,
2.635000000000000E+009,-3.617231675564914E-001,8.665789252943642E-001,-3.617041137233230E-001,8.645700702260126E-001,-3.623858686218262E-001,8.678811719627382E-001,-3.615481454201607E-001,8.666288607086041E-001,
2.640000000000000E+009,-3.538410692651166E-001,8.727390780303639E-001,-3.536841332399192E-001,8.705788357389425E-001,-3.545233348026276E-001,8.738232318496706E-001,-3.538156229808387E-001,8.727715809717028E-001,
2.645000000000000E+009,-3.449342577323371E-001,8.775219043072748E-001,-3.449993387121584E-001,8.755475628346571E-001,-3.458690212574006E-001,8.788600875740054E-001,-3.448112794044334E-001,8.776517519580646E-001,
2.650000000000000E+009,-3.373029965620243E-001,8.825024325439602E-001,-3.376589258388750E-001,8.806465727212007E-001,-3.385038143730164E-001,8.837164401092532E-001,-3.372387345265278E-001,8.825334370631316E-001,
2.655000000000000E+009,-3.295629372698837E-001,8.872451557804650E-001,-3.296618351226249E-001,8.853032668813962E-001,-3.305071875209809E-001,8.884621216049197E-001,-3.294991188635300E-001,8.872684205862929E-001,
2.660000000000000E+009,-3.209326046044365E-001,8.888939476911599E-001,-3.208514800076073E-001,8.869646875239846E-001,-3.220773318080903E-001,8.900759224624636E-001,-3.208334327917152E-001,8.888761479563511E-001,
2.665000000000000E+009,-3.115528760294578E-001,8.928312383310446E-001,-3.116259983441519E-001,8.908955302596386E-001,-3.128463632717133E-001,8.940263299484256E-001,-3.114907764300706E-001,8.927815328140946E-001,
2.670000000000000E+009,-3.024305856962158E-001,8.964130799718826E-001,-3.024808741839573E-001,8.946267673929553E-001,-3.035829679126740E-001,8.975512692985537E-001,-3.023506938737781E-001,8.964093300084164E-001,
2.675000000000000E+009,-2.933732338274183E-001,8.996380448186842E-001,-2.934270256598325E-001,8.978457051759988E-001,-2.947143002128602E-001,9.007674253082277E-001,-2.933487413276940E-001,8.997070156436990E-001,
2.680000000000000E+009,-2.852231427950280E-001,9.021726028372233E-001,-2.849024107128036E-001,9.001109015339462E-001,-2.863696133251191E-001,9.030830069427493E-001,-2.851800321703888E-001,9.022516792956522E-001,
2.685000000000000E+009,-2.770913906306123E-001,9.044791941585595E-001,-2.767884860332390E-001,9.024463970133534E-001,-2.781928962421418E-001,9.053123445472719E-001,-2.768652357643421E-001,9.044844953557570E-001,
2.690000000000000E+009,-2.685921951537151E-001,9.077703473387873E-001,-2.687002688587767E-001,9.058831934434334E-001,-2.701503597068787E-001,9.086285619392397E-001,-2.685290450728253E-001,9.078020020286891E-001,
2.695000000000000E+009,-2.597557049380209E-001,9.114019944908869E-001,-2.596926074092055E-001,9.093415410861652E-001,-2.611756095333100E-001,9.121851367607119E-001,-2.596965896429894E-001,9.114969239783007E-001,
2.700000000000000E+009,-2.518750111267066E-001,9.143897390392741E-001,-2.518996552117767E-001,9.124220341088617E-001,-2.535594644889832E-001,9.151402892303469E-001,-2.518426346811701E-001,9.144469934722888E-001,
2.705000000000000E+009,-2.425037994959127E-001,9.167184417044243E-001,-2.425232779636983E-001,9.145959213887800E-001,-2.441983683929443E-001,9.173358867225647E-001,-2.424616123308022E-001,9.167503393484787E-001,
2.710000000000000E+009,-2.333723362720326E-001,9.195798037909434E-001,-2.333125893736456E-001,9.176479958010332E-001,-2.350570875616074E-001,9.202771345901493E-001,-2.332248641447010E-001,9.196617840193085E-001,
2.715000000000000E+009,-2.228601648451246E-001,9.211403648214763E-001,-2.231846011749074E-001,9.193539561257579E-001,-2.248675531034470E-001,9.219830655364993E-001,-2.227253458521250E-001,9.212015988982253E-001,
2.720000000000000E+009,-2.129366371820647E-001,9.233343274553207E-001,-2.131761684609045E-001,9.213809097836984E-001,-2.147787137136460E-001,9.239725254249575E-001,-2.128381851614621E-001,9.233840386597719E-001,
2.725000000000000E+009,-2.030485545737239E-001,9.238287512592214E-001,-2.028781940368027E-001,9.217823510543423E-001,-2.047133712778092E-001,9.245094062843324E-001,-2.029259532405959E-001,9.238773693399723E-001,
2.730000000000000E+009,-1.929754258426242E-001,9.257097697114687E-001,-1.930004275454760E-001,9.237009805782563E-001,-1.948709203367234E-001,9.265337445869448E-001,-1.928255088375076E-001,9.256645975706337E-001,
2.735000000000000E+009,-1.841092345096057E-001,9.252820862469751E-001,-1.840886578301464E-001,9.234675585140083E-001,-1.859285219078065E-001,9.261030803298952E-001,-1.839631766611895E-001,9.253760257443786E-001,
2.740000000000000E+009,-1.740043125688976E-001,9.257974567332012E-001,-1.739888282954824E-001,9.239748991567952E-001,-1.757733875055314E-001,9.263256316566469E-001,-1.738941203734651E-001,9.257886695246985E-001,
2.745000000000000E+009,-1.651131529957080E-001,9.248931711306457E-001,-1.650769662834262E-001,9.228654650044954E-001,-1.670315683279038E-001,9.254147898635866E-001,-1.650475585752858E-001,9.248532489405716E-001,
2.750000000000000E+009,-1.559423382589767E-001,9.247961330600261E-001,-1.555491430230000E-001,9.224783490568392E-001,-1.576031462535859E-001,9.250898900871278E-001,-1.557776739014382E-001,9.246656609273996E-001,
2.755000000000000E+009,-1.456513831381560E-001,9.244148839861546E-001,-1.455090115743100E-001,9.221375484045824E-001,-1.474991253204346E-001,9.247082487258913E-001,-1.454878615824803E-001,9.242280011826329E-001,
2.760000000000000E+009,-1.352251403778816E-001,9.243050224659197E-001,-1.352919972974564E-001,9.221132048609397E-001,-1.374134632377625E-001,9.246459816017152E-001,-1.351413186989151E-001,9.241744611339835E-001,
2.765000000000000E+009,-1.274592181417180E-001,9.237504898428498E-001,-1.273905477656530E-001,9.214185772969950E-001,-1.294042169895172E-001,9.239215825958256E-001,-1.273324907509712E-001,9.237378347154808E-001,
2.770000000000000E+009,-1.189427782706277E-001,9.237728801033782E-001,-1.187950656586988E-001,9.213450890341119E-001,-1.209721241645813E-001,9.239317168312075E-001,-1.187985161620348E-001,9.236519557796350E-001,
2.775000000000000E+009,-1.112886115501177E-001,9.258338645617509E-001,-1.112335201933580E-001,9.232504406450128E-001,-1.135199211864472E-001,9.258455923080448E-001,-1.111355409073188E-001,9.257119545914525E-001,
2.780000000000000E+009,-1.032584915840891E-001,9.257563816499705E-001,-1.031388630392713E-001,9.230220320160716E-001,-1.053860053720474E-001,9.257602254333499E-001,-1.030728504773813E-001,9.256902982952120E-001,
2.785000000000000E+009,-9.434874597632026E-002,9.265314581239107E-001,-9.455392886450172E-002,9.237909554694347E-001,-9.669154912185671E-002,9.265859348754885E-001,-9.410851768583339E-002,9.264349175252776E-001,
2.790000000000000E+009,-8.581866698229376E-002,9.266070230149102E-001,-8.610375525387717E-002,9.237786591656486E-001,-8.837179694032671E-002,9.265038292961123E-001,-8.580826885849412E-002,9.264260745936491E-001,
2.795000000000000E+009,-7.643842999405644E-002,9.267203352742143E-001,-7.663914687088347E-002,9.235309409028168E-001,-7.889753474855424E-002,9.262398294334415E-001,-7.623735673023679E-002,9.265233394700404E-001,
2.800000000000000E+009,-6.746854974300263E-002,9.259592885033627E-001,-6.812474639481536E-002,9.228460092554960E-001,-7.032913753366471E-002,9.258371184883120E-001,-6.730373554199046E-002,9.258709994051541E-001,
2.805000000000000E+009,-5.811527811565069E-002,9.259044105213116E-001,-5.896409546471883E-002,9.228349324800858E-001,-6.126081321549418E-002,9.257456876525881E-001,-5.801897628940118E-002,9.256726116889372E-001,
2.810000000000000E+009,-5.039830309195881E-002,9.256100101808982E-001,-5.145303317352299E-002,9.223039673548051E-001,-5.373373886847498E-002,9.253151169281009E-001,-5.027862548541231E-002,9.254894851984438E-001,
2.815000000000000E+009,-4.181271908981554E-002,9.240306029449410E-001,-4.331584850182242E-002,9.209758143329010E-001,-4.526501594090462E-002,9.238759193763735E-001,-4.168709955593936E-002,9.238891682494809E-001,
2.820000000000000E+009,-3.435441981253870E-002,9.244357814109462E-001,-3.617875647189360E-002,9.216349847036838E-001,-3.810861156868935E-002,9.244447509613039E-001,-3.426542580812977E-002,9.244205046237030E-001,
2.825000000000000E+009,-2.598180101459020E-002,9.241365184104681E-001,-2.777181511327451E-002,9.215382035355482E-001,-2.974610661649705E-002,9.241394007225039E-001,-2.601596205871572E-002,9.240030426830993E-001,
2.830000000000000E+009,-1.944344086627133E-002,9.242947202015439E-001,-2.131604912306332E-002,9.220598080080344E-001,-2.355877885401250E-002,9.247781714363101E-001,-1.949579520032840E-002,9.241805791906025E-001,
2.835000000000000E+009,-1.250049239009446E-002,9.238794675412275E-001,-1.454894245855020E-002,9.221157396789768E-001,-1.678239289247990E-002,9.246618219184877E-001,-1.249799299707886E-002,9.239217830168336E-001,
2.840000000000000E+009,-6.131384014420497E-003,9.242100974372559E-001,-8.045234415508135E-003,9.224740557040967E-001,-1.021688931787014E-002,9.249966714210511E-001,-6.200946175165245E-003,9.241405939049611E-001,
2.845000000000000E+009,1.235182424854785E-003,9.256359952353930E-001,-5.890675075970304E-004,9.243068929416920E-001,-2.934662120163441E-003,9.266015109138490E-001,1.150513054290160E-003,9.255398609321535E-001,
2.850000000000000E+009,8.342029970666239E-003,9.261485651514692E-001,6.724300488137987E-003,9.249221017726738E-001,4.218463705450298E-003,9.273223636894228E-001,8.329965737136482E-003,9.261382207036681E-001,
2.855000000000000E+009,1.507263935339361E-002,9.280400860531900E-001,1.381007944691062E-002,9.266742743562404E-001,1.124928594189883E-002,9.292000026474002E-001,1.507502909478409E-002,9.277843762374322E-001,
2.860000000000000E+009,2.219887282284402E-002,9.282272613131405E-001,2.102954343835449E-002,9.266983908823120E-001,1.830739151239395E-002,9.293130372009280E-001,2.224348867092900E-002,9.279687903987187E-001,
2.865000000000000E+009,3.044180835918928E-002,9.298666851047920E-001,2.924677656741518E-002,9.284703908352211E-001,2.658539277148247E-002,9.312678651008608E-001,3.048196449202709E-002,9.297577824470340E-001,
2.870000000000000E+009,3.618972667208836E-002,9.311831534240666E-001,3.507181219741781E-002,9.298716685727476E-001,3.214669729042054E-002,9.325170040626527E-001,3.615068755872219E-002,9.311511334479916E-001,
2.875000000000000E+009,4.304981369186514E-002,9.300612775415197E-001,4.196408088677082E-002,9.287622333898672E-001,3.901267442655564E-002,9.315989473762516E-001,4.301812319015951E-002,9.300823643952628E-001,
