% Version 1.00
%
%freq[Hz],re:Trc13_S21,im:Trc13_S21,re:pl_1_S21,im:pl_1_S21,
2.055600000000000E+009,-9.078081250190735E-001,3.089670538902283E-001,-9.079480375480654E-001,3.091152496719361E-001,
2.056560000000000E+009,-9.070723652839661E-001,3.107906877994537E-001,-9.070705132484436E-001,3.110725532245636E-001,
2.057520000000000E+009,-9.060553312301636E-001,3.127774894237518E-001,-9.062371355819704E-001,3.129170002460480E-001,
2.058480000000000E+009,-9.053118228912354E-001,3.147768676280975E-001,-9.052971863174439E-001,3.149035784149171E-001,
2.059440000000000E+009,-9.043704271316528E-001,3.166595101356506E-001,-9.044236867141726E-001,3.167244974517823E-001,
2.060400000000000E+009,-9.034439325332642E-001,3.183489441871643E-001,-9.034864820861819E-001,3.185822851276399E-001,
2.061360000000000E+009,-9.026415944099426E-001,3.202464580535889E-001,-9.027826228713991E-001,3.206581750011445E-001,
2.062320000000000E+009,-9.019463062286377E-001,3.224031925201416E-001,-9.018479427528382E-001,3.226332183361054E-001,
2.063280000000000E+009,-9.009353518486023E-001,3.240669965744019E-001,-9.009150010490420E-001,3.243557655429841E-001,
2.064240000000000E+009,-8.998488187789917E-001,3.259719312191010E-001,-8.999989719772339E-001,3.262593348884583E-001,
2.065200000000000E+009,-8.990720510482788E-001,3.277450501918793E-001,-8.990629024314881E-001,3.280055500411988E-001,
2.066160000000000E+009,-8.980264663696289E-001,3.293377161026001E-001,-8.980808656120302E-001,3.296578261852265E-001,
2.067120000000000E+009,-8.969994783401489E-001,3.312335014343262E-001,-8.969613519859317E-001,3.315288935375214E-001,
2.068080000000000E+009,-8.957418799400330E-001,3.329856693744659E-001,-8.959400010108950E-001,3.332806089782716E-001,
2.069040000000000E+009,-8.948603272438049E-001,3.349055051803589E-001,-8.949315793800357E-001,3.352269218444826E-001,
2.070000000000000E+009,-8.937343955039978E-001,3.365329504013062E-001,-8.938203876686098E-001,3.369621503925324E-001,
2.070960000000000E+009,-8.924918174743652E-001,3.385251164436340E-001,-8.927093212890627E-001,3.387664409065248E-001,
2.071920000000000E+009,-8.914078474044800E-001,3.401148617267609E-001,-8.915868443679811E-001,3.404568892669678E-001,
2.072880000000000E+009,-8.904335498809815E-001,3.417950272560120E-001,-8.903426186943055E-001,3.421758956527710E-001,
2.073840000000000E+009,-8.891723752021790E-001,3.436176776885986E-001,-8.891961794281008E-001,3.439588223361969E-001,
2.074800000000000E+009,-8.878966569900513E-001,3.451601564884186E-001,-8.879853385543826E-001,3.456086737442017E-001,
2.075760000000000E+009,-8.867856264114380E-001,3.466623127460480E-001,-8.867830207633974E-001,3.472115722751619E-001,
2.076720000000000E+009,-8.855335116386414E-001,3.485795855522156E-001,-8.855497333908085E-001,3.488600217628480E-001,
2.077680000000000E+009,-8.842831850051880E-001,3.498400449752808E-001,-8.843735748672487E-001,3.502942612266541E-001,
2.078640000000000E+009,-8.831269145011902E-001,3.513105511665344E-001,-8.831925269317629E-001,3.517178585720063E-001,
2.079600000000000E+009,-8.819668292999268E-001,3.526554107666016E-001,-8.820352974319461E-001,3.532920766735077E-001,
2.080560000000000E+009,-8.807733654975891E-001,3.542328476905823E-001,-8.807646197509768E-001,3.549017365550996E-001,
2.081520000000000E+009,-8.794301748275757E-001,3.561117649078369E-001,-8.794856550598147E-001,3.566663534069062E-001,
2.082480000000000E+009,-8.783317804336548E-001,3.574219942092896E-001,-8.781808757591251E-001,3.580105294990540E-001,
2.083440000000000E+009,-8.771317005157471E-001,3.584922850131989E-001,-8.769765671157839E-001,3.590823191261292E-001,
2.084400000000000E+009,-8.760833740234375E-001,3.597081303596497E-001,-8.758391792297365E-001,3.604082889747620E-001,
2.085360000000000E+009,-8.749168515205383E-001,3.607558012008667E-001,-8.746512300682070E-001,3.614285046291352E-001,
2.086320000000000E+009,-8.737043738365173E-001,3.621003031730652E-001,-8.735791179275515E-001,3.626781492996216E-001,
2.087280000000000E+009,-8.727410435676575E-001,3.632135987281799E-001,-8.724089663505557E-001,3.639087481880189E-001,
2.088240000000000E+009,-8.718932271003723E-001,3.642245531082153E-001,-8.714000470733645E-001,3.650984140300752E-001,
2.089200000000000E+009,-8.706280589103699E-001,3.655484914779663E-001,-8.703163774681093E-001,3.660987036609650E-001,
2.090160000000000E+009,-8.697732090950012E-001,3.665608167648315E-001,-8.693349952125552E-001,3.671493230819702E-001,
2.091120000000000E+009,-8.689154386520386E-001,3.680146336555481E-001,-8.685139658546450E-001,3.683851972770691E-001,
2.092080000000000E+009,-8.679761886596680E-001,3.691217303276062E-001,-8.676574902534486E-001,3.695662777614593E-001,
2.093040000000000E+009,-8.673714995384216E-001,3.700493574142456E-001,-8.668995511245728E-001,3.707194862461091E-001,
2.094000000000000E+009,-8.665690422058106E-001,3.712401688098908E-001,-8.661452003669741E-001,3.717212288188935E-001,
2.094960000000000E+009,-8.660366535186768E-001,3.725798726081848E-001,-8.654637521743777E-001,3.729213070583345E-001,
2.095920000000000E+009,-8.652595877647400E-001,3.734874129295349E-001,-8.647054583740236E-001,3.740859848785401E-001,
2.096880000000000E+009,-8.645660281181335E-001,3.749450147151947E-001,-8.640641013717654E-001,3.753621183872224E-001,
2.097840000000000E+009,-8.638181090354919E-001,3.760396838188171E-001,-8.633845673751833E-001,3.765909117603303E-001,
2.098800000000000E+009,-8.633820414543152E-001,3.773491680622101E-001,-8.629351306343081E-001,3.775445860767366E-001,
2.099760000000000E+009,-8.632313013076782E-001,3.782710134983063E-001,-8.625541691970826E-001,3.785088928318025E-001,
2.100720000000000E+009,-8.626475334167481E-001,3.794071376323700E-001,-8.620693348503115E-001,3.796111570167542E-001,
2.101680000000000E+009,-8.621938228607178E-001,3.808172345161438E-001,-8.615142693710328E-001,3.809561787986757E-001,
2.102640000000000E+009,-8.617305159568787E-001,3.821542561054230E-001,-8.610359732627871E-001,3.823595191001893E-001,
2.103600000000000E+009,-8.611572384834290E-001,3.835762739181519E-001,-8.604785857582095E-001,3.837432684803011E-001,
2.104560000000000E+009,-8.606129288673401E-001,3.850812315940857E-001,-8.600391693878177E-001,3.851454105949403E-001,
2.105520000000000E+009,-8.601503372192383E-001,3.864088058471680E-001,-8.595449085044863E-001,3.865043887996675E-001,
2.106480000000000E+009,-8.597238659858704E-001,3.879144191741943E-001,-8.591451085853578E-001,3.878598965263368E-001,
2.107440000000000E+009,-8.592528104782105E-001,3.895533978939056E-001,-8.587428973197939E-001,3.893691165351869E-001,
2.108400000000000E+009,-8.588422536849976E-001,3.908549249172211E-001,-8.582724656677246E-001,3.910101533699036E-001,
2.109360000000000E+009,-8.583725094795227E-001,3.925727307796478E-001,-8.579293199920657E-001,3.924852715873719E-001,
2.110320000000000E+009,-8.580066561698914E-001,3.942768871784210E-001,-8.573694352531436E-001,3.938737729454042E-001,
2.111280000000000E+009,-8.574862480163574E-001,3.954444825649262E-001,-8.568205184936525E-001,3.953274845790865E-001,
2.112240000000000E+009,-8.568925857543945E-001,3.967186510562897E-001,-8.563195712661744E-001,3.967693023586274E-001,
2.113200000000000E+009,-8.561276197433472E-001,3.985458314418793E-001,-8.557743272590639E-001,3.982925464057923E-001,
2.114160000000000E+009,-8.555661439895630E-001,4.000596702098846E-001,-8.550921014976503E-001,3.998015866947176E-001,
2.115120000000000E+009,-8.548193573951721E-001,4.018923640251160E-001,-8.543785455131532E-001,4.016200761604311E-001,
2.116080000000000E+009,-8.541504740715027E-001,4.036532640457153E-001,-8.537337837600710E-001,4.033841637325287E-001,
2.117040000000000E+009,-8.535621166229248E-001,4.055650532245636E-001,-8.531952389335634E-001,4.051538371562959E-001,
2.118000000000000E+009,-8.529874086380005E-001,4.069949686527252E-001,-8.525224144744875E-001,4.066830033206941E-001,
2.118960000000000E+009,-8.523177504539490E-001,4.086689651012421E-001,-8.519134660339357E-001,4.084118148899080E-001,
2.119920000000000E+009,-8.516484498977661E-001,4.104433357715607E-001,-8.513283235359194E-001,4.101986901664735E-001,
2.120880000000000E+009,-8.507884144783020E-001,4.121080935001373E-001,-8.505496216583254E-001,4.119109930324555E-001,
2.121840000000000E+009,-8.501619696617127E-001,4.139472842216492E-001,-8.498200440406801E-001,4.135883598899842E-001,
2.122800000000000E+009,-8.493149876594544E-001,4.157595038414002E-001,-8.490536645889284E-001,4.153159636402131E-001,
2.123760000000000E+009,-8.483746647834778E-001,4.173493385314941E-001,-8.482768445968631E-001,4.169588955020905E-001,
2.124720000000000E+009,-8.476330637931824E-001,4.192319810390472E-001,-8.474894621276858E-001,4.187404763126375E-001,
2.125680000000000E+009,-8.466854095458984E-001,4.208281040191650E-001,-8.466224722671510E-001,4.203248525810243E-001,
2.126640000000000E+009,-8.459042906761169E-001,4.224697351455689E-001,-8.457956148719790E-001,4.220824169826508E-001,
2.127600000000000E+009,-8.450297713279724E-001,4.241308271884918E-001,-8.448602396011353E-001,4.237868747425081E-001,
2.128560000000000E+009,-8.442472219467163E-001,4.255177080631256E-001,-8.440157765388490E-001,4.254028401088715E-001,
2.129520000000000E+009,-8.431543111801148E-001,4.274011254310608E-001,-8.431421500396731E-001,4.269509860324861E-001,
2.130480000000000E+009,-8.422975540161133E-001,4.289793074131012E-001,-8.420982415199281E-001,4.284964700222015E-001,
2.131440000000000E+009,-8.410180807113648E-001,4.308157265186310E-001,-8.411586897468569E-001,4.302942957115174E-001,
2.132400000000000E+009,-8.401595950126648E-001,4.322276413440704E-001,-8.400716451644900E-001,4.318486907863618E-001,
2.133360000000000E+009,-8.389949798583984E-001,4.337784945964813E-001,-8.390496752357484E-001,4.335177975559236E-001,
2.134320000000000E+009,-8.379697799682617E-001,4.353905916213989E-001,-8.379805988121035E-001,4.350570419120790E-001,
2.135280000000000E+009,-8.368263244628906E-001,4.371754527091980E-001,-8.369496421623232E-001,4.367928613567353E-001,
2.136240000000000E+009,-8.358117341995239E-001,4.385910034179688E-001,-8.358072702407838E-001,4.382961359119416E-001,
2.137200000000000E+009,-8.347256183624268E-001,4.402509331703186E-001,-8.347852764320375E-001,4.399192063808442E-001,
2.138160000000000E+009,-8.336102962493897E-001,4.417895376682282E-001,-8.337185309028627E-001,4.413432979869844E-001,
2.139120000000000E+009,-8.324683904647827E-001,4.434756636619568E-001,-8.325820301628115E-001,4.431955237197877E-001,
2.140080000000000E+009,-8.312994241714478E-001,4.450832605361939E-001,-8.313894086265566E-001,4.446942753791810E-001,
2.141040000000000E+009,-8.300386667251587E-001,4.466780424118042E-001,-8.302939567947389E-001,4.463247422122956E-001,
2.142000000000000E+009,-8.289870023727417E-001,4.482686817646027E-001,-8.292159926605229E-001,4.478639405059816E-001,
2.142960000000000E+009,-8.278304338455200E-001,4.496428668498993E-001,-8.280269242286684E-001,4.492385433483124E-001,
2.143920000000000E+009,-8.267391920089722E-001,4.512659311294556E-001,-8.268626102638246E-001,4.508561387920381E-001,
2.144880000000000E+009,-8.253492712974548E-001,4.523420333862305E-001,-8.256381893539431E-001,4.522227355289460E-001,
2.145840000000000E+009,-8.239766955375671E-001,4.540862441062927E-001,-8.242635125350954E-001,4.536886122703553E-001,
2.146800000000000E+009,-8.226366043090820E-001,4.553312957286835E-001,-8.229867139244083E-001,4.550301833152772E-001,
2.147760000000000E+009,-8.214209675788879E-001,4.565419256687164E-001,-8.217065004730226E-001,4.563997767925263E-001,
2.148720000000000E+009,-8.201482295989990E-001,4.579129815101624E-001,-8.205435394859315E-001,4.576557553863526E-001,
2.149680000000000E+009,-8.188187479972839E-001,4.592528343200684E-001,-8.191546030235293E-001,4.588107351303101E-001,
2.150640000000000E+009,-8.173915147781372E-001,4.603665471076965E-001,-8.178887619972229E-001,4.601634918594361E-001,
2.151600000000000E+009,-8.161211609840393E-001,4.617750644683838E-001,-8.166807691955570E-001,4.616528844356538E-001,
2.152560000000000E+009,-8.148721456527710E-001,4.632696807384491E-001,-8.153833941650391E-001,4.629317549800873E-001,
2.153520000000000E+009,-8.136009573936462E-001,4.645638465881348E-001,-8.140461954307559E-001,4.641844524860384E-001,
2.154480000000000E+009,-8.123278617858887E-001,4.654892385005951E-001,-8.128037524223331E-001,4.653756055545808E-001,
2.155440000000000E+009,-8.107261061668396E-001,4.666498899459839E-001,-8.113977240371706E-001,4.665979563999177E-001,
2.156400000000000E+009,-8.094250559806824E-001,4.677962660789490E-001,-8.100579401588443E-001,4.676796087932588E-001,
2.157360000000000E+009,-8.080862164497376E-001,4.691117405891419E-001,-8.087086901855470E-001,4.690147997951509E-001,
2.158320000000000E+009,-8.067145943641663E-001,4.703157544136047E-001,-8.073568999099734E-001,4.701363997268678E-001,
2.159280000000000E+009,-8.054161667823792E-001,4.716108739376068E-001,-8.059513618469241E-001,4.714294204521180E-001,
2.160240000000000E+009,-8.038805723190308E-001,4.725694656372070E-001,-8.045074399375918E-001,4.726378266143800E-001,
2.161200000000000E+009,-8.022537827491760E-001,4.743264913558960E-001,-8.028282882499698E-001,4.742899526977540E-001,
2.162160000000000E+009,-8.006596565246582E-001,4.759626388549805E-001,-8.011914316940308E-001,4.759699709701538E-001,
2.163120000000000E+009,-7.994776368141174E-001,4.765188097953796E-001,-8.000930226898195E-001,4.767113925170899E-001,
2.164080000000000E+009,-7.983280420303345E-001,4.771843850612640E-001,-7.989695866203310E-001,4.775863873004914E-001,
2.165040000000000E+009,-7.971809506416321E-001,4.779341816902161E-001,-7.978647366905213E-001,4.782928648376466E-001,
2.166000000000000E+009,-7.958179116249085E-001,4.793049097061157E-001,-7.964731852531435E-001,4.794076854610444E-001,
2.166960000000000E+009,-7.943782806396484E-001,4.801969826221466E-001,-7.950539020347598E-001,4.804136963367464E-001,
2.167920000000000E+009,-7.929715514183044E-001,4.810819625854492E-001,-7.937399676513673E-001,4.814862310028077E-001,
2.168880000000000E+009,-7.917816638946533E-001,4.822039604187012E-001,-7.923997044754030E-001,4.825797349166872E-001,
2.169840000000000E+009,-7.903040051460266E-001,4.833643138408661E-001,-7.910746650886538E-001,4.836250937175752E-001,
2.170800000000000E+009,-7.888353466987610E-001,4.843651056289673E-001,-7.896959338378908E-001,4.846875216865541E-001,
2.171760000000000E+009,-7.875433564186096E-001,4.852157533168793E-001,-7.883389407157899E-001,4.857638411903383E-001,
2.172720000000000E+009,-7.862989902496338E-001,4.861215054988861E-001,-7.869636636734010E-001,4.866298748397828E-001,
2.173680000000000E+009,-7.848756313323975E-001,4.872686564922333E-001,-7.855224436759951E-001,4.876119168758393E-001,
2.174640000000000E+009,-7.835417389869690E-001,4.880920648574829E-001,-7.841941069602969E-001,4.886155301666261E-001,
2.175600000000000E+009,-7.821822762489319E-001,4.890160858631134E-001,-7.827616712951662E-001,4.895786346435548E-001,
2.176560000000000E+009,-7.808615565299988E-001,4.900104105472565E-001,-7.813501397895816E-001,4.905376980876924E-001,
2.177520000000000E+009,-7.793000340461731E-001,4.907891452312470E-001,-7.799465985298159E-001,4.914414398002625E-001,
2.178480000000000E+009,-7.777488231658936E-001,4.915175735950470E-001,-7.784596707534793E-001,4.923024328994752E-001,
2.179440000000000E+009,-7.764388322830200E-001,4.926588535308838E-001,-7.769964650344851E-001,4.933969188785554E-001,
2.180400000000000E+009,-7.750292420387268E-001,4.935956299304962E-001,-7.756288336181643E-001,4.942059286880494E-001,
2.181360000000000E+009,-7.736538648605347E-001,4.942409992218018E-001,-7.742249081802370E-001,4.951052862358095E-001,
2.182320000000000E+009,-7.722792029380798E-001,4.950648248195648E-001,-7.728498246002200E-001,4.959278565502168E-001,
2.183280000000000E+009,-7.710404396057129E-001,4.957556426525116E-001,-7.716108590126040E-001,4.966851588439942E-001,
2.184240000000000E+009,-7.696016430854797E-001,4.964372515678406E-001,-7.702166350364686E-001,4.973032275199891E-001,
2.185200000000000E+009,-7.684395909309387E-001,4.970555901527405E-001,-7.688727663993837E-001,4.980881505680085E-001,
2.186160000000000E+009,-7.671501040458679E-001,4.978006482124329E-001,-7.674539879417421E-001,4.990092291355134E-001,
2.187120000000000E+009,-7.655311226844788E-001,4.986107349395752E-001,-7.661496637153626E-001,4.996832056617738E-001,
2.188080000000000E+009,-7.643054127693176E-001,4.995385408401489E-001,-7.647160995864869E-001,5.003882814216615E-001,
2.189040000000000E+009,-7.629720568656921E-001,5.000458955764771E-001,-7.633696503448488E-001,5.012238721847535E-001,
2.190000000000000E+009,-7.615495324134827E-001,5.005779266357422E-001,-7.619351391220095E-001,5.018752350616456E-001,
2.190960000000000E+009,-7.605848908424377E-001,5.009192824363709E-001,-7.608374491691592E-001,5.022187492370607E-001,
2.191920000000000E+009,-7.592859864234924E-001,5.012685060501099E-001,-7.595422756004335E-001,5.024979636573793E-001,
2.192880000000000E+009,-7.583017349243164E-001,5.016348361968994E-001,-7.583363675498964E-001,5.028779749679566E-001,
2.193840000000000E+009,-7.570607662200928E-001,5.018883347511292E-001,-7.573183466720583E-001,5.031576552581788E-001,
2.194800000000000E+009,-7.553801536560059E-001,5.025609135627747E-001,-7.554466092300417E-001,5.041855255317689E-001,
2.195760000000000E+009,-7.541236877441406E-001,5.031217932701111E-001,-7.542023655700686E-001,5.047600352859498E-001,
2.196720000000000E+009,-7.527491450309753E-001,5.037057995796204E-001,-7.528618413543704E-001,5.051091844367982E-001,
2.197680000000000E+009,-7.517744898796082E-001,5.037294626235962E-001,-7.517612089157106E-001,5.054723202705383E-001,
2.198640000000000E+009,-7.507100701332092E-001,5.040900111198425E-001,-7.505981771469117E-001,5.058281114196779E-001,
2.199600000000000E+009,-7.496892809867859E-001,5.047008395195007E-001,-7.495437715339661E-001,5.062503680419923E-001,
2.200560000000000E+009,-7.485347986221314E-001,5.049641728401184E-001,-7.483574242019654E-001,5.065355764770508E-001,
2.201520000000000E+009,-7.477501630783081E-001,5.049126148223877E-001,-7.473030994224550E-001,5.067627405738833E-001,
2.202480000000000E+009,-7.467145323753357E-001,5.054010152816773E-001,-7.462217535018921E-001,5.069581232261659E-001,
2.203440000000000E+009,-7.457911372184753E-001,5.056306719779968E-001,-7.452501166725158E-001,5.072339306449891E-001,
2.204400000000000E+009,-7.449105978012085E-001,5.057486891746521E-001,-7.442818715476991E-001,5.074430415344239E-001,
2.205360000000000E+009,-7.442555427551270E-001,5.061066746711731E-001,-7.434454841041567E-001,5.076794603347778E-001,
2.206320000000000E+009,-7.434490323066711E-001,5.062949061393738E-001,-7.425645977592469E-001,5.079265599441529E-001,
2.207280000000000E+009,-7.429386973381043E-001,5.064469575881958E-001,-7.417983841514588E-001,5.080848653221131E-001,
2.208240000000000E+009,-7.421598434448242E-001,5.067320466041565E-001,-7.411419676780702E-001,5.083916226196291E-001,
2.209200000000000E+009,-7.416578531265259E-001,5.068445801734924E-001,-7.404225792312623E-001,5.085642682075501E-001,
2.210160000000000E+009,-7.412184476852417E-001,5.075663924217224E-001,-7.398966058540346E-001,5.089039208793641E-001,
2.211120000000000E+009,-7.406137585639954E-001,5.078532099723816E-001,-7.392996539878847E-001,5.091762062644960E-001,
2.212080000000000E+009,-7.402180433273315E-001,5.078912973403931E-001,-7.387356369400026E-001,5.093259232902528E-001,
2.213040000000000E+009,-7.400029301643372E-001,5.081582069396973E-001,-7.383587781906128E-001,5.096980230522157E-001,
2.214000000000000E+009,-7.395158410072327E-001,5.090156197547913E-001,-7.380035859107972E-001,5.101020783424378E-001,
2.214960000000000E+009,-7.393023371696472E-001,5.094425082206726E-001,-7.375696299552919E-001,5.105114552688599E-001,
2.215920000000000E+009,-7.390806078910828E-001,5.098381638526917E-001,-7.372960958290101E-001,5.110716946411135E-001,
2.216880000000000E+009,-7.388303875923157E-001,5.102887749671936E-001,-7.370779778289796E-001,5.114930262184144E-001,
2.217840000000000E+009,-7.386667132377625E-001,5.109517574310303E-001,-7.369013156890869E-001,5.120047307586670E-001,
2.218800000000000E+009,-7.384334802627564E-001,5.119894742965698E-001,-7.367842694664004E-001,5.126580412673952E-001,
2.219760000000000E+009,-7.385187149047852E-001,5.125254988670349E-001,-7.366111060333253E-001,5.133866817092897E-001,
2.220720000000000E+009,-7.384408116340637E-001,5.131630897521973E-001,-7.364114443588259E-001,5.139550669479371E-001,
2.221680000000000E+009,-7.380304336547852E-001,5.138903260231018E-001,-7.362100093841553E-001,5.145342299461365E-001,
2.222640000000000E+009,-7.379484772682190E-001,5.148332715034485E-001,-7.360378105545046E-001,5.151258504295350E-001,
2.223600000000000E+009,-7.378739714622498E-001,5.157188773155212E-001,-7.358949691009522E-001,5.160920146179201E-001,
2.224560000000000E+009,-7.377288341522217E-001,5.164941549301148E-001,-7.357499539756776E-001,5.168807546806337E-001,
2.225520000000000E+009,-7.375558018684387E-001,5.181972980499268E-001,-7.354162748336794E-001,5.182108823585512E-001,
2.226480000000000E+009,-7.371165752410889E-001,5.193662643432617E-001,-7.351187139320374E-001,5.195009102439882E-001,
2.227440000000000E+009,-7.371708154678345E-001,5.200418829917908E-001,-7.350786972045900E-001,5.202146380424501E-001,
2.228400000000000E+009,-7.370114922523499E-001,5.214655995368958E-001,-7.351151088142397E-001,5.211549802207949E-001,
2.229360000000000E+009,-7.372031807899475E-001,5.221576094627380E-001,-7.351331634521485E-001,5.220376773452760E-001,
2.230320000000000E+009,-7.370208501815796E-001,5.233659744262695E-001,-7.350179576683045E-001,5.231975426673889E-001,
2.231280000000000E+009,-7.367497086524963E-001,5.249111056327820E-001,-7.347521594429016E-001,5.244073592758179E-001,
2.232240000000000E+009,-7.364479899406433E-001,5.262503623962402E-001,-7.344898220062257E-001,5.256788180923463E-001,
2.233200000000000E+009,-7.360290884971619E-001,5.271787047386169E-001,-7.342703227043154E-001,5.268954627799989E-001,
2.234160000000000E+009,-7.358636856079102E-001,5.287267565727234E-001,-7.340543285942079E-001,5.282408072280885E-001,
2.235120000000000E+009,-7.356777191162109E-001,5.302619338035584E-001,-7.337890922927859E-001,5.296486202049257E-001,
2.236080000000000E+009,-7.354301214218140E-001,5.317775011062622E-001,-7.335867319107058E-001,5.310646299362184E-001,
2.237040000000000E+009,-7.349653840065002E-001,5.333182811737061E-001,-7.333547288513184E-001,5.325484285354615E-001,
2.238000000000000E+009,-7.346429824829102E-001,5.349674820899963E-001,-7.330345203208923E-001,5.341507844352722E-001,
2.238960000000000E+009,-7.343417406082153E-001,5.362747311592102E-001,-7.326711698722841E-001,5.355312872314455E-001,
2.239920000000000E+009,-7.340288162231445E-001,5.378054380416870E-001,-7.323462368774415E-001,5.370448803710939E-001,
2.240880000000000E+009,-7.331491708755493E-001,5.403196215629578E-001,-7.316180926513674E-001,5.393959515380861E-001,
2.241840000000000E+009,-7.321739792823792E-001,5.426679253578186E-001,-7.307676531982422E-001,5.416784926414491E-001,
2.242800000000000E+009,-7.320111393928528E-001,5.439858436584473E-001,-7.303970553398133E-001,5.429189193534851E-001,
2.243760000000000E+009,-7.315155863761902E-001,5.449774265289307E-001,-7.300865897750856E-001,5.440127248764038E-001,
2.244720000000000E+009,-7.312574386596680E-001,5.461006760597229E-001,-7.297361508750918E-001,5.450247988319398E-001,
2.245680000000000E+009,-7.305630445480347E-001,5.477217435836792E-001,-7.292763736152650E-001,5.465587616539003E-001,
2.246640000000000E+009,-7.300035953521729E-001,5.495534539222717E-001,-7.287001293373110E-001,5.483260130500794E-001,
2.247600000000000E+009,-7.294216156005859E-001,5.510523319244385E-001,-7.280229137611389E-001,5.499910901832581E-001,
2.248560000000000E+009,-7.285905480384827E-001,5.528509616851807E-001,-7.274214344787600E-001,5.516089428520203E-001,
2.249520000000000E+009,-7.278981804847717E-001,5.546832084655762E-001,-7.267344707870485E-001,5.533413891410829E-001,
2.250480000000000E+009,-7.271826863288879E-001,5.563445687294006E-001,-7.259454543685914E-001,5.551042250251771E-001,
2.251440000000000E+009,-7.263267636299133E-001,5.580094456672669E-001,-7.252627433776856E-001,5.568187180328370E-001,
2.252400000000000E+009,-7.255949974060059E-001,5.597826838493347E-001,-7.244697301673890E-001,5.585906926345826E-001,
2.253360000000000E+009,-7.246350646018982E-001,5.615418553352356E-001,-7.236909949493409E-001,5.602362469673158E-001,
2.254320000000000E+009,-7.239238023757935E-001,5.632535815238953E-001,-7.230020120048524E-001,5.619602744293214E-001,
2.255280000000000E+009,-7.232162356376648E-001,5.651648640632629E-001,-7.221103442573549E-001,5.636380847549440E-001,
2.256240000000000E+009,-7.224032878875732E-001,5.662971138954163E-001,-7.214199279212954E-001,5.650432228851319E-001,
2.257200000000000E+009,-7.213835120201111E-001,5.680399537086487E-001,-7.206851484489443E-001,5.666012021636965E-001,
2.258160000000000E+009,-7.207539081573486E-001,5.696785449981690E-001,-7.198810178184512E-001,5.683109632110596E-001,
2.259120000000000E+009,-7.195596098899841E-001,5.717788934707642E-001,-7.187814930534364E-001,5.703788726043702E-001,
2.260080000000000E+009,-7.185571789741516E-001,5.738540291786194E-001,-7.177519217491152E-001,5.723788096427918E-001,
2.261040000000000E+009,-7.173896431922913E-001,5.754711031913757E-001,-7.168935707283021E-001,5.741968676567079E-001,
2.262000000000000E+009,-7.166548371315002E-001,5.771784186363220E-001,-7.160042750167848E-001,5.758849671554567E-001,
2.262960000000000E+009,-7.158046960830689E-001,5.788270235061646E-001,-7.151615639495851E-001,5.775113755989075E-001,
2.263920000000000E+009,-7.150055766105652E-001,5.807775855064392E-001,-7.143581754684449E-001,5.792163666915895E-001,
2.264880000000000E+009,-7.139751315116882E-001,5.824227929115295E-001,-7.134579138183594E-001,5.810049150848390E-001,
2.265840000000000E+009,-7.130092382431030E-001,5.840278863906860E-001,-7.124586331367493E-001,5.828488688659668E-001,
2.266800000000000E+009,-7.119281291961670E-001,5.860313177108765E-001,-7.114997417640687E-001,5.845780257797242E-001,
2.267760000000000E+009,-7.108781337738037E-001,5.878678560256958E-001,-7.104681019783021E-001,5.863533033943178E-001,
2.268720000000000E+009,-7.097551226615906E-001,5.895594358444214E-001,-7.093361999130250E-001,5.881756168937685E-001,
2.269680000000000E+009,-7.085395455360413E-001,5.915194153785706E-001,-7.082866926383974E-001,5.900043423080446E-001,
2.270640000000000E+009,-7.075278162956238E-001,5.929986238479614E-001,-7.072250317955019E-001,5.915430289268494E-001,
2.271600000000000E+009,-7.066971659660339E-001,5.945785641670227E-001,-7.063275391006473E-001,5.931408129310608E-001,
2.272560000000000E+009,-7.055362462997437E-001,5.962058305740356E-001,-7.053147053337098E-001,5.947135494041443E-001,
2.273520000000000E+009,-7.046617865562439E-001,5.976450443267822E-001,-7.043513798141481E-001,5.961620284461976E-001,
2.274480000000000E+009,-7.029647827148438E-001,5.994457006454468E-001,-7.028991420173646E-001,5.981237445449830E-001,
2.275440000000000E+009,-7.014004588127136E-001,6.020798683166504E-001,-7.013163756561280E-001,6.004933119773865E-001,
2.276400000000000E+009,-7.000624537467957E-001,6.036385297775269E-001,-7.000205636787416E-001,6.021593419837954E-001,
2.277360000000000E+009,-6.987581253051758E-001,6.052573919296265E-001,-6.987724763870240E-001,6.039511006164552E-001,
2.278320000000000E+009,-6.974986791610718E-001,6.070141196250916E-001,-6.974630340766908E-001,6.057497604942321E-001,
2.279280000000000E+009,-6.961438655853272E-001,6.086423397064209E-001,-6.961276961135866E-001,6.073986209106447E-001,
2.280240000000000E+009,-6.948245763778687E-001,6.104298233985901E-001,-6.947799996185303E-001,6.091846128082277E-001,
2.281200000000000E+009,-6.933219432830811E-001,6.122396588325501E-001,-6.934336243629455E-001,6.108099013137819E-001,
2.282160000000000E+009,-6.921048164367676E-001,6.137361526489258E-001,-6.921911103820801E-001,6.125560630798340E-001,
2.283120000000000E+009,-6.907674074172974E-001,6.157808899879456E-001,-6.909121515464785E-001,6.143847068214418E-001,
2.284080000000000E+009,-6.894674897193909E-001,6.176449060440064E-001,-6.895260389328006E-001,6.160538163375855E-001,
2.285040000000000E+009,-6.879255771636963E-001,6.191906332969666E-001,-6.881787232398988E-001,6.177999303436279E-001,
