% Version 1.00
%
%freq[Hz],re:Trc13_S21,im:Trc13_S21,re:pl_1_S21,im:pl_1_S21,
2.286000000000000E+009,-6.865557432174683E-001,6.206859350204468E-001,-6.867341201972963E-001,6.193984682464601E-001,
2.286960000000000E+009,-6.851465106010437E-001,6.223275065422058E-001,-6.853031013107300E-001,6.210076218605043E-001,
2.287920000000000E+009,-6.835004687309265E-001,6.239445209503174E-001,-6.837748696136476E-001,6.226619589805604E-001,
2.288880000000000E+009,-6.821074485778809E-001,6.256856918334961E-001,-6.823502021026613E-001,6.243342558097841E-001,
2.289840000000000E+009,-6.807515621185303E-001,6.272537708282471E-001,-6.808497828865052E-001,6.259426676750184E-001,
2.290800000000000E+009,-6.790112853050232E-001,6.288446187973023E-001,-6.793422174453736E-001,6.275830637931825E-001,
2.291760000000000E+009,-6.771589517593384E-001,6.303249001502991E-001,-6.777165496826172E-001,6.291184759330751E-001,
2.292720000000000E+009,-6.757560372352600E-001,6.320679187774658E-001,-6.761600724220277E-001,6.307847990989688E-001,
2.293680000000000E+009,-6.742988228797913E-001,6.335312128067017E-001,-6.745912415122987E-001,6.323354286003116E-001,
2.294640000000000E+009,-6.726591587066650E-001,6.351866722106934E-001,-6.730494374656677E-001,6.338690677833558E-001,
2.295600000000000E+009,-6.708895564079285E-001,6.367747187614441E-001,-6.713568358039856E-001,6.355297140502932E-001,
2.296560000000000E+009,-6.692323684692383E-001,6.380301713943481E-001,-6.697777410888672E-001,6.369708716201783E-001,
2.297520000000000E+009,-6.677091717720032E-001,6.394982933998108E-001,-6.680753953361514E-001,6.383932719802858E-001,
2.298480000000000E+009,-6.660059094429016E-001,6.411722898483276E-001,-6.665176654624941E-001,6.398452349853518E-001,
2.299440000000000E+009,-6.642864942550659E-001,6.423475146293640E-001,-6.648988123321533E-001,6.411849253845217E-001,
2.300400000000000E+009,-6.629078388214111E-001,6.438155770301819E-001,-6.632365461158754E-001,6.427325316810609E-001,
2.301360000000000E+009,-6.612468957901001E-001,6.454390287399292E-001,-6.616674756240846E-001,6.440969568252564E-001,
2.302320000000000E+009,-6.592758297920227E-001,6.470888853073120E-001,-6.600541844367982E-001,6.457136937141420E-001,
2.303280000000000E+009,-6.578235030174255E-001,6.484366059303284E-001,-6.583619948577881E-001,6.471754370498659E-001,
2.304240000000000E+009,-6.561838388442993E-001,6.496257781982422E-001,-6.566932248878481E-001,6.486530991172792E-001,
2.305200000000000E+009,-6.545041203498840E-001,6.512815356254578E-001,-6.549470314407350E-001,6.501701653099060E-001,
2.306160000000000E+009,-6.521312594413757E-001,6.532429456710815E-001,-6.527323461914063E-001,6.520652684211732E-001,
2.307120000000000E+009,-6.505552530288696E-001,6.545987129211426E-001,-6.512515028190614E-001,6.535711800765992E-001,
2.308080000000000E+009,-6.489601731300354E-001,6.560516953468323E-001,-6.496722376823427E-001,6.547778631210328E-001,
2.309040000000000E+009,-6.474325656890869E-001,6.571996808052063E-001,-6.480948102569581E-001,6.559987544631959E-001,
2.310000000000000E+009,-6.456970572471619E-001,6.586667299270630E-001,-6.465073430824281E-001,6.574182689476015E-001,
2.310960000000000E+009,-6.438513994216919E-001,6.600117683410645E-001,-6.446272116661073E-001,6.588804250526430E-001,
2.311920000000000E+009,-6.421584486961365E-001,6.613698601722717E-001,-6.428301973724367E-001,6.603892154121400E-001,
2.312880000000000E+009,-6.403167843818665E-001,6.628435254096985E-001,-6.410014449310304E-001,6.616823160552980E-001,
2.313840000000000E+009,-6.383835673332214E-001,6.644381284713745E-001,-6.391591149902345E-001,6.631589051246644E-001,
2.314800000000000E+009,-6.365599036216736E-001,6.656188368797302E-001,-6.372401993560792E-001,6.645869961738588E-001,
2.315760000000000E+009,-6.347023844718933E-001,6.669767498970032E-001,-6.354557965278626E-001,6.659638906478883E-001,
2.316720000000000E+009,-6.329560875892639E-001,6.683958172798157E-001,-6.336230197715761E-001,6.672945078659059E-001,
2.317680000000000E+009,-6.308920383453369E-001,6.695988774299622E-001,-6.317709135818482E-001,6.686473691558839E-001,
2.318640000000000E+009,-6.290777921676636E-001,6.713505983352661E-001,-6.299630142593384E-001,6.701919156646731E-001,
2.319600000000000E+009,-6.273845434188843E-001,6.727144718170166E-001,-6.280251123809816E-001,6.715967153549196E-001,
2.320560000000000E+009,-6.251322031021118E-001,6.740748286247253E-001,-6.259980469322206E-001,6.730098268318178E-001,
2.321520000000000E+009,-6.229134798049927E-001,6.756116151809692E-001,-6.238767398643494E-001,6.745827200508121E-001,
2.322480000000000E+009,-6.208668947219849E-001,6.768929958343506E-001,-6.217821701049805E-001,6.758781968879701E-001,
2.323440000000000E+009,-6.188855767250061E-001,6.781685948371887E-001,-6.198065130615235E-001,6.772134009552004E-001,
2.324400000000000E+009,-6.167468428611755E-001,6.796899437904358E-001,-6.177487214279175E-001,6.786795631599428E-001,
2.325360000000000E+009,-6.146215796470642E-001,6.812599301338196E-001,-6.156259947204591E-001,6.801343676567079E-001,
2.326320000000000E+009,-6.124264001846314E-001,6.824327707290649E-001,-6.135172918701173E-001,6.814621243286134E-001,
2.327280000000000E+009,-6.102588772773743E-001,6.837068200111389E-001,-6.114107669830323E-001,6.827887126731874E-001,
2.328240000000000E+009,-6.081963181495667E-001,6.850644350051880E-001,-6.091471097755433E-001,6.841452166938783E-001,
2.329200000000000E+009,-6.059145927429199E-001,6.864722967147827E-001,-6.069952681350709E-001,6.855019938278200E-001,
2.330160000000000E+009,-6.034479141235352E-001,6.879267096519470E-001,-6.047074393463134E-001,6.869441554069520E-001,
2.331120000000000E+009,-6.015877127647400E-001,6.892422437667847E-001,-6.025589743995667E-001,6.881789567947388E-001,
2.332080000000000E+009,-5.992966294288635E-001,6.900925636291504E-001,-6.003849447250368E-001,6.894024352073670E-001,
2.333040000000000E+009,-5.970483422279358E-001,6.916357874870300E-001,-5.982088544654847E-001,6.907630293655396E-001,
2.334000000000000E+009,-5.949811339378357E-001,6.931377053260803E-001,-5.960053594017030E-001,6.919786290550234E-001,
2.334960000000000E+009,-5.926564335823059E-001,6.941031813621521E-001,-5.937302747344971E-001,6.931803958892824E-001,
2.335920000000000E+009,-5.904937386512756E-001,6.951116919517517E-001,-5.917888653945923E-001,6.940963562583925E-001,
2.336880000000000E+009,-5.885992050170898E-001,6.961745023727417E-001,-5.896647833061219E-001,6.951779023170472E-001,
2.337840000000000E+009,-5.863856077194214E-001,6.970067024230957E-001,-5.875704156684877E-001,6.960626912498474E-001,
2.338800000000000E+009,-5.833603739738464E-001,6.985954046249390E-001,-5.846882555770876E-001,6.976668604087830E-001,
2.339760000000000E+009,-5.803344249725342E-001,7.003827691078186E-001,-5.815946455955507E-001,6.993005331611634E-001,
2.340720000000000E+009,-5.776407718658447E-001,7.014628648757935E-001,-5.790898238945008E-001,7.006392289161684E-001,
2.341680000000000E+009,-5.753356814384460E-001,7.028722763061523E-001,-5.766194282722474E-001,7.019167321014406E-001,
2.342640000000000E+009,-5.728393197059631E-001,7.041107416152954E-001,-5.741382832717896E-001,7.030809743881227E-001,
2.343600000000000E+009,-5.701961517333984E-001,7.055373191833496E-001,-5.716539519882202E-001,7.043951597213748E-001,
2.344560000000000E+009,-5.676472187042236E-001,7.066195607185364E-001,-5.691199036788941E-001,7.055966760063173E-001,
2.345520000000000E+009,-5.651136636734009E-001,7.078323960304260E-001,-5.665290595817567E-001,7.067917017936707E-001,
2.346480000000000E+009,-5.623548626899719E-001,7.086990475654602E-001,-5.639616951370241E-001,7.077773689651491E-001,
2.347440000000000E+009,-5.597609877586365E-001,7.100610136985779E-001,-5.613512925529480E-001,7.089781090545656E-001,
2.348400000000000E+009,-5.571308135986328E-001,7.110634446144104E-001,-5.586763137054445E-001,7.099903708839418E-001,
2.349360000000000E+009,-5.542405843734741E-001,7.118467688560486E-001,-5.559005574607850E-001,7.109928084373476E-001,
2.350320000000000E+009,-5.514057278633118E-001,7.129897475242615E-001,-5.531925063133241E-001,7.120761581230165E-001,
2.351280000000000E+009,-5.486754775047302E-001,7.141621708869934E-001,-5.505255877304078E-001,7.131323253631594E-001,
2.352240000000000E+009,-5.459001660346985E-001,7.151060700416565E-001,-5.477438456344606E-001,7.141994405555725E-001,
2.353200000000000E+009,-5.431250929832459E-001,7.161751985549927E-001,-5.449951478576661E-001,7.151334802246095E-001,
2.354160000000000E+009,-5.403047800064087E-001,7.171373963356018E-001,-5.421338247489930E-001,7.162177594566347E-001,
2.355120000000000E+009,-5.370616912841797E-001,7.184771895408630E-001,-5.390707640457154E-001,7.174954786300660E-001,
2.356080000000000E+009,-5.343030095100403E-001,7.193396687507629E-001,-5.362376705932618E-001,7.182794459152222E-001,
2.357040000000000E+009,-5.313639044761658E-001,7.200071215629578E-001,-5.333708566093446E-001,7.191843498420717E-001,
2.358000000000000E+009,-5.285428166389465E-001,7.208207845687866E-001,-5.304435666656495E-001,7.199963533782960E-001,
2.358960000000000E+009,-5.253638029098511E-001,7.218215465545654E-001,-5.274600346565248E-001,7.208781302642824E-001,
2.359920000000000E+009,-5.222615599632263E-001,7.224267125129700E-001,-5.243789237403871E-001,7.215139524269106E-001,
2.360880000000000E+009,-5.191214680671692E-001,7.231020927429199E-001,-5.212503553199770E-001,7.224231436729431E-001,
2.361840000000000E+009,-5.157700777053833E-001,7.240915298461914E-001,-5.179476483726502E-001,7.233020284843447E-001,
2.362800000000000E+009,-5.127788782119751E-001,7.248954772949219E-001,-5.147349368858338E-001,7.240332862281801E-001,
2.363760000000000E+009,-5.089955329895020E-001,7.252280116081238E-001,-5.113751947975160E-001,7.247361021041872E-001,
2.364720000000000E+009,-5.056831240653992E-001,7.261592149734497E-001,-5.079988730812074E-001,7.254764563751223E-001,
2.365680000000000E+009,-5.019751787185669E-001,7.268283367156982E-001,-5.045525392341616E-001,7.261892214393616E-001,
2.366640000000000E+009,-4.987095594406128E-001,7.273254990577698E-001,-5.010923933410646E-001,7.267895380973818E-001,
2.367600000000000E+009,-4.949659705162048E-001,7.279514670372009E-001,-4.976093111896516E-001,7.274130280303957E-001,
2.368560000000000E+009,-4.915009140968323E-001,7.284362912178040E-001,-4.941479756736756E-001,7.280091902160645E-001,
2.369520000000000E+009,-4.876750111579895E-001,7.290139794349670E-001,-4.905214814376832E-001,7.283710510635377E-001,
2.370480000000000E+009,-4.841140806674957E-001,7.291747331619263E-001,-4.868780255794526E-001,7.286535519599916E-001,
2.371440000000000E+009,-4.803060293197632E-001,7.291137576103210E-001,-4.831829676914216E-001,7.288603996467592E-001,
2.372400000000000E+009,-4.765547811985016E-001,7.297497391700745E-001,-4.795041095542910E-001,7.291366996955873E-001,
2.373360000000000E+009,-4.729807376861572E-001,7.295810580253601E-001,-4.758307316875459E-001,7.292303782081605E-001,
2.374320000000000E+009,-4.690566956996918E-001,7.295041084289551E-001,-4.720461169815065E-001,7.292841300773622E-001,
2.375280000000000E+009,-4.652257263660431E-001,7.292934656143189E-001,-4.682371012973787E-001,7.292653000640871E-001,
2.376240000000000E+009,-4.612922668457031E-001,7.292169928550720E-001,-4.643494059181214E-001,7.291345784568788E-001,
2.377200000000000E+009,-4.571507275104523E-001,7.287756204605103E-001,-4.603938176822663E-001,7.288748731231690E-001,
2.378160000000000E+009,-4.530904293060303E-001,7.284445166587830E-001,-4.563961025047303E-001,7.285847216606141E-001,
2.379120000000000E+009,-4.489662051200867E-001,7.281173467636108E-001,-4.524351340579987E-001,7.282488360023500E-001,
2.380080000000000E+009,-4.448492825031281E-001,7.274997830390930E-001,-4.483563785839083E-001,7.277944672775270E-001,
2.381040000000000E+009,-4.406597912311554E-001,7.267954349517822E-001,-4.441158452796937E-001,7.271429042625430E-001,
2.382000000000000E+009,-4.364138543605804E-001,7.260034680366516E-001,-4.399358463096619E-001,7.265699719238282E-001,
2.382960000000000E+009,-4.318982064723969E-001,7.254874706268311E-001,-4.356552751064302E-001,7.258807881736757E-001,
2.383920000000000E+009,-4.275692701339722E-001,7.246546745300293E-001,-4.314030802440644E-001,7.250350978660584E-001,
2.384880000000000E+009,-4.233479201793671E-001,7.233334183692932E-001,-4.270881509876252E-001,7.239862355804444E-001,
2.385840000000000E+009,-4.185142219066620E-001,7.220648527145386E-001,-4.225118312168122E-001,7.230482121658327E-001,
2.386800000000000E+009,-4.142526388168335E-001,7.209025025367737E-001,-4.180786081314088E-001,7.218208937454225E-001,
2.387760000000000E+009,-4.095051288604736E-001,7.194650173187256E-001,-4.136665766906739E-001,7.204858995819092E-001,
2.388720000000000E+009,-4.050148427486420E-001,7.177785038948059E-001,-4.092726546859742E-001,7.189126724624635E-001,
2.389680000000000E+009,-4.004143476486206E-001,7.159902453422546E-001,-4.047562947082520E-001,7.173090208244325E-001,
2.390640000000000E+009,-3.956750631332398E-001,7.139379382133484E-001,-4.000522386550904E-001,7.155672256278994E-001,
2.391600000000000E+009,-3.907731473445892E-001,7.118973135948181E-001,-3.952790251159669E-001,7.136529797744753E-001,
2.392560000000000E+009,-3.859759569168091E-001,7.094866633415222E-001,-3.905192338466645E-001,7.114798134422303E-001,
2.393520000000000E+009,-3.811819255352020E-001,7.070507407188416E-001,-3.857964945411683E-001,7.092300872230531E-001,
2.394480000000000E+009,-3.763226270675659E-001,7.043082118034363E-001,-3.809866087722779E-001,7.067341067314148E-001,
2.395440000000000E+009,-3.714050650596619E-001,7.014238834381104E-001,-3.762160730838776E-001,7.041857209777833E-001,
2.396400000000000E+009,-3.667624592781067E-001,6.982073783874512E-001,-3.714704118061066E-001,7.013038259315492E-001,
2.397360000000000E+009,-3.620120286941528E-001,6.952416300773621E-001,-3.665773133945466E-001,6.983280753326416E-001,
2.398320000000000E+009,-3.572602272033691E-001,6.916601657867432E-001,-3.618374555301668E-001,6.950576329040528E-001,
2.399280000000000E+009,-3.525714874267578E-001,6.879092454910278E-001,-3.571494865512849E-001,6.915895632171633E-001,
2.400240000000000E+009,-3.479436337947846E-001,6.839134097099304E-001,-3.525313711833955E-001,6.877694250679017E-001,
2.401200000000000E+009,-3.438878059387207E-001,6.796821951866150E-001,-3.483317664527894E-001,6.837122114944458E-001,
2.402160000000000E+009,-3.396142125129700E-001,6.750434637069702E-001,-3.440758422279359E-001,6.794239193534851E-001,
2.403120000000000E+009,-3.347944617271423E-001,6.703771352767944E-001,-3.391249016857148E-001,6.749548069953919E-001,
2.404080000000000E+009,-3.300726413726807E-001,6.653582453727722E-001,-3.342180075550080E-001,6.702989528846742E-001,
2.405040000000000E+009,-3.255570232868195E-001,6.601630449295044E-001,-3.295405376529694E-001,6.653890942192079E-001,
2.406000000000000E+009,-3.213307857513428E-001,6.545193791389465E-001,-3.252454734039307E-001,6.599433545684815E-001,
2.406960000000000E+009,-3.174245357513428E-001,6.484100222587585E-001,-3.211773143577577E-001,6.541757082939149E-001,
2.407920000000000E+009,-3.136639893054962E-001,6.422290205955505E-001,-3.172821915149690E-001,6.482346473884583E-001,
2.408880000000000E+009,-3.100984394550324E-001,6.356824040412903E-001,-3.135975701236726E-001,6.418528194427491E-001,
2.409840000000000E+009,-3.069545924663544E-001,6.288854479789734E-001,-3.101908476161958E-001,6.353476994895937E-001,
2.410800000000000E+009,-3.039436340332031E-001,6.216283440589905E-001,-3.069994184970856E-001,6.284797718811037E-001,
2.411760000000000E+009,-3.013910055160523E-001,6.142420172691345E-001,-3.041119935989380E-001,6.213579229736329E-001,
2.412720000000000E+009,-2.989920079708099E-001,6.066151261329651E-001,-3.015433197116852E-001,6.140954178237916E-001,
2.413680000000000E+009,-2.971269190311432E-001,5.988625288009644E-001,-2.993651603412629E-001,6.065610758972169E-001,
2.414640000000000E+009,-2.956418693065643E-001,5.909337401390076E-001,-2.975593811988831E-001,5.987721245384217E-001,
2.415600000000000E+009,-2.947875559329987E-001,5.823752880096436E-001,-2.962493889522553E-001,5.906158182907105E-001,
2.416560000000000E+009,-2.943238019943237E-001,5.736846327781677E-001,-2.955234187126160E-001,5.821734716415407E-001,
2.417520000000000E+009,-2.944712638854981E-001,5.650502443313599E-001,-2.951833554077148E-001,5.735902030372621E-001,
2.418480000000000E+009,-2.946841418743134E-001,5.563195347785950E-001,-2.949614754867554E-001,5.650426735305787E-001,
2.419440000000000E+009,-2.952221035957336E-001,5.478063225746155E-001,-2.949931701087952E-001,5.566973811721802E-001,
2.420400000000000E+009,-2.963104248046875E-001,5.393467545509338E-001,-2.956077531623841E-001,5.483124023437500E-001,
2.421360000000000E+009,-2.981181740760803E-001,5.307292938232422E-001,-2.969479210662843E-001,5.397050551605225E-001,
2.422320000000000E+009,-3.003568649291992E-001,5.220278501510620E-001,-2.988263311386109E-001,5.311525211524965E-001,
2.423280000000000E+009,-3.032860457897186E-001,5.137210488319397E-001,-3.011529265975953E-001,5.225888692092897E-001,
2.424240000000000E+009,-3.064911663532257E-001,5.051137804985046E-001,-3.039491860961914E-001,5.140808396530152E-001,
2.425200000000000E+009,-3.103230595588684E-001,4.968138933181763E-001,-3.073113920593262E-001,5.057331239509583E-001,
2.426160000000000E+009,-3.147296607494354E-001,4.885993301868439E-001,-3.112215288066865E-001,4.973270279598238E-001,
2.427120000000000E+009,-3.196174502372742E-001,4.806232452392578E-001,-3.156212696361542E-001,4.892268439388277E-001,
2.428080000000000E+009,-3.252629339694977E-001,4.727495312690735E-001,-3.205957696151734E-001,4.813288813781739E-001,
2.429040000000000E+009,-3.310688436031342E-001,4.654666185379028E-001,-3.260670578861237E-001,4.737771249389650E-001,
2.430000000000000E+009,-3.375649750232697E-001,4.583948850631714E-001,-3.319421999931336E-001,4.664575382995607E-001,
2.430960000000000E+009,-3.442044258117676E-001,4.517035186290741E-001,-3.381587049770356E-001,4.594495553493501E-001,
2.431920000000000E+009,-3.514835238456726E-001,4.453608393669128E-001,-3.448933420848847E-001,4.528554149341584E-001,
2.432880000000000E+009,-3.590450584888458E-001,4.397118091583252E-001,-3.520631739711762E-001,4.467259141635896E-001,
2.433840000000000E+009,-3.670079410076141E-001,4.345229566097260E-001,-3.596160830497742E-001,4.409512986373902E-001,
2.434800000000000E+009,-3.756937682628632E-001,4.294919967651367E-001,-3.680829191017151E-001,4.354661335086824E-001,
2.435760000000000E+009,-3.846727311611176E-001,4.250129163265228E-001,-3.764950307273866E-001,4.305845420932771E-001,
2.436720000000000E+009,-3.933453261852264E-001,4.212673306465149E-001,-3.851636829280855E-001,4.263583665657045E-001,
2.437680000000000E+009,-4.025007486343384E-001,4.181942641735077E-001,-3.940346747398377E-001,4.226095492553712E-001,
2.438640000000000E+009,-4.115763902664185E-001,4.155972301959992E-001,-4.030077381801607E-001,4.194602039051057E-001,
2.439600000000000E+009,-4.207607805728912E-001,4.134669899940491E-001,-4.121810504531862E-001,4.170195508098603E-001,
2.440560000000000E+009,-4.301198422908783E-001,4.122624397277832E-001,-4.214064396095276E-001,4.152622891807558E-001,
2.441520000000000E+009,-4.393045902252197E-001,4.117827415466309E-001,-4.306092996025087E-001,4.141228892326356E-001,
2.442480000000000E+009,-4.485045373439789E-001,4.116651415824890E-001,-4.398245652008058E-001,4.135115773105622E-001,
2.443440000000000E+009,-4.576216638088226E-001,4.121159613132477E-001,-4.489278559017182E-001,4.135296338176728E-001,
2.444400000000000E+009,-4.663818478584290E-001,4.131388366222382E-001,-4.578844563293458E-001,4.140796900081636E-001,
2.445360000000000E+009,-4.749996364116669E-001,4.145166575908661E-001,-4.666592508506776E-001,4.150443740653993E-001,
2.446320000000000E+009,-4.833501279354096E-001,4.163692295551300E-001,-4.752507587909699E-001,4.164562318420411E-001,
2.447280000000000E+009,-4.917618930339813E-001,4.184927940368652E-001,-4.835468580627443E-001,4.182940540695191E-001,
2.448240000000000E+009,-4.996110796928406E-001,4.211200475692749E-001,-4.916809162616731E-001,4.205682120895387E-001,
2.449200000000000E+009,-5.073232054710388E-001,4.241118431091309E-001,-4.995749510955812E-001,4.231413403129578E-001,
2.450160000000000E+009,-5.146977305412293E-001,4.272534251213074E-001,-5.071422900009157E-001,4.261623802375795E-001,
2.451120000000000E+009,-5.218423604965210E-001,4.310153126716614E-001,-5.145483756828309E-001,4.294996621704102E-001,
2.452080000000000E+009,-5.287489891052246E-001,4.351769387722015E-001,-5.216213280677795E-001,4.331461484718324E-001,
2.453040000000000E+009,-5.353334546089172E-001,4.391996860504150E-001,-5.284386567878724E-001,4.370567688274384E-001,
2.454000000000000E+009,-5.415150523185730E-001,4.435662627220154E-001,-5.348541602706910E-001,4.412675593471528E-001,
2.454960000000000E+009,-5.474635362625122E-001,4.482897818088532E-001,-5.409879500198366E-001,4.457690676784517E-001,
2.455920000000000E+009,-5.530081987380981E-001,4.531852006912231E-001,-5.467941958999635E-001,4.505407324790955E-001,
2.456880000000000E+009,-5.582792162895203E-001,4.583853781223297E-001,-5.523159543609619E-001,4.554899751663209E-001,
2.457840000000000E+009,-5.629287958145142E-001,4.635543823242188E-001,-5.574150601768494E-001,4.605115866088868E-001,
2.458800000000000E+009,-5.675374269485474E-001,4.689706563949585E-001,-5.621893108177186E-001,4.657486379718782E-001,
2.459760000000000E+009,-5.716245770454407E-001,4.744337797164917E-001,-5.666186217117309E-001,4.710848243618012E-001,
2.460720000000000E+009,-5.756019353866577E-001,4.797793924808502E-001,-5.707947605895997E-001,4.763821765327455E-001,
2.461680000000000E+009,-5.791701078414917E-001,4.853184521198273E-001,-5.746386372184755E-001,4.816792281436921E-001,
2.462640000000000E+009,-5.824620723724365E-001,4.904687106609345E-001,-5.782148207283021E-001,4.870382617759705E-001,
2.463600000000000E+009,-5.856446027755737E-001,4.961319267749786E-001,-5.815429581260683E-001,4.925095659828186E-001,
2.464560000000000E+009,-5.886871814727783E-001,5.017098188400269E-001,-5.844693680953981E-001,4.979656762790681E-001,
2.465520000000000E+009,-5.911393761634827E-001,5.069223642349243E-001,-5.873289521789551E-001,5.033643331909181E-001,
2.466480000000000E+009,-5.933221578598023E-001,5.123831629753113E-001,-5.899091876029969E-001,5.088182152175904E-001,
2.467440000000000E+009,-5.955263972282410E-001,5.180724263191223E-001,-5.923053802490236E-001,5.143526512336731E-001,
2.468400000000000E+009,-5.971959233283997E-001,5.235573649406433E-001,-5.943531078720095E-001,5.197858351898194E-001,
2.469360000000000E+009,-5.990139245986939E-001,5.289605855941773E-001,-5.961095807456971E-001,5.252213284492494E-001,
2.470320000000000E+009,-6.005727648735046E-001,5.343558788299561E-001,-5.978009502792359E-001,5.305982700538636E-001,
2.471280000000000E+009,-6.016764044761658E-001,5.394521951675415E-001,-5.993755207061768E-001,5.359426082038880E-001,
2.472240000000000E+009,-6.028289198875427E-001,5.447540283203125E-001,-6.007488570976258E-001,5.412700131416321E-001,
2.473200000000000E+009,-6.041595935821533E-001,5.502216219902039E-001,-6.019567168807984E-001,5.464894050788880E-001,
2.474160000000000E+009,-6.049204468727112E-001,5.553081035614014E-001,-6.029329244995119E-001,5.516160539054871E-001,
2.475120000000000E+009,-6.057443022727966E-001,5.602041482925415E-001,-6.038273402976991E-001,5.568473242378236E-001,
2.476080000000000E+009,-6.062428355216980E-001,5.652853846549988E-001,-6.044477330207826E-001,5.619276742744447E-001,
2.477040000000000E+009,-6.062313914299011E-001,5.705410838127136E-001,-6.047713962554933E-001,5.669969513320924E-001,
2.478000000000000E+009,-6.066054701805115E-001,5.754009485244751E-001,-6.050314600563049E-001,5.719809602355958E-001,
2.478960000000000E+009,-6.067006587982178E-001,5.801662206649780E-001,-6.051860485649110E-001,5.768990025520325E-001,
2.479920000000000E+009,-6.063694357872009E-001,5.848780870437622E-001,-6.051621161079407E-001,5.817843751335144E-001,
2.480880000000000E+009,-6.070398092269898E-001,5.887594223022461E-001,-6.057484996604921E-001,5.856422010993958E-001,
2.481840000000000E+009,-6.072596311569214E-001,5.927248597145081E-001,-6.062654358100892E-001,5.894157396316530E-001,
2.482800000000000E+009,-6.067728400230408E-001,5.971664786338806E-001,-6.059168423843384E-001,5.941841220664980E-001,
2.483760000000000E+009,-6.058672666549683E-001,6.020970344543457E-001,-6.051343675804138E-001,5.990535830879212E-001,
2.484720000000000E+009,-6.050550937652588E-001,6.070190072059631E-001,-6.043756469345093E-001,6.038750754928590E-001,
2.485680000000000E+009,-6.043366789817810E-001,6.111524701118469E-001,-6.037638944625855E-001,6.082448176002504E-001,
2.486640000000000E+009,-6.037232279777527E-001,6.155905723571777E-001,-6.031961431694033E-001,6.126200930786133E-001,
2.487600000000000E+009,-6.029756069183350E-001,6.196320652961731E-001,-6.025667488288881E-001,6.168181632232668E-001,
2.488560000000000E+009,-6.020084619522095E-001,6.237324476242065E-001,-6.017978531074525E-001,6.208755654144289E-001,
2.489520000000000E+009,-6.012130975723267E-001,6.276157498359680E-001,-6.009519130897524E-001,6.248925477790833E-001,
2.490480000000000E+009,-6.003885269165039E-001,6.314977407455444E-001,-6.000539650344849E-001,6.288408691596986E-001,
2.491440000000000E+009,-5.996516942977905E-001,6.351649165153503E-001,-5.991830141067506E-001,6.327410303878787E-001,
2.492400000000000E+009,-5.984843373298645E-001,6.390879154205322E-001,-5.982871442604066E-001,6.364226910400392E-001,
2.493360000000000E+009,-5.974888205528259E-001,6.426451802253723E-001,-5.972974132728578E-001,6.401585004806520E-001,
2.494320000000000E+009,-5.963621139526367E-001,6.461132764816284E-001,-5.962734784126282E-001,6.438656517410279E-001,
2.495280000000000E+009,-5.954023003578186E-001,6.496897935867310E-001,-5.953040370368958E-001,6.474051543998719E-001,
2.496240000000000E+009,-5.945176482200623E-001,6.530199050903320E-001,-5.943223830413820E-001,6.506330226898195E-001,
2.497200000000000E+009,-5.934309363365173E-001,6.559600830078125E-001,-5.933459292984010E-001,6.537957636070254E-001,
2.498160000000000E+009,-5.923333168029785E-001,6.592044234275818E-001,-5.922751910972597E-001,6.569860935592653E-001,
2.499120000000000E+009,-5.908080339431763E-001,6.627680063247681E-001,-5.907615813827516E-001,6.605741681289674E-001,
2.500080000000000E+009,-5.788338780403137E-001,6.384845972061157E-001,-5.788082054710391E-001,6.364154729080203E-001,
2.501040000000000E+009,-5.775761604309082E-001,6.438727378845215E-001,-5.776064750099184E-001,6.420352011299135E-001,
2.502000000000000E+009,-5.771475434303284E-001,6.508275270462036E-001,-5.775927498626710E-001,6.489655661964418E-001,
2.502960000000000E+009,-5.772880315780640E-001,6.578658819198608E-001,-5.776600025558472E-001,6.559661957931520E-001,
2.503920000000000E+009,-5.774011611938477E-001,6.648299694061279E-001,-5.774449050140381E-001,6.631516822624206E-001,
2.504880000000000E+009,-5.771089196205139E-001,6.718568801879883E-001,-5.773537533569337E-001,6.700794805145265E-001,
2.505840000000000E+009,-5.757638216018677E-001,6.753955483436585E-001,-5.763355632019045E-001,6.735854439735413E-001,
2.506800000000000E+009,-5.748474001884460E-001,6.780794262886047E-001,-5.752816768836976E-001,6.765853809928897E-001,
2.507760000000000E+009,-5.737326145172119E-001,6.810238957405090E-001,-5.739690738296510E-001,6.795908917236329E-001,
2.508720000000000E+009,-5.722994208335877E-001,6.841046810150147E-001,-5.727754097366334E-001,6.825892334747317E-001,
2.509680000000000E+009,-5.713114738464356E-001,6.871645450592041E-001,-5.715998764801027E-001,6.854163784980776E-001,
2.510640000000000E+009,-5.697937607765198E-001,6.902621388435364E-001,-5.701017537498474E-001,6.885011170578004E-001,
2.511600000000000E+009,-5.679916739463806E-001,6.929967999458313E-001,-5.684671278762818E-001,6.917253243255617E-001,
2.512560000000000E+009,-5.664505362510681E-001,6.961890459060669E-001,-5.668566691780090E-001,6.948558774185181E-001,
2.513520000000000E+009,-5.648842453956604E-001,6.997537612915039E-001,-5.651368906021119E-001,6.981346766662600E-001,
2.514480000000000E+009,-5.636840462684631E-001,7.016986608505249E-001,-5.640165326881409E-001,7.003768809509279E-001,
2.515440000000000E+009,-5.625717043876648E-001,7.035878300666809E-001,-5.629834194755554E-001,7.021167934417727E-001,
