% Version 1.00
%
%freq[Hz],re:Trc14_S21,im:Trc14_S21,re:cap3_copo1_air_S21,im:cap3_copo1_air_S21,re:cap3_copo1_water_S21,im:cap3_copo1_water_S21,re:cap3_copo1_0_1plstc_S21,im:cap3_copo1_0_1plstc_S21,re:cap3_copo1_0_5plstc_S21,im:cap3_copo1_0_5plstc_S21,re:cap3_copo1_1plstc_S21,im:cap3_copo1_1plstc_S21,
1.820000000000000E+009,-9.589501619338989E-001,-1.025405526161194E-001,-9.571943884927066E-001,-1.089183494130784E-001,-9.581428314566437E-001,-1.011768663276355E-001,-9.584955023350609E-001,-1.024413974666211E-001,-9.586897786140444E-001,-1.026064984202385E-001,-9.588714484958911E-001,-1.024659751222878E-001,
1.825000000000000E+009,-9.589315056800842E-001,-9.468058496713638E-002,-9.571832084272768E-001,-1.010825852482911E-001,-9.579740145991684E-001,-9.321163956614663E-002,-9.584068687580958E-001,-9.456897485089223E-002,-9.587238104820253E-001,-9.460235596895220E-002,-9.588370813960098E-001,-9.466796767336069E-002,
1.830000000000000E+009,-9.599536061286926E-001,-8.660959452390671E-002,-9.582570414330143E-001,-9.288731288957217E-002,-9.588691894861816E-001,-8.509774577194634E-002,-9.594692595892067E-001,-8.643100271317769E-002,-9.598062746047975E-001,-8.641268880367281E-002,-9.599388286920769E-001,-8.640273032925264E-002,
1.835000000000000E+009,-9.607427120208740E-001,-7.766143977642059E-002,-9.590193717306521E-001,-8.426383974823379E-002,-9.594302828879543E-001,-7.630156590372939E-002,-9.601676805588884E-001,-7.769244252450291E-002,-9.604762095451357E-001,-7.771526790857315E-002,-9.606311886994927E-001,-7.768367988454268E-002,
1.840000000000000E+009,-9.606685042381287E-001,-6.877064704895020E-002,-9.589709980682680E-001,-7.564876228274158E-002,-9.591998556709980E-001,-6.757788103123022E-002,-9.601237132547618E-001,-6.889971340386206E-002,-9.604281976699832E-001,-6.887362445592882E-002,-9.606532139511458E-001,-6.883458287160001E-002,
1.845000000000000E+009,-9.597366452217102E-001,-6.026950478553772E-002,-9.580565811157534E-001,-6.718343282400133E-002,-9.580712006788645E-001,-5.934692940461196E-002,-9.591494126141978E-001,-6.039158448583777E-002,-9.594919111251832E-001,-6.030371575951578E-002,-9.596742528722698E-001,-6.025359654415220E-002,
1.850000000000000E+009,-9.599495530128479E-001,-5.256207287311554E-002,-9.581507835868839E-001,-5.950225956774904E-002,-9.579115639000998E-001,-5.182210856354691E-002,-9.591199346451683E-001,-5.274786051014763E-002,-9.594349620819094E-001,-5.267013460397721E-002,-9.595983229153398E-001,-5.251190308747374E-002,
1.855000000000000E+009,-9.588402509689331E-001,-4.367169737815857E-002,-9.575439494128419E-001,-5.093553912003328E-002,-9.572424706517803E-001,-4.335674572872718E-002,-9.584317492487474E-001,-4.391966607553893E-002,-9.587338341712954E-001,-4.384718745946885E-002,-9.588509374903491E-001,-4.374935655373097E-002,
1.860000000000000E+009,-9.579205513000488E-001,-3.515028208494186E-002,-9.567252428627016E-001,-4.277555810956384E-002,-9.564972389887094E-001,-3.523483667262497E-002,-9.575749139444869E-001,-3.568406389996150E-002,-9.577574749946596E-001,-3.546837419867516E-002,-9.579230447224161E-001,-3.524495421589587E-002,
1.865000000000000E+009,-9.575113058090210E-001,-2.773195132613182E-002,-9.565848732657778E-001,-3.532841432400895E-002,-9.562467778221013E-001,-2.790463907478819E-002,-9.572724619029083E-001,-2.831269679887462E-002,-9.574813802719118E-001,-2.810424836277962E-002,-9.574464264779389E-001,-2.772698802649158E-002,
1.870000000000000E+009,-9.576956629753113E-001,-2.083713747560978E-002,-9.571011893215640E-001,-2.825529055319691E-002,-9.566993065474601E-001,-2.084928297940937E-002,-9.576394282025948E-001,-2.119122821887470E-002,-9.576732316017153E-001,-2.111384270787239E-002,-9.575311217837507E-001,-2.087980832760439E-002,
1.875000000000000E+009,-9.581361413002014E-001,-1.335243508219719E-002,-9.578388152081607E-001,-2.079105685627652E-002,-9.573758764041337E-001,-1.333671145083569E-002,-9.582244604758461E-001,-1.362203775518682E-002,-9.582606053352358E-001,-1.350771760046482E-002,-9.581289009136574E-001,-1.342980973425304E-002,
1.880000000000000E+009,-9.588234424591065E-001,-5.217358469963074E-003,-9.587263705915530E-001,-1.248180680799199E-002,-9.583283134433858E-001,-5.117591699341449E-003,-9.590609154086056E-001,-5.408076698426982E-003,-9.591676907539368E-001,-5.237768812477589E-003,-9.589457386816558E-001,-5.103918208394650E-003,
1.885000000000000E+009,-9.603458642959595E-001,2.682785037904978E-003,-9.602607489011538E-001,-4.430630327084541E-003,-9.597105703067415E-001,2.951750289950466E-003,-9.605487817766618E-001,2.672893958039153E-003,-9.604286830902100E-001,2.551321735978127E-003,-9.603240581714444E-001,2.563840241238395E-003,
1.890000000000000E+009,-9.603153467178345E-001,1.143823005259037E-002,-9.604024692956241E-001,4.603964405079843E-003,-9.598490463765121E-001,1.189249560544397E-002,-9.605732294843319E-001,1.160253342894366E-002,-9.606501189231873E-001,1.162127233296633E-002,-9.604258691239993E-001,1.150117512028838E-002,
1.895000000000000E+009,-9.605904817581177E-001,2.037494257092476E-002,-9.605987810489505E-001,1.341815736348153E-002,-9.601260173504838E-001,2.080282552049415E-002,-9.608066079038120E-001,2.046048038136028E-002,-9.608526337623597E-001,2.052011423408986E-002,-9.606953937641390E-001,2.046679209866675E-002,
1.900000000000000E+009,-9.605123400688171E-001,2.895876020193100E-002,-9.604440761694644E-001,2.180832521510887E-002,-9.599917038918413E-001,2.929263774381866E-002,-9.606447060148448E-001,2.899097384445457E-002,-9.606113559722902E-001,2.882929190695286E-002,-9.605818216175946E-001,2.884951204680541E-002,
1.905000000000000E+009,-9.608605504035950E-001,3.810749202966690E-002,-9.609588154829407E-001,3.126440855752755E-002,-9.604486767806705E-001,3.872663093317497E-002,-9.610154870631202E-001,3.844424769247536E-002,-9.611046698570253E-001,3.834631988406181E-002,-9.609514567102399E-001,3.822851694060019E-002,
1.910000000000000E+009,-9.613815546035767E-001,4.704269021749497E-002,-9.613216358731693E-001,4.027850825926973E-002,-9.607317620640928E-001,4.789392194489606E-002,-9.613433459386138E-001,4.759126576516216E-002,-9.614488469123842E-001,4.739817126989365E-002,-9.613384329167034E-001,4.742135367542436E-002,
1.915000000000000E+009,-9.611475467681885E-001,5.598418042063713E-002,-9.611077602585453E-001,4.875494262753106E-002,-9.604572575568059E-001,5.654889767514739E-002,-9.610697047158995E-001,5.618595658004994E-002,-9.611184293746949E-001,5.609720247983933E-002,-9.611494894542532E-001,5.597446001198648E-002,
1.920000000000000E+009,-9.612132906913757E-001,6.482312083244324E-002,-9.611818181697389E-001,5.768656850741388E-002,-9.605043069313898E-001,6.555243233556746E-002,-9.611159406299035E-001,6.526907022014276E-002,-9.611674583435060E-001,6.505870327949524E-002,-9.610760330301991E-001,6.499365710146804E-002,
1.925000000000000E+009,-9.608138203620911E-001,7.332125306129456E-002,-9.608421313963624E-001,6.626208874371720E-002,-9.599968423009351E-001,7.415221156130454E-002,-9.605810405720606E-001,7.379163530032395E-002,-9.607174386024476E-001,7.358294841051102E-002,-9.606933072322735E-001,7.350079262799865E-002,
1.930000000000000E+009,-9.599580168724060E-001,8.243995159864426E-002,-9.603062713859560E-001,7.505562314163208E-002,-9.593840998181854E-001,8.321100097049178E-002,-9.599754156587639E-001,8.279352260226211E-002,-9.601540792465211E-001,8.258630048036578E-002,-9.600730120388197E-001,8.240919693081861E-002,
1.935000000000000E+009,-9.589443206787109E-001,9.141270816326141E-002,-9.592959112858583E-001,8.401060856419373E-002,-9.582412281341743E-001,9.222222815072362E-002,-9.589314838663958E-001,9.191433704278365E-002,-9.590282532691957E-001,9.169141254425051E-002,-9.590008010537182E-001,9.157674002966709E-002,
1.940000000000000E+009,-9.579716324806213E-001,9.993101656436920E-002,-9.582027222672427E-001,9.257950930639651E-002,-9.571055226880927E-001,1.007320267249277E-001,-9.576734763743913E-001,1.002288852896285E-001,-9.578177288055423E-001,1.001424238204956E-001,-9.578486443421945E-001,1.000503291252093E-001,
1.945000000000000E+009,-9.568620324134827E-001,1.091663092374802E-001,-9.573492814909975E-001,1.018454168276863E-001,-9.561171508402615E-001,1.101569310966074E-001,-9.567401700246604E-001,1.097366090356015E-001,-9.568124053955078E-001,1.094047053933144E-001,-9.568832433978618E-001,1.092289895938786E-001,
1.950000000000000E+009,-9.552522897720337E-001,1.179439797997475E-001,-9.556611947380374E-001,1.102853345296669E-001,-9.543535172066469E-001,1.187765282598269E-001,-9.550133423362425E-001,1.182951057306005E-001,-9.551496592521669E-001,1.182023969411850E-001,-9.552296139390918E-001,1.180105392123863E-001,
1.955000000000000E+009,-9.545162916183472E-001,1.267315298318863E-001,-9.550185569079898E-001,1.192013154148026E-001,-9.535313869600615E-001,1.277246733486027E-001,-9.542996583769193E-001,1.271467403094426E-001,-9.544037357330324E-001,1.270370286703110E-001,-9.544502986072392E-001,1.269628094340045E-001,
1.960000000000000E+009,-9.528474807739258E-001,1.352733522653580E-001,-9.535722679597780E-001,1.276983758828888E-001,-9.520265367974808E-001,1.362630596612182E-001,-9.526890955291912E-001,1.358208738069923E-001,-9.528778684616091E-001,1.354341973304749E-001,-9.529688522668680E-001,1.353372150397176E-001,
1.965000000000000E+009,-9.516664743423462E-001,1.437144577503204E-001,-9.521790082711185E-001,1.358499897680359E-001,-9.505923456502943E-001,1.446399181605727E-001,-9.511969913575135E-001,1.441601757011131E-001,-9.514285407066347E-001,1.440310826778412E-001,-9.514436410588781E-001,1.437867642561559E-001,
1.970000000000000E+009,-9.497536420822144E-001,1.528260558843613E-001,-9.506284874887087E-001,1.448647546284027E-001,-9.488782938196301E-001,1.537327121403564E-001,-9.495150237997138E-001,1.533239336632059E-001,-9.497672608375551E-001,1.531943342447281E-001,-9.498413503349179E-001,1.530677695989785E-001,
1.975000000000000E+009,-9.482808113098145E-001,1.619457006454468E-001,-9.493028366761172E-001,1.539419328450470E-001,-9.473524628023994E-001,1.629359922663971E-001,-9.480233338715349E-001,1.624732912675170E-001,-9.482774359703066E-001,1.620999663352966E-001,-9.482996238782397E-001,1.620377640642015E-001,
1.980000000000000E+009,-9.455416202545166E-001,1.699713468551636E-001,-9.463797132612613E-001,1.621542851545181E-001,-9.443703303544081E-001,1.712497825045770E-001,-9.450084478346870E-001,1.708038941137015E-001,-9.453054061889650E-001,1.706309661388397E-001,-9.453821034956622E-001,1.702916864904980E-001,
1.985000000000000E+009,-9.433588385581970E-001,1.778404265642166E-001,-9.443652837314760E-001,1.697120873413849E-001,-9.422262261329110E-001,1.788957841170978E-001,-9.428725688772728E-001,1.784391940511899E-001,-9.431530562400819E-001,1.783606594324112E-001,-9.432204891524532E-001,1.781090947789993E-001,
1.990000000000000E+009,-9.415286183357239E-001,1.866169124841690E-001,-9.427100498135683E-001,1.781312755801011E-001,-9.403201279952624E-001,1.876260864556196E-001,-9.410282134986194E-001,1.870311586980122E-001,-9.413489782333375E-001,1.868449952602387E-001,-9.413931483104172E-001,1.867674382488911E-001,
1.995000000000000E+009,-9.389902353286743E-001,1.948301047086716E-001,-9.403769257915041E-001,1.862455415507889E-001,-9.378029256414668E-001,1.957714903727140E-001,-9.385416951112369E-001,1.953161928463021E-001,-9.387626673698427E-001,1.950948095798493E-001,-9.388914861892366E-001,1.948974273682970E-001,
2.000000000000000E+009,-9.370101690292358E-001,2.036195546388626E-001,-9.388007649847109E-001,1.949894782092286E-001,-9.359739724961869E-001,2.046238107750016E-001,-9.366726317195181E-001,2.040218289202819E-001,-9.369366370201112E-001,2.039587560176850E-001,-9.371098015735145E-001,2.037203006258487E-001,
2.005000000000000E+009,-9.345070719718933E-001,2.112393826246262E-001,-9.363798376717837E-001,2.023909586388321E-001,-9.334312852658753E-001,2.123091557117594E-001,-9.341076423292696E-001,2.116636000437452E-001,-9.344251059532167E-001,2.114874350309373E-001,-9.345551992321494E-001,2.112625213614442E-001,
2.010000000000000E+009,-9.326394200325012E-001,2.193395942449570E-001,-9.346346025620118E-001,2.102408311876221E-001,-9.314186814785952E-001,2.202315518015996E-001,-9.321845938198372E-001,2.197619908810628E-001,-9.324991421699527E-001,2.194438708782197E-001,-9.326100179337091E-001,2.193317319224803E-001,
2.015000000000000E+009,-9.306017756462097E-001,2.270672619342804E-001,-9.327935675431521E-001,2.182026065425263E-001,-9.294377886143969E-001,2.282839201352907E-001,-9.302003568739582E-001,2.275471311936272E-001,-9.305385977745057E-001,2.274615384340287E-001,-9.306129401617507E-001,2.272241635706379E-001,
2.020000000000000E+009,-9.288296103477478E-001,2.356747090816498E-001,-9.313172976128543E-001,2.265780440034562E-001,-9.277956493401842E-001,2.369077843706758E-001,-9.285911435929514E-001,2.363499334538884E-001,-9.288463394165040E-001,2.360732347965241E-001,-9.290305861726516E-001,2.358107363766797E-001,
2.025000000000000E+009,-9.263621568679810E-001,2.437343448400497E-001,-9.286765782741091E-001,2.342647965289384E-001,-9.249765847776869E-001,2.446921891070577E-001,-9.257733924593428E-001,2.443157008834830E-001,-9.260398156166078E-001,2.440168429136277E-001,-9.262326996501277E-001,2.438281241931900E-001,
2.030000000000000E+009,-9.243801832199097E-001,2.515578269958496E-001,-9.269078522613832E-001,2.422034918189774E-001,-9.229716365236739E-001,2.527500874346074E-001,-9.238248020234713E-001,2.521151057890999E-001,-9.241463102340699E-001,2.520039212703705E-001,-9.243022726248882E-001,2.516982450381667E-001,
2.035000000000000E+009,-9.224792718887329E-001,2.607217133045197E-001,-9.250547736677859E-001,2.513791887951051E-001,-9.208848415888190E-001,2.622811155975290E-001,-9.217905870836958E-001,2.617819193015183E-001,-9.220212167739870E-001,2.613285751819611E-001,-9.222949933425532E-001,2.611052357302711E-001,
2.040000000000000E+009,-9.200099110603333E-001,2.694771289825440E-001,-9.229994528550723E-001,2.594354513524476E-001,-9.185855927237114E-001,2.705815382159363E-001,-9.194591305362541E-001,2.700721197156254E-001,-9.196971321105959E-001,2.698340351581574E-001,-9.199794227268529E-001,2.694428904968986E-001,
2.045000000000000E+009,-9.176721572875977E-001,2.785486280918121E-001,-9.207714546295778E-001,2.684609700719605E-001,-9.161059061036757E-001,2.796588829859438E-001,-9.169173349714190E-001,2.792498598673354E-001,-9.172049657821658E-001,2.788725045681000E-001,-9.175057575103747E-001,2.786266445816160E-001,
2.050000000000000E+009,-9.147136211395264E-001,2.875592112541199E-001,-9.181721180689089E-001,2.772236010153504E-001,-9.132046315593383E-001,2.888387481957761E-001,-9.139509427719341E-001,2.883465114927415E-001,-9.143734064102176E-001,2.877516992568970E-001,-9.146020077378776E-001,2.875436146030135E-001,
2.055000000000000E+009,-9.116917848587036E-001,2.977444231510162E-001,-9.154213638163454E-001,2.870237650830536E-001,-9.101931888101512E-001,2.988595760430778E-001,-9.109180474631963E-001,2.984192952740205E-001,-9.113419445991517E-001,2.981849185943604E-001,-9.116089820372417E-001,2.976951114506540E-001,
2.060000000000000E+009,-9.092223048210144E-001,3.071432411670685E-001,-9.131564076751102E-001,2.963505758999482E-001,-9.075112910367790E-001,3.084388021255747E-001,-9.081899333443201E-001,3.080270477313674E-001,-9.086869662284853E-001,3.076265528202057E-001,-9.090152236538949E-001,3.073461902488247E-001,
2.065000000000000E+009,-9.059599041938782E-001,3.172575235366821E-001,-9.103019918793338E-001,3.060297087032929E-001,-9.041967141529103E-001,3.184170847504788E-001,-9.048948628226600E-001,3.179344948610314E-001,-9.054393065452578E-001,3.174471591472626E-001,-9.058391979607559E-001,3.171572361965325E-001,
2.070000000000000E+009,-9.024275541305542E-001,3.275872766971588E-001,-9.072146238246768E-001,3.163131950992128E-001,-9.007297974101560E-001,3.289787426954317E-001,-9.014679998675261E-001,3.285199958742764E-001,-9.019905117988588E-001,3.281529176235200E-001,-9.023690458443604E-001,3.276599150672720E-001,
2.075000000000000E+009,-8.984516263008118E-001,3.376885652542114E-001,-9.035868585674746E-001,3.258067127542420E-001,-8.967121459508357E-001,3.389081159925126E-001,-8.974132436440394E-001,3.384610066557959E-001,-8.979337753295902E-001,3.380698382854462E-001,-8.984025788963271E-001,3.377340204424035E-001,
2.080000000000000E+009,-8.943988680839539E-001,3.476754724979401E-001,-8.998798393088991E-001,3.355218468965607E-001,-8.925909041267273E-001,3.488512467193344E-001,-8.932262881941064E-001,3.483349118799642E-001,-8.937967177391054E-001,3.478841045856477E-001,-8.944103718835431E-001,3.475730194646080E-001,
2.085000000000000E+009,-8.898284435272217E-001,3.567202985286713E-001,-8.958264533625796E-001,3.444969053756105E-001,-8.880668595681397E-001,3.581970116252359E-001,-8.885945712284157E-001,3.577995679518416E-001,-8.892396273612977E-001,3.573991974353791E-001,-8.898156447216146E-001,3.568711450105566E-001,
2.090000000000000E+009,-8.844925761222839E-001,3.673545718193054E-001,-8.908886844133914E-001,3.544343094104310E-001,-8.825661320868601E-001,3.686353689875151E-001,-8.830880517640289E-001,3.681682586894757E-001,-8.838029281616213E-001,3.678263162612915E-001,-8.843567231372803E-001,3.674429928538044E-001,
2.095000000000000E+009,-8.797075152397156E-001,3.769192099571228E-001,-8.867731082908023E-001,3.638932289827118E-001,-8.778652414006190E-001,3.783213310224879E-001,-8.783159007134461E-001,3.779697140390738E-001,-8.790580464363100E-001,3.774330828666688E-001,-8.797366572759988E-001,3.770641419686497E-001,
2.100000000000000E+009,-8.747050166130066E-001,3.861445784568787E-001,-8.824302214355166E-001,3.726321774494630E-001,-8.729698224230593E-001,3.875734480007042E-001,-8.732775690915837E-001,3.871377111267766E-001,-8.740687520980838E-001,3.866569675445558E-001,-8.747990895745282E-001,3.861434744764895E-001,
2.105000000000000E+009,-8.694622516632080E-001,3.966095447540283E-001,-8.776730062971193E-001,3.825210489527894E-001,-8.674586153594037E-001,3.980549196826169E-001,-8.676931150819942E-001,3.976435412764175E-001,-8.686530005455020E-001,3.973339627265931E-001,-8.693068139423392E-001,3.967531162549952E-001,
2.110000000000000E+009,-8.637890219688416E-001,4.060624837875366E-001,-8.727972096251833E-001,3.914052324462434E-001,-8.618237358906667E-001,4.072411950708146E-001,-8.619422305655743E-001,4.069522403785350E-001,-8.629149439811709E-001,4.064208898544313E-001,-8.638499031676284E-001,4.060717470502251E-001,
2.115000000000000E+009,-8.582851290702820E-001,4.149594008922577E-001,-8.679044299256900E-001,4.000700054408265E-001,-8.561486487319021E-001,4.164748214260481E-001,-8.560109258578953E-001,4.160411826875179E-001,-8.571987952232362E-001,4.155760458469393E-001,-8.581314346959911E-001,4.150795216121664E-001,
2.120000000000000E+009,-8.514428138732910E-001,4.244353473186493E-001,-8.620994357225955E-001,4.086211534978639E-001,-8.494988305246320E-001,4.256600695420560E-001,-8.491427795211324E-001,4.254602449961643E-001,-8.503631164550783E-001,4.250281069278719E-001,-8.513797897020659E-001,4.243853767219262E-001,
2.125000000000000E+009,-8.456567525863648E-001,4.341874122619629E-001,-8.573765375171816E-001,4.175355033117372E-001,-8.437453951983645E-001,4.349762612398368E-001,-8.432173774746971E-001,4.347906145504561E-001,-8.444925972938541E-001,4.343803938865663E-001,-8.456841151754797E-001,4.340884249767402E-001,
2.130000000000000E+009,-8.394439220428467E-001,4.426261782646179E-001,-8.519440475806582E-001,4.255813176961213E-001,-8.372935238685348E-001,4.436553488178090E-001,-8.365238236384339E-001,4.434610536905081E-001,-8.378544241905215E-001,4.431221775531770E-001,-8.391157455052722E-001,4.426617675448470E-001,
2.135000000000000E+009,-8.324527740478516E-001,4.511759281158447E-001,-8.466006108604127E-001,4.331627399955140E-001,-8.306726682201860E-001,4.519920822576389E-001,-8.294897219029346E-001,4.519653954775037E-001,-8.308657322883607E-001,4.516132394790651E-001,-8.322915985661347E-001,4.511320825063697E-001,
2.140000000000000E+009,-8.247009515762329E-001,4.593551754951477E-001,-8.406169192462772E-001,4.401756397946168E-001,-8.234088769467589E-001,4.595530290106529E-001,-8.216129045488509E-001,4.595747597822257E-001,-8.230669316291810E-001,4.594666460990907E-001,-8.246496861538543E-001,4.591447942827504E-001,
2.145000000000000E+009,-8.184102177619934E-001,4.671680629253388E-001,-8.366930994774782E-001,4.475337023184206E-001,-8.178591010978863E-001,4.677073372263163E-001,-8.154233536552500E-001,4.677877692641889E-001,-8.168401454925539E-001,4.673844289302827E-001,-8.184367576498649E-001,4.671837253353021E-001,
2.150000000000000E+009,-8.108676075935364E-001,4.753642678260803E-001,-8.316265626828920E-001,4.549242373812410E-001,-8.110771187412255E-001,4.757638949849885E-001,-8.078436897150170E-001,4.758083600134872E-001,-8.093877095222475E-001,4.754299169063569E-001,-8.110161520789159E-001,4.749798506458664E-001,
2.155000000000000E+009,-8.042071461677551E-001,4.820217490196228E-001,-8.276175616365968E-001,4.611933148895418E-001,-8.053429541603725E-001,4.825212023163241E-001,-8.011107108882816E-001,4.824620911656999E-001,-8.027374773025514E-001,4.821446230888368E-001,-8.044523692247009E-001,4.818631580158302E-001,
2.160000000000000E+009,-7.968360781669617E-001,4.900065660476685E-001,-8.230258192644961E-001,4.691752488278047E-001,-7.987939877613250E-001,4.910801978285675E-001,-7.932589091405686E-001,4.908718448420197E-001,-7.950789693832399E-001,4.901519795417786E-001,-7.970013578475959E-001,4.899418048172423E-001,
2.165000000000000E+009,-7.887455224990845E-001,4.981546700000763E-001,-8.180526968668520E-001,4.770815680505830E-001,-7.919151835622229E-001,4.997520849237533E-001,-7.848111629611712E-001,4.990537678959536E-001,-7.869138730049136E-001,4.985668914794923E-001,-7.890637316991805E-001,4.978040045271345E-001,
2.170000000000000E+009,-7.800983786582947E-001,5.063103437423706E-001,-8.130079397510073E-001,4.853351070856020E-001,-7.846170641102668E-001,5.085270395542221E-001,-7.755153034030747E-001,5.075238596824923E-001,-7.779947093009950E-001,5.067784031867981E-001,-7.805006274063816E-001,5.063933949328712E-001,
2.175000000000000E+009,-7.716213464736939E-001,5.144063234329224E-001,-8.084898036895754E-001,4.933953893472292E-001,-7.776572338210548E-001,5.176268389158084E-001,-7.660512755489963E-001,5.156224460116363E-001,-7.691059363365175E-001,5.147211460113526E-001,-7.720363716035558E-001,5.144987499595919E-001,
2.180000000000000E+009,-7.611374855041504E-001,5.228850841522217E-001,-8.027081850769046E-001,5.023493027013857E-001,-7.689712228339928E-001,5.274202535548611E-001,-7.542542271547172E-001,5.238670577168940E-001,-7.578539705276493E-001,5.233354585647585E-001,-7.613531979115719E-001,5.229811327864051E-001,
2.185000000000000E+009,-7.494816780090332E-001,5.305722951889038E-001,-7.972506629736331E-001,5.110053228921815E-001,-7.601256079134078E-001,5.371979640752085E-001,-7.416945161180872E-001,5.311389225493653E-001,-7.460316022872926E-001,5.306932940483093E-001,-7.499922096593275E-001,5.309744478491256E-001,
2.190000000000000E+009,-7.368988394737244E-001,5.378849506378174E-001,-7.914847091849062E-001,5.203296358175966E-001,-7.504905764895752E-001,5.476638766620453E-001,-7.274617527330074E-001,5.374808648241184E-001,-7.326645621299746E-001,5.374277146339418E-001,-7.371988092237154E-001,5.383399943055170E-001,
2.195000000000000E+009,-7.228496074676514E-001,5.423173904418945E-001,-7.853733367450564E-001,5.289849622337952E-001,-7.399257970457929E-001,5.573117779904917E-001,-7.119997800149204E-001,5.408759331968457E-001,-7.180509527206421E-001,5.416743150711060E-001,-7.231085281267576E-001,5.431325570666483E-001,
2.200000000000000E+009,-7.061728239059448E-001,5.450947284698486E-001,-7.775315007775272E-001,5.377548029583437E-001,-7.266748041994027E-001,5.670907512753495E-001,-6.939820625726555E-001,5.411734465025309E-001,-7.011367237091066E-001,5.430014839172364E-001,-7.062960116183914E-001,5.458229601512067E-001,
2.205000000000000E+009,-6.913992762565613E-001,5.443843603134155E-001,-7.706982576911319E-001,5.470754864815064E-001,-7.139585393507266E-001,5.770987445838545E-001,-6.781910364329780E-001,5.375976460559130E-001,-6.860872180938722E-001,5.412895326614381E-001,-6.911327044670352E-001,5.454107213854537E-001,
2.210000000000000E+009,-6.770887374877930E-001,5.386148691177368E-001,-7.621794824432374E-001,5.555169590176697E-001,-6.986461651555744E-001,5.860297461980430E-001,-6.640371994004922E-001,5.283764000311313E-001,-6.721746173858645E-001,5.345067300796509E-001,-6.763686453989501E-001,5.399388159862630E-001,
2.215000000000000E+009,-6.681861281394959E-001,5.310471057891846E-001,-7.549550127833865E-001,5.647314022833253E-001,-6.830480102756917E-001,5.956712854530758E-001,-6.565200671860224E-001,5.167850235717403E-001,-6.640866692543032E-001,5.257840547561646E-001,-6.666465709403963E-001,5.321649042033585E-001,
2.220000000000000E+009,-6.648000478744507E-001,5.226505994796753E-001,-7.469105922833863E-001,5.740656656454163E-001,-6.650804315351677E-001,6.044536890222118E-001,-6.562755633546088E-001,5.049131360032784E-001,-6.618134975433350E-001,5.167208456039429E-001,-6.625817121979790E-001,5.230442337111894E-001,
2.225000000000000E+009,-6.665674448013306E-001,5.173215270042419E-001,-7.382384754884035E-001,5.829755507713625E-001,-6.447963980688608E-001,6.121754716229730E-001,-6.621437009290909E-001,4.975764021159977E-001,-6.647490950584413E-001,5.113825939178467E-001,-6.641661120882539E-001,5.166136694937555E-001,
2.230000000000000E+009,-6.699101328849793E-001,5.176611542701721E-001,-7.282476798949588E-001,5.922039489590456E-001,-6.210545282452019E-001,6.183719540404500E-001,-6.698547712865257E-001,4.977987310895427E-001,-6.689615159034731E-001,5.122028267860413E-001,-6.680047826711894E-001,5.160503533432108E-001,
2.235000000000000E+009,-6.728502511978149E-001,5.231155157089233E-001,-7.183978043909608E-001,6.005896438108522E-001,-5.953593528042340E-001,6.221190830852894E-001,-6.763194915678508E-001,5.036894457208930E-001,-6.723306226730347E-001,5.178136981010438E-001,-6.716403064966371E-001,5.207023564753335E-001,
2.240000000000000E+009,-6.727924942970276E-001,5.323137640953064E-001,-7.078592264097902E-001,6.100341630132142E-001,-5.655292711664319E-001,6.233521666848310E-001,-6.792436571948990E-001,5.142405167450214E-001,-6.725407595634462E-001,5.274580069541932E-001,-6.724695957734325E-001,5.295316366131420E-001,
2.245000000000000E+009,-6.688572168350220E-001,5.431508421897888E-001,-6.967280234778139E-001,6.187440520293274E-001,-5.326142895996734E-001,6.195534739085211E-001,-6.778723271516437E-001,5.271156676421493E-001,-6.688743782043458E-001,5.388768603324892E-001,-6.695795270816458E-001,5.405358949560366E-001,
2.250000000000000E+009,-6.620333790779114E-001,5.545806288719177E-001,-6.845458957560121E-001,6.278576515646364E-001,-4.962060931701676E-001,6.080852177411388E-001,-6.729409015666591E-001,5.397977687869876E-001,-6.617736338615419E-001,5.502214499473572E-001,-6.632943199232824E-001,5.519862699276605E-001,
2.255000000000000E+009,-6.522549390792847E-001,5.648745298385620E-001,-6.721491824923709E-001,6.361460628906557E-001,-4.591466881124699E-001,5.867733515463428E-001,-6.646577652774942E-001,5.521889146243775E-001,-6.517218817710877E-001,5.606857144355776E-001,-6.541654203589492E-001,5.626334677504205E-001,
2.260000000000000E+009,-6.401118040084839E-001,5.741280317306519E-001,-6.594885747882997E-001,6.443257227876588E-001,-4.235911078951921E-001,5.522084067165445E-001,-6.539551925423375E-001,5.631493708844090E-001,-6.391158774375917E-001,5.698770352363588E-001,-6.425313718737261E-001,5.722178593365082E-001,
2.265000000000000E+009,-6.259226799011231E-001,5.825486779212952E-001,-6.458592266595460E-001,6.533654514188538E-001,-3.974870522889029E-001,5.027352294354954E-001,-6.411113847563104E-001,5.733791592197289E-001,-6.245594104766846E-001,5.781291035652162E-001,-6.288856213101602E-001,5.811427600789385E-001,
2.270000000000000E+009,-6.098046302795410E-001,5.892490148544312E-001,-6.312060436620485E-001,6.628688368488771E-001,-3.891941698992207E-001,4.408673970276552E-001,-6.262172149806388E-001,5.825204023828905E-001,-6.078615703582764E-001,5.844079691886903E-001,-6.131290440668806E-001,5.885378174048448E-001,
