% Version 1.00
%
%freq[Hz],re:Agua,im:Agua,re:concentracao 0,1g/L,im:concentracao 0,1g/L,re:concentracao 0,5g/L,im:concentracao 0,5g/L,re:concentracao 0,75g/L,im:concentracao 0,75g/L,re:concentracao 1,0g/L,im:concentracao 1,0g/L
1.0000000000000001E-00,-1.3538672154126011E-01,-9.6597997086376197E-01,-1.3550630779120179E-01,-9.6626968933716439E-01,-1.3372466748477199E-01,-9.6695073791654595E-01,-1.3516338153954741E-01,-9.6634683779138020E-01,-1.3548906934642799E-01,-9.6625122731781032E-01,
1.0049999999999999E-00,-1.4717112659555859E-01,-9.6291990271553118E-01,-1.4725329964716191E-01,-9.6322027541530775E-01,-1.4531001262536211E-01,-9.6412576700430652E-01,-1.4691082297960570E-01,-9.6337637124780029E-01,-1.4724270668315889E-01,-9.6319918584823627E-01,
1.0100000000000000E-00,-1.5873645370366959E-01,-9.5925199888819646E-01,-1.5876511209301611E-01,-9.5965942688928851E-01,-1.5667457513659719E-01,-9.6081865990872362E-01,-1.5837712835959530E-01,-9.5992304740244938E-01,-1.5874595428371430E-01,-9.5971191017913826E-01,
1.0149999999999999E-00,-1.7026762536714149E-01,-9.5501220390788333E-01,-1.7025632211905070E-01,-9.5549468846126118E-01,-1.6777160458167481E-01,-9.5691431554776230E-01,-1.6989332376468300E-01,-9.5588650783286200E-01,-1.7027308817958839E-01,-9.5563461853790288E-01,
1.0200000000000000E-00,-1.8236346464042019E-01,-9.5019374187251682E-01,-1.8236567901027989E-01,-9.5061574699675322E-01,-1.7950174793028301E-01,-9.5247612505852730E-01,-1.8199940471328069E-01,-9.5115589865508099E-01,-1.8244021346187589E-01,-9.5081917430877705E-01,
1.0249999999999999E-00,-1.9495699365875080E-01,-9.4516745941618041E-01,-1.9473229652933050E-01,-9.4571482936867080E-01,-1.9134782660406349E-01,-9.4792703798428257E-01,-1.9428796963849340E-01,-9.4622293922450185E-01,-1.9476572310352330E-01,-9.4586121966552750E-01,
1.0300000000000000E-00,-2.0882453201922860E-01,-9.3930755765607465E-01,-2.0840991730879521E-01,-9.4000223403981364E-01,-2.0407234600867710E-01,-9.4295246748006223E-01,-2.0770920909747989E-01,-9.4056361552815959E-01,-2.0822755280494701E-01,-9.4016086346054106E-01,
1.0349999999999998E-00,-2.2557829264888860E-01,-9.3209948753991423E-01,-2.2496514622164310E-01,-9.3322283639862080E-01,-2.1935407386641220E-01,-9.3752828501124152E-01,-2.2384154859722799E-01,-9.3414352062304684E-01,-2.2447091349220280E-01,-9.3352481371688867E-01,
1.0400000000000001E-00,-2.4478084251065871E-01,-9.2126476270392088E-01,-2.4385583186441051E-01,-9.2298172508001719E-01,-2.3665537401113709E-01,-9.2964917315097717E-01,-2.4217318355163700E-01,-9.2461097773917211E-01,-2.4310161924266821E-01,-9.2374741433334362E-01,
1.0450000000000000E-00,-2.6699546191382922E-01,-9.0301673147065431E-01,-2.6577942457229309E-01,-9.0574883567247344E-01,-2.5683131446481150E-01,-9.1681378666237867E-01,-2.6358897863901642E-01,-9.0881989928559315E-01,-2.6466074502944947E-01,-9.0733884864807146E-01,
1.0500000000000001E-00,-2.9114562950636069E-01,-8.7217933960551097E-01,-2.9011630453880621E-01,-8.7681120925083644E-01,-2.8006200794967562E-01,-8.9611924361717865E-01,-2.8773874632918578E-01,-8.8255936749933961E-01,-2.8887624460792549E-01,-8.8002058349609391E-01,
1.0550000000000000E-00,-3.1047142561762930E-01,-8.1967029065648189E-01,-3.1118977322359320E-01,-8.2746716065169101E-01,-3.0527584146608511E-01,-8.6211791045575392E-01,-3.1084452870165591E-01,-8.3824078542044334E-01,-3.1130533465957638E-01,-8.3380747908782971E-01,
1.0600000000000001E-00,-2.9538742166740362E-01,-7.3658866459118033E-01,-3.0299451337124328E-01,-7.4753845050230738E-01,-3.2159675445585162E-01,-8.0295056849745772E-01,-3.1251974751671457E-01,-7.6362389728786451E-01,-3.0947385244178782E-01,-7.5673066827774060E-01,
1.0649999999999999E-00,-1.9576638982916339E-01,-6.6844929798040831E-01,-2.1479479002381591E-01,-6.7090307085924694E-01,-2.9475451479883719E-01,-7.1207465887414589E-01,-2.4244331002813560E-01,-6.7598866247147937E-01,-2.3165809634685530E-01,-6.7228404362106331E-01,
1.0700000000000000E-00,-7.6723085342367645E-02,-7.1606133411403483E-01,-8.8829649310536982E-02,-7.0332070321812146E-01,-1.7556218721177419E-01,-6.5702584166874778E-01,-1.0797645395303460E-01,-6.8323396460356989E-01,-9.8878412907123597E-02,-6.9038220001602191E-01,
1.0749999999999999E-00,-4.8916775561007507E-02,-8.0787725274943056E-01,-4.9580805454448713E-02,-7.9638345936682164E-01,-6.5401642619867695E-02,-7.2695639106995447E-01,-4.8975620783335713E-02,-7.7765110511994195E-01,-4.8286111553192151E-02,-7.8550190915298479E-01,
1.0800000000000000E-00,-6.9518877021999881E-02,-8.6738491000054552E-01,-6.6854280315365625E-02,-8.6070421374245631E-01,-5.1394386484735530E-02,-8.1928476249731896E-01,-6.0870739902263313E-02,-8.5074745380502637E-01,-6.2910151720047006E-02,-8.5524798562622095E-01,
1.0849999999999999E-00,-9.8279702269907523E-02,-8.9823704476309496E-01,-9.5304515853286004E-02,-8.9442784899973793E-01,-7.6985656296427743E-02,-8.7356177897490550E-01,-8.9693054566744479E-02,-8.8965093898687519E-01,-9.1928892300605788E-02,-8.9206493164062517E-01,
1.0900000000000002E-00,-1.2516595853794990E-01,-9.1450263157913836E-01,-1.2255754741690519E-01,-9.1232116321881729E-01,-1.0750655804209930E-01,-9.0183828914409991E-01,-1.1830380902150210E-01,-9.1010398232974543E-01,-1.2010698390722280E-01,-9.1138195345306416E-01,
1.0950000000000000E-00,-1.4677550992303401E-01,-9.2330271176220713E-01,-1.4464412674699101E-01,-9.2217189086094387E-01,-1.3318040076250651E-01,-9.1673835130235093E-01,-1.4157112949136699E-01,-9.2103076494252345E-01,-1.4308554364204409E-01,-9.2183648177337663E-01,
1.1000000000000001E-00,-1.6590197009222021E-01,-9.2855870004720131E-01,-1.6417775703361370E-01,-9.2812074753715845E-01,-1.5563207066768581E-01,-9.2509671946821848E-01,-1.6211413430168220E-01,-9.2746940791431554E-01,-1.6333059487247470E-01,-9.2786796556472795E-01,
1.1050000000000000E-00,-1.8220455306599451E-01,-9.3023710557615058E-01,-1.8087178556412201E-01,-9.3010597052576904E-01,-1.7426827414208049E-01,-9.2833747539374623E-01,-1.7943670199191700E-01,-9.2959217571747543E-01,-1.8042164891529081E-01,-9.2984442518997212E-01,
