% Version 1.00
%
%freq[Hz],re:Trc14_S21,im:Trc14_S21,re:Cap3_duto1_air_S21,im:Cap3_duto1_air_S21,re:Cap3_duto1_air_water1_S21,im:Cap3_duto1_air_water1_S21,re:Cap3_duto1_1plstc_S21,im:Cap3_duto1_1plstc_S21,re:Cap3_duto1_0_1plstc_S21,im:Cap3_duto1_0_1plstc_S21,re:Cap3_duto1_0_5plstc_S21,im:Cap3_duto1_0_5plstc_S21,
1.745000000000000E+009,-9.343712008400289E-001,-2.240872709090869E-001,-9.339820702305606E-001,-2.247563913367462E-001,-9.353755158318914E-001,-2.239663801946659E-001,-9.353059401381523E-001,-2.239717194077224E-001,-9.354798295739308E-001,-2.240082095403323E-001,-9.343328864419607E-001,-2.241754651417175E-001,
1.750000000000000E+009,-9.368736892158571E-001,-2.169030336952600E-001,-9.365292555078127E-001,-2.176056496902085E-001,-9.379424305382943E-001,-2.166841050125500E-001,-9.379587969116514E-001,-2.165657675240157E-001,-9.380514611550408E-001,-2.165438034466287E-001,-9.369211420095863E-001,-2.169717185156511E-001,
1.755000000000000E+009,-9.386140439139097E-001,-2.094683345274857E-001,-9.381493438635256E-001,-2.102569791727448E-001,-9.397426061165972E-001,-2.090454662420844E-001,-9.396798707479797E-001,-2.090429310165419E-001,-9.398896731274836E-001,-2.089031890965404E-001,-9.385635546147253E-001,-2.095261548412068E-001,
1.760000000000000E+009,-9.404564288784463E-001,-2.019838349422739E-001,-9.400006972586061E-001,-2.029198216880417E-001,-9.416894951132664E-001,-2.012627040109261E-001,-9.416491405612717E-001,-2.011198438985388E-001,-9.417755918131103E-001,-2.010917560923095E-001,-9.404740507232099E-001,-2.020161143545185E-001,
1.765000000000000E+009,-9.425037462434494E-001,-1.948426704595958E-001,-9.420596328607179E-001,-1.959015136635209E-001,-9.435951563194317E-001,-1.938005006313020E-001,-9.436228813884957E-001,-1.937961240227871E-001,-9.436204955026343E-001,-1.936731009227335E-001,-9.425391402864536E-001,-1.948654189110095E-001,
1.770000000000000E+009,-9.447908749997002E-001,-1.866868627598131E-001,-9.443565046417238E-001,-1.879045114835740E-001,-9.456478865362751E-001,-1.854230059233858E-001,-9.456691196251821E-001,-1.854298414752052E-001,-9.456657226852792E-001,-1.854023227032956E-001,-9.447046794524283E-001,-1.867921952180737E-001,
1.775000000000000E+009,-9.465678734739409E-001,-1.787390972126746E-001,-9.462752760781863E-001,-1.799502201982117E-001,-9.472577642805841E-001,-1.773122345547364E-001,-9.472697095737854E-001,-1.772129165706380E-001,-9.472343258959949E-001,-1.771778311377266E-001,-9.465973735955395E-001,-1.787360172145829E-001,
1.780000000000000E+009,-9.486747677934242E-001,-1.712810598957375E-001,-9.484359399617008E-001,-1.725160317252350E-001,-9.490931479436717E-001,-1.697940813508891E-001,-9.490677212693234E-001,-1.696671253756723E-001,-9.490968001761182E-001,-1.697164136248022E-001,-9.487106645668062E-001,-1.713107880427888E-001,
1.785000000000000E+009,-9.503850754301912E-001,-1.631874807963519E-001,-9.502293718254092E-001,-1.643963097638703E-001,-9.506921436483423E-001,-1.616364347364908E-001,-9.506279342517275E-001,-1.616374165571413E-001,-9.505955978868156E-001,-1.615801760623087E-001,-9.503769155527272E-001,-1.632191642719896E-001,
1.790000000000000E+009,-9.526380762118663E-001,-1.546242542291306E-001,-9.524756845166018E-001,-1.558741106128312E-001,-9.527015596809116E-001,-1.531442709946841E-001,-9.527249444239626E-001,-1.529725761210402E-001,-9.526756865435024E-001,-1.529913400245449E-001,-9.526792959328806E-001,-1.546167719532197E-001,
1.795000000000000E+009,-9.534150621485111E-001,-1.471188138858240E-001,-9.533753009339907E-001,-1.483293388156891E-001,-9.533618451076175E-001,-1.455851028506427E-001,-9.533936818597242E-001,-1.453667762470825E-001,-9.532986534152518E-001,-1.455270090165211E-001,-9.534213894642020E-001,-1.471630057627741E-001,
1.800000000000000E+009,-9.553278194906216E-001,-1.385865037651313E-001,-9.552192218147280E-001,-1.398191154282761E-001,-9.549562252736716E-001,-1.371120389297497E-001,-9.549484730196025E-001,-1.369792267513018E-001,-9.549702832717442E-001,-1.370719648165081E-001,-9.552895544786144E-001,-1.385820218539369E-001,
1.805000000000000E+009,-9.563726592945601E-001,-1.301637943404946E-001,-9.563058125079348E-001,-1.313604580202103E-001,-9.558236993614566E-001,-1.287609564035443E-001,-9.558860790305934E-001,-1.285229459748200E-001,-9.558511712598072E-001,-1.286593807023455E-001,-9.563327795551391E-001,-1.302052713521383E-001,
1.810000000000000E+009,-9.577293588041893E-001,-1.217572632226773E-001,-9.576824247119142E-001,-1.229262941419793E-001,-9.570757558634588E-001,-1.203422722521725E-001,-9.570674046477238E-001,-1.202299994841735E-001,-9.570477877495247E-001,-1.203510360112871E-001,-9.576799594034334E-001,-1.218742788832206E-001,
1.815000000000000E+009,-9.585547475795593E-001,-1.132383024468521E-001,-9.584819628955081E-001,-1.142556175556374E-001,-9.577884929068694E-001,-1.119310763154779E-001,-9.577864887204887E-001,-1.116393440924117E-001,-9.577931033437093E-001,-1.118182618122484E-001,-9.585709338303829E-001,-1.131535809429074E-001,
1.820000000000000E+009,-9.597755772506020E-001,-1.046584189474620E-001,-9.596195537075809E-001,-1.058368887607002E-001,-9.588688603136244E-001,-1.034486429224936E-001,-9.587760648591597E-001,-1.032806915246749E-001,-9.588913012186888E-001,-1.034060082339514E-001,-9.596885200246543E-001,-1.046921955563223E-001,
1.825000000000000E+009,-9.600916558525088E-001,-9.665887575395846E-002,-9.600011021087648E-001,-9.773703516096118E-002,-9.591659409251587E-001,-9.545032232848272E-002,-9.590184610587692E-001,-9.525379793700753E-002,-9.591476415643011E-001,-9.545669454638223E-002,-9.600250286884547E-001,-9.663234073894372E-002,
1.830000000000000E+009,-9.615428141610343E-001,-8.824007386819348E-002,-9.613898145875551E-001,-8.936939290697099E-002,-9.604610241981150E-001,-8.720146115434796E-002,-9.604147525035731E-001,-8.706409267039710E-002,-9.605675496829098E-001,-8.712071021215354E-002,-9.614537476517714E-001,-8.830191596159606E-002,
1.835000000000000E+009,-9.626977168109436E-001,-7.929167917977475E-002,-9.624692977442935E-001,-8.053586959661487E-002,-9.616221787451732E-001,-7.833340893792977E-002,-9.614882250744854E-001,-7.816182237200142E-002,-9.616760424475253E-001,-7.826508759130040E-002,-9.626349291975714E-001,-7.936306507853799E-002,
1.840000000000000E+009,-9.631212816392001E-001,-7.028994066925756E-002,-9.629087065895083E-001,-7.149228616495135E-002,-9.619943994028781E-001,-6.930237726951198E-002,-9.619136914615690E-001,-6.911756956959350E-002,-9.621120856206431E-001,-6.926306633249826E-002,-9.630609552128171E-001,-7.032941891274175E-002,
1.845000000000000E+009,-9.626987047460831E-001,-6.130167592444173E-002,-9.625351158425907E-001,-6.245641906705857E-002,-9.615665000724899E-001,-6.029417371120739E-002,-9.614696746977202E-001,-6.018444833085276E-002,-9.616836930318555E-001,-6.026854456062282E-002,-9.626912195535313E-001,-6.130561797371552E-002,
1.850000000000000E+009,-9.632118682869955E-001,-5.264741610254729E-002,-9.629606594247439E-001,-5.391614110331537E-002,-9.620169797760649E-001,-5.174735590961656E-002,-9.618992650093585E-001,-5.171735659727446E-002,-9.622136493402329E-001,-5.175993004105282E-002,-9.631678403019373E-001,-5.278452249845021E-002,
1.855000000000000E+009,-9.627204416317520E-001,-4.300129348195534E-002,-9.624477541853335E-001,-4.420841579732896E-002,-9.614784707144994E-001,-4.198718040451444E-002,-9.614532488158014E-001,-4.196709577462178E-002,-9.617811825785766E-001,-4.206319849010425E-002,-9.626417139303924E-001,-4.305215887928804E-002,
1.860000000000000E+009,-9.618523087440368E-001,-3.358148778885636E-002,-9.613948810549926E-001,-3.481284095330239E-002,-9.604551036805689E-001,-3.264598763949786E-002,-9.604404053048270E-001,-3.250435060375745E-002,-9.608681753410927E-001,-3.256077613257320E-002,-9.617498549570582E-001,-3.365067661841815E-002,
1.865000000000000E+009,-9.610902711243333E-001,-2.500615077944248E-002,-9.606201164021304E-001,-2.627948644250870E-002,-9.596531077730363E-001,-2.393667202624533E-002,-9.597025773955356E-001,-2.393417780301708E-002,-9.601394715145697E-001,-2.373810168807966E-002,-9.609670873694547E-001,-2.513617665808347E-002,
1.870000000000000E+009,-9.605742557849232E-001,-1.691994271084183E-002,-9.599723012333681E-001,-1.835762654994011E-002,-9.590198439412508E-001,-1.563533475562231E-002,-9.590616947197495E-001,-1.563271023080885E-002,-9.595275509718471E-001,-1.532996928023373E-002,-9.605432871739754E-001,-1.697988971831846E-002,
1.875000000000000E+009,-9.600901295018747E-001,-8.741952093530684E-003,-9.594010931874086E-001,-1.029977218996048E-002,-9.582342140075156E-001,-7.445274110185536E-003,-9.583984860428493E-001,-7.241881232728826E-003,-9.588237589927895E-001,-6.819903292350145E-003,-9.600885710901372E-001,-8.891435913494467E-003,
1.880000000000000E+009,-9.597507122758483E-001,-3.422395954897072E-004,-9.589219183880617E-001,-2.011111642298699E-003,-9.575078309034171E-001,1.238154668959088E-003,-9.576406300013401E-001,1.253718395591974E-003,-9.579382928776938E-001,1.824036448398624E-003,-9.597786510689811E-001,-5.076104739738722E-004,
1.885000000000000E+009,-9.600907307037226E-001,7.629373984442465E-003,-9.591533037786868E-001,5.609370401279928E-003,-9.571888228479880E-001,9.112697437205768E-003,-9.574328815484111E-001,9.177197534548827E-003,-9.576751051904321E-001,9.944814775132094E-003,-9.601049184969791E-001,7.587335808969329E-003,
1.890000000000000E+009,-9.593952716434704E-001,1.617136498651912E-002,-9.585263925303652E-001,1.384278892939091E-002,-9.559064595931940E-001,1.718978667119942E-002,-9.561918191446626E-001,1.755762185066517E-002,-9.561191809270231E-001,1.820984414583252E-002,-9.594292418846704E-001,1.601406828441446E-002,
1.895000000000000E+009,-9.591114596372444E-001,2.441008883374350E-002,-9.583044653935244E-001,2.184219003509045E-002,-9.551992395796174E-001,2.511932282891271E-002,-9.553691351180899E-001,2.535285119574402E-002,-9.551086738926434E-001,2.593649428728814E-002,-9.591489471828967E-001,2.429086808218794E-002,
1.900000000000000E+009,-9.585852599369089E-001,3.234578459366712E-002,-9.578366472996523E-001,2.953497424501420E-002,-9.542571372119773E-001,3.244621847631520E-002,-9.544923583962744E-001,3.288729827590526E-002,-9.540607003366808E-001,3.339975989220711E-002,-9.586079163493461E-001,3.225800895930715E-002,
1.905000000000000E+009,-9.589398486324331E-001,4.158600826804718E-002,-9.583137066101077E-001,3.838576735247613E-002,-9.541682275438022E-001,4.095724418548905E-002,-9.543756004399957E-001,4.137718657327547E-002,-9.538753205126376E-001,4.187100527045438E-002,-9.589188164130891E-001,4.143930358422644E-002,
1.910000000000000E+009,-9.589629331013095E-001,5.011408327776828E-002,-9.586476762503055E-001,4.672573235834123E-002,-9.540929196293816E-001,4.867361818436197E-002,-9.542959038854019E-001,4.917429164054576E-002,-9.536781934004639E-001,4.939992788859781E-002,-9.589652307674603E-001,5.008584710385727E-002,
1.915000000000000E+009,-9.586332499193320E-001,5.845072080744738E-002,-9.586617874522402E-001,5.475885739288332E-002,-9.540476660269092E-001,5.595857392982774E-002,-9.540882801426763E-001,5.642216769270556E-002,-9.534709683517774E-001,5.666356718375444E-002,-9.587044115002956E-001,5.837237013220200E-002,
1.920000000000000E+009,-9.586687006427830E-001,6.730275719732451E-002,-9.590591193991093E-001,6.344766965827944E-002,-9.544792980346663E-001,6.403297150943357E-002,-9.545302442287935E-001,6.456226382536499E-002,-9.539017513069670E-001,6.461609816032139E-002,-9.587035071716465E-001,6.724113033135780E-002,
1.925000000000000E+009,-9.581965944680310E-001,7.556303281163124E-002,-9.588829715266422E-001,7.175014588247301E-002,-9.545732003281613E-001,7.181749350203201E-002,-9.545689589690948E-001,7.236326698706110E-002,-9.539757219090161E-001,7.215861691402613E-002,-9.582050355211776E-001,7.558439036010434E-002,
1.930000000000000E+009,-9.575559346043863E-001,8.434706715554585E-002,-9.586751113415529E-001,8.042292271167757E-002,-9.545609729601920E-001,8.001617532954397E-002,-9.545151185016059E-001,8.055314209718442E-002,-9.540662948124196E-001,8.047588983722395E-002,-9.575781614927924E-001,8.433247715973698E-002,
1.935000000000000E+009,-9.564587624531415E-001,9.339444126692335E-002,-9.578782574891666E-001,8.939240925125123E-002,-9.541416790632514E-001,8.883945277456695E-002,-9.540722414025631E-001,8.934019612350552E-002,-9.536209348198901E-001,8.905385485393270E-002,-9.564979336419106E-001,9.330305956967805E-002,
1.940000000000000E+009,-9.552172357627669E-001,1.018235303832309E-001,-9.569992363856508E-001,9.791433684377673E-002,-9.536036475809490E-001,9.716613385412923E-002,-9.534897868896294E-001,9.759838295376649E-002,-9.530684028185846E-001,9.728669824355860E-002,-9.553338472813499E-001,1.018193386098428E-001,
1.945000000000000E+009,-9.541807519519211E-001,1.109056043345280E-001,-9.563979620735170E-001,1.071192511358643E-001,-9.531847110274999E-001,1.061710002491632E-001,-9.531222792966715E-001,1.066086736649044E-001,-9.527867704354647E-001,1.063629498027983E-001,-9.542475936027489E-001,1.108223495160635E-001,
1.950000000000000E+009,-9.524884297503194E-001,1.194546685877709E-001,-9.549336943144229E-001,1.157861739956665E-001,-9.521524046767873E-001,1.149001373953713E-001,-9.520185500454631E-001,1.153310585058761E-001,-9.517385235056644E-001,1.150022478997125E-001,-9.525939815667212E-001,1.194646229617879E-001,
1.955000000000000E+009,-9.517350163900415E-001,1.282791272864585E-001,-9.545817813584901E-001,1.247707041344262E-001,-9.519448289482704E-001,1.238676758313963E-001,-9.518288307481273E-001,1.244362132231035E-001,-9.515446620796605E-001,1.240761709634104E-001,-9.517603888777706E-001,1.283068539430395E-001,
1.960000000000000E+009,-9.502744141156557E-001,1.366563404640502E-001,-9.532959989239505E-001,1.334873732941056E-001,-9.508963154743373E-001,1.326108448201773E-001,-9.507274408927422E-001,1.330287510173893E-001,-9.505336983050444E-001,1.326971573389918E-001,-9.502718280461873E-001,1.366351379459232E-001,
1.965000000000000E+009,-9.488758128308586E-001,1.449122693778336E-001,-9.520656635307315E-001,1.420552776463700E-001,-9.498384795203576E-001,1.413142532344520E-001,-9.496786888434657E-001,1.417164321027953E-001,-9.495308336805599E-001,1.414140053809803E-001,-9.488781652634993E-001,1.450284554041910E-001,
1.970000000000000E+009,-9.473353819914661E-001,1.539458007375695E-001,-9.506682661132816E-001,1.513857323192597E-001,-9.484388466026379E-001,1.505970022672227E-001,-9.483262064947545E-001,1.512513530699922E-001,-9.482239734500459E-001,1.507828007413807E-001,-9.473021136922750E-001,1.539404445233219E-001,
1.975000000000000E+009,-9.461121076475519E-001,1.629860267293612E-001,-9.494752620468141E-001,1.606651717526245E-001,-9.473278872425359E-001,1.602324795039348E-001,-9.471720619736076E-001,1.605418250159087E-001,-9.470263502026139E-001,1.602202053411170E-001,-9.461012061962252E-001,1.630087222407438E-001,
1.980000000000000E+009,-9.434987276145848E-001,1.714229870415877E-001,-9.467416242488101E-001,1.692911219882202E-001,-9.446581359153103E-001,1.688548586966270E-001,-9.445310081469690E-001,1.693937413220368E-001,-9.444066291584977E-001,1.690048193144034E-001,-9.433278121576991E-001,1.714679352753382E-001,
1.985000000000000E+009,-9.415581956036137E-001,1.795964228151077E-001,-9.448535067839052E-001,1.773897972412110E-001,-9.425851688680129E-001,1.770782635352345E-001,-9.424522425831573E-001,1.776634398938791E-001,-9.423818709738328E-001,1.772741362270812E-001,-9.414769905025137E-001,1.795473678493424E-001,
1.990000000000000E+009,-9.397525365224173E-001,1.884266150927954E-001,-9.430737889599612E-001,1.865456324423981E-001,-9.407503416670966E-001,1.862497059081862E-001,-9.406600679233097E-001,1.867494780387586E-001,-9.406037750513990E-001,1.864481870836136E-001,-9.396582663303587E-001,1.884580316115812E-001,
1.995000000000000E+009,-9.373323883747486E-001,1.971855202889861E-001,-9.406501990290835E-001,1.952553261594010E-001,-9.381916936998473E-001,1.950399363154597E-001,-9.380825079837907E-001,1.955159074340893E-001,-9.381198873608867E-001,1.952303363898970E-001,-9.372322895191093E-001,1.971647611524625E-001,
2.000000000000000E+009,-9.353237714144578E-001,2.066508017672773E-001,-9.387138523638918E-001,2.046358078590775E-001,-9.360597156667576E-001,2.043239322797162E-001,-9.360275143897625E-001,2.049307527426869E-001,-9.359944516632590E-001,2.047315488701655E-001,-9.352338690823894E-001,2.065382549398158E-001,
2.005000000000000E+009,-9.323058061886973E-001,2.147664039289077E-001,-9.357175397396853E-001,2.128817127222825E-001,-9.330793778401667E-001,2.125180592324858E-001,-9.328980928576287E-001,2.131528305188949E-001,-9.329036746097404E-001,2.128255834128190E-001,-9.322333671067736E-001,2.145435287759841E-001,
2.010000000000000E+009,-9.296485027775685E-001,2.233060810839339E-001,-9.332054393336490E-001,2.213407505508805E-001,-9.304162155623589E-001,2.209797719385062E-001,-9.301974215579286E-001,2.215947176276291E-001,-9.301517284214014E-001,2.213968660872468E-001,-9.296225830077354E-001,2.232152293076410E-001,
2.015000000000000E+009,-9.267606442244010E-001,2.315248612496980E-001,-9.304630035212709E-001,2.294922737576676E-001,-9.275476432820760E-001,2.289762884384295E-001,-9.272520657449684E-001,2.296962931803749E-001,-9.272404846823690E-001,2.294852236956299E-001,-9.266958200154075E-001,2.313533737492088E-001,
2.020000000000000E+009,-9.239709524794474E-001,2.399213946882324E-001,-9.280843829872134E-001,2.379627950027466E-001,-9.250526743755942E-001,2.374236970271629E-001,-9.246935791907551E-001,2.380567935017959E-001,-9.246315758913920E-001,2.377029244883219E-001,-9.239869051174833E-001,2.397836610252585E-001,
2.025000000000000E+009,-9.203161468492550E-001,2.475981407434627E-001,-9.247078707183840E-001,2.457410822956086E-001,-9.215518692318845E-001,2.449875067826585E-001,-9.211821357382017E-001,2.456012509451468E-001,-9.210561641563145E-001,2.453180741428011E-001,-9.203208481821004E-001,2.474225419516379E-001,
2.030000000000000E+009,-9.173917001149301E-001,2.551265506113574E-001,-9.220824322627261E-001,2.533170364356995E-001,-9.188306022507875E-001,2.524434327930014E-001,-9.183934311475160E-001,2.529566613884011E-001,-9.182962858359266E-001,2.526723439735724E-001,-9.174273969983740E-001,2.548774859222151E-001,
2.035000000000000E+009,-9.144570068541291E-001,2.633935318422307E-001,-9.195084589103701E-001,2.620441149900818E-001,-9.161491111293195E-001,2.609392909005521E-001,-9.157233512286027E-001,2.614228348837729E-001,-9.156142895805524E-001,2.609880277652888E-001,-9.145362487821748E-001,2.633692867574864E-001,
2.040000000000000E+009,-9.115920140498099E-001,2.707296647355369E-001,-9.169638320726015E-001,2.695892694848633E-001,-9.135223606703607E-001,2.680582629997644E-001,-9.131449541952704E-001,2.685652636010094E-001,-9.130340295673676E-001,2.681412390730911E-001,-9.116155430115106E-001,2.704973365293271E-001,
2.045000000000000E+009,-9.090091666640635E-001,2.785983363954632E-001,-9.145724530668643E-001,2.778530069437409E-001,-9.112437160612730E-001,2.760945330778504E-001,-9.108378355901388E-001,2.764513411006017E-001,-9.107982501659228E-001,2.760507317368410E-001,-9.090124026979232E-001,2.784711218385866E-001,
2.050000000000000E+009,-9.061783193240391E-001,2.860160231329312E-001,-9.119862950785830E-001,2.859572312280274E-001,-9.088656717894954E-001,2.838999745830971E-001,-9.084292771655990E-001,2.844568104179139E-001,-9.084175978958501E-001,2.838449919507907E-001,-9.062731195715256E-001,2.859501135639755E-001,
2.055000000000000E+009,-9.037588494983940E-001,2.950289698913357E-001,-9.095770731961063E-001,2.954386002406311E-001,-9.067371101248576E-001,2.931409603283562E-001,-9.063329847548911E-001,2.935134877685517E-001,-9.063436429064908E-001,2.930702971360720E-001,-9.037866152737252E-001,2.947495401805349E-001,
2.060000000000000E+009,-9.018142687357880E-001,3.036772247224895E-001,-9.076314424801637E-001,3.046968822634888E-001,-9.049989393310591E-001,3.023920754990241E-001,-9.046380204510676E-001,3.028025094338702E-001,-9.046182972430775E-001,3.022922346021116E-001,-9.019092929529087E-001,3.036429151593438E-001,
2.065000000000000E+009,-8.994152277490770E-001,3.128584564279747E-001,-9.050453376744082E-001,3.143985242009736E-001,-9.025381390688196E-001,3.119173097435892E-001,-9.021609542013406E-001,3.125479613911607E-001,-9.021888663506287E-001,3.118603142522256E-001,-8.994748633334314E-001,3.127007797815047E-001,
2.070000000000000E+009,-8.968068837019693E-001,3.226976095638791E-001,-9.021602803678898E-001,3.247072847929383E-001,-8.998896130256607E-001,3.223071710491398E-001,-8.994835569172106E-001,3.226345703128863E-001,-8.995516487174762E-001,3.220557110915833E-001,-8.968134625970601E-001,3.225165701504899E-001,
2.075000000000000E+009,-8.936513722271224E-001,3.322826611172088E-001,-8.987142963737490E-001,3.346967567486573E-001,-8.966157987483883E-001,3.323406782408080E-001,-8.962101780046641E-001,3.327927677551335E-001,-8.962397578957952E-001,3.320856825562850E-001,-8.936736802567558E-001,3.322815691187179E-001,
2.080000000000000E+009,-8.904989673677630E-001,3.419432669730712E-001,-8.950887613035586E-001,3.445749255060578E-001,-8.931996938465409E-001,3.422457654262087E-001,-8.927801860137491E-001,3.427766970023258E-001,-8.929589837977459E-001,3.420018858686923E-001,-8.904120445652197E-001,3.418155409100137E-001,
2.085000000000000E+009,-8.866690692845424E-001,3.509751173270697E-001,-8.910754375184634E-001,3.538974736064149E-001,-8.891980452856210E-001,3.516652477588230E-001,-8.887997659686011E-001,3.521314084878321E-001,-8.889766032977280E-001,3.513514480585164E-001,-8.866298198835199E-001,3.508425268711200E-001,
2.090000000000000E+009,-8.819142530768833E-001,3.615481963331205E-001,-8.860751511587526E-001,3.644049278749085E-001,-8.842192575138240E-001,3.623967274286529E-001,-8.837833461035662E-001,3.628455467459976E-001,-8.841158525934796E-001,3.621157308722450E-001,-8.820088427726534E-001,3.614006012232819E-001,
2.095000000000000E+009,-8.779657684749964E-001,3.709537829125852E-001,-8.818779403276065E-001,3.740788207784272E-001,-8.800767124556568E-001,3.720323316264065E-001,-8.796160272268339E-001,3.725670942761215E-001,-8.799707077437722E-001,3.716700329731631E-001,-8.780973125471511E-001,3.706751038657984E-001,
2.100000000000000E+009,-8.739395077862464E-001,3.800531197792900E-001,-8.775240990969851E-001,3.832636139460755E-001,-8.757207430625750E-001,3.814173879905974E-001,-8.753337042033960E-001,3.817897003154279E-001,-8.756920926490650E-001,3.810550750014828E-001,-8.739796490454664E-001,3.798931814334315E-001,
2.105000000000000E+009,-8.692888788009117E-001,3.907665426615378E-001,-8.727627945709231E-001,3.939972065815737E-001,-8.708824586868916E-001,3.921229211319626E-001,-8.704431279575193E-001,3.927297262139770E-001,-8.708670053672311E-001,3.919875806816192E-001,-8.694745679938543E-001,3.906344496212513E-001,
2.110000000000000E+009,-8.645502297972749E-001,4.001379133015969E-001,-8.678312548339846E-001,4.034140215340424E-001,-8.658905018912498E-001,4.016583290109596E-001,-8.654284139406150E-001,4.022231526517187E-001,-8.658783125722593E-001,4.013632404673622E-001,-8.647548706757330E-001,3.998698124227997E-001,
2.115000000000000E+009,-8.598618310985757E-001,4.095489217764113E-001,-8.629252442576600E-001,4.129257655239106E-001,-8.608657358370380E-001,4.113323709897918E-001,-8.603434636715321E-001,4.116840464030417E-001,-8.607829193358016E-001,4.111309902004382E-001,-8.600077216398046E-001,4.094769390837252E-001,
2.120000000000000E+009,-8.541020287928168E-001,4.193563396586769E-001,-8.569396976380922E-001,4.224884350313569E-001,-8.547954287227582E-001,4.209204940093087E-001,-8.542628186919254E-001,4.216701800602801E-001,-8.547931301482425E-001,4.207510185855987E-001,-8.543128256466244E-001,4.191817169630583E-001,
2.125000000000000E+009,-8.492534634822088E-001,4.294528440174150E-001,-8.520960056742860E-001,4.326416722993470E-001,-8.496908728197914E-001,4.312396439294057E-001,-8.490969626811759E-001,4.317732671143935E-001,-8.497178875519031E-001,4.309330465086591E-001,-8.494121783307203E-001,4.293469707700884E-001,
2.130000000000000E+009,-8.436491503667560E-001,4.390645634166751E-001,-8.464519044598391E-001,4.422766009948732E-001,-8.437748207148552E-001,4.407814173251414E-001,-8.430896701879400E-001,4.414018086177817E-001,-8.438608762163322E-001,4.406439924037456E-001,-8.438097471137781E-001,4.390450935195631E-001,
2.135000000000000E+009,-8.374953316086501E-001,4.486761555530608E-001,-8.403784713175966E-001,4.516542287558748E-001,-8.373259713074635E-001,4.501433348037144E-001,-8.365857093577733E-001,4.508610469105330E-001,-8.374546702214394E-001,4.499488185636507E-001,-8.376471341637851E-001,4.484324169123614E-001,
2.140000000000000E+009,-8.305569296565181E-001,4.576465976720177E-001,-8.334653928678897E-001,4.609056282294466E-001,-8.300861462690328E-001,4.593150490787486E-001,-8.293916084787847E-001,4.598083350203593E-001,-8.302681867787196E-001,4.591043900064534E-001,-8.306806529292443E-001,4.575716624270884E-001,
2.145000000000000E+009,-8.246342318171809E-001,4.674644333488242E-001,-8.277544782733157E-001,4.705413660551454E-001,-8.239709687325968E-001,4.687042814929510E-001,-8.232117808276631E-001,4.694834115291371E-001,-8.241553393861447E-001,4.686440483861202E-001,-8.248238178450312E-001,4.673272364468630E-001,
2.150000000000000E+009,-8.170612632956154E-001,4.769400344135698E-001,-8.203235353163149E-001,4.800520427394106E-001,-8.162156520436558E-001,4.781538100634291E-001,-8.152811135428302E-001,4.787099189055177E-001,-8.163666845840726E-001,4.780839008869491E-001,-8.172056382209552E-001,4.767822446303150E-001,
2.155000000000000E+009,-8.099930628890792E-001,4.846277267196508E-001,-8.135873473707582E-001,4.880310387389375E-001,-8.088333162257200E-001,4.856422820624675E-001,-8.079199833090425E-001,4.863713500821469E-001,-8.090129903448111E-001,4.857223370628693E-001,-8.101555302842726E-001,4.844756265068759E-001,
2.160000000000000E+009,-8.015830436911157E-001,4.936108450283882E-001,-8.057088643241885E-001,4.971489676512910E-001,-8.003702471119604E-001,4.942202898618139E-001,-7.993468732817604E-001,4.948553676269493E-001,-8.004734790417105E-001,4.943857200798554E-001,-8.017899913472885E-001,4.934705785545819E-001,
2.165000000000000E+009,-7.927904339498904E-001,5.015994126800878E-001,-7.973742118518069E-001,5.058094203523256E-001,-7.916965459114913E-001,5.020763056912289E-001,-7.904419912795540E-001,5.026775222239575E-001,-7.916250884710951E-001,5.023501080467944E-001,-7.930382577985906E-001,5.014238691621862E-001,
2.170000000000000E+009,-7.840485886230815E-001,5.089077450670764E-001,-7.888091291979984E-001,5.140297291345217E-001,-7.829860797272754E-001,5.091224301334401E-001,-7.816540080963399E-001,5.096550552513804E-001,-7.827690867708566E-001,5.093416941833694E-001,-7.842021778059579E-001,5.087121650050850E-001,
2.175000000000000E+009,-7.761941211591829E-001,5.160977368478592E-001,-7.813146252923586E-001,5.220887982380678E-001,-7.754590943179129E-001,5.162924514689047E-001,-7.738783534804500E-001,5.165307290323045E-001,-7.750160376753252E-001,5.163079117657231E-001,-7.764714085769667E-001,5.158915652383979E-001,
2.180000000000000E+009,-7.672862707227474E-001,5.233607713534971E-001,-7.723637919956974E-001,5.309177134794618E-001,-7.667002953493005E-001,5.236770919806478E-001,-7.651710977989690E-001,5.237545531217595E-001,-7.662711720533901E-001,5.234816439918483E-001,-7.676046206674404E-001,5.230662785999228E-001,
2.185000000000000E+009,-7.592319603036206E-001,5.301617613011923E-001,-7.637879704608157E-001,5.393413853294373E-001,-7.589051138184464E-001,5.308571863990881E-001,-7.573136773917855E-001,5.306743646418951E-001,-7.584261555887391E-001,5.303726179830508E-001,-7.596687159439749E-001,5.299512135986524E-001,
2.190000000000000E+009,-7.513637099369691E-001,5.382053729131392E-001,-7.549076932414248E-001,5.487549188702394E-001,-7.509429543059553E-001,5.393564685031534E-001,-7.495175219378993E-001,5.390730737011718E-001,-7.505905414247801E-001,5.386555146551717E-001,-7.519154128631506E-001,5.380153822183457E-001,
