% Version 1.00
%
%freq[Hz],re:Trc14_S21,im:Trc14_S21,re:Cap1_duto1_0_1plstc_S21,im:Cap1_duto1_0_1plstc_S21,re:Cap1_duto1_0_5plstc_S21,im:Cap1_duto1_0_5plstc_S21,re:Cap1_duto1_0_75plstc_S21,im:Cap1_duto1_0_75plstc_S21,re:Cap1_duto1_1plstc_S21,im:Cap1_duto1_1plstc_S21,
1.950000000000000E+009,-9.509064442362663E-001,1.167453097240009E-001,-9.517593303264408E-001,1.155099735877869E-001,-9.537517722088220E-001,1.177588934263752E-001,-9.510611978084362E-001,1.164627879036786E-001,-9.508787093353274E-001,1.167097997446061E-001,
1.955000000000000E+009,-9.506262102317147E-001,1.255603311486049E-001,-9.516738392341555E-001,1.245249923725487E-001,-9.533420309790246E-001,1.267916487087217E-001,-9.509400741275459E-001,1.254437137651762E-001,-9.506859613189700E-001,1.255886503887177E-001,
1.960000000000000E+009,-9.496827770825502E-001,1.341839336764130E-001,-9.506887264384036E-001,1.332476542180924E-001,-9.520240178708216E-001,1.356593058272721E-001,-9.499464220487540E-001,1.340581806559666E-001,-9.496863239059450E-001,1.342394115447999E-001,
1.965000000000000E+009,-9.486716745228514E-001,1.427236528117163E-001,-9.496616502461857E-001,1.420337744203446E-001,-9.507206945280532E-001,1.440952350720069E-001,-9.489291446284163E-001,1.427041670686930E-001,-9.485880368690494E-001,1.428706135282517E-001,
1.970000000000000E+009,-9.473662463043608E-001,1.519687462343075E-001,-9.483304326883973E-001,1.513749257797974E-001,-9.492008310562304E-001,1.535383476876120E-001,-9.476109591424068E-001,1.520476711190335E-001,-9.473010322952272E-001,1.521897849082947E-001,
1.975000000000000E+009,-9.462680046000568E-001,1.615040425810322E-001,-9.472345367751834E-001,1.609860489453232E-001,-9.479194465395077E-001,1.628309970529816E-001,-9.465692048113774E-001,1.614542504102575E-001,-9.461994056358341E-001,1.614853765068055E-001,
1.980000000000000E+009,-9.435662701738772E-001,1.702545875465665E-001,-9.445937437626774E-001,1.698436147556550E-001,-9.452956405164762E-001,1.714817917850601E-001,-9.439564597878334E-001,1.702770706775261E-001,-9.435834258995058E-001,1.704478100433350E-001,
1.985000000000000E+009,-9.414223715673226E-001,1.784432489697555E-001,-9.425145093356325E-001,1.780216787962616E-001,-9.432579978323457E-001,1.797533802983990E-001,-9.419239115018386E-001,1.786136144515960E-001,-9.413965145454409E-001,1.785382065706253E-001,
1.990000000000000E+009,-9.395835466658166E-001,1.877260095546677E-001,-9.405889570942323E-001,1.874488415345597E-001,-9.413466765692151E-001,1.889493623915504E-001,-9.399989681259782E-001,1.877463090811043E-001,-9.395117057418825E-001,1.878065240831376E-001,
1.995000000000000E+009,-9.369826173950197E-001,1.963043978409589E-001,-9.379864092027956E-001,1.961639666247589E-001,-9.388387035548997E-001,1.976282386150944E-001,-9.374778540635648E-001,1.966451987574672E-001,-9.369021217536929E-001,1.965118445301056E-001,
2.000000000000000E+009,-9.347795834773570E-001,2.055784802528689E-001,-9.357953626173281E-001,2.055305975570649E-001,-9.367980512813845E-001,2.070522534141222E-001,-9.352478605809551E-001,2.059609339985045E-001,-9.347325095596314E-001,2.057515571613312E-001,
2.005000000000000E+009,-9.317076485202205E-001,2.138397318757388E-001,-9.326125700102053E-001,2.137875546762436E-001,-9.337501769913973E-001,2.152875121919875E-001,-9.321012309746219E-001,2.141385687370419E-001,-9.315319394149781E-001,2.139476174278260E-001,
2.010000000000000E+009,-9.289332493197379E-001,2.221669330943612E-001,-9.297487150207278E-001,2.221730912350297E-001,-9.311151306292205E-001,2.238918360995668E-001,-9.293535445571828E-001,2.227285793502032E-001,-9.287984220657350E-001,2.223092792320252E-001,
2.015000000000000E+009,-9.258599307965486E-001,2.300218336918992E-001,-9.266574964475589E-001,2.300362320005326E-001,-9.282247665140970E-001,2.320727491711313E-001,-9.262728433110152E-001,2.305976752250515E-001,-9.258383936233523E-001,2.301582999067307E-001,
2.020000000000000E+009,-9.232074042572973E-001,2.381552036685754E-001,-9.240218380861330E-001,2.381549562841736E-001,-9.255917617222335E-001,2.406319389815380E-001,-9.235857682481441E-001,2.388222996452328E-001,-9.231287321205142E-001,2.382713265333176E-001,
2.025000000000000E+009,-9.197031527415922E-001,2.455402944740192E-001,-9.205135871082828E-001,2.455435213200364E-001,-9.220217513134195E-001,2.487025640626529E-001,-9.199189802074751E-001,2.462160566664825E-001,-9.196009080200197E-001,2.457600819673539E-001,
2.030000000000000E+009,-9.170202994527310E-001,2.525178946226514E-001,-9.178291930613650E-001,2.526185582511444E-001,-9.190612513676635E-001,2.560163154728094E-001,-9.171840592959784E-001,2.533016719129261E-001,-9.169627683296204E-001,2.526481386203767E-001,
2.035000000000000E+009,-9.144784099307308E-001,2.606668148642889E-001,-9.152715345048768E-001,2.607627873624421E-001,-9.161311669939187E-001,2.649175182852447E-001,-9.145947980296301E-001,2.615298562297566E-001,-9.145122276687623E-001,2.608509826545716E-001,
2.040000000000000E+009,-9.121884968850936E-001,2.677878731794953E-001,-9.129880616729129E-001,2.679072058758301E-001,-9.131378321770048E-001,2.723042607861582E-001,-9.121910420106352E-001,2.686442202200969E-001,-9.122149443244936E-001,2.680373131046296E-001,
2.045000000000000E+009,-9.103031340561916E-001,2.755769795847901E-001,-9.111224538688174E-001,2.757176147600740E-001,-9.105025389534356E-001,2.803221401479292E-001,-9.100959154228199E-001,2.763882323649710E-001,-9.102650760383608E-001,2.758110294094087E-001,
2.050000000000000E+009,-9.080409724663133E-001,2.834084792396720E-001,-9.089374266347415E-001,2.835772997983552E-001,-9.074414881008155E-001,2.883668418791864E-001,-9.078581449370278E-001,2.841507324037972E-001,-9.081005242233278E-001,2.837202415199280E-001,
2.055000000000000E+009,-9.061493760061760E-001,2.929197275441411E-001,-9.070075164918277E-001,2.931475660806763E-001,-9.046388381173880E-001,2.974425237613676E-001,-9.058863167743682E-001,2.935215578208674E-001,-9.061324203491212E-001,2.932571778736115E-001,
2.060000000000000E+009,-9.046453210165812E-001,3.020051921917412E-001,-9.053578508850710E-001,3.023414881259736E-001,-9.023415670188439E-001,3.062689373739980E-001,-9.043173354544566E-001,3.026327590321124E-001,-9.044983155822757E-001,3.023798215599061E-001,
2.065000000000000E+009,-9.021884613813718E-001,3.117940646830621E-001,-9.029998913601138E-001,3.120540549371522E-001,-8.993533974095402E-001,3.152957099604502E-001,-9.019871457466271E-001,3.122981257106435E-001,-9.020922775726322E-001,3.120611359615326E-001,
2.070000000000000E+009,-8.995742683004369E-001,3.222033950578542E-001,-9.003249524725162E-001,3.226914451836427E-001,-8.964067279549146E-001,3.249842780997557E-001,-8.993146077863350E-001,3.226891433205728E-001,-8.994067890853884E-001,3.226121822528840E-001,
2.075000000000000E+009,-8.962601277073148E-001,3.321623213131784E-001,-8.970259230591066E-001,3.326048408569977E-001,-8.929467723851587E-001,3.343335718544365E-001,-8.960889036141221E-001,3.326435367154582E-001,-8.960641714248661E-001,3.323387560310365E-001,
2.080000000000000E+009,-8.928318520490609E-001,3.421422130990214E-001,-8.935152495912784E-001,3.427325836997865E-001,-8.894416913541325E-001,3.434561759296292E-001,-8.925673175667372E-001,3.425658387543655E-001,-8.926170290489199E-001,3.424522371902467E-001,
2.085000000000000E+009,-8.888156517874339E-001,3.515503602320098E-001,-8.895120388389042E-001,3.520264447973695E-001,-8.855927461709026E-001,3.523432706576475E-001,-8.885781348698456E-001,3.520441531652504E-001,-8.886144932708743E-001,3.517860267391206E-001,
2.090000000000000E+009,-8.838164125564154E-001,3.621018608643746E-001,-8.845656935614015E-001,3.627227174784913E-001,-8.808164288492641E-001,3.624207020260473E-001,-8.837105488437562E-001,3.625157991084137E-001,-8.836361740264895E-001,3.623044826908112E-001,
2.095000000000000E+009,-8.796937962465432E-001,3.717314781125579E-001,-8.803714943419497E-001,3.725694630932710E-001,-8.768650459372395E-001,3.715348389327410E-001,-8.795870691580485E-001,3.723357453651747E-001,-8.795415769271853E-001,3.721194763603211E-001,
2.100000000000000E+009,-8.753624888887437E-001,3.810298759556127E-001,-8.760311244903445E-001,3.817430697540833E-001,-8.729764584398797E-001,3.804891999857366E-001,-8.753074558005073E-001,3.815935991170192E-001,-8.752983204841616E-001,3.812677798862458E-001,
2.105000000000000E+009,-8.705368723566460E-001,3.917972479054360E-001,-8.711684326645999E-001,3.925937722562745E-001,-8.684315388504610E-001,3.908143106141299E-001,-8.704200680503373E-001,3.922945583362213E-001,-8.704436172523501E-001,3.921260453815461E-001,
2.110000000000000E+009,-8.655555497830327E-001,4.013271377118358E-001,-8.660743946094729E-001,4.020499641490052E-001,-8.638341328421714E-001,4.001997821934982E-001,-8.654642555235738E-001,4.019963433138475E-001,-8.655057949638368E-001,4.017256752395630E-001,
2.115000000000000E+009,-8.604670945554236E-001,4.107825660740742E-001,-8.610036419329532E-001,4.116857942837220E-001,-8.591927985753957E-001,4.094475397374791E-001,-8.604447845800389E-001,4.113248837423387E-001,-8.604024477272037E-001,4.111730971679689E-001,
2.120000000000000E+009,-8.544757601074722E-001,4.205941717508099E-001,-8.548512442375247E-001,4.214620602182649E-001,-8.535113141502003E-001,4.190849021485025E-001,-8.543671520921864E-001,4.212372087734336E-001,-8.543247398757936E-001,4.209449640254975E-001,
2.125000000000000E+009,-8.493054991322903E-001,4.307074014316985E-001,-8.496753737176334E-001,4.316035004134370E-001,-8.487004412842419E-001,4.294021450810159E-001,-8.492858056722600E-001,4.314651988872056E-001,-8.491489550323489E-001,4.311404516544343E-001,
2.130000000000000E+009,-8.435048509846583E-001,4.403131203560040E-001,-8.438116403648135E-001,4.412213446517824E-001,-8.432003704331319E-001,4.387962026049461E-001,-8.433424346506426E-001,4.409643581211435E-001,-8.432937325401309E-001,4.406348420219423E-001,
2.135000000000000E+009,-8.371271229529984E-001,4.497324453770332E-001,-8.374006583347904E-001,4.505651394545014E-001,-8.371432059196006E-001,4.484166669268209E-001,-8.369204212688070E-001,4.505499317974006E-001,-8.368184112434388E-001,4.502174378147126E-001,
2.140000000000000E+009,-8.297555408459261E-001,4.587858607476240E-001,-8.301273085775270E-001,4.596956682032410E-001,-8.301564395733374E-001,4.573781152684490E-001,-8.297437159705887E-001,4.595856938085862E-001,-8.295194195861816E-001,4.591509562511445E-001,
2.145000000000000E+009,-8.235569572498040E-001,4.684217555931434E-001,-8.240530694102601E-001,4.692278652945008E-001,-8.241882192878637E-001,4.671729475914305E-001,-8.235622800201680E-001,4.691896849369862E-001,-8.234420124664309E-001,4.688004518547059E-001,
2.150000000000000E+009,-8.157510497463697E-001,4.775041608147092E-001,-8.163111080078435E-001,4.784391855009370E-001,-8.165698598836726E-001,4.764211758482606E-001,-8.157159458865132E-001,4.785039614139456E-001,-8.156381893196107E-001,4.780370000801088E-001,
2.155000000000000E+009,-8.084263222341172E-001,4.851765982760216E-001,-8.090167886455508E-001,4.862890162563813E-001,-8.094946419638645E-001,4.842157759487548E-001,-8.084096527212482E-001,4.862198469512152E-001,-8.083924461326602E-001,4.855327991409303E-001,
2.160000000000000E+009,-7.999291539691689E-001,4.936178617693144E-001,-8.005557481136904E-001,4.948277359918611E-001,-8.010479200601820E-001,4.931117980161497E-001,-7.999148614738527E-001,4.949898758121509E-001,-7.998594682693483E-001,4.942954974365236E-001,
2.165000000000000E+009,-7.911868260582695E-001,5.013918662936715E-001,-7.917017571020266E-001,5.028587545376955E-001,-7.922397148147480E-001,5.008949382567162E-001,-7.909460661751022E-001,5.030499180072361E-001,-7.909885476646426E-001,5.019805988616946E-001,
2.170000000000000E+009,-7.821538116814301E-001,5.084699074184752E-001,-7.827596259880130E-001,5.100259425688661E-001,-7.831796703571832E-001,5.081906439605886E-001,-7.817284764431718E-001,5.100960003701709E-001,-7.819939586639407E-001,5.090818013420106E-001,
2.175000000000000E+009,-7.744245894238295E-001,5.150704029624379E-001,-7.749359362789370E-001,5.168725350037051E-001,-7.753961756602721E-001,5.146559635875804E-001,-7.736949278223867E-001,5.169585255256720E-001,-7.741844395599365E-001,5.157575796508791E-001,
2.180000000000000E+009,-7.657565459393546E-001,5.219459001015819E-001,-7.661029267603152E-001,5.241087322239992E-001,-7.664645961972653E-001,5.216599830304788E-001,-7.648532885511064E-001,5.236199396091990E-001,-7.656589510765077E-001,5.225425503425599E-001,
2.185000000000000E+009,-7.581448670056423E-001,5.285648780222473E-001,-7.581959464027895E-001,5.308418815717593E-001,-7.585670066588555E-001,5.278177527055523E-001,-7.570052127926953E-001,5.301810371707753E-001,-7.579528346214296E-001,5.294707034797670E-001,
2.190000000000000E+009,-7.507294287108522E-001,5.365899391455667E-001,-7.504365269771669E-001,5.390116349649843E-001,-7.511566367259617E-001,5.353037596439472E-001,-7.494042447939823E-001,5.380897956249305E-001,-7.502261704826356E-001,5.375696466903687E-001,
2.195000000000000E+009,-7.426656254259573E-001,5.440522868334589E-001,-7.423652019640870E-001,5.464626057232485E-001,-7.433552693303791E-001,5.422304578696304E-001,-7.414530067824255E-001,5.454973896561253E-001,-7.422384861831666E-001,5.447959654426576E-001,
2.200000000000000E+009,-7.326084119577383E-001,5.520136693629025E-001,-7.320622499049135E-001,5.546064807129274E-001,-7.336540492693265E-001,5.496924543530668E-001,-7.312744697063041E-001,5.535172366626154E-001,-7.322025959434512E-001,5.530319555320742E-001,
2.205000000000000E+009,-7.237350787024293E-001,5.605823779119108E-001,-7.229352037435122E-001,5.633648520847109E-001,-7.251878921476958E-001,5.577547164540031E-001,-7.223438028675769E-001,5.620286354690295E-001,-7.233320070190431E-001,5.615529068374635E-001,
2.210000000000000E+009,-7.130162730483800E-001,5.683294627201713E-001,-7.118501462296144E-001,5.712150282119446E-001,-7.150052872853832E-001,5.647527421405032E-001,-7.115483111712952E-001,5.697984539455577E-001,-7.124709504623414E-001,5.695024000625610E-001,
2.215000000000000E+009,-7.028313763851225E-001,5.776030307351570E-001,-7.012590303782899E-001,5.806524367024903E-001,-7.057545859154557E-001,5.733749775544098E-001,-7.012072617651757E-001,5.792560851554467E-001,-7.019403649787905E-001,5.790609892387391E-001,
2.220000000000000E+009,-6.908836273341940E-001,5.871175596385591E-001,-6.890255343922426E-001,5.901759227938234E-001,-6.952682164067719E-001,5.823028005929199E-001,-6.891277341608944E-001,5.887075842461831E-001,-6.898317818031312E-001,5.884385911254885E-001,
2.225000000000000E+009,-6.775807142910900E-001,5.958601152791029E-001,-6.753852003661683E-001,5.992009168618715E-001,-6.833194919315555E-001,5.909182815951322E-001,-6.755982827815332E-001,5.976973799821035E-001,-6.761797638854983E-001,5.973122703437805E-001,
2.230000000000000E+009,-6.618935519099904E-001,6.050693835368189E-001,-6.592922780359072E-001,6.083764730857789E-001,-6.693193717986181E-001,5.998421382798982E-001,-6.596648841048198E-001,6.068412779238864E-001,-6.603621158485414E-001,6.062261584358215E-001,
2.235000000000000E+009,-6.455267797178228E-001,6.131804415384354E-001,-6.422519643819032E-001,6.169091271870667E-001,-6.548110767687017E-001,6.080725106069216E-001,-6.428136577457435E-001,6.150601136510305E-001,-6.436428704795839E-001,6.142870121192934E-001,
2.240000000000000E+009,-6.264190974311610E-001,6.218176975333685E-001,-6.224924280502443E-001,6.254641715577577E-001,-6.379841239726471E-001,6.170143885498509E-001,-6.233556397008883E-001,6.236090225562543E-001,-6.245490953102113E-001,6.227578185157777E-001,
2.245000000000000E+009,-6.048643443974304E-001,6.292686167067738E-001,-6.001421700061341E-001,6.332784077108462E-001,-6.191208695693358E-001,6.252412634374085E-001,-6.015610475089133E-001,6.308354072300839E-001,-6.028770954093934E-001,6.303888547592164E-001,
2.250000000000000E+009,-5.798129582305729E-001,6.346784751435856E-001,-5.740273998543886E-001,6.387127216803284E-001,-5.969731968713775E-001,6.320881747951991E-001,-5.762436385651427E-001,6.363739814861408E-001,-5.776092345581056E-001,6.357176046981813E-001,
2.255000000000000E+009,-5.527606443020912E-001,6.370366017066746E-001,-5.457706950913759E-001,6.410655272177797E-001,-5.730384950417836E-001,6.365817833439431E-001,-5.488205423805765E-001,6.388116829470928E-001,-5.501840289344788E-001,6.382680270843506E-001,
2.260000000000000E+009,-5.224841433479859E-001,6.366168616686523E-001,-5.136330357801027E-001,6.406271290142092E-001,-5.462008745619841E-001,6.390522674156862E-001,-5.175993846935318E-001,6.387139107970756E-001,-5.192373718681337E-001,6.376706975212099E-001,
2.265000000000000E+009,-4.887884496441392E-001,6.308862199735003E-001,-4.777784397804658E-001,6.343063812230836E-001,-5.159204589249602E-001,6.379900394891920E-001,-4.827361396279916E-001,6.328776947982620E-001,-4.848531791515351E-001,6.317809408340455E-001,
2.270000000000000E+009,-4.532433809999421E-001,6.180280548111782E-001,-4.393621211380341E-001,6.203196631721497E-001,-4.833550531069356E-001,6.312105113428095E-001,-4.456906254936293E-001,6.194539584712692E-001,-4.485317675094606E-001,6.185421376762390E-001,
2.275000000000000E+009,-4.179300117572096E-001,5.955489366883926E-001,-4.006073423803010E-001,5.952887588701417E-001,-4.496402103670487E-001,6.167942527411153E-001,-4.085177877172505E-001,5.957148854972797E-001,-4.122074752979280E-001,5.951210296974183E-001,
2.280000000000000E+009,-3.856333916276260E-001,5.650640577705649E-001,-3.649411141220521E-001,5.600754553215639E-001,-4.173396633166079E-001,5.960767764772825E-001,-3.748371155204569E-001,5.626544092115156E-001,-3.791719683990479E-001,5.632387823867798E-001,
2.285000000000000E+009,-3.578806174025025E-001,5.230936699076703E-001,-3.353272438372071E-001,5.109628936557495E-001,-3.866551767333627E-001,5.661182618052568E-001,-3.464872758650987E-001,5.175971533176841E-001,-3.510901120262147E-001,5.193039846687318E-001,
2.290000000000000E+009,-3.395949236941978E-001,4.701752865844895E-001,-3.182213867152802E-001,4.486350472194032E-001,-3.601966833606772E-001,5.257367842815598E-001,-3.289902347356994E-001,4.607946822192854E-001,-3.334281306400300E-001,4.638783849754334E-001,
2.295000000000000E+009,-3.358664572170585E-001,4.093761249964877E-001,-3.209688520481661E-001,3.782011609776154E-001,-3.426342273100850E-001,4.760870976676912E-001,-3.277419065096324E-001,3.965983759117445E-001,-3.311637898044587E-001,4.009378346099854E-001,
2.300000000000000E+009,-3.520451857191311E-001,3.441608435765544E-001,-3.484789108061280E-001,3.070143126848084E-001,-3.385898483900684E-001,4.165800945262349E-001,-3.476112457042543E-001,3.289342482427269E-001,-3.501430874805451E-001,3.336965683155061E-001,
2.305000000000000E+009,-3.921636712624576E-001,2.860753842719467E-001,-4.020829840370027E-001,2.488522749660630E-001,-3.562819633373583E-001,3.547767547452614E-001,-3.923384351922544E-001,2.696763481966066E-001,-3.938920507392885E-001,2.753684752902985E-001,
2.310000000000000E+009,-4.475415869870014E-001,2.467715019748329E-001,-4.690712107373964E-001,2.157790720563447E-001,-3.930219391021192E-001,3.024252097288811E-001,-4.527472842148409E-001,2.312901289892599E-001,-4.526416651840212E-001,2.372953637056351E-001,
2.315000000000000E+009,-5.098426978828293E-001,2.281362722896307E-001,-5.382010168341005E-001,2.069383472402131E-001,-4.438538526892223E-001,2.651495030613341E-001,-5.192083283140458E-001,2.155780647258324E-001,-5.174874953765870E-001,2.210642337961198E-001,
2.320000000000000E+009,-5.690793393354218E-001,2.284140613914527E-001,-5.995458497480469E-001,2.172567021786896E-001,-4.999903562053693E-001,2.458671741183817E-001,-5.806812430992911E-001,2.200982491673457E-001,-5.778272372207643E-001,2.247871711349488E-001,
2.325000000000000E+009,-6.211134074925985E-001,2.428360188604742E-001,-6.503429452072449E-001,2.404107164848298E-001,-5.546830309024532E-001,2.434519678442952E-001,-6.330404204252988E-001,2.387543456405529E-001,-6.291662064018251E-001,2.421124681987763E-001,
2.330000000000000E+009,-6.630729998564047E-001,2.670949201687098E-001,-6.887954548734744E-001,2.712686992925538E-001,-6.036423150557339E-001,2.536243781290992E-001,-6.738522528611426E-001,2.661951499970819E-001,-6.698381743621827E-001,2.682045407505036E-001,
2.335000000000000E+009,-6.962451618108108E-001,2.958532849506836E-001,-7.175010895241639E-001,3.047322220336701E-001,-6.464808203752182E-001,2.722729306018262E-001,-7.053212421715893E-001,2.974649641877007E-001,-7.017250864524843E-001,2.981305695400239E-001,
2.340000000000000E+009,-7.215017156937845E-001,3.285184820440751E-001,-7.379653300885622E-001,3.396745757324280E-001,-6.826137625269396E-001,2.989951267109213E-001,-7.285032895971835E-001,3.313324349354590E-001,-7.256712367248536E-001,3.312992117443085E-001,
2.345000000000000E+009,-7.369717751616256E-001,3.604101487029109E-001,-7.493253753694947E-001,3.723390852161378E-001,-7.079531822529811E-001,3.291319503806247E-001,-7.423564585206588E-001,3.635431448198634E-001,-7.400116012420656E-001,3.634096872253418E-001,
2.350000000000000E+009,-7.478420150533071E-001,3.912332812246073E-001,-7.568571849670718E-001,4.030626697343416E-001,-7.269078219740501E-001,3.603290117057560E-001,-7.517990514609863E-001,3.948084769102127E-001,-7.499150613441469E-001,3.942278928966523E-001,
2.355000000000000E+009,-7.530739129474852E-001,4.205251933576501E-001,-7.595597684578128E-001,4.318650038671296E-001,-7.388738410213955E-001,3.911022064627879E-001,-7.559409688981272E-001,4.236377459978861E-001,-7.544299947509767E-001,4.231280007877351E-001,
2.360000000000000E+009,-7.547665946477995E-001,4.473582560497100E-001,-7.592938734192934E-001,4.578511316778321E-001,-7.457706060314824E-001,4.205776961994716E-001,-7.568901369454666E-001,4.504111962577604E-001,-7.556941184501651E-001,4.498075146751405E-001,
2.365000000000000E+009,-7.545068345701562E-001,4.715766722858798E-001,-7.575771002883426E-001,4.811940999486482E-001,-7.492271318501209E-001,4.477394792473678E-001,-7.559881232150008E-001,4.744122912977042E-001,-7.551184390983583E-001,4.738797461910249E-001,
2.370000000000000E+009,-7.511511931212067E-001,4.940658126730143E-001,-7.531538370789431E-001,5.028377239426272E-001,-7.484536102736736E-001,4.728080384048441E-001,-7.521919159201010E-001,4.964212320654697E-001,-7.514886589241030E-001,4.959448403854371E-001,
2.375000000000000E+009,-7.476723379136753E-001,5.152375995624946E-001,-7.488347070675112E-001,5.232811872457520E-001,-7.468511213157095E-001,4.966461992817211E-001,-7.483841080759135E-001,5.174559937218459E-001,-7.477864689331057E-001,5.171555489311220E-001,
2.380000000000000E+009,-7.416271102701535E-001,5.327756770915072E-001,-7.421677720847902E-001,5.401078354035218E-001,-7.419688399013380E-001,5.163177672071562E-001,-7.421350582599378E-001,5.346951323581131E-001,-7.415978462104800E-001,5.343388295288087E-001,
2.385000000000000E+009,-7.364771636309518E-001,5.506179764763676E-001,-7.364680927358033E-001,5.574634470929628E-001,-7.377572244943217E-001,5.364000174567635E-001,-7.367403920916673E-001,5.524348221081822E-001,-7.364307002334596E-001,5.522212510871889E-001,
2.390000000000000E+009,-7.298617825413536E-001,5.677995193465026E-001,-7.293861635849916E-001,5.738471580960085E-001,-7.316514132150486E-001,5.550140000894038E-001,-7.299645631904710E-001,5.692567724398749E-001,-7.296553786544802E-001,5.691422127876283E-001,
2.395000000000000E+009,-7.225903470528575E-001,5.823470996817404E-001,-7.219194772526980E-001,5.880435341625001E-001,-7.246143998245217E-001,5.712508561107174E-001,-7.225590519189008E-001,5.837586509170802E-001,-7.223362347526552E-001,5.835906633033753E-001,
2.400000000000000E+009,-7.151378409362567E-001,5.956431374573272E-001,-7.141237667503175E-001,6.009172583551821E-001,-7.173610128229214E-001,5.858597626115748E-001,-7.150568451008957E-001,5.969253633561499E-001,-7.148930538253784E-001,5.968449120750429E-001,
2.405000000000000E+009,-7.084407388822753E-001,6.083403349797741E-001,-7.072512330778323E-001,6.132759327475098E-001,-7.106297621073935E-001,5.995306052796426E-001,-7.082329490261621E-001,6.095122992579513E-001,-7.081054915504457E-001,6.095513464584351E-001,
2.410000000000000E+009,-6.997200030338296E-001,6.214711703969738E-001,-6.983249821089480E-001,6.258824549510073E-001,-7.019355143705106E-001,6.135020754459060E-001,-6.994919202410344E-001,6.224469859240114E-001,-6.992548753356934E-001,6.224207154045106E-001,
2.415000000000000E+009,-6.921854084356127E-001,6.329767895906219E-001,-6.906078854338991E-001,6.370006773347474E-001,-6.942950190885636E-001,6.258009514972693E-001,-6.919062093716064E-001,6.337683837528445E-001,-6.917972123527527E-001,6.338190045738221E-001,
2.420000000000000E+009,-6.840456267762788E-001,6.442295615945304E-001,-6.823252804048281E-001,6.480541676154787E-001,-6.862462276482235E-001,6.377040204926661E-001,-6.836666560897688E-001,6.449960936410016E-001,-6.835243592376709E-001,6.451408322906496E-001,
2.425000000000000E+009,-6.759761205809666E-001,6.547706237904749E-001,-6.741688193033082E-001,6.582060796686707E-001,-6.781636340014979E-001,6.488750650077597E-001,-6.756298137650758E-001,6.555175849044194E-001,-6.754621296958924E-001,6.555454013748171E-001,
2.430000000000000E+009,-6.681587027572349E-001,6.649599346501776E-001,-6.662406769500185E-001,6.682159043512881E-001,-6.702531278972034E-001,6.596343095316268E-001,-6.676005899930330E-001,6.655512565269953E-001,-6.675718676986695E-001,6.656490948715211E-001,
2.435000000000000E+009,-6.598941878065018E-001,6.745605139587412E-001,-6.579235393705142E-001,6.774351419526064E-001,-6.618993085717519E-001,6.698308330497242E-001,-6.594476208490024E-001,6.751880966773541E-001,-6.592510314369204E-001,6.751820221939088E-001,
2.440000000000000E+009,-6.518384580453870E-001,6.830380462901119E-001,-6.498786967080568E-001,6.856489723652955E-001,-6.537558085888319E-001,6.786618924497128E-001,-6.513744632154871E-001,6.833541361930693E-001,-6.512706872100832E-001,6.836136841163636E-001,
2.445000000000000E+009,-6.441507111889346E-001,6.917664575899352E-001,-6.421247887321903E-001,6.941867975406496E-001,-6.459250845126250E-001,6.878187952297764E-001,-6.436773052939607E-001,6.921929970623936E-001,-6.435098746261597E-001,6.924134624938967E-001,
2.450000000000000E+009,-6.363255546788058E-001,6.999358173502053E-001,-6.342445302850159E-001,7.020394496612552E-001,-6.379908254753542E-001,6.964682721326095E-001,-6.358162511454701E-001,7.002377297259090E-001,-6.356403897514344E-001,7.004835582695009E-001,
2.455000000000000E+009,-6.269360129967889E-001,7.086893826436509E-001,-6.249941741377078E-001,7.106312194262636E-001,-6.284694293016688E-001,7.053435118293419E-001,-6.263722858954528E-001,7.087619528407317E-001,-6.263457132873538E-001,7.090518954925538E-001,
2.460000000000000E+009,-6.201501294963409E-001,7.165821467046207E-001,-6.182736677388306E-001,7.184249464860536E-001,-6.215975923294453E-001,7.137097591616308E-001,-6.196594625607818E-001,7.168895859057152E-001,-6.195778837013246E-001,7.170482865982056E-001,
2.465000000000000E+009,-6.120433260022451E-001,7.248260415886128E-001,-6.100826447238344E-001,7.263523521225406E-001,-6.132504892888600E-001,7.219867776339457E-001,-6.114899742526723E-001,7.248689404040190E-001,-6.113552022819521E-001,7.250915596199037E-001,
2.470000000000000E+009,-6.044922207139566E-001,7.325563917124482E-001,-6.026834730429078E-001,7.340722787884585E-001,-6.056944888102746E-001,7.300083254662960E-001,-6.039917530448705E-001,7.325514724212656E-001,-6.038743343162537E-001,7.329048479995729E-001,
2.475000000000000E+009,-5.961169272019602E-001,7.402950974419835E-001,-5.943729992314273E-001,7.416375217299378E-001,-5.972526438988308E-001,7.379509416880730E-001,-5.957401760278605E-001,7.403019802951361E-001,-5.954737769813538E-001,7.405891028442385E-001,
2.480000000000000E+009,-5.873389798822868E-001,7.477831055680512E-001,-5.856932988866761E-001,7.490643861630617E-001,-5.884844926642012E-001,7.456607775781442E-001,-5.869981426318855E-001,7.476319774631828E-001,-5.867988758316042E-001,7.480956210021974E-001,
2.485000000000000E+009,-5.785502482888978E-001,7.549687916870480E-001,-5.769009837440493E-001,7.563589679849185E-001,-5.795333737072722E-001,7.531657552927988E-001,-5.782288555250968E-001,7.549744637167417E-001,-5.779779431533815E-001,7.551546587028505E-001,
