% Version 1.00
%
%freq[Hz],re:Trc14_S21,im:Trc14_S21,re:cap2_copo1_0_1plstc_S21,im:cap2_copo1_0_1plstc_S21,re:cap2_copo1_0_5plstc_S21,im:cap2_copo1_0_5plstc_S21,re:cap2_copo1_1plstc_S21,im:cap2_copo1_1plstc_S21,
2.095000000000000E+009,-8.748876716917448E-001,3.804556375301633E-001,-8.785831013183999E-001,3.779240894005675E-001,-8.757235679738014E-001,3.796882326741392E-001,-8.748129008847432E-001,3.804455970379966E-001,
2.100000000000000E+009,-8.696025837179623E-001,3.897323738471631E-001,-8.736446932749626E-001,3.872635919664261E-001,-8.703473122070806E-001,3.889696482708371E-001,-8.694938129867526E-001,3.898362935927650E-001,
2.105000000000000E+009,-8.637156311153604E-001,4.003040860287080E-001,-8.680986652856523E-001,3.977650135803701E-001,-8.644030899034165E-001,3.995025789023981E-001,-8.636365602546448E-001,4.003515662947483E-001,
2.110000000000000E+009,-8.576130109511927E-001,4.098139497344337E-001,-8.624803191610042E-001,4.070951321006814E-001,-8.582532151937383E-001,4.089319686406374E-001,-8.575101379486269E-001,4.098313827058522E-001,
2.115000000000000E+009,-8.513229630336290E-001,4.190473991165381E-001,-8.567179446852852E-001,4.164195127972603E-001,-8.518166516604478E-001,4.181156514144878E-001,-8.511744454996559E-001,4.191492134123520E-001,
2.120000000000000E+009,-8.438290108613975E-001,4.283110631246375E-001,-8.497716430806170E-001,4.257256212518804E-001,-8.442830212958565E-001,4.273737598170986E-001,-8.436474799182445E-001,4.283749770836978E-001,
2.125000000000000E+009,-8.370979834917435E-001,4.379731885839993E-001,-8.438468797399105E-001,4.354726200738065E-001,-8.374517526860242E-001,4.369233325443389E-001,-8.369681646857750E-001,4.379793057454253E-001,
2.130000000000000E+009,-8.294981487099514E-001,4.465513411536300E-001,-8.371061719303653E-001,4.442611662852926E-001,-8.296581159034594E-001,4.454041409351213E-001,-8.293336683391530E-001,4.466031319352353E-001,
2.135000000000000E+009,-8.212250263665095E-001,4.548389682156521E-001,-8.299428014585184E-001,4.528048967087913E-001,-8.211562223464766E-001,4.534041859888253E-001,-8.210415535012682E-001,4.547460415815172E-001,
2.140000000000000E+009,-8.118447532950924E-001,4.622347664145532E-001,-8.219648664354103E-001,4.608486968676692E-001,-8.117069193315079E-001,4.604567366960725E-001,-8.117011683645948E-001,4.621261387672930E-001,
2.145000000000000E+009,-8.035782881974058E-001,4.691152290249537E-001,-8.153552464804322E-001,4.687909270903672E-001,-8.033060098055931E-001,4.670484637621103E-001,-8.034968878773490E-001,4.691592654321395E-001,
2.150000000000000E+009,-7.939635747179300E-001,4.751377629024116E-001,-8.074028246405903E-001,4.768536850810640E-001,-7.936064604876724E-001,4.725204735392725E-001,-7.938526117493161E-001,4.749636261381334E-001,
2.155000000000000E+009,-7.854362032561429E-001,4.787609542141699E-001,-8.002006737656433E-001,4.833751728212554E-001,-7.849582706003948E-001,4.755595695050304E-001,-7.853526070922567E-001,4.787385557307287E-001,
2.160000000000000E+009,-7.768443331405087E-001,4.825819677502471E-001,-7.922538005871416E-001,4.909935325860203E-001,-7.763550739745174E-001,4.785652298256055E-001,-7.767394963108373E-001,4.825414698810101E-001,
2.165000000000000E+009,-7.689687417605311E-001,4.856848988159662E-001,-7.835967229801720E-001,4.987694630159760E-001,-7.688838894218413E-001,4.805680264736446E-001,-7.689058902970174E-001,4.854963423049222E-001,
2.170000000000000E+009,-7.622903398914713E-001,4.881611128989495E-001,-7.742874375769037E-001,5.063853863591845E-001,-7.629501842567092E-001,4.820333938339166E-001,-7.622675218825935E-001,4.881542782653429E-001,
2.175000000000000E+009,-7.579507098071029E-001,4.909496766364722E-001,-7.651508522352361E-001,5.135166877464489E-001,-7.596564625228767E-001,4.839555945675284E-001,-7.579225880696644E-001,4.908313851253607E-001,
2.180000000000000E+009,-7.534786468434859E-001,4.952151465796950E-001,-7.537143884812294E-001,5.206695094907264E-001,-7.565732486943293E-001,4.875253316954138E-001,-7.534681580121793E-001,4.951062913499690E-001,
2.185000000000000E+009,-7.501043660478095E-001,5.007550489355029E-001,-7.420242979307914E-001,5.262041747512791E-001,-7.546450152524928E-001,4.927598925660336E-001,-7.501049767152864E-001,5.006773832017180E-001,
2.190000000000000E+009,-7.463540559839139E-001,5.080949956510423E-001,-7.297849995855397E-001,5.304629187498078E-001,-7.524975650272910E-001,5.000049591616745E-001,-7.463524201959472E-001,5.079706891721713E-001,
2.195000000000000E+009,-7.417809585905391E-001,5.158650615779475E-001,-7.182590760274621E-001,5.316461163158538E-001,-7.494913777605428E-001,5.079744136938164E-001,-7.417047671998402E-001,5.158108004560416E-001,
2.200000000000000E+009,-7.344951499198642E-001,5.246759655288268E-001,-7.068499172603574E-001,5.312288169493958E-001,-7.437322778875958E-001,5.172304058475588E-001,-7.344997211664450E-001,5.246504921484702E-001,
2.205000000000000E+009,-7.273868701246771E-001,5.342888095392546E-001,-6.997215734269608E-001,5.304720020029227E-001,-7.380609951184354E-001,5.272912347403331E-001,-7.273759585246342E-001,5.342705911045886E-001,
2.210000000000000E+009,-7.175944313263671E-001,5.430311995769066E-001,-6.940064230575230E-001,5.299187500994549E-001,-7.298789016313053E-001,5.365562234843114E-001,-7.176070417638324E-001,5.430198163786206E-001,
2.215000000000000E+009,-7.078599801598873E-001,5.524937195057991E-001,-6.908824619659848E-001,5.329612746914076E-001,-7.217817040699903E-001,5.468795236449434E-001,-7.078489311376377E-001,5.525891421133938E-001,
2.220000000000000E+009,-6.963043373385269E-001,5.612734859421977E-001,-6.868999029789846E-001,5.381303606496526E-001,-7.120066193025678E-001,5.564809820401446E-001,-6.962060204626162E-001,5.613209436386198E-001,
2.225000000000000E+009,-6.832849346303793E-001,5.693519006761882E-001,-6.811675950294186E-001,5.451459752816782E-001,-7.009919262776867E-001,5.655090492448964E-001,-6.831525061985069E-001,5.692740004600460E-001,
2.230000000000000E+009,-6.679220101842365E-001,5.767517053967315E-001,-6.723614144857462E-001,5.535012218558055E-001,-6.878146084353195E-001,5.746631335753337E-001,-6.677766683832787E-001,5.768514342616740E-001,
2.235000000000000E+009,-6.514982990127014E-001,5.827053653112335E-001,-6.615602837305116E-001,5.612263388106107E-001,-6.737656274137809E-001,5.823043693117456E-001,-6.512680959050412E-001,5.827289200895406E-001,
2.240000000000000E+009,-6.329986318796377E-001,5.875295154800162E-001,-6.480813197990225E-001,5.687277195555121E-001,-6.580463690706616E-001,5.897201677155931E-001,-6.327414793886641E-001,5.875573955317988E-001,
2.245000000000000E+009,-6.127005111204070E-001,5.902427572637748E-001,-6.321719258396878E-001,5.748101876561234E-001,-6.407795781410800E-001,5.959304435127251E-001,-6.124692697502235E-001,5.902506205873788E-001,
2.250000000000000E+009,-5.906907880946347E-001,5.898216339660333E-001,-6.142811077438735E-001,5.785869140961846E-001,-6.218258674161571E-001,6.003453995371768E-001,-5.904160756426731E-001,5.897699353117611E-001,
2.255000000000000E+009,-5.679059436222288E-001,5.854143021131781E-001,-5.948117770937753E-001,5.793096178796560E-001,-6.015376349724166E-001,6.023321754815609E-001,-5.675672821980170E-001,5.853282138162177E-001,
2.260000000000000E+009,-5.443060929156554E-001,5.766041313812627E-001,-5.738528954594077E-001,5.766298320420331E-001,-5.796975665787586E-001,6.019452286117102E-001,-5.438869171471435E-001,5.763833967499275E-001,
2.265000000000000E+009,-5.215909277708777E-001,5.625033580715434E-001,-5.524467373254580E-001,5.700072797232396E-001,-5.566646843103411E-001,5.984118057792773E-001,-5.211225849730988E-001,5.621182670356371E-001,
2.270000000000000E+009,-5.011609806330033E-001,5.420454029596865E-001,-5.311892831232308E-001,5.580143157827858E-001,-5.327745431586783E-001,5.905949065434218E-001,-5.008156948574503E-001,5.414797764656938E-001,
2.275000000000000E+009,-4.855052034186235E-001,5.144684811423577E-001,-5.117405863910282E-001,5.393295275890597E-001,-5.086024595336595E-001,5.767657066220681E-001,-4.851286977796803E-001,5.138744604193518E-001,
2.280000000000000E+009,-4.782202510485695E-001,4.825605861880350E-001,-4.973769423322257E-001,5.151890259044980E-001,-4.865876069784591E-001,5.573849067326291E-001,-4.780290418777739E-001,4.818244351611891E-001,
2.285000000000000E+009,-4.817747210550134E-001,4.469117593090910E-001,-4.907833755655796E-001,4.844276379119603E-001,-4.687943239945475E-001,5.292615251619113E-001,-4.817717149737628E-001,4.459707704118292E-001,
2.290000000000000E+009,-4.970173425717956E-001,4.133566162527635E-001,-4.943909226052586E-001,4.515983579459570E-001,-4.585597215148047E-001,4.945064355959550E-001,-4.972679004267311E-001,4.125002941664350E-001,
2.295000000000000E+009,-5.232294684026720E-001,3.871225998583852E-001,-5.099965848773780E-001,4.211507057841331E-001,-4.602496175806258E-001,4.562742461204100E-001,-5.237746508229551E-001,3.863991447137175E-001,
2.300000000000000E+009,-5.553197780713994E-001,3.713037288528294E-001,-5.347865740241922E-001,3.978326892837245E-001,-4.745128100347457E-001,4.189486506226764E-001,-5.560188430202944E-001,3.706989959469216E-001,
2.305000000000000E+009,-5.904925785950707E-001,3.664106555945418E-001,-5.665421550204983E-001,3.843095692635276E-001,-5.021475613676301E-001,3.880159922883224E-001,-5.912694550715476E-001,3.661316856140960E-001,
2.310000000000000E+009,-6.216647605704985E-001,3.726409017674391E-001,-5.979398677518634E-001,3.827726468102016E-001,-5.367640151798000E-001,3.695976832046883E-001,-6.224511576301760E-001,3.725474549652145E-001,
2.315000000000000E+009,-6.479691436543951E-001,3.863123501607838E-001,-6.265211152286535E-001,3.906060967915751E-001,-5.736590404167299E-001,3.640544377523952E-001,-6.486636939695589E-001,3.861886591917065E-001,
2.320000000000000E+009,-6.684362202648868E-001,4.039664142441697E-001,-6.500386192009158E-001,4.042500818918656E-001,-6.078710793359666E-001,3.692261341471312E-001,-6.691114586711267E-001,4.040835170309384E-001,
2.325000000000000E+009,-6.835500984706558E-001,4.239356973550535E-001,-6.683176989996986E-001,4.221089130796632E-001,-6.371149029053498E-001,3.827807758244251E-001,-6.842168141642664E-001,4.241699215522827E-001,
2.330000000000000E+009,-6.934869549576896E-001,4.449975882422250E-001,-6.809116276616254E-001,4.419457397367971E-001,-6.593915384932271E-001,4.017327772168582E-001,-6.939678859658441E-001,4.452377446303159E-001,
2.335000000000000E+009,-6.995907625591680E-001,4.652371665717295E-001,-6.892618046145611E-001,4.617846284475060E-001,-6.758980731110149E-001,4.226075180545297E-001,-7.000230136830425E-001,4.655674186579541E-001,
2.340000000000000E+009,-7.030568279492703E-001,4.853137415366284E-001,-6.946170162487939E-001,4.820167815303345E-001,-6.876191164929848E-001,4.450076585048924E-001,-7.035134892286502E-001,4.856417736940420E-001,
2.345000000000000E+009,-7.032992288708282E-001,5.033758460245079E-001,-6.959018566725925E-001,5.004280176998679E-001,-6.937940016048919E-001,4.659845010665935E-001,-7.034758873098804E-001,5.036827119251166E-001,
2.350000000000000E+009,-7.025211197984630E-001,5.212366649997173E-001,-6.961417434367377E-001,5.186344363107863E-001,-6.978089260747089E-001,4.870008282664267E-001,-7.027110213021812E-001,5.215928581145929E-001,
2.355000000000000E+009,-6.997591001642276E-001,5.377281394754803E-001,-6.939601497599479E-001,5.354894992691934E-001,-6.985345561950890E-001,5.064191275129590E-001,-6.999289995055231E-001,5.380792345610728E-001,
2.360000000000000E+009,-6.957258850423546E-001,5.531511868347543E-001,-6.903555336253058E-001,5.513704390305257E-001,-6.972986316870573E-001,5.247519537475415E-001,-6.958955867094484E-001,5.534564594948610E-001,
2.365000000000000E+009,-6.916627810843156E-001,5.675464167997825E-001,-6.864701629895876E-001,5.659276973271902E-001,-6.951372270690114E-001,5.417869227439497E-001,-6.918283326829638E-001,5.678849167702739E-001,
2.370000000000000E+009,-6.858104623257718E-001,5.808981393103645E-001,-6.806686998314098E-001,5.795423414370018E-001,-6.907468591317441E-001,5.574678525868633E-001,-6.858118504361312E-001,5.810577005138117E-001,
2.375000000000000E+009,-6.800082725539151E-001,5.942643175405796E-001,-6.748564221131617E-001,5.932228895629275E-001,-6.862187058523999E-001,5.730401057971307E-001,-6.800745490313920E-001,5.945644674717874E-001,
2.380000000000000E+009,-6.730293751374536E-001,6.047322776648483E-001,-6.677618258717299E-001,6.036138439056048E-001,-6.800749522064893E-001,5.854045252367961E-001,-6.730559696116170E-001,6.049513992246134E-001,
2.385000000000000E+009,-6.666042667210680E-001,6.166410376560153E-001,-6.611966038731280E-001,6.157134089150067E-001,-6.743836914954964E-001,5.990172639925168E-001,-6.666275605396645E-001,6.167535759560701E-001,
2.390000000000000E+009,-6.589800358595748E-001,6.279572532144621E-001,-6.532998507201169E-001,6.270447364517893E-001,-6.673141244444643E-001,6.119580099075794E-001,-6.590143984150712E-001,6.283392757454439E-001,
2.395000000000000E+009,-6.512432294310695E-001,6.374498579620700E-001,-6.453791586457490E-001,6.365141566771633E-001,-6.599202138254824E-001,6.227636508304446E-001,-6.512784864179346E-001,6.376046210330343E-001,
2.400000000000000E+009,-6.430916470717216E-001,6.463923204982319E-001,-6.368639952511600E-001,6.453193379748449E-001,-6.521321013476630E-001,6.329753030743629E-001,-6.431263088869803E-001,6.465183631293171E-001,
2.405000000000000E+009,-6.354753057013002E-001,6.553023898569139E-001,-6.288045708425233E-001,6.541034899906916E-001,-6.448204176624757E-001,6.430740517583397E-001,-6.354592388788878E-001,6.556118755043081E-001,
2.410000000000000E+009,-6.258223643053205E-001,6.640077477976323E-001,-6.188180203412703E-001,6.626945108772989E-001,-6.354698715782027E-001,6.529498580210138E-001,-6.258497079787900E-001,6.643452995997626E-001,
2.415000000000000E+009,-6.172631526923949E-001,6.720574682616747E-001,-6.096705116231693E-001,6.701882660782307E-001,-6.270896849037643E-001,6.618282408354463E-001,-6.172481535386640E-001,6.721964075196908E-001,
2.420000000000000E+009,-6.078373524242391E-001,6.796226183933680E-001,-5.998047655177692E-001,6.773264104564480E-001,-6.180231235397601E-001,6.704664228095699E-001,-6.078495686720681E-001,6.799171370238091E-001,
2.425000000000000E+009,-5.984528728456615E-001,6.863381454172195E-001,-5.899056168910574E-001,6.834390453103547E-001,-6.088574026111859E-001,6.782440960411282E-001,-5.985022704389559E-001,6.866112257465216E-001,
2.430000000000000E+009,-5.894229273436313E-001,6.929347858193194E-001,-5.802721055998289E-001,6.892948215663967E-001,-5.999762460649172E-001,6.857157226901547E-001,-5.893426237544848E-001,6.930156280399551E-001,
2.435000000000000E+009,-5.798249415336194E-001,6.987930265998311E-001,-5.701302533109316E-001,6.942420577128893E-001,-5.904975733970603E-001,6.927961773562006E-001,-5.797324720765502E-001,6.991606600011472E-001,
2.440000000000000E+009,-5.702349741871953E-001,7.035618171860030E-001,-5.599990549327701E-001,6.977841822583375E-001,-5.810730308961889E-001,6.985161896583467E-001,-5.701458440638131E-001,7.038260459361616E-001,
2.445000000000000E+009,-5.607703940597167E-001,7.084305040461529E-001,-5.501482870527572E-001,7.012896578468899E-001,-5.716615281791857E-001,7.044663712273922E-001,-5.606110563927713E-001,7.085577262418726E-001,
2.450000000000000E+009,-5.510730665802339E-001,7.121898173480928E-001,-5.402154679003103E-001,7.033594961994596E-001,-5.619700711624934E-001,7.093875267610621E-001,-5.510041391772746E-001,7.123897286676949E-001,
2.455000000000000E+009,-5.400999542112124E-001,7.159154846310745E-001,-5.294103057072347E-001,7.049729105482878E-001,-5.508171104896262E-001,7.145021743199250E-001,-5.400296655120409E-001,7.160358933280644E-001,
2.460000000000000E+009,-5.312898205529473E-001,7.183489653178723E-001,-5.210240584540744E-001,7.051904997790484E-001,-5.416453982152740E-001,7.181990243651194E-001,-5.311928225212715E-001,7.184872134916498E-001,
2.465000000000000E+009,-5.214890979338247E-001,7.201382851770095E-001,-5.122248600946708E-001,7.043851631270912E-001,-5.312363844794544E-001,7.214995799452164E-001,-5.213087440054608E-001,7.202769550255193E-001,
2.470000000000000E+009,-5.125888778093779E-001,7.202399397619097E-001,-5.053709363828209E-001,7.021423041047101E-001,-5.214338592418173E-001,7.231506777995609E-001,-5.124310037085151E-001,7.203651606148724E-001,
2.475000000000000E+009,-5.042353800934947E-001,7.198365072117150E-001,-4.996597569549762E-001,6.996193566897937E-001,-5.117255426118421E-001,7.241065432085255E-001,-5.040376310435033E-001,7.199467536637620E-001,
2.480000000000000E+009,-4.966688955663537E-001,7.181908569759314E-001,-4.955799912148101E-001,6.965452484679265E-001,-5.022817684167241E-001,7.237829276387493E-001,-4.964096416011211E-001,7.183171757556067E-001,
2.485000000000000E+009,-4.908007572620988E-001,7.160312679001685E-001,-4.938736259554447E-001,6.940249880853544E-001,-4.942171661241309E-001,7.223145949565979E-001,-4.905386777758555E-001,7.160603655996675E-001,
2.490000000000000E+009,-4.880572432373566E-001,7.140443449795667E-001,-4.951964206401227E-001,6.928953639646109E-001,-4.887948841638246E-001,7.202586579652535E-001,-4.878185520045665E-001,7.139003410187228E-001,
2.495000000000000E+009,-4.858886075033274E-001,7.115140671912449E-001,-4.964541342684539E-001,6.927938299084063E-001,-4.839542392328755E-001,7.170118949625451E-001,-4.856807487022037E-001,7.114468369201991E-001,
2.500000000000000E+009,-4.862402905423017E-001,7.105239858039519E-001,-4.994150910275262E-001,6.948595555944996E-001,-4.820403676281453E-001,7.141735207111689E-001,-4.860299722202933E-001,7.104947511816037E-001,
2.505000000000000E+009,-4.798701899112054E-001,7.016061705738328E-001,-4.942260676968613E-001,6.897799896007084E-001,-4.740680118356216E-001,7.028199261513182E-001,-4.797023759086211E-001,7.017289041060855E-001,
2.510000000000000E+009,-4.820234713099690E-001,7.048267248018995E-001,-4.964951209842116E-001,6.963158737446894E-001,-4.756710705934444E-001,7.031896850317693E-001,-4.819614477599467E-001,7.047776311945738E-001,
2.515000000000000E+009,-4.840916570209177E-001,7.103448018015313E-001,-4.974784579738112E-001,7.046354353609322E-001,-4.780350847843608E-001,7.058860116815012E-001,-4.840106593759165E-001,7.103364003777677E-001,
2.520000000000000E+009,-4.847303538374653E-001,7.170325566804493E-001,-4.967664240553366E-001,7.134855531892487E-001,-4.800862271213786E-001,7.102189730136905E-001,-4.847301399537983E-001,7.171424039796256E-001,
2.525000000000000E+009,-4.856959917238930E-001,7.228458034452767E-001,-4.958668597176637E-001,7.204671219800047E-001,-4.827739391891872E-001,7.143770495191701E-001,-4.856443573981247E-001,7.229551840717029E-001,
2.530000000000000E+009,-4.844215713516361E-001,7.319519892818757E-001,-4.928992616088311E-001,7.300142722652552E-001,-4.834142753930255E-001,7.223085399068966E-001,-4.842370484544821E-001,7.319503230607576E-001,
2.535000000000000E+009,-4.816948940100103E-001,7.386391390089819E-001,-4.887051591838590E-001,7.367745920455906E-001,-4.825941484405094E-001,7.287746280237898E-001,-4.816360134484041E-001,7.387747018135630E-001,
2.540000000000000E+009,-4.794593105469775E-001,7.453328311116257E-001,-4.853634201917431E-001,7.431706972360040E-001,-4.823063307895729E-001,7.356429048887974E-001,-4.795175421264650E-001,7.453878372411799E-001,
2.545000000000000E+009,-4.745464974070635E-001,7.531574703695544E-001,-4.796358420783272E-001,7.503150518812353E-001,-4.788406435169996E-001,7.438469204586329E-001,-4.746094908133620E-001,7.532503203221814E-001,
2.550000000000000E+009,-4.712174192538587E-001,7.611163354721273E-001,-4.757056753664101E-001,7.574167677053431E-001,-4.766448657179674E-001,7.524319075563606E-001,-4.711878083274718E-001,7.613239587037720E-001,
2.555000000000000E+009,-4.654745548308684E-001,7.691754341379040E-001,-4.701312023049288E-001,7.647021508616276E-001,-4.721591008274867E-001,7.613142328815555E-001,-4.654496381627553E-001,7.693460158492619E-001,
2.560000000000000E+009,-4.596515110259458E-001,7.784610010332617E-001,-4.642752009361518E-001,7.731542030578705E-001,-4.670671870964849E-001,7.714249632727694E-001,-4.595749175378526E-001,7.785976923967866E-001,
2.565000000000000E+009,-4.533695411726808E-001,7.868589207005018E-001,-4.582167154170004E-001,7.807731173366512E-001,-4.610920937879446E-001,7.807234667824111E-001,-4.530927110869533E-001,7.871377885430526E-001,
2.570000000000000E+009,-4.455689685100731E-001,7.953153823863327E-001,-4.514409294075474E-001,7.886242927264979E-001,-4.541284766689977E-001,7.899916694053769E-001,-4.455684182789791E-001,7.954720949381253E-001,
2.575000000000000E+009,-4.395799578565893E-001,8.035270614771668E-001,-4.459004060598240E-001,7.962950550164590E-001,-4.483912126600989E-001,7.989135256443589E-001,-4.394508565965417E-001,8.036511223068995E-001,
2.580000000000000E+009,-4.313466994393754E-001,8.116019804639857E-001,-4.386780182807619E-001,8.040006059023113E-001,-4.402541820072804E-001,8.078013886691046E-001,-4.309566109064720E-001,8.118162398605278E-001,
2.585000000000000E+009,-4.219375367300895E-001,8.185059475718092E-001,-4.306307206413565E-001,8.109816502614013E-001,-4.311676404687671E-001,8.155657157402454E-001,-4.218072302571232E-001,8.186045219081946E-001,
2.590000000000000E+009,-4.149050569699326E-001,8.247095054059959E-001,-4.246405388476154E-001,8.172953155231735E-001,-4.241452508037684E-001,8.224774879737472E-001,-4.147226823820867E-001,8.248920364962351E-001,
2.595000000000000E+009,-4.077915547398953E-001,8.303017217397228E-001,-4.189390933413458E-001,8.231829162429221E-001,-4.172073814047335E-001,8.286793528797168E-001,-4.076489754429719E-001,8.305004515682045E-001,
2.600000000000000E+009,-3.993465842031519E-001,8.359760091429046E-001,-4.113483777991043E-001,8.294550489311301E-001,-4.086588447661815E-001,8.349982712897474E-001,-3.990857308346090E-001,8.359696230799014E-001,
2.605000000000000E+009,-3.913223287935958E-001,8.407519963711946E-001,-4.045761712942617E-001,8.351161986958954E-001,-4.007729938104848E-001,8.405412144869460E-001,-3.911736178832453E-001,8.407845903551448E-001,
2.610000000000000E+009,-3.836292780626572E-001,8.456915350575964E-001,-3.979143889169607E-001,8.412263490401341E-001,-3.928547711478719E-001,8.461559744672142E-001,-3.835691271541321E-001,8.457898097072442E-001,
2.615000000000000E+009,-3.746244564345612E-001,8.500078815281782E-001,-3.894119519130231E-001,8.468002716174367E-001,-3.834923824057153E-001,8.514843820512309E-001,-3.743719360341475E-001,8.500652065217041E-001,
2.620000000000000E+009,-3.686390778461993E-001,8.543081008402331E-001,-3.841019623386537E-001,8.523045295578309E-001,-3.773045240951954E-001,8.563777145112530E-001,-3.682571774670700E-001,8.544312042113670E-001,
2.625000000000000E+009,-3.604586723790858E-001,8.594465519353596E-001,-3.762232414678056E-001,8.588896205889939E-001,-3.687502688348232E-001,8.621008411364663E-001,-3.602630817270009E-001,8.594471572048966E-001,
2.630000000000000E+009,-3.530872810905831E-001,8.644391399020744E-001,-3.689383956919412E-001,8.656024829024047E-001,-3.607860743608755E-001,8.678801782144423E-001,-3.526923914360328E-001,8.644478230126427E-001,
2.635000000000000E+009,-3.462088329389440E-001,8.686185358310227E-001,-3.621842350435469E-001,8.712387497297754E-001,-3.533753749660828E-001,8.725185704068581E-001,-3.459547762903513E-001,8.685899661583636E-001,
2.640000000000000E+009,-3.388130508437207E-001,8.731407521169898E-001,-3.540858476576597E-001,8.772749640151483E-001,-3.451853347644281E-001,8.776086654251648E-001,-3.385633467448431E-001,8.732401651529793E-001,
2.645000000000000E+009,-3.309271676267159E-001,8.769761726317655E-001,-3.454133354622370E-001,8.822917547259980E-001,-3.364063120930946E-001,8.816550929506273E-001,-3.305650017289601E-001,8.769195743197136E-001,
2.650000000000000E+009,-3.242721585731365E-001,8.808052043437779E-001,-3.382974292201029E-001,8.875742221127752E-001,-3.291210738206151E-001,8.858342790207852E-001,-3.240730366477685E-001,8.807827973350820E-001,
2.655000000000000E+009,-3.173777309069987E-001,8.845669801507902E-001,-3.304803341629948E-001,8.923121454882563E-001,-3.213650803823326E-001,8.895805681796765E-001,-3.172602055334121E-001,8.844660195383087E-001,
2.660000000000000E+009,-3.100769320288480E-001,8.854634721231742E-001,-3.217652161197216E-001,8.939820320570000E-001,-3.131254892195919E-001,8.902769975071737E-001,-3.097063594957348E-001,8.853284489682957E-001,
2.665000000000000E+009,-3.020147141090581E-001,8.888516434825339E-001,-3.124748036413216E-001,8.979329698921026E-001,-3.043744468955777E-001,8.932113198554494E-001,-3.017778690663877E-001,8.886990477174003E-001,
2.670000000000000E+009,-2.942969228336161E-001,8.922672292187545E-001,-3.034989644058285E-001,9.017530449943330E-001,-2.959534674713047E-001,8.961855728779539E-001,-2.940713597340947E-001,8.920914856057500E-001,
2.675000000000000E+009,-2.865353822868455E-001,8.953182641932956E-001,-2.947931015149718E-001,9.051304593884759E-001,-2.879125084682790E-001,8.988749941489900E-001,-2.864381977510035E-001,8.953278880803505E-001,
2.680000000000000E+009,-2.792117235268007E-001,8.978714227518198E-001,-2.862500479642098E-001,9.075489768626378E-001,-2.801982052622543E-001,9.006470850701667E-001,-2.792367659438343E-001,8.978389226867228E-001,
2.685000000000000E+009,-2.722360780205222E-001,9.004998030234303E-001,-2.779856184423566E-001,9.097705824190894E-001,-2.729756817608143E-001,9.026168236316983E-001,-2.718145719449830E-001,9.002543848764835E-001,
2.690000000000000E+009,-2.648015572547227E-001,9.041835196824556E-001,-2.700269381135367E-001,9.132846825115899E-001,-2.656872441214698E-001,9.058640946139682E-001,-2.645077659075307E-001,9.040148302658615E-001,
2.695000000000000E+009,-2.565946307059291E-001,9.080926704355952E-001,-2.611702720223025E-001,9.170106060810176E-001,-2.576056659568257E-001,9.093725569231382E-001,-2.566339934675329E-001,9.080312533047931E-001,
2.700000000000000E+009,-2.494635038924107E-001,9.115129263847126E-001,-2.532954918969050E-001,9.200421754442915E-001,-2.506795144306627E-001,9.124006777156652E-001,-2.493733323224992E-001,9.113647392601383E-001,
2.705000000000000E+009,-2.404612482852838E-001,9.142141485724664E-001,-2.438189184851108E-001,9.223099100276919E-001,-2.419062035668362E-001,9.148527170546454E-001,-2.404639112921606E-001,9.140298145048711E-001,
2.710000000000000E+009,-2.318480617451808E-001,9.174542115748697E-001,-2.346099030472670E-001,9.250571133305783E-001,-2.334044285201695E-001,9.178397272012754E-001,-2.316656768642509E-001,9.173519275578536E-001,
2.715000000000000E+009,-2.219835688799005E-001,9.194552321752337E-001,-2.243891779832655E-001,9.266915555589449E-001,-2.237888970428907E-001,9.197895260881610E-001,-2.219496153181480E-001,9.193800926951579E-001,
2.720000000000000E+009,-2.123745229970627E-001,9.218378153426556E-001,-2.146292637913803E-001,9.287557963746412E-001,-2.144571523520412E-001,9.221715403170447E-001,-2.123981775881040E-001,9.217469343594720E-001,
2.725000000000000E+009,-2.027715111240522E-001,9.226088897089284E-001,-2.047247951650951E-001,9.292581473581277E-001,-2.050257854704037E-001,9.231067347052527E-001,-2.027799649732900E-001,9.227265834278665E-001,
2.730000000000000E+009,-1.933334668165277E-001,9.251748348793135E-001,-1.950408540010293E-001,9.312197094229207E-001,-1.956065824271291E-001,9.253702759138602E-001,-1.931480275421185E-001,9.250378139083025E-001,
2.735000000000000E+009,-1.846320946222107E-001,9.252049493389116E-001,-1.862291836421353E-001,9.309897714206481E-001,-1.870605826497857E-001,9.255506305908000E-001,-1.845009651515095E-001,9.252327561910252E-001,
2.740000000000000E+009,-1.748564522300909E-001,9.263059524785196E-001,-1.762002043262380E-001,9.316514246904004E-001,-1.772736919675510E-001,9.265555846052427E-001,-1.747068691534778E-001,9.261709555769941E-001,
2.745000000000000E+009,-1.660444886417561E-001,9.256237792117065E-001,-1.675200299272301E-001,9.309843400090497E-001,-1.687743100050949E-001,9.261523435360275E-001,-1.659680366802964E-001,9.255628487789556E-001,
2.750000000000000E+009,-1.566772715870023E-001,9.258422290042363E-001,-1.581530808182884E-001,9.308574029548757E-001,-1.595053388233214E-001,9.263605093810116E-001,-1.567296572306761E-001,9.258038039667098E-001,
2.755000000000000E+009,-1.466992156666491E-001,9.259390994397276E-001,-1.478465309479567E-001,9.304470652500866E-001,-1.493934749552155E-001,9.264592446924629E-001,-1.465948703791472E-001,9.258503572262892E-001,
