% Version 1.00
%
%freq[Hz],re:Trc14_S21,im:Trc14_S21,re:Cap2_duto1_0_1plstc_S21,im:Cap2_duto1_0_1plstc_S21,re:Cap2_duto1_0_5plstc_S21,im:Cap2_duto1_0_5plstc_S21,re:Cap2_duto1_1plstc_S21,im:Cap2_duto1_1plstc_S21,
2.180000000000000E+009,-7.643733682978665E-001,5.212248624131959E-001,-7.656548178327959E-001,5.225413262369387E-001,-7.646234509305483E-001,5.243329338422312E-001,-7.654887606217881E-001,5.217302209073003E-001,
2.185000000000000E+009,-7.563445274708492E-001,5.278262176781885E-001,-7.577248286309941E-001,5.298173749024329E-001,-7.568035891208146E-001,5.313054087848057E-001,-7.575887327919163E-001,5.283933044385432E-001,
2.190000000000000E+009,-7.485063855994791E-001,5.350951510337884E-001,-7.497359031278263E-001,5.380534551303944E-001,-7.489033041980883E-001,5.396045643914874E-001,-7.498832335003921E-001,5.361449299759417E-001,
2.195000000000000E+009,-7.403789770969532E-001,5.422216689605129E-001,-7.411389289565316E-001,5.458466802118961E-001,-7.404102723598623E-001,5.472222184747189E-001,-7.418056174924050E-001,5.432717756504064E-001,
2.200000000000000E+009,-7.302803210115385E-001,5.493841131996532E-001,-7.306294233830873E-001,5.537977513275946E-001,-7.299031121111131E-001,5.552763932798895E-001,-7.318273844486715E-001,5.509611450969773E-001,
2.205000000000000E+009,-7.216312273370109E-001,5.574084479757139E-001,-7.211187189639584E-001,5.625120021944737E-001,-7.206852845588445E-001,5.641199666531700E-001,-7.230738255204063E-001,5.593261833493444E-001,
2.210000000000000E+009,-7.112591300285370E-001,5.645433870295669E-001,-7.097781914415875E-001,5.701390440496804E-001,-7.092868464026887E-001,5.719047347003070E-001,-7.124429014557874E-001,5.667911317878593E-001,
2.215000000000000E+009,-7.014548709243198E-001,5.733424416466924E-001,-6.989667967959390E-001,5.792265849883286E-001,-6.984132894896132E-001,5.814265504560157E-001,-7.025167322610325E-001,5.759118400009848E-001,
2.220000000000000E+009,-6.902539713446695E-001,5.823007150887212E-001,-6.865391995650351E-001,5.886359307875060E-001,-6.858302229076082E-001,5.907385407057193E-001,-6.909168904207965E-001,5.851945441224468E-001,
2.225000000000000E+009,-6.776911781708741E-001,5.908595184278056E-001,-6.726961323720389E-001,5.969699988518640E-001,-6.718413361937009E-001,5.997456631317818E-001,-6.779518680926303E-001,5.940137221327885E-001,
2.230000000000000E+009,-6.629172653719626E-001,5.998472809312591E-001,-6.565484134571573E-001,6.058534063866958E-001,-6.553724976842679E-001,6.087091504737681E-001,-6.626810973460342E-001,6.031405783887794E-001,
2.235000000000000E+009,-6.471756992141970E-001,6.081424140523819E-001,-6.396164384378389E-001,6.138234342605876E-001,-6.378324834479466E-001,6.169762249138268E-001,-6.466035722097736E-001,6.113377089445859E-001,
2.240000000000000E+009,-6.288616753316597E-001,6.169065492241932E-001,-6.199689044191609E-001,6.221777718711986E-001,-6.175030857774068E-001,6.252728535896347E-001,-6.279661765589089E-001,6.201159457526504E-001,
2.245000000000000E+009,-6.081665888006317E-001,6.243758879812382E-001,-5.975849926383150E-001,6.295977936347356E-001,-5.944431518455891E-001,6.325593128138483E-001,-6.069424303926094E-001,6.279689205824348E-001,
2.250000000000000E+009,-5.840703188080791E-001,6.301810525646472E-001,-5.713498257218729E-001,6.345955516220583E-001,-5.676201167485158E-001,6.372325095527500E-001,-5.823496802803478E-001,6.336841834458363E-001,
2.255000000000000E+009,-5.582186017597622E-001,6.330902197450765E-001,-5.430408935906980E-001,6.364029730962785E-001,-5.387395627930460E-001,6.382937083615817E-001,-5.558531793089510E-001,6.368520168672315E-001,
2.260000000000000E+009,-5.290352071592550E-001,6.336763124616114E-001,-5.109106147214677E-001,6.350117294429638E-001,-5.062969089860612E-001,6.362044425235197E-001,-5.256604897025718E-001,6.374326859163584E-001,
2.265000000000000E+009,-4.961956745593942E-001,6.297436653660370E-001,-4.753321191510249E-001,6.277518901068128E-001,-4.707518323745457E-001,6.280225088423451E-001,-4.919535578376492E-001,6.329789206967547E-001,
2.270000000000000E+009,-4.608381201774761E-001,6.191244943319264E-001,-4.374364804946750E-001,6.125707335348859E-001,-4.331676273604030E-001,6.121947066326240E-001,-4.557947679735005E-001,6.217460744678369E-001,
2.275000000000000E+009,-4.242988366693303E-001,5.988006834115605E-001,-3.995362647043586E-001,5.862140261454553E-001,-3.959253373435823E-001,5.853490674711939E-001,-4.187233220479267E-001,6.006182805119154E-001,
2.280000000000000E+009,-3.904046632925101E-001,5.693092881237312E-001,-3.656924366636670E-001,5.494099637550756E-001,-3.624203125233908E-001,5.489049193633953E-001,-3.841916991409493E-001,5.704275988289274E-001,
2.285000000000000E+009,-3.611549355083695E-001,5.281462991253703E-001,-3.386546057992100E-001,4.997483259177178E-001,-3.351364351795222E-001,4.992963655474556E-001,-3.539964498065366E-001,5.280171569947941E-001,
2.290000000000000E+009,-3.409530801616187E-001,4.751286834840531E-001,-3.242871793191847E-001,4.377287019434306E-001,-3.201928434683541E-001,4.371314508654376E-001,-3.333933585122443E-001,4.731529749238824E-001,
2.295000000000000E+009,-3.360588892702877E-001,4.137481171505009E-001,-3.293264723744136E-001,3.683057426693882E-001,-3.249798643495183E-001,3.667947946156793E-001,-3.286340206777610E-001,4.093688932160418E-001,
2.300000000000000E+009,-3.509581764248549E-001,3.477749375804405E-001,-3.596006446842718E-001,2.983791946682436E-001,-3.552065718125063E-001,2.959171722209935E-001,-3.451726658903022E-001,3.411049436142143E-001,
2.305000000000000E+009,-3.905268096922346E-001,2.878623464197310E-001,-4.155837795470484E-001,2.429101808849617E-001,-4.118871682343488E-001,2.394030440747403E-001,-3.872099599232358E-001,2.800050190601987E-001,
2.310000000000000E+009,-4.471188280487892E-001,2.474262139307596E-001,-4.842551410647145E-001,2.138230084662646E-001,-4.812995373975176E-001,2.094446571877380E-001,-4.461788614382134E-001,2.393690797124150E-001,
2.315000000000000E+009,-5.104486903837960E-001,2.294684249738165E-001,-5.528659860432681E-001,2.094337836268003E-001,-5.513671400670059E-001,2.049614339509356E-001,-5.115533387154487E-001,2.217981037033460E-001,
2.320000000000000E+009,-5.691847716436045E-001,2.306299959823505E-001,-6.119846645951625E-001,2.235696669062924E-001,-6.112395087897077E-001,2.191105956221020E-001,-5.723395206608408E-001,2.239328948216844E-001,
2.325000000000000E+009,-6.202798920213528E-001,2.452421367358907E-001,-6.593052960250496E-001,2.489718346954473E-001,-6.596233705945596E-001,2.447295973747528E-001,-6.247812243670465E-001,2.403383490772840E-001,
2.330000000000000E+009,-6.614993857115818E-001,2.687680333841362E-001,-6.943435283772602E-001,2.802591017640242E-001,-6.957365549774210E-001,2.766484325724830E-001,-6.664902731585602E-001,2.657042344372427E-001,
2.335000000000000E+009,-6.944223279435806E-001,2.969489655420982E-001,-7.204424227207931E-001,3.129589836235217E-001,-7.222580519237936E-001,3.103794418370819E-001,-6.993748574413076E-001,2.953696414319945E-001,
2.340000000000000E+009,-7.196930052060166E-001,3.287368493436298E-001,-7.391839803294331E-001,3.467427636680047E-001,-7.409913258918911E-001,3.452218540205765E-001,-7.242105974810739E-001,3.285640779081639E-001,
2.345000000000000E+009,-7.354558933474781E-001,3.600303074876378E-001,-7.495376680851504E-001,3.783274181498553E-001,-7.510738074391281E-001,3.772580097353066E-001,-7.391624070568170E-001,3.606866085038418E-001,
2.350000000000000E+009,-7.467448242916542E-001,3.907618379468001E-001,-7.564775947738319E-001,4.081970392576333E-001,-7.577513660504465E-001,4.076772918249587E-001,-7.496724683816880E-001,3.919707605975015E-001,
2.355000000000000E+009,-7.522921160099101E-001,4.196041520960515E-001,-7.588056120972877E-001,4.358774138295404E-001,-7.598017575691061E-001,4.356935021675307E-001,-7.546677031052037E-001,4.211300921317310E-001,
2.360000000000000E+009,-7.544850707827115E-001,4.466262777044494E-001,-7.583645296734957E-001,4.613106422277837E-001,-7.590315889473367E-001,4.613900165200169E-001,-7.562105865105857E-001,4.480558855158131E-001,
2.365000000000000E+009,-7.545790227650673E-001,4.708255760712872E-001,-7.567118138464152E-001,4.843477685535707E-001,-7.570310894080903E-001,4.842383194588276E-001,-7.558485104557169E-001,4.725604818673475E-001,
2.370000000000000E+009,-7.514373260886815E-001,4.934662457020425E-001,-7.521951691366252E-001,5.053465597555142E-001,-7.523765019886400E-001,5.054945943761237E-001,-7.523090623837775E-001,4.949643782839588E-001,
2.375000000000000E+009,-7.481500965949817E-001,5.148954989382776E-001,-7.477878967907921E-001,5.256471422292404E-001,-7.477902752349543E-001,5.256189925574473E-001,-7.486636690243037E-001,5.164340122371978E-001,
2.380000000000000E+009,-7.421449277669560E-001,5.325571611690542E-001,-7.411885407301267E-001,5.420058253417157E-001,-7.410920428914183E-001,5.420692082092095E-001,-7.425703878046949E-001,5.338990076512912E-001,
2.385000000000000E+009,-7.370285011841775E-001,5.507746957096432E-001,-7.354749919784837E-001,5.592088941309753E-001,-7.353031395664225E-001,5.591492740464709E-001,-7.372398162703426E-001,5.519994137162008E-001,
2.390000000000000E+009,-7.304015573407523E-001,5.679371839514579E-001,-7.284662792428149E-001,5.754585923652209E-001,-7.281905183741171E-001,5.753211684909440E-001,-7.303980264222151E-001,5.690755275197281E-001,
2.395000000000000E+009,-7.230164182052691E-001,5.826481057622235E-001,-7.209615001849559E-001,5.893638902792825E-001,-7.205682829646458E-001,5.892789086504802E-001,-7.229705052743001E-001,5.835853683646187E-001,
2.400000000000000E+009,-7.155638282546688E-001,5.960711702989638E-001,-7.132589957309129E-001,6.020070118664509E-001,-7.128543454452119E-001,6.018711240896466E-001,-7.153704421854371E-001,5.970677539337019E-001,
2.405000000000000E+009,-7.087975888676911E-001,6.087696531019533E-001,-7.063612639224000E-001,6.142596189424618E-001,-7.058458392735892E-001,6.141339618045035E-001,-7.085050778388879E-001,6.096061229716052E-001,
2.410000000000000E+009,-6.999648227020607E-001,6.219429030905718E-001,-6.974161161714375E-001,6.267703362375292E-001,-6.969433855607023E-001,6.265306378230735E-001,-6.996260068681813E-001,6.226490740819798E-001,
2.415000000000000E+009,-6.923576592389478E-001,6.335111051550877E-001,-6.897171849908748E-001,6.376825939147957E-001,-6.891739860685385E-001,6.375353033292861E-001,-6.919575906245564E-001,6.341501564325582E-001,
2.420000000000000E+009,-6.840441830331295E-001,6.447396778667469E-001,-6.815558850429430E-001,6.487318044037633E-001,-6.808204528953473E-001,6.482254618654382E-001,-6.837137037873913E-001,6.453323046321546E-001,
2.425000000000000E+009,-6.760635364053865E-001,6.554234919129505E-001,-6.733723694507356E-001,6.587564951828328E-001,-6.727780850335883E-001,6.583780730008739E-001,-6.756190689134719E-001,6.558808366076087E-001,
2.430000000000000E+009,-6.680554465689719E-001,6.654033867026166E-001,-6.654516496415903E-001,6.686087938251670E-001,-6.648851023481390E-001,6.679173272873282E-001,-6.676238635408482E-001,6.659482655296211E-001,
2.435000000000000E+009,-6.597811165129718E-001,6.751635022370002E-001,-6.571768523868887E-001,6.778428261379833E-001,-6.567248135740817E-001,6.771864602027820E-001,-6.592182110980333E-001,6.755248899373328E-001,
2.440000000000000E+009,-6.516497925817566E-001,6.835156551905388E-001,-6.491574821550449E-001,6.860047224942709E-001,-6.488199935365476E-001,6.852620403193241E-001,-6.511731500588285E-001,6.839296670288847E-001,
2.445000000000000E+009,-6.439521541281614E-001,6.924922613064646E-001,-6.414190273987935E-001,6.945959597036046E-001,-6.412169239791374E-001,6.937392138292700E-001,-6.434696476825679E-001,6.926413127401738E-001,
2.450000000000000E+009,-6.360431588586587E-001,7.004785506573658E-001,-6.337013227883739E-001,7.024129792953465E-001,-6.335737500645915E-001,7.017795956367041E-001,-6.355449718016059E-001,7.008042519580191E-001,
2.455000000000000E+009,-6.265887201961550E-001,7.091816038320807E-001,-6.244058788382058E-001,7.109056499284152E-001,-6.242919165304908E-001,7.102287548630526E-001,-6.260551314041382E-001,7.093369225735386E-001,
2.460000000000000E+009,-6.197830318395101E-001,7.171409664249738E-001,-6.175941514839414E-001,7.186399241869640E-001,-6.175741229839142E-001,7.181684202208014E-001,-6.193346463411030E-001,7.173220990457860E-001,
2.465000000000000E+009,-6.115545863005530E-001,7.250965288622687E-001,-6.094969104341678E-001,7.267467842591769E-001,-6.094697480780358E-001,7.261279140939128E-001,-6.110812517795778E-001,7.253439918031270E-001,
2.470000000000000E+009,-6.039596585734803E-001,7.329398281684064E-001,-6.019693363312613E-001,7.342503183300569E-001,-6.020069246054961E-001,7.338570587138488E-001,-6.035946026171444E-001,7.329754945019585E-001,
2.475000000000000E+009,-5.955834956395095E-001,7.405680996709831E-001,-5.936743667250765E-001,7.419602796785063E-001,-5.936380493238488E-001,7.415138452974524E-001,-5.953005552790602E-001,7.407936081175506E-001,
2.480000000000000E+009,-5.867736452547403E-001,7.480210460100303E-001,-5.849806912857484E-001,7.492166993064833E-001,-5.848905733518471E-001,7.489051013846345E-001,-5.865331877940837E-001,7.479832630230521E-001,
2.485000000000000E+009,-5.780697325235649E-001,7.552994557267592E-001,-5.761926373405497E-001,7.564052686824972E-001,-5.760563435019367E-001,7.561886578154016E-001,-5.776879271523309E-001,7.554484418399821E-001,
2.490000000000000E+009,-5.704785749144807E-001,7.626553329494277E-001,-5.686185126946256E-001,7.636481643261777E-001,-5.684520355786633E-001,7.634335080417694E-001,-5.701968956991711E-001,7.627797405129891E-001,
2.495000000000000E+009,-5.613683364822131E-001,7.685163178636991E-001,-5.596372228240751E-001,7.694689630452892E-001,-5.593383828793767E-001,7.692950898352865E-001,-5.611196651569490E-001,7.685012096357438E-001,
2.500000000000000E+009,-5.534460960728862E-001,7.745832911654684E-001,-5.516634657491079E-001,7.753505773813714E-001,-5.513413802605311E-001,7.750916933889848E-001,-5.532155489096869E-001,7.746297036168326E-001,
2.505000000000000E+009,-5.374226313757272E-001,7.709610140062557E-001,-5.355427669921573E-001,7.715696602839639E-001,-5.352477449016861E-001,7.711925871644183E-001,-5.372163399653933E-001,7.711362522894852E-001,
2.510000000000000E+009,-5.298781961820784E-001,7.774229452511559E-001,-5.278857972067942E-001,7.778176647288903E-001,-5.274084640795159E-001,7.775299195292317E-001,-5.294594392340648E-001,7.774513701812602E-001,
2.515000000000000E+009,-5.219635270945433E-001,7.840941197845233E-001,-5.197356462892893E-001,7.842480889136317E-001,-5.197203040276254E-001,7.840837418353757E-001,-5.217984002480717E-001,7.842588031978233E-001,
2.520000000000000E+009,-5.129130717280156E-001,7.897855371281211E-001,-5.110496802703995E-001,7.900662796174811E-001,-5.105271196444595E-001,7.894425759417687E-001,-5.126058906699176E-001,7.898469081341674E-001,
2.525000000000000E+009,-5.061745890450322E-001,7.936649442491122E-001,-5.038936334045633E-001,7.936196780655950E-001,-5.036939129424634E-001,7.932956074550259E-001,-5.057854491824698E-001,7.936966755325701E-001,
2.530000000000000E+009,-4.974511644831534E-001,7.998135381624627E-001,-4.954615332438290E-001,7.996971094724723E-001,-4.953025613142452E-001,7.991475573225624E-001,-4.972213869185523E-001,7.999653028434921E-001,
2.535000000000000E+009,-4.888951170132282E-001,8.028818765935355E-001,-4.870958057741294E-001,8.026777324730756E-001,-4.866916804808557E-001,8.019145650962518E-001,-4.885591400563516E-001,8.030022882217578E-001,
2.540000000000000E+009,-4.816195832816500E-001,8.062152038626571E-001,-4.797196005947135E-001,8.057015080063195E-001,-4.797214720735645E-001,8.050710884817608E-001,-4.813538269882084E-001,8.062975933866575E-001,
2.545000000000000E+009,-4.725518544190930E-001,8.102260329384178E-001,-4.707763172730012E-001,8.095392471909763E-001,-4.707720019623183E-001,8.086611937405616E-001,-4.723445370228447E-001,8.103813773465761E-001,
2.550000000000000E+009,-4.653074046985293E-001,8.146756999489969E-001,-4.639016451632422E-001,8.138985968066831E-001,-4.640351795001547E-001,8.131767541283669E-001,-4.652236270336455E-001,8.148526746943345E-001,
2.555000000000000E+009,-4.569269689833716E-001,8.190900683639082E-001,-4.554521539200720E-001,8.182729880572170E-001,-4.558420091505645E-001,8.175791333843827E-001,-4.567016065699101E-001,8.192148163549712E-001,
2.560000000000000E+009,-4.481890072300109E-001,8.246237301174275E-001,-4.471157206280580E-001,8.236710184282108E-001,-4.477311131390691E-001,8.232191892263594E-001,-4.482189394564930E-001,8.248585971368680E-001,
2.565000000000000E+009,-4.400173671013064E-001,8.296865185483011E-001,-4.390277689237489E-001,8.289166510099852E-001,-4.396051024336308E-001,8.285713585158330E-001,-4.397866157769632E-001,8.299257135856818E-001,
2.570000000000000E+009,-4.307520017723663E-001,8.346554666568038E-001,-4.297253057506558E-001,8.339274571980526E-001,-4.304295530353670E-001,8.341057731648471E-001,-4.304304863567509E-001,8.348612943063956E-001,
2.575000000000000E+009,-4.233889437501766E-001,8.397025713577203E-001,-4.226091073650274E-001,8.393519080525269E-001,-4.231133722023711E-001,8.398242902894737E-001,-4.233346017186118E-001,8.402571131717392E-001,
2.580000000000000E+009,-4.141917912692088E-001,8.452524437049391E-001,-4.132264164719435E-001,8.449126894610597E-001,-4.131346806724255E-001,8.457195358360734E-001,-4.137395376194493E-001,8.456672961591141E-001,
2.585000000000000E+009,-4.040632820786081E-001,8.496354852876820E-001,-4.026964221795900E-001,8.492785625812729E-001,-4.026661640305114E-001,8.500886447356107E-001,-4.036283683104220E-001,8.502130270391218E-001,
2.590000000000000E+009,-3.957679895719742E-001,8.538964355974427E-001,-3.942219316923269E-001,8.535023410564471E-001,-3.937349755906512E-001,8.544821087060944E-001,-3.952657887012113E-001,8.546761454565262E-001,
2.595000000000000E+009,-3.874153049088354E-001,8.575734011876686E-001,-3.856091861560137E-001,8.567414425517220E-001,-3.849261933847233E-001,8.577576485684588E-001,-3.867869408284212E-001,8.581945533444515E-001,
2.600000000000000E+009,-3.777957339674524E-001,8.610218832978202E-001,-3.757459367602605E-001,8.599896630916388E-001,-3.745838305550497E-001,8.609230384561970E-001,-3.767757942697927E-001,8.617172607097456E-001,
2.605000000000000E+009,-3.683634163255232E-001,8.638358124368505E-001,-3.662829492786739E-001,8.621905868875709E-001,-3.647949547695051E-001,8.631777305660153E-001,-3.672491729606347E-001,8.645414555592323E-001,
2.610000000000000E+009,-3.592377347724148E-001,8.665433720419608E-001,-3.573373949628546E-001,8.643513407172445E-001,-3.554396926802340E-001,8.649936714907927E-001,-3.579523552452912E-001,8.671407311087640E-001,
2.615000000000000E+009,-3.484274353133484E-001,8.685433027065008E-001,-3.467097241552183E-001,8.657007869406926E-001,-3.442268798308005E-001,8.659721807315062E-001,-3.467485770352500E-001,8.688845719179785E-001,
2.620000000000000E+009,-3.403731626057671E-001,8.700954563132218E-001,-3.391918123514773E-001,8.665929830261627E-001,-3.365163725509431E-001,8.666587028077544E-001,-3.387180177491183E-001,8.703597684770611E-001,
2.625000000000000E+009,-3.303424827313075E-001,8.718734782138460E-001,-3.298002528492446E-001,8.677062363945154E-001,-3.266582715680945E-001,8.670911053312723E-001,-3.281620397896627E-001,8.717686195727596E-001,
2.630000000000000E+009,-3.210548609185251E-001,8.726175074670073E-001,-3.214248798078116E-001,8.680950114091655E-001,-3.179737190797774E-001,8.665190842752264E-001,-3.186753488232607E-001,8.721249043215127E-001,
2.635000000000000E+009,-3.131292363438973E-001,8.721278708598501E-001,-3.146522403952913E-001,8.671576456505434E-001,-3.115261831535227E-001,8.648248353855461E-001,-3.105533205251644E-001,8.710729196995325E-001,
2.640000000000000E+009,-3.047990903022351E-001,8.710142135187738E-001,-3.081793003913941E-001,8.660594788664402E-001,-3.052023343994534E-001,8.628775114733707E-001,-3.025646115665479E-001,8.693160687919962E-001,
2.645000000000000E+009,-2.975115491592686E-001,8.686323437353420E-001,-3.023092710134678E-001,8.644140233378177E-001,-3.002627786522901E-001,8.602369939951319E-001,-2.955091131820682E-001,8.661204517051235E-001,
2.650000000000000E+009,-2.931935008621424E-001,8.660381363227681E-001,-2.994884726254857E-001,8.631272694992173E-001,-2.982240985731617E-001,8.583158908235083E-001,-2.917451256128721E-001,8.629324505258977E-001,
2.655000000000000E+009,-2.898803133589595E-001,8.638326476229041E-001,-2.971700382218936E-001,8.624753002024087E-001,-2.973192310696355E-001,8.577842226550897E-001,-2.897336586624977E-001,8.604808402583658E-001,
2.660000000000000E+009,-2.880347827245047E-001,8.604118165518593E-001,-2.955662043320151E-001,8.611523120377109E-001,-2.968355234525083E-001,8.569206119124820E-001,-2.885244863284455E-001,8.571981625265029E-001,
2.665000000000000E+009,-2.863311867771742E-001,8.610616141510903E-001,-2.933576668251526E-001,8.636559819393516E-001,-2.948741473208585E-001,8.598162418207660E-001,-2.874864498394144E-001,8.581910536245803E-001,
2.670000000000000E+009,-2.846114003835339E-001,8.631763279013869E-001,-2.905297337246807E-001,8.671532643639031E-001,-2.927508832207746E-001,8.640887554553229E-001,-2.865190963083842E-001,8.610834838062174E-001,
2.675000000000000E+009,-2.827281375969679E-001,8.662527955740371E-001,-2.875568745569734E-001,8.713614659623561E-001,-2.900990316395375E-001,8.689910108797057E-001,-2.848485962105876E-001,8.647088404570840E-001,
2.680000000000000E+009,-2.811322762633554E-001,8.703312468703894E-001,-2.843565107894002E-001,8.758922878320408E-001,-2.867723537777736E-001,8.740912724808985E-001,-2.831475330116520E-001,8.695184864018364E-001,
2.685000000000000E+009,-2.781687774224517E-001,8.754012330192533E-001,-2.800323447321225E-001,8.809256640146548E-001,-2.822813785055242E-001,8.795481867529722E-001,-2.799509628995008E-001,8.750585078586873E-001,
2.690000000000000E+009,-2.734710596117138E-001,8.814210656914137E-001,-2.748195341405906E-001,8.869565640711031E-001,-2.766549412736286E-001,8.858193922975879E-001,-2.752540677194603E-001,8.814477819804897E-001,
2.695000000000000E+009,-2.676993839825639E-001,8.881883165723150E-001,-2.679082680254860E-001,8.931023605754342E-001,-2.700069661205493E-001,8.922886093609231E-001,-2.690947300294677E-001,8.882303064105713E-001,
2.700000000000000E+009,-2.622711345577540E-001,8.939159807188988E-001,-2.618635034968845E-001,8.986716745051870E-001,-2.635589634822113E-001,8.977910861731939E-001,-2.633884339648470E-001,8.943782735908208E-001,
2.705000000000000E+009,-2.540685391634611E-001,8.988786299011700E-001,-2.533976814136097E-001,9.032580926653344E-001,-2.548991606925566E-001,9.022608975841067E-001,-2.551729094633783E-001,8.992910137311236E-001,
2.710000000000000E+009,-2.460355152602169E-001,9.038245222092078E-001,-2.450439369545328E-001,9.078003753976278E-001,-2.467942319962207E-001,9.071995533089843E-001,-2.469001365237162E-001,9.044241315439248E-001,
2.715000000000000E+009,-2.367799516720838E-001,9.075958939055715E-001,-2.353667753262678E-001,9.111866050251269E-001,-2.370980839206034E-001,9.106858008209977E-001,-2.374842354631953E-001,9.081792174142561E-001,
2.720000000000000E+009,-2.278539591543837E-001,9.116141604152761E-001,-2.258511521885692E-001,9.149328270710821E-001,-2.274852464894129E-001,9.143856129318957E-001,-2.281239587011791E-001,9.121994322892058E-001,
2.725000000000000E+009,-2.182615171451565E-001,9.138396774407244E-001,-2.161917321776967E-001,9.170457346282364E-001,-2.177113520510732E-001,9.164077538951395E-001,-2.185014991540280E-001,9.143592832270735E-001,
2.730000000000000E+009,-2.086774146289970E-001,9.174321133980319E-001,-2.063336100227090E-001,9.201011671395556E-001,-2.079714567231219E-001,9.198207058881320E-001,-2.088970786413559E-001,9.178094505361848E-001,
2.735000000000000E+009,-2.001762079388636E-001,9.189339748530155E-001,-1.973064028122085E-001,9.209749557509714E-001,-1.991672638060465E-001,9.209519507575648E-001,-2.000821723112014E-001,9.191207147025062E-001,
2.740000000000000E+009,-1.898675937532431E-001,9.206691755945320E-001,-1.872195316028743E-001,9.225394427808352E-001,-1.885611090326277E-001,9.223894594140863E-001,-1.900267018624516E-001,9.209748997158126E-001,
2.745000000000000E+009,-1.809313579716129E-001,9.209653424714225E-001,-1.779572149195859E-001,9.222470385022827E-001,-1.794510560414259E-001,9.222685622693724E-001,-1.810444701226715E-001,9.212416377801260E-001,
2.750000000000000E+009,-1.713260694814101E-001,9.218413098382381E-001,-1.683798454076130E-001,9.227069026763028E-001,-1.698844481300457E-001,9.228884774102987E-001,-1.714559821872203E-001,9.219539754723962E-001,
2.755000000000000E+009,-1.612593162100360E-001,9.226126400232286E-001,-1.580558023807338E-001,9.227922624565729E-001,-1.592491031925980E-001,9.227294720810295E-001,-1.612663802894215E-001,9.226816423695454E-001,
2.760000000000000E+009,-1.506225318348107E-001,9.233890462681182E-001,-1.474849655522125E-001,9.227854103199189E-001,-1.488825715135370E-001,9.229039030670063E-001,-1.506426719529810E-001,9.233774248693738E-001,
2.765000000000000E+009,-1.420574719722619E-001,9.232578952388661E-001,-1.395546708414303E-001,9.222624910548308E-001,-1.408454154863648E-001,9.222947889107419E-001,-1.423834066247731E-001,9.232217843921685E-001,
2.770000000000000E+009,-1.333086164729552E-001,9.238661197229010E-001,-1.308878131362094E-001,9.217951179564565E-001,-1.323686508660558E-001,9.220638562353185E-001,-1.334532571521077E-001,9.236402504583742E-001,
2.775000000000000E+009,-1.253234522579788E-001,9.257946793597698E-001,-1.237005791425459E-001,9.228452488910928E-001,-1.254477634988391E-001,9.233019423613279E-001,-1.257575292646372E-001,9.255540914805008E-001,
2.780000000000000E+009,-1.168379491850884E-001,9.254762607060189E-001,-1.168221153627980E-001,9.220727242678817E-001,-1.183217761552982E-001,9.225258845536412E-001,-1.176076914891539E-001,9.252481724162220E-001,
2.785000000000000E+009,-1.082669703079238E-001,9.258001528575806E-001,-1.099183010261138E-001,9.223988755045662E-001,-1.114701373980927E-001,9.232219106212694E-001,-1.091685466063138E-001,9.254664908066386E-001,
2.790000000000000E+009,-1.003387563637744E-001,9.250206771653317E-001,-1.038725720198665E-001,9.227654099347005E-001,-1.051925751458700E-001,9.239454138692840E-001,-1.015860436322347E-001,9.249846193353720E-001,
2.795000000000000E+009,-9.226041176481735E-002,9.244500429548309E-001,-9.656354266434367E-002,9.240430196348809E-001,-9.764469282317544E-002,9.253404283931436E-001,-9.382001964445894E-002,9.248679694221749E-001,
2.800000000000000E+009,-8.544140873652283E-002,9.238566866883541E-001,-8.955955039756447E-002,9.256565676779921E-001,-9.026623444586034E-002,9.270026290692111E-001,-8.697287161947430E-002,9.248848177767213E-001,
2.805000000000000E+009,-7.808997529841726E-002,9.244550621932192E-001,-8.141698043973808E-002,9.282535417708384E-001,-8.153791218242910E-002,9.293027442466250E-001,-7.953282939950640E-002,9.263122061930609E-001,
2.810000000000000E+009,-7.251410566396946E-002,9.259273546292228E-001,-7.385818140811301E-002,9.303918083628101E-001,-7.392324002387125E-002,9.312337924154417E-001,-7.306001266425678E-002,9.280423316730101E-001,
2.815000000000000E+009,-6.513763943907902E-002,9.268666788525446E-001,-6.479886218212096E-002,9.312088996689238E-001,-6.497507247978196E-002,9.321072753921765E-001,-6.489766518429502E-002,9.290960724086518E-001,
2.820000000000000E+009,-5.778933936731698E-002,9.296718036374430E-001,-5.656880221043984E-002,9.336950583716234E-001,-5.651229014810761E-002,9.341659780458133E-001,-5.736981885644654E-002,9.319592546308905E-001,
2.825000000000000E+009,-4.907570935969722E-002,9.315868653653761E-001,-4.690560483264020E-002,9.348246585526737E-001,-4.698434009040469E-002,9.351310880754146E-001,-4.804206183653684E-002,9.333866686867093E-001,
2.830000000000000E+009,-4.150362977288383E-002,9.336202331147508E-001,-3.921288455561625E-002,9.362614453972334E-001,-3.941163955108196E-002,9.365111789424797E-001,-4.018441738088324E-002,9.352617472408897E-001,
2.835000000000000E+009,-3.346273575430586E-002,9.348780729789815E-001,-3.080168891415926E-002,9.365724390310135E-001,-3.122015768551938E-002,9.367027789244304E-001,-3.190936771911833E-002,9.359505387768659E-001,
2.840000000000000E+009,-2.560773523107751E-002,9.356046383604069E-001,-2.304243307314995E-002,9.367094502540232E-001,-2.370162309217046E-002,9.371123934274123E-001,-2.400350150002411E-002,9.364223912250280E-001,
