% Version 1.00
%
%freq[Hz],re:Trc13_S21,im:Trc13_S21,re:ag_S21,im:ag_S21,re:pl_0_1_S21,im:pl_0_1_S21,re:pl_0_5_S21,im:pl_0_5_S21,
2.145000000000000E+009,-8.256518840789795E-001,4.519923925399780E-001,-8.000527623319798E-001,4.975664429552711E-001,-8.236978650093079E-001,4.788960218429565E-001,-8.216478946495057E-001,4.790099325561524E-001,
2.150000000000000E+009,-8.187673091888428E-001,4.591318070888519E-001,-7.897702932290696E-001,5.065935769031695E-001,-8.153781294822693E-001,4.866716861724854E-001,-8.132873635101321E-001,4.867086207771302E-001,
2.155000000000000E+009,-8.118914365768433E-001,4.657761752605438E-001,-7.790453679672150E-001,5.154774670346284E-001,-8.073370456695557E-001,4.947884976863861E-001,-8.048551746368411E-001,4.943192831420900E-001,
2.160000000000000E+009,-8.047329783439636E-001,4.717552363872528E-001,-7.677213065785463E-001,5.236590379047339E-001,-7.988288998603821E-001,5.021224617958069E-001,-7.961058789253237E-001,5.013196553421021E-001,
2.165000000000000E+009,-7.976930141448975E-001,4.773899614810944E-001,-7.556696402042252E-001,5.321872445126179E-001,-7.899229526519775E-001,5.096078515052795E-001,-7.871652553367617E-001,5.085567093658449E-001,
2.170000000000000E+009,-7.905818223953247E-001,4.828656315803528E-001,-7.431673452206160E-001,5.407934701512320E-001,-7.810173034667969E-001,5.171745419502258E-001,-7.782790321922304E-001,5.153807131004334E-001,
2.175000000000000E+009,-7.834586501121521E-001,4.878902733325958E-001,-7.294262445191933E-001,5.491919900610431E-001,-7.714212536811829E-001,5.245118141174316E-001,-7.688954694557193E-001,5.220034226608277E-001,
2.180000000000000E+009,-7.758095264434815E-001,4.926869571208954E-001,-7.141603886050021E-001,5.578019304351826E-001,-7.610565423965454E-001,5.311795473098755E-001,-7.589690811157228E-001,5.288528903388978E-001,
2.185000000000000E+009,-7.693369388580322E-001,4.964077770709992E-001,-6.975185707709518E-001,5.657624671796624E-001,-7.509362101554871E-001,5.375472903251648E-001,-7.488586874580385E-001,5.356288105583191E-001,
2.190000000000000E+009,-7.621902227401733E-001,5.000565052032471E-001,-6.784366782388169E-001,5.737827231804124E-001,-7.397257089614868E-001,5.440647006034851E-001,-7.375498754692080E-001,5.425108792686463E-001,
2.195000000000000E+009,-7.555063366889954E-001,5.025119781494141E-001,-6.565866956638899E-001,5.800573852887062E-001,-7.284072637557983E-001,5.492028594017029E-001,-7.248786776351930E-001,5.483425802421570E-001,
2.200000000000000E+009,-7.497889399528503E-001,5.044928193092346E-001,-6.319344890028662E-001,5.839459852741328E-001,-7.165892124176025E-001,5.539278984069824E-001,-7.109859800720216E-001,5.531078718185426E-001,
2.205000000000000E+009,-7.451906800270081E-001,5.053780078887940E-001,-6.042402429853573E-001,5.845336144595665E-001,-7.044320106506348E-001,5.581099987030029E-001,-6.958331554412842E-001,5.559058503150941E-001,
2.210000000000000E+009,-7.421153783798218E-001,5.067799091339111E-001,-5.736113166008034E-001,5.804038971228855E-001,-6.916792988777161E-001,5.618290901184082E-001,-6.801900491905214E-001,5.563916169166566E-001,
2.215000000000000E+009,-7.400750517845154E-001,5.089541673660278E-001,-5.407306800654516E-001,5.695092519906748E-001,-6.776636242866516E-001,5.647971034049988E-001,-6.643795117187501E-001,5.539786812400819E-001,
2.220000000000000E+009,-7.393792271614075E-001,5.124052166938782E-001,-5.070803395625141E-001,5.499981005323832E-001,-6.630203127861023E-001,5.666156411170960E-001,-6.494609082412721E-001,5.484285923576355E-001,
2.225000000000000E+009,-7.387483119964600E-001,5.166959762573242E-001,-4.759621697572112E-001,5.187007783001445E-001,-6.467794775962830E-001,5.656628608703613E-001,-6.363759307479860E-001,5.387955409431460E-001,
2.230000000000000E+009,-7.382009029388428E-001,5.228748917579651E-001,-4.517803769894402E-001,4.756254884708578E-001,-6.301495432853699E-001,5.620495676994324E-001,-6.269431549453738E-001,5.263712410736086E-001,
2.235000000000000E+009,-7.366958856582642E-001,5.299866199493408E-001,-4.421940751906665E-001,4.226140569241712E-001,-6.135329008102417E-001,5.544403791427612E-001,-6.227086046409608E-001,5.126504571914673E-001,
2.240000000000000E+009,-7.348383069038391E-001,5.379341244697571E-001,-4.525808038305456E-001,3.664512959638788E-001,-5.988953113555908E-001,5.427494645118713E-001,-6.241471399116516E-001,4.997438761806489E-001,
2.245000000000000E+009,-7.318821549415588E-001,5.465539693832398E-001,-4.834541877143588E-001,3.173506230414520E-001,-5.878854393959045E-001,5.265930294990540E-001,-6.301778927421571E-001,4.893525065517426E-001,
2.250000000000000E+009,-7.280930280685425E-001,5.555071234703064E-001,-5.289438719145908E-001,2.853300703537439E-001,-5.831566452980042E-001,5.075207352638245E-001,-6.397787170028688E-001,4.838538987159731E-001,
2.255000000000000E+009,-7.238514423370361E-001,5.643137693405151E-001,-5.783989084694317E-001,2.729574554139174E-001,-5.862908959388733E-001,4.884130358695984E-001,-6.506808437347413E-001,4.837052932643892E-001,
2.260000000000000E+009,-7.191311120986939E-001,5.734844207763672E-001,-6.238214613769728E-001,2.766004285453081E-001,-5.967885851860046E-001,4.728006124496460E-001,-6.606665213394166E-001,4.881282751750947E-001,
2.265000000000000E+009,-7.144389152526856E-001,5.825385451316834E-001,-6.614070865554144E-001,2.912924102748274E-001,-6.129552721977234E-001,4.635103046894074E-001,-6.690943182373049E-001,4.960522366237641E-001,
2.270000000000000E+009,-7.088245749473572E-001,5.918337702751160E-001,-6.895538679025448E-001,3.122536362622435E-001,-6.301859617233276E-001,4.616383910179138E-001,-6.745039943313600E-001,5.065852002143860E-001,
2.275000000000000E+009,-7.023716568946838E-001,6.009925603866577E-001,-7.090384168659534E-001,3.351759172824529E-001,-6.460927128791809E-001,4.659074246883392E-001,-6.772324887466432E-001,5.180321988296510E-001,
2.280000000000000E+009,-6.956335306167603E-001,6.099221110343933E-001,-7.218092090461675E-001,3.580667571597919E-001,-6.595332026481628E-001,4.746986329555512E-001,-6.776912367057801E-001,5.299025704002381E-001,
2.285000000000000E+009,-6.885663270950317E-001,6.189690232276917E-001,-7.295181399969684E-001,3.792445452370101E-001,-6.697635650634766E-001,4.868178069591522E-001,-6.763819248962404E-001,5.418826690483094E-001,
2.290000000000000E+009,-6.808310747146606E-001,6.273953318595886E-001,-7.331448371469534E-001,3.985210260757627E-001,-6.764412522315979E-001,5.008047819137573E-001,-6.730705284309388E-001,5.535943822097779E-001,
2.295000000000000E+009,-6.725124716758728E-001,6.355631947517395E-001,-7.341551028693656E-001,4.146002953325502E-001,-6.796338558197022E-001,5.151807665824890E-001,-6.682269740867617E-001,5.647384236335755E-001,
2.300000000000000E+009,-6.638344526290894E-001,6.433281898498535E-001,-7.343654451613750E-001,4.273584050517467E-001,-6.802229285240173E-001,5.294189453125000E-001,-6.622023857116700E-001,5.747400653266908E-001,
2.305000000000000E+009,-6.553648710250855E-001,6.509589552879334E-001,-7.361175094052527E-001,4.386948043098228E-001,-6.794161796569824E-001,5.433858036994934E-001,-6.557838610076905E-001,5.843704528045655E-001,
2.310000000000000E+009,-6.461818814277649E-001,6.584730744361877E-001,-7.388634907651818E-001,4.493674004930317E-001,-6.762704849243164E-001,5.572565197944641E-001,-6.482513716316224E-001,5.937045983314514E-001,
2.315000000000000E+009,-6.365191340446472E-001,6.660003662109375E-001,-7.428620498193386E-001,4.612539003015909E-001,-6.716912984848023E-001,5.705041885375977E-001,-6.397720128631593E-001,6.023600550270083E-001,
2.320000000000000E+009,-6.267129778862000E-001,6.735076904296875E-001,-7.468324304532857E-001,4.750945055522493E-001,-6.655947566032410E-001,5.831701755523682E-001,-6.308695225143434E-001,6.103829909896852E-001,
2.325000000000000E+009,-6.156530976295471E-001,6.804856061935425E-001,-7.491630676266522E-001,4.907880704851816E-001,-6.581687331199646E-001,5.952379703521729E-001,-6.208427663421632E-001,6.179926572799683E-001,
2.330000000000000E+009,-6.043286919593811E-001,6.876027584075928E-001,-7.494184376771880E-001,5.075617527403984E-001,-6.496767401695252E-001,6.067783832550049E-001,-6.101541782379152E-001,6.248239603996277E-001,
2.335000000000000E+009,-5.927274823188782E-001,6.945073008537293E-001,-7.476968343135008E-001,5.238022879696546E-001,-6.403244733810425E-001,6.171219348907471E-001,-5.992954164123536E-001,6.306156649971010E-001,
2.340000000000000E+009,-5.796251296997070E-001,7.008692622184753E-001,-7.438338672489232E-001,5.394573928757446E-001,-6.296718120574951E-001,6.263412237167358E-001,-5.872837212562561E-001,6.357879045295717E-001,
2.345000000000000E+009,-5.666771531105042E-001,7.072493433952332E-001,-7.392001015861660E-001,5.547041593065593E-001,-6.190681457519531E-001,6.354536414146423E-001,-5.752139609527589E-001,6.404885849571229E-001,
2.350000000000000E+009,-5.526831746101379E-001,7.127473950386047E-001,-7.336405253337177E-001,5.683289799869705E-001,-6.076204776763916E-001,6.431991457939148E-001,-5.623927024459841E-001,6.437413834190371E-001,
2.355000000000000E+009,-5.378072261810303E-001,7.183316946029663E-001,-7.273968503027112E-001,5.820641489596617E-001,-5.952096581459045E-001,6.508598923683167E-001,-5.487651205062867E-001,6.465566317176821E-001,
2.360000000000000E+009,-5.221131443977356E-001,7.224600911140442E-001,-7.205845430467733E-001,5.934475830101974E-001,-5.821656584739685E-001,6.561272740364075E-001,-5.344603917884827E-001,6.470972122001648E-001,
2.365000000000000E+009,-5.047379136085510E-001,7.264451980590820E-001,-7.134395662282032E-001,6.050450914591388E-001,-5.681390166282654E-001,6.608927845954895E-001,-5.189941660308839E-001,6.461483710098267E-001,
2.370000000000000E+009,-4.861627221107483E-001,7.290998101234436E-001,-7.062825060800680E-001,6.155855943083444E-001,-5.534499883651733E-001,6.646068692207336E-001,-5.030863097572328E-001,6.426291357803345E-001,
2.375000000000000E+009,-4.663399457931519E-001,7.294791340827942E-001,-6.993192587581479E-001,6.254780210226946E-001,-5.384743213653565E-001,6.655562520027161E-001,-4.874527102661134E-001,6.353222819709780E-001,
2.380000000000000E+009,-4.451623857021332E-001,7.278974652290344E-001,-6.915565550839711E-001,6.343431712213127E-001,-5.228228569030762E-001,6.647781133651733E-001,-4.725275215339662E-001,6.242251802062990E-001,
2.385000000000000E+009,-4.225096106529236E-001,7.232378721237183E-001,-6.844484650087676E-001,6.432100546893189E-001,-5.069761276245117E-001,6.617448329925537E-001,-4.597453403663636E-001,6.089116621780396E-001,
2.390000000000000E+009,-3.986872732639313E-001,7.153912782669067E-001,-6.770557871241772E-001,6.514164119219060E-001,-4.911168217658997E-001,6.557039022445679E-001,-4.506335872554780E-001,5.893677769660951E-001,
2.395000000000000E+009,-3.733699023723602E-001,7.027405500411987E-001,-6.691946571484515E-001,6.594291282122982E-001,-4.755689203739166E-001,6.463846564292908E-001,-4.469376549434664E-001,5.664942884445191E-001,
2.400000000000000E+009,-3.484926521778107E-001,6.845955848693848E-001,-6.614296389292136E-001,6.668779977283201E-001,-4.615623950958252E-001,6.331338286399841E-001,-4.507321357631685E-001,5.422705777931214E-001,
2.405000000000000E+009,-3.251692354679108E-001,6.597768068313599E-001,-6.534979854817629E-001,6.740738808088751E-001,-4.505276679992676E-001,6.159641742706299E-001,-4.631526058292390E-001,5.195945617675782E-001,
2.410000000000000E+009,-3.060358166694641E-001,6.268180608749390E-001,-6.457714104970500E-001,6.805081019042629E-001,-4.446298480033875E-001,5.948608517646790E-001,-4.832832930469513E-001,5.017215600204468E-001,
2.415000000000000E+009,-2.950320541858673E-001,5.866597294807434E-001,-6.382275601359703E-001,6.871075141619785E-001,-4.455880522727966E-001,5.722069144248962E-001,-5.085140625000002E-001,4.922562534141541E-001,
2.420000000000000E+009,-2.958655357360840E-001,5.416068434715271E-001,-6.303939686234379E-001,6.927599806165193E-001,-4.546569883823395E-001,5.497507452964783E-001,-5.350363592529297E-001,4.911522886085512E-001,
2.425000000000000E+009,-3.104011714458466E-001,4.971705675125122E-001,-6.230565765271369E-001,6.983345201229980E-001,-4.713160097599030E-001,5.317609310150147E-001,-5.598012693023682E-001,4.984524147701265E-001,
2.430000000000000E+009,-3.388053774833679E-001,4.572398662567139E-001,-6.156658801011928E-001,7.043422678884606E-001,-4.938977062702179E-001,5.204189419746399E-001,-5.810644131088258E-001,5.119077154159547E-001,
2.435000000000000E+009,-3.792064785957336E-001,4.278375804424286E-001,-6.086583940086459E-001,7.093273999135393E-001,-5.189572572708130E-001,5.172025561332703E-001,-5.975714697265626E-001,5.288321210861207E-001,
2.440000000000000E+009,-4.263646006584168E-001,4.126440584659576E-001,-6.018101144766321E-001,7.139064730325799E-001,-5.435066819190979E-001,5.222087502479553E-001,-6.091847632026674E-001,5.476947335815430E-001,
2.445000000000000E+009,-4.735487103462219E-001,4.139543175697327E-001,-5.951137787270472E-001,7.192564326424356E-001,-5.645363330841065E-001,5.342274904251099E-001,-6.163480875778200E-001,5.681679507446291E-001,
2.450000000000000E+009,-5.150563716888428E-001,4.272902905941010E-001,-5.886454015739637E-001,7.238516977136319E-001,-5.806748270988464E-001,5.503056049346924E-001,-6.198943834686280E-001,5.876116505432130E-001,
2.455000000000000E+009,-5.488092303276062E-001,4.495125710964203E-001,-5.826629149794902E-001,7.286394798609225E-001,-5.923427939414978E-001,5.689063668251038E-001,-6.208434304046633E-001,6.064397698402406E-001,
2.460000000000000E+009,-5.736810564994812E-001,4.767710566520691E-001,-5.764057425375517E-001,7.339325573106310E-001,-5.994982719421387E-001,5.890632271766663E-001,-6.192954723739624E-001,6.251285194587707E-001,
2.465000000000000E+009,-5.903275609016419E-001,5.049893260002136E-001,-5.707310895717197E-001,7.390277164759959E-001,-6.028065085411072E-001,6.085130572319031E-001,-6.159695861244202E-001,6.420301659965515E-001,
2.470000000000000E+009,-6.005936264991760E-001,5.332859754562378E-001,-5.646644597489481E-001,7.444545485109492E-001,-6.030619144439697E-001,6.275975704193115E-001,-6.109595229339601E-001,6.581786863708496E-001,
2.475000000000000E+009,-6.060991287231445E-001,5.604903697967529E-001,-5.591453240446542E-001,7.501506047226744E-001,-6.012876033782959E-001,6.457585096359253E-001,-6.055085715866089E-001,6.733817436599734E-001,
2.480000000000000E+009,-6.068586707115173E-001,5.860693454742432E-001,-5.526908890115381E-001,7.558832171731114E-001,-5.967041850090027E-001,6.630272865295410E-001,-5.981449403190614E-001,6.874659475135805E-001,
2.485000000000000E+009,-6.053179502487183E-001,6.090211868286133E-001,-5.469938919284443E-001,7.614012409636111E-001,-5.914529561996460E-001,6.779417991638184E-001,-5.910546693038941E-001,7.000342014503480E-001,
2.490000000000000E+009,-6.009922623634338E-001,6.300342082977295E-001,-5.410226239450255E-001,7.672972770294468E-001,-5.853141546249390E-001,6.921792626380920E-001,-5.833315151214601E-001,7.119074048805238E-001,
2.495000000000000E+009,-5.958786010742188E-001,6.490951776504517E-001,-5.350019437024441E-001,7.732236893650918E-001,-5.787372589111328E-001,7.054376602172852E-001,-5.754565262985231E-001,7.228935802268983E-001,
2.500000000000000E+009,-5.895665884017944E-001,6.666113734245300E-001,-5.289549246099993E-001,7.787756445826917E-001,-5.714067220687866E-001,7.170473933219910E-001,-5.674285062026979E-001,7.327807985877993E-001,
2.505000000000000E+009,-5.763946771621704E-001,6.731694340705872E-001,-5.171384615846901E-001,7.753784200428838E-001,-5.575491786003113E-001,7.192434668540955E-001,-5.535174268531801E-001,7.332085379409791E-001,
2.510000000000000E+009,-5.692644119262695E-001,6.870092153549194E-001,-5.114657068929045E-001,7.809147600102553E-001,-5.506446957588196E-001,7.289565205574036E-001,-5.459953586006165E-001,7.414841217994691E-001,
2.515000000000000E+009,-5.618467926979065E-001,7.016500234603882E-001,-5.046743283651130E-001,7.876683267481657E-001,-5.428970456123352E-001,7.398685216903687E-001,-5.380615316200258E-001,7.511808277893068E-001,
2.520000000000000E+009,-5.538174510002136E-001,7.137306928634644E-001,-4.983531588901604E-001,7.932428587531266E-001,-5.355559587478638E-001,7.486487030982971E-001,-5.304287351608278E-001,7.591654362297060E-001,
2.525000000000000E+009,-5.458320975303650E-001,7.240098714828491E-001,-4.917490398629416E-001,7.980924799730800E-001,-5.280945301055908E-001,7.564648985862732E-001,-5.225915038108826E-001,7.659296356964114E-001,
2.530000000000000E+009,-5.384707450866699E-001,7.343380451202393E-001,-4.858105423220827E-001,8.030526051463712E-001,-5.207081437110901E-001,7.642802000045776E-001,-5.156744707870485E-001,7.727785721397402E-001,
2.535000000000000E+009,-5.313147902488709E-001,7.425529360771179E-001,-4.800418668818692E-001,8.070165732928557E-001,-5.138809680938721E-001,7.703616619110107E-001,-5.086302121734621E-001,7.780611939048769E-001,
2.540000000000000E+009,-5.230981111526489E-001,7.508411407470703E-001,-4.731606912216017E-001,8.111179468666186E-001,-5.061769485473633E-001,7.765470743179321E-001,-5.009752539634707E-001,7.838305582237244E-001,
2.545000000000000E+009,-5.149841308593750E-001,7.581606507301331E-001,-4.660123198596943E-001,8.146074132474735E-001,-4.985347688198090E-001,7.825561165809631E-001,-4.931791247653962E-001,7.889066481208803E-001,
2.550000000000000E+009,-5.074292421340942E-001,7.666850686073303E-001,-4.599238948654162E-001,8.200097532325574E-001,-4.914135336875916E-001,7.898955345153809E-001,-4.860755213260651E-001,7.955219697952273E-001,
2.555000000000000E+009,-4.994771182537079E-001,7.750646471977234E-001,-4.533252529365328E-001,8.250670989312816E-001,-4.838421046733856E-001,7.963594198226929E-001,-4.787917829418183E-001,8.015582917594911E-001,
2.560000000000000E+009,-4.920213818550110E-001,7.826948761940002E-001,-4.465767379615747E-001,8.296562662654581E-001,-4.764877557754517E-001,8.026289939880371E-001,-4.716677048492433E-001,8.075877716445923E-001,
2.565000000000000E+009,-4.833893477916718E-001,7.922627925872803E-001,-4.389593356499637E-001,8.361214672762771E-001,-4.680805802345276E-001,8.108168840408325E-001,-4.634205632877351E-001,8.153500229835512E-001,
2.570000000000000E+009,-4.752191901206970E-001,8.006195425987244E-001,-4.319403830541275E-001,8.420854416660651E-001,-4.607555568218231E-001,8.181819915771484E-001,-4.557758560180665E-001,8.223417142486574E-001,
2.575000000000000E+009,-4.663161933422089E-001,8.093814253807068E-001,-4.240695418439194E-001,8.481915307592240E-001,-4.519779384136200E-001,8.255375027656555E-001,-4.473502836608887E-001,8.294770663070681E-001,
2.580000000000000E+009,-4.579534530639648E-001,8.174758553504944E-001,-4.168332013262481E-001,8.541462205668954E-001,-4.439846575260162E-001,8.326372504234314E-001,-4.393545459461213E-001,8.362965625000003E-001,
2.585000000000000E+009,-4.486342668533325E-001,8.246073126792908E-001,-4.085373817771435E-001,8.588566679945792E-001,-4.352432787418366E-001,8.386688232421875E-001,-4.306315887451173E-001,8.420363188934327E-001,
2.590000000000000E+009,-4.395737349987030E-001,8.312407135963440E-001,-4.005048227590402E-001,8.636854667496252E-001,-4.265441894531250E-001,8.445810079574585E-001,-4.221641948032380E-001,8.476597022819521E-001,
2.595000000000000E+009,-4.310616552829742E-001,8.372406959533691E-001,-3.928374003969032E-001,8.676824110173815E-001,-4.183260202407837E-001,8.497377038002014E-001,-4.138783224487306E-001,8.525504489707949E-001,
2.600000000000000E+009,-4.222501516342163E-001,8.435356020927429E-001,-3.852141718386760E-001,8.724475245954594E-001,-4.101889133453369E-001,8.554331064224243E-001,-4.056484100341797E-001,8.579051693153385E-001,
2.605000000000000E+009,-4.129726290702820E-001,8.488253951072693E-001,-3.770126990637731E-001,8.762148439039071E-001,-4.009861648082733E-001,8.598605990409851E-001,-3.968780327606202E-001,8.623914418029788E-001,
2.610000000000000E+009,-4.047391116619110E-001,8.545863628387451E-001,-3.697774505081921E-001,8.805399711581141E-001,-3.931990861892700E-001,8.651986718177795E-001,-3.891661890697480E-001,8.673355058288577E-001,
2.615000000000000E+009,-3.957457542419434E-001,8.599876761436462E-001,-3.612969088618172E-001,8.847263276687576E-001,-3.846222758293152E-001,8.700941205024719E-001,-3.804276362323762E-001,8.722053774261476E-001,
2.620000000000000E+009,-3.874282240867615E-001,8.658667206764221E-001,-3.539774440820691E-001,8.893675820238616E-001,-3.769894242286682E-001,8.756045699119568E-001,-3.727576410961151E-001,8.775145134353640E-001,
2.625000000000000E+009,-3.794120252132416E-001,8.712936639785767E-001,-3.469949975277373E-001,8.935627133462359E-001,-3.689005076885223E-001,8.802766799926758E-001,-3.650165426349640E-001,8.820310036849979E-001,
2.630000000000000E+009,-3.713225424289703E-001,8.771679401397705E-001,-3.394638250309711E-001,8.986569680809283E-001,-3.609746098518372E-001,8.857484459877014E-001,-3.569184807109833E-001,8.874957244300845E-001,
2.635000000000000E+009,-3.614998757839203E-001,8.830498456954956E-001,-3.306757841481230E-001,9.031920133390268E-001,-3.516942858695984E-001,8.907084465026856E-001,-3.478953676319123E-001,8.924891952705385E-001,
2.640000000000000E+009,-3.542823791503906E-001,8.871994614601135E-001,-3.240218178350726E-001,9.067065199665182E-001,-3.444520235061646E-001,8.948997855186462E-001,-3.410086589813233E-001,8.964432734298706E-001,
2.645000000000000E+009,-3.447256386280060E-001,8.910313248634338E-001,-3.154675145320817E-001,9.099432678896329E-001,-3.358285725116730E-001,8.988132476806641E-001,-3.319339615631105E-001,9.001353453254702E-001,
2.650000000000000E+009,-3.361139297485352E-001,8.952246904373169E-001,-3.072363518076418E-001,9.133573406754386E-001,-3.273502588272095E-001,9.026489853858948E-001,-3.234727198886872E-001,9.038887315368654E-001,
2.655000000000000E+009,-3.262420594692230E-001,8.992910385131836E-001,-2.983117570973448E-001,9.168106010615522E-001,-3.176704943180084E-001,9.062452912330627E-001,-3.142945939922333E-001,9.075684695625308E-001,
2.660000000000000E+009,-3.176090121269226E-001,9.023768305778503E-001,-2.903857657298850E-001,9.194093211677077E-001,-3.094172477722168E-001,9.092093706130981E-001,-3.058315667629242E-001,9.102554935836794E-001,
2.665000000000000E+009,-3.087022900581360E-001,9.055751562118530E-001,-2.814418633543839E-001,9.217524559337410E-001,-3.004218637943268E-001,9.120334982872009E-001,-2.965778116989136E-001,9.129853882789614E-001,
2.670000000000000E+009,-2.992478013038635E-001,9.082304835319519E-001,-2.725714863191305E-001,9.237967896483196E-001,-2.910259366035461E-001,9.146458506584168E-001,-2.875221518993378E-001,9.154179294395448E-001,
2.675000000000000E+009,-2.896999716758728E-001,9.106858968734741E-001,-2.638818568842417E-001,9.256747253421193E-001,-2.821937799453735E-001,9.165967702865601E-001,-2.785555401229859E-001,9.175322743988039E-001,
2.680000000000000E+009,-2.805975675582886E-001,9.133855104446411E-001,-2.550617117991823E-001,9.279825286620637E-001,-2.735229134559631E-001,9.192917346954346E-001,-2.694572996330262E-001,9.200729131317140E-001,
2.685000000000000E+009,-2.719774842262268E-001,9.161409735679627E-001,-2.468515623965412E-001,9.299857776656165E-001,-2.649521827697754E-001,9.220372438430786E-001,-2.610423578643800E-001,9.223814975357058E-001,
2.690000000000000E+009,-2.634529769420624E-001,9.185101985931397E-001,-2.394576990702474E-001,9.324095861378221E-001,-2.571342289447784E-001,9.241005182266235E-001,-2.532382570171357E-001,9.248490914726260E-001,
2.695000000000000E+009,-2.545545399188995E-001,9.217313528060913E-001,-2.308803904007371E-001,9.354984295112200E-001,-2.480805516242981E-001,9.278207421302795E-001,-2.445130360364914E-001,9.280680703163149E-001,
2.700000000000000E+009,-2.461909055709839E-001,9.246062636375427E-001,-2.227566844826816E-001,9.375602350215821E-001,-2.401123791933060E-001,9.301356077194214E-001,-2.362547580194474E-001,9.303385165023805E-001,
2.705000000000000E+009,-2.369961589574814E-001,9.269180893898010E-001,-2.134615665722455E-001,9.394898633094229E-001,-2.301303446292877E-001,9.323021173477173E-001,-2.266872432327271E-001,9.325206523132326E-001,
2.710000000000000E+009,-2.269422113895416E-001,9.290345907211304E-001,-2.038515371792575E-001,9.411615094088355E-001,-2.207149565219879E-001,9.343125820159912E-001,-2.169192838001252E-001,9.346024080657961E-001,
2.715000000000000E+009,-2.169466465711594E-001,9.308452606201172E-001,-1.942778214455366E-001,9.424590079915152E-001,-2.110110521316528E-001,9.361545443534851E-001,-2.070818089199067E-001,9.359875450706483E-001,
2.720000000000000E+009,-2.067407071590424E-001,9.317470788955689E-001,-1.847352975023819E-001,9.428118591412193E-001,-2.007315009832382E-001,9.368203878402710E-001,-1.971358984994889E-001,9.365802665328982E-001,
2.725000000000000E+009,-1.972423642873764E-001,9.321829676628113E-001,-1.755708256650889E-001,9.431880231316171E-001,-1.912703961133957E-001,9.375084042549133E-001,-1.877850560283662E-001,9.370588994407656E-001,
2.730000000000000E+009,-1.870460659265518E-001,9.325160980224609E-001,-1.659682021068326E-001,9.431346824229777E-001,-1.815749704837799E-001,9.379031062126160E-001,-1.779300238752365E-001,9.372104077339174E-001,
2.735000000000000E+009,-1.779290139675140E-001,9.327303767204285E-001,-1.573015723583446E-001,9.432043989464956E-001,-1.727074980735779E-001,9.380809068679810E-001,-1.689821692228318E-001,9.373481859397890E-001,
2.740000000000000E+009,-1.688009351491928E-001,9.326903223991394E-001,-1.488011370393972E-001,9.429948857263448E-001,-1.635049134492874E-001,9.380708336830139E-001,-1.602225363779068E-001,9.372857103157044E-001,
2.745000000000000E+009,-1.595533639192581E-001,9.328538179397583E-001,-1.395808977610605E-001,9.428369513489096E-001,-1.539519727230072E-001,9.383197426795960E-001,-1.507856972026825E-001,9.373310204505922E-001,
2.750000000000000E+009,-1.500661671161652E-001,9.326260089874268E-001,-1.305387321878285E-001,9.423272824671553E-001,-1.447566449642181E-001,9.378291368484497E-001,-1.414884604454041E-001,9.367688058853152E-001,
2.755000000000000E+009,-1.403696835041046E-001,9.326207041740418E-001,-1.212724962128721E-001,9.424508976080721E-001,-1.349719762802124E-001,9.382556676864624E-001,-1.319531218290329E-001,9.368481963729860E-001,
2.760000000000000E+009,-1.324180662631989E-001,9.326671957969666E-001,-1.135493620651604E-001,9.424188298319883E-001,-1.272834837436676E-001,9.381529688835144E-001,-1.239267666268349E-001,9.368611717987063E-001,
2.765000000000000E+009,-1.238785013556480E-001,9.332320094108582E-001,-1.051206052517413E-001,9.428035619673292E-001,-1.185573339462280E-001,9.387569427490234E-001,-1.154547653865815E-001,9.373750730705264E-001,
2.770000000000000E+009,-1.156283244490624E-001,9.340094327926636E-001,-9.728710362014564E-002,9.434925755453304E-001,-1.107562035322189E-001,9.394556283950806E-001,-1.072158108425141E-001,9.380168254852297E-001,
2.775000000000000E+009,-1.081101968884468E-001,9.349034428596497E-001,-8.982686156763903E-002,9.445427445523502E-001,-1.025688126683235E-001,9.404094219207764E-001,-9.961725951671603E-002,9.390367804908755E-001,
2.780000000000000E+009,-1.000568270683289E-001,9.358741044998169E-001,-8.190470639808813E-002,9.452835466196282E-001,-9.487336128950119E-002,9.411741495132446E-001,-9.170865817070009E-002,9.397760660362245E-001,
2.785000000000000E+009,-9.137699007987976E-002,9.360390305519104E-001,-7.305398367476942E-002,9.455113293881643E-001,-8.582168072462082E-002,9.418438673019409E-001,-8.302904787540440E-002,9.399903979110719E-001,
2.790000000000000E+009,-8.243609219789505E-002,9.365648627281189E-001,-6.469061565986085E-002,9.460534755983703E-001,-7.696471363306046E-002,9.422744512557983E-001,-7.430605152606964E-002,9.404589364051821E-001,
2.795000000000000E+009,-7.322388142347336E-002,9.362982511520386E-001,-5.547390969212872E-002,9.458309120218322E-001,-6.767457723617554E-002,9.415836930274963E-001,-6.494361973524095E-002,9.400493360137942E-001,
2.800000000000000E+009,-6.438360363245010E-002,9.368364214897156E-001,-4.661007720719823E-002,9.458330155979822E-001,-5.908977612853050E-002,9.422580599784851E-001,-5.617537684202195E-002,9.402101078414920E-001,
2.805000000000000E+009,-5.578683316707611E-002,9.362699985504150E-001,-3.801557399712707E-002,9.454438051392003E-001,-5.017375200986862E-002,9.418247342109680E-001,-4.736261524438860E-002,9.396013650321962E-001,
