% Version 1.00
%
%freq[Hz],re:Trc13_S21,im:Trc13_S21,re:ag_S21,im:ag_S21,re:pl_0_1_S21,im:pl_0_1_S21,re:pl_0_5_S21,im:pl_0_5_S21,re:Mem17[Trc13]_S21,im:Mem17[Trc13]_S21,
1.950000000000000E+009,-9.593014127547548E-001,1.255126901038834E-001,-9.581374902642372E-001,1.299044571423610E-001,-9.594917297363281E-001,1.257430762052536E-001,-9.594750607109073E-001,1.258272039127350E-001,-9.593243130683901E-001,1.255610391139984E-001,
1.955000000000000E+009,-9.582396759691225E-001,1.343415166310074E-001,-9.570077800066378E-001,1.388676348272584E-001,-9.582972526550293E-001,1.343629807233810E-001,-9.584466822624208E-001,1.346227713966370E-001,-9.582074867248538E-001,1.343519242286683E-001,
1.960000000000000E+009,-9.567659553886966E-001,1.436317926940995E-001,-9.553975232571761E-001,1.481750845184571E-001,-9.569363594055176E-001,1.437780559062958E-001,-9.570325862693789E-001,1.438756332731247E-001,-9.567977313041688E-001,1.436672128438950E-001,
1.965000000000000E+009,-9.550536810034305E-001,1.525913303551453E-001,-9.536342174749847E-001,1.571358696993956E-001,-9.553735852241516E-001,1.525611728429794E-001,-9.552411335563662E-001,1.526878722095490E-001,-9.550889694213869E-001,1.526236042499543E-001,
1.970000000000000E+009,-9.532422233429752E-001,1.612213541148331E-001,-9.517833596106402E-001,1.658055627620506E-001,-9.536430835723877E-001,1.613245010375977E-001,-9.535405035972597E-001,1.613088990306854E-001,-9.532160261154177E-001,1.612411387443543E-001,
1.975000000000000E+009,-9.512925963926150E-001,1.701871373602356E-001,-9.497851907236559E-001,1.748595188770611E-001,-9.516743421554565E-001,1.701017767190933E-001,-9.516863370323183E-001,1.702138482332230E-001,-9.513175936698917E-001,1.701307773351670E-001,
1.980000000000000E+009,-9.492408308296206E-001,1.791221315511460E-001,-9.478181592323253E-001,1.840898630724971E-001,-9.497505426406860E-001,1.790256947278976E-001,-9.496632024383547E-001,1.791551536989212E-001,-9.493135213851930E-001,1.791736925601960E-001,
1.985000000000000E+009,-9.469427388567814E-001,1.874305298990082E-001,-9.454181208709984E-001,1.923833231531421E-001,-9.474853277206421E-001,1.871009320020676E-001,-9.474496968650820E-001,1.873751507663727E-001,-9.469630022048952E-001,1.874466153144836E-001,
1.990000000000000E+009,-9.448214450825321E-001,1.957380266251816E-001,-9.431968678599078E-001,2.006821907290366E-001,-9.454922080039978E-001,1.952497512102127E-001,-9.453836412620547E-001,1.955229637527466E-001,-9.447426826477053E-001,1.956716102123261E-001,
1.995000000000000E+009,-9.421386028344179E-001,2.044956228604691E-001,-9.405839722822618E-001,2.096106078078609E-001,-9.429011344909668E-001,2.041786611080170E-001,-9.428030847930909E-001,2.041061885643006E-001,-9.421127339363099E-001,2.044631569862366E-001,
2.000000000000000E+009,-9.394520036633182E-001,2.129816883161500E-001,-9.377916374992229E-001,2.181462749540728E-001,-9.403831362724304E-001,2.122803181409836E-001,-9.403891580390932E-001,2.124776114892960E-001,-9.394770706176759E-001,2.129209716796875E-001,
2.005000000000000E+009,-9.364457135172489E-001,2.213265039931809E-001,-9.348588542921673E-001,2.266095659913859E-001,-9.375604391098023E-001,2.203662842512131E-001,-9.374958634376528E-001,2.208309145498276E-001,-9.364024325370790E-001,2.213436156749726E-001,
2.010000000000000E+009,-9.335352870006777E-001,2.290818718524110E-001,-9.319443439014272E-001,2.344643140707457E-001,-9.350410103797913E-001,2.281362563371658E-001,-9.348341189956667E-001,2.284106934261322E-001,-9.335927554130556E-001,2.291062438726426E-001,
2.015000000000000E+009,-9.310148594199893E-001,2.369858330751755E-001,-9.295255819236525E-001,2.424025845947667E-001,-9.323740601539612E-001,2.361181676387787E-001,-9.325699235916140E-001,2.361413495779038E-001,-9.310325647354127E-001,2.370340164184571E-001,
2.020000000000000E+009,-9.286693026309816E-001,2.448582464296448E-001,-9.272168230406742E-001,2.505558050052002E-001,-9.306190013885498E-001,2.437810450792313E-001,-9.304977990341189E-001,2.439474037456513E-001,-9.286335215568544E-001,2.448478613376618E-001,
2.025000000000000E+009,-9.261811232157351E-001,2.529608767477418E-001,-9.248395879051199E-001,2.589175933658069E-001,-9.284858107566834E-001,2.518943250179291E-001,-9.283409305191043E-001,2.519993272113801E-001,-9.261344595909120E-001,2.529236650466920E-001,
2.030000000000000E+009,-9.235297892466250E-001,2.611493419763764E-001,-9.222027282643384E-001,2.671063170205074E-001,-9.264064431190491E-001,2.597773671150208E-001,-9.260606750679018E-001,2.599759707260133E-001,-9.234560110092165E-001,2.611221725463868E-001,
2.035000000000000E+009,-9.213159235066043E-001,2.694658270094728E-001,-9.201924083862269E-001,2.756683397688043E-001,-9.245347976684570E-001,2.679072916507721E-001,-9.242629151153565E-001,2.682286945533753E-001,-9.213117391586306E-001,2.694778136730195E-001,
2.040000000000000E+009,-9.185528924112978E-001,2.781933464011323E-001,-9.177219009923262E-001,2.845080863756567E-001,-9.224143028259277E-001,2.765492498874664E-001,-9.221896420478823E-001,2.768131894207001E-001,-9.185963847160341E-001,2.781697088718415E-001,
2.045000000000000E+009,-9.157478735277651E-001,2.872067721022950E-001,-9.153062876938931E-001,2.935367057338123E-001,-9.202533960342407E-001,2.856223285198212E-001,-9.200344951438905E-001,2.856739735031129E-001,-9.158274826049806E-001,2.872318091392518E-001,
2.050000000000000E+009,-9.125367953745487E-001,2.964322658972566E-001,-9.126445203386605E-001,3.029355714363510E-001,-9.179511666297913E-001,2.941828370094299E-001,-9.176518711471560E-001,2.946601100444795E-001,-9.125300212860109E-001,2.963845278263093E-001,
2.055000000000000E+009,-9.086725692133914E-001,3.065294094046784E-001,-9.096332991070655E-001,3.133196595311409E-001,-9.152917265892029E-001,3.044297099113464E-001,-9.150508453750613E-001,3.047244629764557E-001,-9.086530811309816E-001,3.065252828598022E-001,
2.060000000000000E+009,-9.042556309011844E-001,3.163772350895538E-001,-9.062065718099566E-001,3.233830646507170E-001,-9.121421575546265E-001,3.143130838871002E-001,-9.119232454299929E-001,3.146973131942750E-001,-9.042922115325930E-001,3.164171395301819E-001,
2.065000000000000E+009,-8.996165628085391E-001,3.260114062112733E-001,-9.028426853838677E-001,3.338968154976569E-001,-9.092302322387695E-001,3.244135975837708E-001,-9.090027927589418E-001,3.247730928802491E-001,-8.996529203414918E-001,3.260339193344117E-001,
2.070000000000000E+009,-8.942449407261904E-001,3.350806776152588E-001,-8.989825922082896E-001,3.444766692973154E-001,-9.059617519378662E-001,3.343337476253510E-001,-9.055045998001101E-001,3.347617203998566E-001,-8.942309426307681E-001,3.351066330909730E-001,
2.075000000000000E+009,-8.882799318851872E-001,3.438432575985779E-001,-8.945236429869912E-001,3.550503579613605E-001,-9.019540548324585E-001,3.445518612861633E-001,-9.015300880050663E-001,3.450575699806214E-001,-8.882838000297548E-001,3.438755339145661E-001,
2.080000000000000E+009,-8.822483309675234E-001,3.516471241112855E-001,-8.898520692093775E-001,3.653715194269218E-001,-8.979122042655945E-001,3.546482324600220E-001,-8.974092418670655E-001,3.551272898864747E-001,-8.822857989311220E-001,3.516507513999940E-001,
2.085000000000000E+009,-8.761717314189640E-001,3.586462922688081E-001,-8.843833081568429E-001,3.760505257123635E-001,-8.931908011436462E-001,3.651427328586578E-001,-8.926247725677492E-001,3.653898847866060E-001,-8.761516330718997E-001,3.586694184780122E-001,
2.090000000000000E+009,-8.709167031809817E-001,3.647129596197113E-001,-8.789412226169480E-001,3.865615137655803E-001,-8.882315158843994E-001,3.748780488967896E-001,-8.877122278404239E-001,3.752628385639191E-001,-8.708352930068971E-001,3.648460076808929E-001,
2.095000000000000E+009,-8.671000520552370E-001,3.709262561697816E-001,-8.735749821591172E-001,3.971072501546918E-001,-8.837500214576721E-001,3.847632408142090E-001,-8.830701700019839E-001,3.853714241313935E-001,-8.670551304817201E-001,3.709270529270172E-001,
2.100000000000000E+009,-8.641966072306826E-001,3.770041167403321E-001,-8.680685519726389E-001,4.069487901875032E-001,-8.790941238403320E-001,3.944285511970520E-001,-8.782233757591249E-001,3.948411280441285E-001,-8.641194868087770E-001,3.770135072231293E-001,
2.105000000000000E+009,-8.614665574710023E-001,3.844088881627260E-001,-8.619786684865813E-001,4.174888420000092E-001,-8.738651275634766E-001,4.043812453746796E-001,-8.729730909538270E-001,4.047134272480013E-001,-8.614083522796633E-001,3.844027911186219E-001,
2.110000000000000E+009,-8.590442472676271E-001,3.925036083369172E-001,-8.560027446315406E-001,4.280640780432296E-001,-8.689736723899841E-001,4.141241014003754E-001,-8.679827719688417E-001,4.144241676425934E-001,-8.590071552276613E-001,3.925560043334961E-001,
2.115000000000000E+009,-8.556116213249819E-001,4.007107829665010E-001,-8.491479917669274E-001,4.379999102580691E-001,-8.630694746971130E-001,4.235543906688690E-001,-8.621362710762026E-001,4.238404629516603E-001,-8.555891213417055E-001,4.007508362770082E-001,
2.120000000000000E+009,-8.522375120055483E-001,4.096614458474153E-001,-8.422930683514203E-001,4.483789270805736E-001,-8.575118780136108E-001,4.334241449832916E-001,-8.564042311859133E-001,4.337107031345369E-001,-8.521615394592288E-001,4.096556656837464E-001,
2.125000000000000E+009,-8.480662406765324E-001,4.188155055094239E-001,-8.348266980469731E-001,4.587579176446165E-001,-8.512660861015320E-001,4.429922103881836E-001,-8.502211497497560E-001,4.433389102172853E-001,-8.480309780120852E-001,4.188403007030488E-001,
2.130000000000000E+009,-8.432310993565676E-001,4.274980705071045E-001,-8.269782811474561E-001,4.685837500687039E-001,-8.448179364204407E-001,4.520783424377441E-001,-8.436689439010622E-001,4.523355532169343E-001,-8.431690793037415E-001,4.274719838142396E-001,
2.135000000000000E+009,-8.375948078661682E-001,4.358388304423098E-001,-8.183613708154399E-001,4.784998685893689E-001,-8.379028439521790E-001,4.612239897251129E-001,-8.365134108924868E-001,4.613538379859925E-001,-8.375877173423767E-001,4.358035178661347E-001,
2.140000000000000E+009,-8.318184936430361E-001,4.442699951061830E-001,-8.094545532455083E-001,4.882981650904128E-001,-8.308392763137817E-001,4.702376723289490E-001,-8.292294905471804E-001,4.703965240764619E-001,-8.317905879020693E-001,4.442846149921418E-001,
2.145000000000000E+009,-8.256499378032168E-001,4.522123127566315E-001,-8.000527623319798E-001,4.975664429552711E-001,-8.236978650093079E-001,4.788960218429565E-001,-8.216478946495057E-001,4.790099325561524E-001,-8.256439112663270E-001,4.521861890792848E-001,
2.150000000000000E+009,-8.188031791660708E-001,4.590246484155489E-001,-7.897702932290696E-001,5.065935769031695E-001,-8.153781294822693E-001,4.866716861724854E-001,-8.132873635101321E-001,4.867086207771302E-001,-8.187161911964418E-001,4.590131195545197E-001,
2.155000000000000E+009,-8.119193971717776E-001,4.657602742992066E-001,-7.790453679672150E-001,5.154774670346284E-001,-8.073370456695557E-001,4.947884976863861E-001,-8.048551746368411E-001,4.943192831420900E-001,-8.118594354629519E-001,4.657272045135499E-001,
2.160000000000000E+009,-8.046379738283939E-001,4.717651965870392E-001,-7.677213065785463E-001,5.236590379047339E-001,-7.988288998603821E-001,5.021224617958069E-001,-7.961058789253237E-001,5.013196553421021E-001,-8.046841110229493E-001,4.717345426559448E-001,
2.165000000000000E+009,-7.974718671298831E-001,4.775711399949648E-001,-7.556696402042252E-001,5.321872445126179E-001,-7.899229526519775E-001,5.096078515052795E-001,-7.871652553367617E-001,5.085567093658449E-001,-7.974970445632936E-001,4.775669598579408E-001,
2.170000000000000E+009,-7.903792233384219E-001,4.828484840558229E-001,-7.431673452206160E-001,5.407934701512320E-001,-7.810173034667969E-001,5.171745419502258E-001,-7.782790321922304E-001,5.153807131004334E-001,-7.903796627044679E-001,4.828318928241730E-001,
2.175000000000000E+009,-7.831734321163089E-001,4.877626529830476E-001,-7.294262445191933E-001,5.491919900610431E-001,-7.714212536811829E-001,5.245118141174316E-001,-7.688954694557193E-001,5.220034226608277E-001,-7.832233944892885E-001,4.877403335571290E-001,
2.180000000000000E+009,-7.757995218886111E-001,4.922864154878693E-001,-7.141603886050021E-001,5.578019304351826E-001,-7.610565423965454E-001,5.311795473098755E-001,-7.589690811157228E-001,5.288528903388978E-001,-7.758658652305605E-001,4.922297306060792E-001,
2.185000000000000E+009,-7.689373938166689E-001,4.961565286938539E-001,-6.975185707709518E-001,5.657624671796624E-001,-7.509362101554871E-001,5.375472903251648E-001,-7.488586874580385E-001,5.356288105583191E-001,-7.689694703102115E-001,4.961524373054506E-001,
2.190000000000000E+009,-7.620681015975528E-001,4.996984088992799E-001,-6.784366782388169E-001,5.737827231804124E-001,-7.397257089614868E-001,5.440647006034851E-001,-7.375498754692080E-001,5.425108792686463E-001,-7.620765908241275E-001,4.998198805332185E-001,
2.195000000000000E+009,-7.556560965580201E-001,5.018717276476929E-001,-6.565866956638899E-001,5.800573852887062E-001,-7.284072637557983E-001,5.492028594017029E-001,-7.248786776351930E-001,5.483425802421570E-001,-7.557219811439516E-001,5.019052446365357E-001,
2.200000000000000E+009,-7.501362654134463E-001,5.037373587366090E-001,-6.319344890028662E-001,5.839459852741328E-001,-7.165892124176025E-001,5.539278984069824E-001,-7.109859800720216E-001,5.531078718185426E-001,-7.500912174224855E-001,5.037721024513245E-001,
2.205000000000000E+009,-7.455833145978884E-001,5.050596540193300E-001,-6.042402429853573E-001,5.845336144595665E-001,-7.044320106506348E-001,5.581099987030029E-001,-6.958331554412842E-001,5.559058503150941E-001,-7.455465276718141E-001,5.052050125122071E-001,
2.210000000000000E+009,-7.426298472249574E-001,5.063964966879152E-001,-5.736113166008034E-001,5.804038971228855E-001,-6.916792988777161E-001,5.618290901184082E-001,-6.801900491905214E-001,5.563916169166566E-001,-7.426350471496583E-001,5.065099227905274E-001,
2.215000000000000E+009,-7.408051543815677E-001,5.086096229057008E-001,-5.407306800654516E-001,5.695092519906748E-001,-6.776636242866516E-001,5.647971034049988E-001,-6.643795117187501E-001,5.539786812400819E-001,-7.406565719604494E-001,5.086728663444520E-001,
2.220000000000000E+009,-7.401694513188477E-001,5.123079783273683E-001,-5.070803395625141E-001,5.499981005323832E-001,-6.630203127861023E-001,5.666156411170960E-001,-6.494609082412721E-001,5.484285923576355E-001,-7.400824170112610E-001,5.123140440940858E-001,
2.225000000000000E+009,-7.394887098982179E-001,5.168377614784303E-001,-4.759621697572112E-001,5.187007783001445E-001,-6.467794775962830E-001,5.656628608703613E-001,-6.363759307479860E-001,5.387955409431460E-001,-7.393638652801515E-001,5.167999917030335E-001,
2.230000000000000E+009,-7.387566603685792E-001,5.228399008774781E-001,-4.517803769894402E-001,4.756254884708578E-001,-6.301495432853699E-001,5.620495676994324E-001,-6.269431549453738E-001,5.263712410736086E-001,-7.386590245246888E-001,5.228210707664491E-001,
2.235000000000000E+009,-7.372684425304507E-001,5.302206861504212E-001,-4.421940751906665E-001,4.226140569241712E-001,-6.135329008102417E-001,5.544403791427612E-001,-6.227086046409608E-001,5.126504571914673E-001,-7.371531924247743E-001,5.302129445075989E-001,
2.240000000000000E+009,-7.353229600386172E-001,5.383957146923525E-001,-4.525808038305456E-001,3.664512959638788E-001,-5.988953113555908E-001,5.427494645118713E-001,-6.241471399116516E-001,4.997438761806489E-001,-7.352071010589601E-001,5.383278412818910E-001,
2.245000000000000E+009,-7.322476578179018E-001,5.468950683779541E-001,-4.834541877143588E-001,3.173506230414520E-001,-5.878854393959045E-001,5.265930294990540E-001,-6.301778927421571E-001,4.893525065517426E-001,-7.321636614799502E-001,5.468506659507753E-001,
2.250000000000000E+009,-7.285852767523745E-001,5.559637127241701E-001,-5.289438719145908E-001,2.853300703537439E-001,-5.831566452980042E-001,5.075207352638245E-001,-6.397787170028688E-001,4.838538987159731E-001,-7.285709122657776E-001,5.559136527061463E-001,
2.255000000000000E+009,-7.242056806834170E-001,5.648848620616700E-001,-5.783989084694317E-001,2.729574554139174E-001,-5.862908959388733E-001,4.884130358695984E-001,-6.506808437347413E-001,4.837052932643892E-001,-7.241475058555603E-001,5.647344283103943E-001,
2.260000000000000E+009,-7.193464444086549E-001,5.740331164471193E-001,-6.238214613769728E-001,2.766004285453081E-001,-5.967885851860046E-001,4.728006124496460E-001,-6.606665213394166E-001,4.881282751750947E-001,-7.193458971023560E-001,5.739517904281617E-001,
2.265000000000000E+009,-7.145631856221315E-001,5.830055442677431E-001,-6.614070865554144E-001,2.912924102748274E-001,-6.129552721977234E-001,4.635103046894074E-001,-6.690943182373049E-001,4.960522366237641E-001,-7.145285468101502E-001,5.829782664299011E-001,
2.270000000000000E+009,-7.089219372247133E-001,5.924148981151003E-001,-6.895538679025448E-001,3.122536362622435E-001,-6.301859617233276E-001,4.616383910179138E-001,-6.745039943313600E-001,5.065852002143860E-001,-7.088941795349122E-001,5.923546641349794E-001,
2.275000000000000E+009,-7.025730632560792E-001,6.014476383570619E-001,-7.090384168659534E-001,3.351759172824529E-001,-6.460927128791809E-001,4.659074246883392E-001,-6.772324887466432E-001,5.180321988296510E-001,-7.025421434402467E-001,6.013516498565674E-001,
2.280000000000000E+009,-6.955757410325686E-001,6.104393395683169E-001,-7.218092090461675E-001,3.580667571597919E-001,-6.595332026481628E-001,4.746986329555512E-001,-6.776912367057801E-001,5.299025704002381E-001,-6.955821829795837E-001,6.103752625465394E-001,
2.285000000000000E+009,-6.885398016432618E-001,6.194272027873475E-001,-7.295181399969684E-001,3.792445452370101E-001,-6.697635650634766E-001,4.868178069591522E-001,-6.763819248962404E-001,5.418826690483094E-001,-6.885039441108705E-001,6.193635009765626E-001,
2.290000000000000E+009,-6.807362264590151E-001,6.278029791715518E-001,-7.331448371469534E-001,3.985210260757627E-001,-6.764412522315979E-001,5.008047819137573E-001,-6.730705284309388E-001,5.535943822097779E-001,-6.806675095558169E-001,6.277593996047975E-001,
2.295000000000000E+009,-6.724096428208193E-001,6.360572480095337E-001,-7.341551028693656E-001,4.146002953325502E-001,-6.796338558197022E-001,5.151807665824890E-001,-6.682269740867617E-001,5.647384236335755E-001,-6.723567107200624E-001,6.359806553840637E-001,
2.300000000000000E+009,-6.637454292360842E-001,6.436909151765748E-001,-7.343654451613750E-001,4.273584050517467E-001,-6.802229285240173E-001,5.294189453125000E-001,-6.622023857116700E-001,5.747400653266908E-001,-6.637598981857300E-001,6.435749940872193E-001,
2.305000000000000E+009,-6.550183348036256E-001,6.514116657748413E-001,-7.361175094052527E-001,4.386948043098228E-001,-6.794161796569824E-001,5.433858036994934E-001,-6.557838610076905E-001,5.843704528045655E-001,-6.551131397247315E-001,6.512855458259583E-001,
2.310000000000000E+009,-6.459819311257814E-001,6.589470039165835E-001,-7.388634907651818E-001,4.493674004930317E-001,-6.762704849243164E-001,5.572565197944641E-001,-6.482513716316224E-001,5.937045983314514E-001,-6.459642088890076E-001,6.589113886833192E-001,
2.315000000000000E+009,-6.362913874464724E-001,6.664058550822818E-001,-7.428620498193386E-001,4.612539003015909E-001,-6.716912984848023E-001,5.705041885375977E-001,-6.397720128631593E-001,6.023600550270083E-001,-6.363092665672303E-001,6.663657198905946E-001,
2.320000000000000E+009,-6.264487600711671E-001,6.736621156992555E-001,-7.468324304532857E-001,4.750945055522493E-001,-6.655947566032410E-001,5.831701755523682E-001,-6.308695225143434E-001,6.103829909896852E-001,-6.265357360839845E-001,6.735335870742798E-001,
2.325000000000000E+009,-6.154724437645875E-001,6.810468979582338E-001,-7.491630676266522E-001,4.907880704851816E-001,-6.581687331199646E-001,5.952379703521729E-001,-6.208427663421632E-001,6.179926572799683E-001,-6.155426826477052E-001,6.810144388198853E-001,
2.330000000000000E+009,-6.038159473098451E-001,6.882249977787721E-001,-7.494184376771880E-001,5.075617527403984E-001,-6.496767401695252E-001,6.067783832550049E-001,-6.101541782379152E-001,6.248239603996277E-001,-6.038923950195313E-001,6.882172960281372E-001,
2.335000000000000E+009,-5.922743953253541E-001,6.947285061182191E-001,-7.476968343135008E-001,5.238022879696546E-001,-6.403244733810425E-001,6.171219348907471E-001,-5.992954164123536E-001,6.306156649971010E-001,-5.923247633934021E-001,6.946349052429202E-001,
2.340000000000000E+009,-5.793041222223634E-001,7.010698365568300E-001,-7.438338672489232E-001,5.394573928757446E-001,-6.296718120574951E-001,6.263412237167358E-001,-5.872837212562561E-001,6.357879045295717E-001,-5.793818304061891E-001,7.009801150321962E-001,
2.345000000000000E+009,-5.661801090326601E-001,7.075709023326540E-001,-7.392001015861660E-001,5.547041593065593E-001,-6.190681457519531E-001,6.354536414146423E-001,-5.752139609527589E-001,6.404885849571229E-001,-5.662982717514039E-001,7.075270478248597E-001,
2.350000000000000E+009,-5.520003150503481E-001,7.131440053124940E-001,-7.336405253337177E-001,5.683289799869705E-001,-6.076204776763916E-001,6.431991457939148E-001,-5.623927024459841E-001,6.437413834190371E-001,-5.521295827865600E-001,7.130128592491151E-001,
2.355000000000000E+009,-5.369386715115296E-001,7.185568730306643E-001,-7.273968503027112E-001,5.820641489596617E-001,-5.952096581459045E-001,6.508598923683167E-001,-5.487651205062867E-001,6.465566317176821E-001,-5.370472806930542E-001,7.185224904060366E-001,
2.360000000000000E+009,-5.213535244151795E-001,7.226668686783448E-001,-7.205845430467733E-001,5.934475830101974E-001,-5.821656584739685E-001,6.561272740364075E-001,-5.344603917884827E-001,6.470972122001648E-001,-5.214557288169861E-001,7.227407512664796E-001,
2.365000000000000E+009,-5.037967582261659E-001,7.265332229831423E-001,-7.134395662282032E-001,6.050450914591388E-001,-5.681390166282654E-001,6.608927845954895E-001,-5.189941660308839E-001,6.461483710098267E-001,-5.039076590538025E-001,7.264612792015077E-001,
2.370000000000000E+009,-4.850216193468018E-001,7.292671620291750E-001,-7.062825060800680E-001,6.155855943083444E-001,-5.534499883651733E-001,6.646068692207336E-001,-5.030863097572328E-001,6.426291357803345E-001,-4.851906411647797E-001,7.292268667221070E-001,
2.375000000000000E+009,-4.651397885186036E-001,7.294755939939395E-001,-6.993192587581479E-001,6.254780210226946E-001,-5.384743213653565E-001,6.655562520027161E-001,-4.874527102661134E-001,6.353222819709780E-001,-4.653238394737244E-001,7.294980909347535E-001,
2.380000000000000E+009,-4.439093222850465E-001,7.274639899584352E-001,-6.915565550839711E-001,6.343431712213127E-001,-5.228228569030762E-001,6.647781133651733E-001,-4.725275215339662E-001,6.242251802062990E-001,-4.440780345916749E-001,7.274963965415956E-001,
2.385000000000000E+009,-4.211823806411104E-001,7.228985241695375E-001,-6.844484650087676E-001,6.432100546893189E-001,-5.069761276245117E-001,6.617448329925537E-001,-4.597453403663636E-001,6.089116621780396E-001,-4.212766205787659E-001,7.230029913902283E-001,
2.390000000000000E+009,-3.972001274995393E-001,7.146720681733583E-001,-6.770557871241772E-001,6.514164119219060E-001,-4.911168217658997E-001,6.557039022445679E-001,-4.506335872554780E-001,5.893677769660951E-001,-3.973909554004670E-001,7.147731936454774E-001,
2.395000000000000E+009,-3.719727081471864E-001,7.017628874103700E-001,-6.691946571484515E-001,6.594291282122982E-001,-4.755689203739166E-001,6.463846564292908E-001,-4.469376549434664E-001,5.664942884445191E-001,-3.722479650974274E-001,7.017647638320923E-001,
2.400000000000000E+009,-3.471334955390535E-001,6.834050912704348E-001,-6.614296389292136E-001,6.668779977283201E-001,-4.615623950958252E-001,6.331338286399841E-001,-4.507321357631685E-001,5.422705777931214E-001,-3.474389325141908E-001,6.835247171401979E-001,
2.405000000000000E+009,-3.237347189039185E-001,6.580885074340274E-001,-6.534979854817629E-001,6.740738808088751E-001,-4.505276679992676E-001,6.159641742706299E-001,-4.631526058292390E-001,5.195945617675782E-001,-3.240684886455537E-001,6.583997603416444E-001,
2.410000000000000E+009,-3.049501405130861E-001,6.243805826147889E-001,-6.457714104970500E-001,6.805081019042629E-001,-4.446298480033875E-001,5.948608517646790E-001,-4.832832930469513E-001,5.017215600204468E-001,-3.052027877807618E-001,6.247768632888795E-001,
2.415000000000000E+009,-2.945658616070283E-001,5.839495407369447E-001,-6.382275601359703E-001,6.871075141619785E-001,-4.455880522727966E-001,5.722069144248962E-001,-5.085140625000002E-001,4.922562534141541E-001,-2.946991215229035E-001,5.844545932769776E-001,
2.420000000000000E+009,-2.960791515473908E-001,5.385750529913209E-001,-6.303939686234379E-001,6.927599806165193E-001,-4.546569883823395E-001,5.497507452964783E-001,-5.350363592529297E-001,4.911522886085512E-001,-2.960835334777833E-001,5.391056526184083E-001,
2.425000000000000E+009,-3.113370411780335E-001,4.940845060003328E-001,-6.230565765271369E-001,6.983345201229980E-001,-4.713160097599030E-001,5.317609310150147E-001,-5.598012693023682E-001,4.984524147701265E-001,-3.111923436164856E-001,4.946050207138063E-001,
2.430000000000000E+009,-3.407995799881257E-001,4.544971196266207E-001,-6.156658801011928E-001,7.043422678884606E-001,-4.938977062702179E-001,5.204189419746399E-001,-5.810644131088258E-001,5.119077154159547E-001,-3.404798688411713E-001,4.550059702873230E-001,
2.435000000000000E+009,-3.819512145556123E-001,4.257188414072145E-001,-6.086583940086459E-001,7.093273999135393E-001,-5.189572572708130E-001,5.172025561332703E-001,-5.975714697265626E-001,5.288321210861207E-001,-3.815081190109254E-001,4.261134419918061E-001,
2.440000000000000E+009,-4.294303341556978E-001,4.115320364639344E-001,-6.018101144766321E-001,7.139064730325799E-001,-5.435066819190979E-001,5.222087502479553E-001,-6.091847632026674E-001,5.476947335815430E-001,-4.289779381275178E-001,4.117542737483979E-001,
2.445000000000000E+009,-4.764047772697481E-001,4.140126912513887E-001,-5.951137787270472E-001,7.192564326424356E-001,-5.645363330841065E-001,5.342274904251099E-001,-6.163480875778200E-001,5.681679507446291E-001,-4.758580711364747E-001,4.141024425029756E-001,
2.450000000000000E+009,-5.174795899922426E-001,4.278859169342622E-001,-5.886454015739637E-001,7.238516977136319E-001,-5.806748270988464E-001,5.503056049346924E-001,-6.198943834686280E-001,5.876116505432130E-001,-5.169997142791748E-001,4.278907269954682E-001,
2.455000000000000E+009,-5.508318080625122E-001,4.501190149471894E-001,-5.826629149794902E-001,7.286394798609225E-001,-5.923427939414978E-001,5.689063668251038E-001,-6.208434304046633E-001,6.064397698402406E-001,-5.504518982887269E-001,4.499514815807343E-001,
2.460000000000000E+009,-5.752874398463379E-001,4.775160413070497E-001,-5.764057425375517E-001,7.339325573106310E-001,-5.994982719421387E-001,5.890632271766663E-001,-6.192954723739624E-001,6.251285194587707E-001,-5.749577516555787E-001,4.773029763221742E-001,
2.465000000000000E+009,-5.916811225268678E-001,5.060861963702271E-001,-5.707310895717197E-001,7.390277164759959E-001,-6.028065085411072E-001,6.085130572319031E-001,-6.159695861244202E-001,6.420301659965515E-001,-5.914052283287049E-001,5.059229434013368E-001,
2.470000000000000E+009,-6.014978593130433E-001,5.345370991551027E-001,-5.646644597489481E-001,7.444545485109492E-001,-6.030619144439697E-001,6.275975704193115E-001,-6.109595229339601E-001,6.581786863708496E-001,-6.012766045570374E-001,5.343038589477541E-001,
2.475000000000000E+009,-6.067981031774782E-001,5.614561234606873E-001,-5.591453240446542E-001,7.501506047226744E-001,-6.012876033782959E-001,6.457585096359253E-001,-6.055085715866089E-001,6.733817436599734E-001,-6.066436160087587E-001,5.612062686920167E-001,
2.480000000000000E+009,-6.073200476323977E-001,5.870091393828248E-001,-5.526908890115381E-001,7.558832171731114E-001,-5.967041850090027E-001,6.630272865295410E-001,-5.981449403190614E-001,6.874659475135805E-001,-6.072899486541750E-001,5.867671243667604E-001,
2.485000000000000E+009,-6.056337006449342E-001,6.097075612065919E-001,-5.469938919284443E-001,7.614012409636111E-001,-5.914529561996460E-001,6.779417991638184E-001,-5.910546693038941E-001,7.000342014503480E-001,-6.056245847702027E-001,6.094759514808655E-001,
2.490000000000000E+009,-6.016248337076112E-001,6.310584676954103E-001,-5.410226239450255E-001,7.672972770294468E-001,-5.853141546249390E-001,6.921792626380920E-001,-5.833315151214601E-001,7.119074048805238E-001,-6.015389018058777E-001,6.309241386413576E-001,
