% Version 1.00
%
%freq[Hz],re:Trc13_S21,im:Trc13_S21,re:cap2_p2_0_1_plstc_S21,im:cap2_p2_0_1_plstc_S21,re:cap2_p2_1_plstc_S21,im:cap2_p2_1_plstc_S21,re:Mem17[Trc13]_S21,im:Mem17[Trc13]_S21,
2.180000000000000E+009,-7.543631191088093E-001,5.247637225031011E-001,-7.689626726816921E-001,5.336523467252502E-001,-7.542447880806388E-001,5.081427405868246E-001,-7.543602967262270E-001,5.247833704948426E-001,
2.185000000000000E+009,-7.431625823239350E-001,5.298224669566067E-001,-7.591500875123856E-001,5.413399437413806E-001,-7.450474451496503E-001,5.115144441059456E-001,-7.431657886505128E-001,5.297713232040405E-001,
2.190000000000000E+009,-7.309922726405607E-001,5.340685801271824E-001,-7.481198222700178E-001,5.493844800539574E-001,-7.351192934867676E-001,5.142867481077162E-001,-7.309764766693117E-001,5.340447545051574E-001,
2.195000000000000E+009,-7.179427026682858E-001,5.360603398125660E-001,-7.357098041648446E-001,5.564830842783300E-001,-7.250661745024259E-001,5.149422944746750E-001,-7.180766296386720E-001,5.361386418342591E-001,
2.200000000000000E+009,-7.051107543557160E-001,5.358747559910674E-001,-7.217953118739128E-001,5.621516239830060E-001,-7.157725260893206E-001,5.139375565446949E-001,-7.051930785179139E-001,5.359534931182862E-001,
2.205000000000000E+009,-6.931099777322379E-001,5.327464468415741E-001,-7.069083077779474E-001,5.651899133203973E-001,-7.077431677773122E-001,5.107919824003220E-001,-6.931295323371888E-001,5.328371500968934E-001,
2.210000000000000E+009,-6.837118518075289E-001,5.273956506931961E-001,-6.925632329602072E-001,5.654767801571192E-001,-7.024105596893577E-001,5.065134167657110E-001,-6.836811256408694E-001,5.274875521659852E-001,
2.215000000000000E+009,-6.775601496728269E-001,5.210439329134122E-001,-6.800326550076195E-001,5.632113062387144E-001,-6.998938090198522E-001,5.022021016738840E-001,-6.774557781219482E-001,5.212290954589844E-001,
2.220000000000000E+009,-6.750889169457832E-001,5.154513730090378E-001,-6.711702767361123E-001,5.599929558397100E-001,-7.004126671037524E-001,4.992345940245052E-001,-6.750062990188599E-001,5.155397963523866E-001,
2.225000000000000E+009,-6.752259624554527E-001,5.111082980523206E-001,-6.654114365508049E-001,5.572721938890688E-001,-7.027207057042656E-001,4.978110774481383E-001,-6.750702023506165E-001,5.110113215446472E-001,
2.230000000000000E+009,-6.769807015473466E-001,5.095246949834842E-001,-6.612033361186759E-001,5.580665838130462E-001,-7.061935700658300E-001,4.993293101785339E-001,-6.768942904472352E-001,5.095109105110168E-001,
2.235000000000000E+009,-6.790804927349914E-001,5.109893385130238E-001,-6.561269731775036E-001,5.622233723473012E-001,-7.094665043454363E-001,5.036693475683619E-001,-6.790157461166382E-001,5.109327530860901E-001,
2.240000000000000E+009,-6.808498288321547E-001,5.148393365054742E-001,-6.487000566132288E-001,5.685059795182157E-001,-7.122461302879199E-001,5.102913087880214E-001,-6.808168077468874E-001,5.147616434097291E-001,
2.245000000000000E+009,-6.812914416852547E-001,5.200821655404178E-001,-6.376455087611516E-001,5.749010551609213E-001,-7.133973773069726E-001,5.183353802761529E-001,-6.812677502632142E-001,5.200476813316346E-001,
2.250000000000000E+009,-6.805316020243014E-001,5.268328323723729E-001,-6.235819313087045E-001,5.803146346188340E-001,-7.134083203718317E-001,5.277368143894740E-001,-6.804101777076722E-001,5.268146920204162E-001,
2.255000000000000E+009,-6.783972042764856E-001,5.339350030739303E-001,-6.070662114694134E-001,5.832248863624554E-001,-7.120085673727511E-001,5.375793894291234E-001,-6.783528304100036E-001,5.339504933357239E-001,
2.260000000000000E+009,-6.754381050250242E-001,5.411919772813667E-001,-5.885721841168916E-001,5.829238987030707E-001,-7.094294516237952E-001,5.478083627597120E-001,-6.753807020187379E-001,5.411012482643128E-001,
2.265000000000000E+009,-6.722257097574720E-001,5.480444224325782E-001,-5.695182077119518E-001,5.779747225209950E-001,-7.063524457511083E-001,5.577964552419096E-001,-6.722018694877625E-001,5.479489111900331E-001,
2.270000000000000E+009,-6.679619107029696E-001,5.549137207453635E-001,-5.502191865641852E-001,5.680953868414986E-001,-7.019494864795156E-001,5.680825852039102E-001,-6.679242634773255E-001,5.548630809783937E-001,
2.275000000000000E+009,-6.631896419754876E-001,5.615408092469432E-001,-5.330575882959510E-001,5.519554240251640E-001,-6.965576879201482E-001,5.781711427563350E-001,-6.631566452980041E-001,5.613991117477418E-001,
2.280000000000000E+009,-6.582445655013832E-001,5.678050844321103E-001,-5.208816058922017E-001,5.299787376617525E-001,-6.903690406447067E-001,5.878537318065306E-001,-6.582357645034791E-001,5.676761841773987E-001,
2.285000000000000E+009,-6.534226593134546E-001,5.740861458665233E-001,-5.164900811888776E-001,5.036821354498764E-001,-6.838268172185574E-001,5.971887659275084E-001,-6.534530115127564E-001,5.739407134056092E-001,
2.290000000000000E+009,-6.483088598504074E-001,5.803461231102668E-001,-5.221018840589481E-001,4.764702143859262E-001,-6.764080572618504E-001,6.060847786885307E-001,-6.483703517913819E-001,5.801740646362306E-001,
2.295000000000000E+009,-6.429307052690619E-001,5.867710716542547E-001,-5.373653290897760E-001,4.527346929061365E-001,-6.683245568347191E-001,6.145942621077782E-001,-6.429162621498108E-001,5.865765762329103E-001,
2.300000000000000E+009,-6.371427023469301E-001,5.931495979921012E-001,-5.603026191301733E-001,4.362736295090590E-001,-6.599263349672310E-001,6.222399681668970E-001,-6.371679735183716E-001,5.929506802558899E-001,
2.305000000000000E+009,-6.312350653179374E-001,6.000790057342533E-001,-5.874495425103988E-001,4.298684416997180E-001,-6.515691466915105E-001,6.298102580615231E-001,-6.313183712959291E-001,5.998657083511353E-001,
2.310000000000000E+009,-6.243555668391329E-001,6.075837479658581E-001,-6.132764332467661E-001,4.332485706888505E-001,-6.427410064544230E-001,6.373728720162938E-001,-6.244581174850464E-001,6.073831486701966E-001,
2.315000000000000E+009,-6.162436920209690E-001,6.151725471267573E-001,-6.352849282750377E-001,4.439624915349025E-001,-6.331995007497726E-001,6.446260583194066E-001,-6.163578152656556E-001,6.150766205787659E-001,
2.320000000000000E+009,-6.071436382994926E-001,6.228868444420340E-001,-6.522584986272303E-001,4.595095795088320E-001,-6.235797694076009E-001,6.516676797591983E-001,-6.073787474632264E-001,6.227302932739258E-001,
2.325000000000000E+009,-5.961120168586551E-001,6.303922511553056E-001,-6.639109505858786E-001,4.776719577706629E-001,-6.128079996116793E-001,6.586816120398917E-001,-5.963677430152894E-001,6.303115344047547E-001,
2.330000000000000E+009,-5.834879492942853E-001,6.373742504307124E-001,-6.709882965981606E-001,4.967119034028142E-001,-6.015274542415139E-001,6.653728320894621E-001,-5.837265658378601E-001,6.373569631576539E-001,
2.335000000000000E+009,-5.698508782790512E-001,6.430190398853783E-001,-6.743255159453858E-001,5.152722144691184E-001,-5.901662979092827E-001,6.714775376679077E-001,-5.700866913795473E-001,6.430167317390442E-001,
2.340000000000000E+009,-5.540131343536456E-001,6.470353267720942E-001,-6.743180542381476E-001,5.332761082820328E-001,-5.774021330589307E-001,6.772391335267727E-001,-5.543253016471863E-001,6.470893454551697E-001,
2.345000000000000E+009,-5.372274390859315E-001,6.497394904714686E-001,-6.723612805188591E-001,5.507265953365975E-001,-5.642579345220942E-001,6.830690599905063E-001,-5.375886559486389E-001,6.496950411796570E-001,
2.350000000000000E+009,-5.191117409150328E-001,6.494622671578567E-001,-6.683982473014197E-001,5.665312437257373E-001,-5.500253440842302E-001,6.879088843649516E-001,-5.194844293594361E-001,6.494921398162843E-001,
2.355000000000000E+009,-5.000281135923620E-001,6.467551459654641E-001,-6.628597068345754E-001,5.819726102749641E-001,-5.347576142335200E-001,6.925125222890924E-001,-5.004593849182129E-001,6.468605017662049E-001,
2.360000000000000E+009,-4.804872005482693E-001,6.393854674801106E-001,-6.560195027302608E-001,5.952037427878931E-001,-5.185772207728026E-001,6.952231005077018E-001,-4.809050762653352E-001,6.397074437141418E-001,
2.365000000000000E+009,-4.608058801204522E-001,6.275245061842700E-001,-6.480211249419159E-001,6.081815867156865E-001,-5.003384716571980E-001,6.968856340915034E-001,-4.611660265922547E-001,6.278965210914612E-001,
2.370000000000000E+009,-4.430658896257977E-001,6.098501217454545E-001,-6.393169006933862E-001,6.196280709750133E-001,-4.808746249257153E-001,6.966071935060565E-001,-4.433453738689423E-001,6.102896451950074E-001,
2.375000000000000E+009,-4.301995059131357E-001,5.854348584356734E-001,-6.301957529351705E-001,6.298051611286812E-001,-4.605631504219747E-001,6.928249509437189E-001,-4.303195059299469E-001,5.860552000999452E-001,
2.380000000000000E+009,-4.242841216487963E-001,5.563208917773135E-001,-6.201082290493855E-001,6.389067910591760E-001,-4.393835861953167E-001,6.855798436318298E-001,-4.242962515354157E-001,5.570092034339905E-001,
2.385000000000000E+009,-4.280839050322812E-001,5.246412211688715E-001,-6.096832401491663E-001,6.471673352950316E-001,-4.178159238819892E-001,6.741010559390011E-001,-4.279109144210815E-001,5.253318166732789E-001,
2.390000000000000E+009,-4.429146010016177E-001,4.945358481501707E-001,-5.986192427865881E-001,6.543523513110159E-001,-3.969750689480709E-001,6.573935321514079E-001,-4.425603425502778E-001,4.952673482894898E-001,
2.395000000000000E+009,-4.673580570093476E-001,4.705929969470163E-001,-5.864511489603198E-001,6.603708667977009E-001,-3.778671254137549E-001,6.343333256217874E-001,-4.668016767501831E-001,4.711911118030548E-001,
2.400000000000000E+009,-4.983607671255124E-001,4.568135612541485E-001,-5.739394266909006E-001,6.650641794072466E-001,-3.636816438601598E-001,6.052529405635281E-001,-4.976637554168701E-001,4.570827758312226E-001,
2.405000000000000E+009,-5.313351615981006E-001,4.542153536326433E-001,-5.607249158276835E-001,6.683239867813100E-001,-3.571654345779006E-001,5.706460681244043E-001,-5.306536722183228E-001,4.542461013793946E-001,
2.410000000000000E+009,-5.620557590463274E-001,4.612044172509950E-001,-5.474951473925801E-001,6.692960964970647E-001,-3.615056940277938E-001,5.323220309691081E-001,-5.614314484596253E-001,4.610372686386109E-001,
2.415000000000000E+009,-5.878660175844370E-001,4.760519346638935E-001,-5.344220630947913E-001,6.684095707789826E-001,-3.788494525659704E-001,4.961786023867216E-001,-5.873261332511902E-001,4.757681429386139E-001,
2.420000000000000E+009,-6.073715034724924E-001,4.951059835487147E-001,-5.218442556863878E-001,6.646426915615656E-001,-4.076812610724664E-001,4.669497718373260E-001,-6.070410585403443E-001,4.948457777500153E-001,
2.425000000000000E+009,-6.211220065214281E-001,5.163503568435869E-001,-5.109614480750948E-001,6.588220622566899E-001,-4.439214496217742E-001,4.493212728364899E-001,-6.209116888046266E-001,5.161073446273804E-001,
2.430000000000000E+009,-6.303165526519756E-001,5.385108617749953E-001,-5.022017558117259E-001,6.508024944799422E-001,-4.830052679371840E-001,4.439253513324917E-001,-6.301323032379151E-001,5.382377815246582E-001,
2.435000000000000E+009,-6.354174569829978E-001,5.597862321699413E-001,-4.968619443951558E-001,6.403158466236534E-001,-5.201868276416155E-001,4.499146829894217E-001,-6.353944849967959E-001,5.594922971725465E-001,
2.440000000000000E+009,-6.373187276665859E-001,5.799292842828102E-001,-4.958294378693233E-001,6.286296788361157E-001,-5.519665177636760E-001,4.648780022688919E-001,-6.372706198692323E-001,5.796806526184082E-001,
2.445000000000000E+009,-6.364661398353873E-001,5.997812302438563E-001,-4.994646521745617E-001,6.188437013907404E-001,-5.766941769468172E-001,4.865952285777343E-001,-6.364315700531006E-001,5.995709633827211E-001,
2.450000000000000E+009,-6.336440380327538E-001,6.175765969274188E-001,-5.073265204048968E-001,6.109175851772942E-001,-5.943547706961438E-001,5.103824723888341E-001,-6.336648988723757E-001,6.173525190353395E-001,
2.455000000000000E+009,-6.297437261849307E-001,6.342833299171683E-001,-5.186564713211515E-001,6.071252678846458E-001,-6.061770765188279E-001,5.353347370558459E-001,-6.298106026649476E-001,6.342206048965454E-001,
2.460000000000000E+009,-6.242747352840729E-001,6.507746753763006E-001,-5.307712570825742E-001,6.088902438144553E-001,-6.127068207982255E-001,5.604758522548552E-001,-6.242744851112367E-001,6.506101608276367E-001,
2.465000000000000E+009,-6.182543355527870E-001,6.653369679155401E-001,-5.423429492182598E-001,6.148792315763648E-001,-6.151857435219100E-001,5.837560023642691E-001,-6.182346820831299E-001,6.652872276306153E-001,
2.470000000000000E+009,-6.110128203559541E-001,6.792768226485111E-001,-5.516015453786660E-001,6.247141526217730E-001,-6.143817793594989E-001,6.058675347821223E-001,-6.109843707084657E-001,6.791931748390198E-001,
2.475000000000000E+009,-6.040678506772057E-001,6.926300805586646E-001,-5.586997277899655E-001,6.373375884865742E-001,-6.119812846317076E-001,6.264237237370109E-001,-6.040184497833252E-001,6.924505615234375E-001,
2.480000000000000E+009,-5.954405407827484E-001,7.049776870304509E-001,-5.620961869775117E-001,6.512287594041687E-001,-6.066519800979557E-001,6.455332434782672E-001,-5.954510021209717E-001,7.047963404655457E-001,
2.485000000000000E+009,-5.873944145519709E-001,7.158790534766695E-001,-5.635029841892536E-001,6.650157481548551E-001,-6.008178312743326E-001,6.623584964540061E-001,-5.873918366432190E-001,7.156556725502016E-001,
2.490000000000000E+009,-5.789043444123614E-001,7.263212623297073E-001,-5.626013257137742E-001,6.791180022003387E-001,-5.938973715434178E-001,6.781854636955079E-001,-5.789036107063293E-001,7.262048435211183E-001,
2.495000000000000E+009,-5.705477463905350E-001,7.360465984347318E-001,-5.601284991828550E-001,6.924093833285120E-001,-5.865357764111312E-001,6.926073638094177E-001,-5.705475378036500E-001,7.359304332733154E-001,
2.500000000000000E+009,-5.621755927216129E-001,7.449306134330254E-001,-5.563606313946445E-001,7.047026557728039E-001,-5.786620251454256E-001,7.054554687016553E-001,-5.622250556945801E-001,7.447993826866151E-001,
2.505000000000000E+009,-5.480102785379186E-001,7.430154213851815E-001,-5.461335842895723E-001,7.073099228466162E-001,-5.644996425747664E-001,7.075926281427911E-001,-5.481235599517822E-001,7.429569196701051E-001,
2.510000000000000E+009,-5.403548715884555E-001,7.507494497624843E-001,-5.411909047954457E-001,7.178689257007715E-001,-5.569579046193082E-001,7.181799525262512E-001,-5.404836654663087E-001,7.507000565528871E-001,
2.515000000000000E+009,-5.322660490658863E-001,7.596060972970491E-001,-5.354043422827675E-001,7.294408818979804E-001,-5.487914396474557E-001,7.297417895877704E-001,-5.323614239692689E-001,7.594303512573243E-001,
2.520000000000000E+009,-5.244765868320200E-001,7.668165462550558E-001,-5.296436788375631E-001,7.392080186990853E-001,-5.409724127677612E-001,7.394064310530621E-001,-5.245454502105713E-001,7.668733310699464E-001,
2.525000000000000E+009,-5.165059770788062E-001,7.729570862072229E-001,-5.232226698191953E-001,7.475924314073043E-001,-5.328224452336469E-001,7.476969414982065E-001,-5.167137360572816E-001,7.729674053192140E-001,
2.530000000000000E+009,-5.096234501188302E-001,7.791210483043063E-001,-5.173974767043461E-001,7.558712577686511E-001,-5.259230946340578E-001,7.558192717127322E-001,-5.097469234466554E-001,7.790666365623475E-001,
2.535000000000000E+009,-5.029111807178613E-001,7.838497188282533E-001,-5.114116120096200E-001,7.626693379646919E-001,-5.186632956789541E-001,7.621760798146701E-001,-5.029034113883972E-001,7.838622713088990E-001,
2.540000000000000E+009,-4.951037365661580E-001,7.890155541605119E-001,-5.044776556349885E-001,7.697129246912290E-001,-5.106690367650183E-001,7.689633885404135E-001,-4.952126097679139E-001,7.889897298812867E-001,
2.545000000000000E+009,-4.875262479112416E-001,7.937352978286152E-001,-4.974003121099240E-001,7.761198165428876E-001,-5.028001719413250E-001,7.751126200678504E-001,-4.876597392559052E-001,7.937279248237611E-001,
2.550000000000000E+009,-4.807012972585544E-001,8.000458102962516E-001,-4.908407926189350E-001,7.839798736224743E-001,-4.956540269727898E-001,7.825594335317040E-001,-4.807696235179902E-001,7.999620175361633E-001,
2.555000000000000E+009,-4.734741739563445E-001,8.058706096751627E-001,-4.837910828155047E-001,7.910161099091960E-001,-4.881657242755427E-001,7.895409329168542E-001,-4.734231913089753E-001,8.058713245391846E-001,
2.560000000000000E+009,-4.660315227882276E-001,8.115713528459240E-001,-4.768200192017369E-001,7.977166316383193E-001,-4.804434987768126E-001,7.961799827258280E-001,-4.661222827434540E-001,8.114128589630127E-001,
2.565000000000000E+009,-4.578971698486257E-001,8.190358455987368E-001,-4.688332652052155E-001,8.062263815596698E-001,-4.719364786904509E-001,8.047107208424873E-001,-4.578647589683533E-001,8.190285825729371E-001,
2.570000000000000E+009,-4.504089081706081E-001,8.260367260021813E-001,-4.616334105707315E-001,8.140948463985153E-001,-4.642682567323327E-001,8.124649583337922E-001,-4.503614282608033E-001,8.259923887252809E-001,
2.575000000000000E+009,-4.418938673593300E-001,8.329747559176618E-001,-4.534047133429002E-001,8.220137692088787E-001,-4.556352778399480E-001,8.203933336599740E-001,-4.419897210597992E-001,8.330267167091370E-001,
2.580000000000000E+009,-4.337872874887247E-001,8.397033317514775E-001,-4.456189547327398E-001,8.295106397564990E-001,-4.474669416788715E-001,8.279159246362001E-001,-4.339823091030122E-001,8.396987295150759E-001,
2.585000000000000E+009,-4.250795158289076E-001,8.453218186497133E-001,-4.371047619693338E-001,8.358437434854815E-001,-4.386433475752329E-001,8.342348432589446E-001,-4.253026497364045E-001,8.453610634803774E-001,
2.590000000000000E+009,-4.167901404396065E-001,8.508621462998571E-001,-4.286612589434443E-001,8.421161883957488E-001,-4.300621137913704E-001,8.405208128860586E-001,-4.169897925853729E-001,8.509800982475282E-001,
2.595000000000000E+009,-4.087094447920390E-001,8.555693348604511E-001,-4.204188170030304E-001,8.473910133879913E-001,-4.215739842135716E-001,8.457727023688209E-001,-4.086410200595856E-001,8.555760335922243E-001,
2.600000000000000E+009,-4.005124519529956E-001,8.608854611168794E-001,-4.122412067253518E-001,8.534065055615103E-001,-4.131265190695118E-001,8.516593522419420E-001,-4.005453169345857E-001,8.608802247047426E-001,
2.605000000000000E+009,-3.917882949078801E-001,8.651488073742331E-001,-4.035417651133165E-001,8.582730906934361E-001,-4.041173444897370E-001,8.565217861213564E-001,-3.917844140529633E-001,8.651708316802980E-001,
2.610000000000000E+009,-3.841111011652142E-001,8.700361401539842E-001,-3.958486752611555E-001,8.636061487749809E-001,-3.962314600603166E-001,8.619973222097743E-001,-3.840402841567994E-001,8.699412059783938E-001,
2.615000000000000E+009,-3.753864214081228E-001,8.748601857627909E-001,-3.870826983091832E-001,8.689991992223806E-001,-3.871502517545577E-001,8.672414748788655E-001,-3.752867686748505E-001,8.747954988479616E-001,
2.620000000000000E+009,-3.673828628505980E-001,8.799302144172891E-001,-3.793304883251484E-001,8.746914929150330E-001,-3.791136586030134E-001,8.727986372969617E-001,-3.674061489105225E-001,8.798554253578188E-001,
2.625000000000000E+009,-3.597230104887368E-001,8.843880852603259E-001,-3.715591115053042E-001,8.795220582659515E-001,-3.712189873505216E-001,8.776551181757223E-001,-3.596468269824982E-001,8.844079351425173E-001,
2.630000000000000E+009,-3.516792149822597E-001,8.897153964837404E-001,-3.635503779101917E-001,8.852211496307407E-001,-3.630969319959658E-001,8.833699943019209E-001,-3.517083084583282E-001,8.897810316085817E-001,
2.635000000000000E+009,-3.426805985439815E-001,8.946893845114202E-001,-3.543780518209752E-001,8.905797640750230E-001,-3.538001287938959E-001,8.886688906857124E-001,-3.426150953769684E-001,8.947486710548402E-001,
2.640000000000000E+009,-3.358054329777842E-001,8.985663659805986E-001,-3.475130680693917E-001,8.948199633600730E-001,-3.466963636795146E-001,8.928963195658149E-001,-3.357176232337952E-001,8.985932850837709E-001,
2.645000000000000E+009,-3.267083796413505E-001,9.020767206836230E-001,-3.386073324930645E-001,8.987540836466241E-001,-3.376306889038920E-001,8.967188644815493E-001,-3.267370176315308E-001,9.019653677940369E-001,
2.650000000000000E+009,-3.180690701289363E-001,9.054883987315339E-001,-3.298963708011039E-001,9.026578606553679E-001,-3.288081843370068E-001,9.006441341097766E-001,-3.180800247192382E-001,9.054723787307740E-001,
2.655000000000000E+009,-3.086587163310035E-001,9.089907229682385E-001,-3.205642350799710E-001,9.064895351607318E-001,-3.194642344292037E-001,9.044850253364880E-001,-3.086967229843140E-001,9.091637229919435E-001,
2.660000000000000E+009,-3.004829340194870E-001,9.116639085717575E-001,-3.123025744521329E-001,9.094564727129381E-001,-3.109791607351410E-001,9.073591133444643E-001,-3.004373812675477E-001,9.116325926780703E-001,
2.665000000000000E+009,-2.914409471213517E-001,9.140724973253018E-001,-3.032895801149669E-001,9.124883038804079E-001,-3.018115816624516E-001,9.102678808629660E-001,-2.913469803333283E-001,9.141064381599428E-001,
2.670000000000000E+009,-2.821483567585590E-001,9.162847234228942E-001,-2.941491384220216E-001,9.150967470755793E-001,-2.924159849245694E-001,9.128007883933584E-001,-2.821501290798187E-001,9.163481521606446E-001,
2.675000000000000E+009,-2.732116117367238E-001,9.180871597650598E-001,-2.852397840722155E-001,9.173728756919641E-001,-2.833118356396800E-001,9.150485134866775E-001,-2.732193672657013E-001,9.181092858314516E-001,
2.680000000000000E+009,-2.644842658448501E-001,9.205703820092354E-001,-2.763349971963243E-001,9.203131524810916E-001,-2.744454474599838E-001,9.176962117116881E-001,-2.643280446529389E-001,9.205626320838929E-001,
2.685000000000000E+009,-2.560488579418070E-001,9.226684102754630E-001,-2.677742425882500E-001,9.228115812198322E-001,-2.658653523920317E-001,9.202036305302705E-001,-2.560441410541535E-001,9.227550005912784E-001,
2.690000000000000E+009,-2.481336225989371E-001,9.249102512176856E-001,-2.597992532488015E-001,9.254089316088422E-001,-2.577267118279361E-001,9.226563579696689E-001,-2.481378072500229E-001,9.248423576354981E-001,
2.695000000000000E+009,-2.395519987925860E-001,9.279936615371420E-001,-2.510615803806600E-001,9.289926690590913E-001,-2.488553305891857E-001,9.260333074266640E-001,-2.395102846622468E-001,9.280284953117373E-001,
2.700000000000000E+009,-2.313887716734978E-001,9.302675066201849E-001,-2.428607888098970E-001,9.316005802784123E-001,-2.405850863556386E-001,9.285618123148498E-001,-2.313890659809113E-001,9.302933073043824E-001,
2.705000000000000E+009,-2.219492739998603E-001,9.324048850439444E-001,-2.331331363225296E-001,9.340113470633864E-001,-2.308490893413131E-001,9.309621971333435E-001,-2.220296972990036E-001,9.323753309249879E-001,
2.710000000000000E+009,-2.124503222889878E-001,9.344894447074785E-001,-2.233125280256840E-001,9.362411937600695E-001,-2.209321115767067E-001,9.330783590225178E-001,-2.124514389038086E-001,9.343907618522644E-001,
2.715000000000000E+009,-2.024019582100558E-001,9.358374922394998E-001,-2.133934886790664E-001,9.379572437524092E-001,-2.108544901053343E-001,9.346102529669572E-001,-2.025308942794800E-001,9.357791376113893E-001,
2.720000000000000E+009,-1.922925159668574E-001,9.361087726023029E-001,-2.033945866940292E-001,9.384881714198093E-001,-2.005868306436878E-001,9.350835646904766E-001,-1.925212174654007E-001,9.361787891387940E-001,
2.725000000000000E+009,-1.828833302419126E-001,9.365564096222018E-001,-1.937138349792664E-001,9.392139375110176E-001,-1.909953841248602E-001,9.355245192348598E-001,-1.829917955398560E-001,9.365985703468324E-001,
2.730000000000000E+009,-1.731211327336528E-001,9.366018912481686E-001,-1.839643271503914E-001,9.395580092852748E-001,-1.811157867898200E-001,9.356841364442625E-001,-1.732527959346772E-001,9.365489459037781E-001,
2.735000000000000E+009,-1.644641659665513E-001,9.367132002629215E-001,-1.750492635379529E-001,9.400444299373990E-001,-1.720994207729002E-001,9.358771035935878E-001,-1.644199609756470E-001,9.365944862365724E-001,
2.740000000000000E+009,-1.554880529974084E-001,9.362923267201960E-001,-1.662927859587813E-001,9.400956065282535E-001,-1.631375781862546E-001,9.356119689196889E-001,-1.555383980274201E-001,9.361533117294313E-001,
2.745000000000000E+009,-1.460470389829873E-001,9.360730022911942E-001,-1.568534176004453E-001,9.402189902290642E-001,-1.538422708437405E-001,9.355652755483321E-001,-1.462366622686386E-001,9.361651062965394E-001,
2.750000000000000E+009,-1.369448306087556E-001,9.354471513507130E-001,-1.474977654130525E-001,9.399902852117473E-001,-1.444689245413088E-001,9.351558537758299E-001,-1.369997286796570E-001,9.355069637298585E-001,
2.755000000000000E+009,-1.273525790259311E-001,9.354196081023714E-001,-1.378324528938033E-001,9.402877755425280E-001,-1.348419312225382E-001,9.352622107752237E-001,-1.275427067279816E-001,9.354346251487733E-001,
2.760000000000000E+009,-1.195352021359266E-001,9.350550652622995E-001,-1.298064175443731E-001,9.403373139296355E-001,-1.268524480416130E-001,9.351314764638189E-001,-1.196651881933213E-001,9.351722645759584E-001,
2.765000000000000E+009,-1.110117060227828E-001,9.353707138158023E-001,-1.213492208948172E-001,9.410247235832118E-001,-1.183050401923014E-001,9.355633815530395E-001,-1.111727446317673E-001,9.353670740127564E-001,
2.770000000000000E+009,-1.029498630908541E-001,9.355901488428176E-001,-1.131307759788201E-001,9.418060402225186E-001,-1.102596515375711E-001,9.361314795416854E-001,-1.030751851201058E-001,9.356387281417847E-001,
2.775000000000000E+009,-9.542464255828378E-002,9.362091529661498E-001,-1.053109467366620E-001,9.429257110007359E-001,-1.024898552278096E-001,9.371193604473430E-001,-9.550363063812258E-002,9.364394807815553E-001,
2.780000000000000E+009,-8.780727336385155E-002,9.367878497224561E-001,-9.754739962639192E-002,9.439614722864703E-001,-9.473708755146679E-002,9.379159926626490E-001,-8.784185767173768E-002,9.367672944068910E-001,
2.785000000000000E+009,-7.921356239189818E-002,9.368361076382895E-001,-8.871728033430010E-002,9.443855168085165E-001,-8.603280135545233E-002,9.382384469662505E-001,-7.923321366310121E-002,9.368053603172304E-001,
2.790000000000000E+009,-7.094644532130225E-002,9.369072155161673E-001,-7.997179142580844E-002,9.450954667515894E-001,-7.734384058824781E-002,9.386929777885057E-001,-7.107064336538316E-002,9.370158576965333E-001,
2.795000000000000E+009,-6.187434166295098E-002,9.362285449935970E-001,-7.047238528062233E-002,9.449514318128467E-001,-6.786134649454902E-002,9.382610372209217E-001,-6.197135031223298E-002,9.362058973312379E-001,
2.800000000000000E+009,-5.341465267549986E-002,9.360742436075352E-001,-6.158011105559030E-002,9.453030929120277E-001,-5.903149042977257E-002,9.383345229322009E-001,-5.333543837070465E-002,9.361118316650392E-001,
2.805000000000000E+009,-4.500664656107805E-002,9.353542469601599E-001,-5.267021715394478E-002,9.450739287133536E-001,-5.013474825316679E-002,9.378333349521424E-001,-4.505905106663705E-002,9.354464936256410E-001,
2.810000000000000E+009,-3.717437759762467E-002,9.354457894876713E-001,-4.421859741975296E-002,9.454422617320001E-001,-4.181634547637494E-002,9.379528674281283E-001,-3.726210311055184E-002,9.353812980651857E-001,
2.815000000000000E+009,-2.962801664189148E-002,9.350663933329567E-001,-3.592137058581376E-002,9.452780804239553E-001,-3.366444837311799E-002,9.374920787474921E-001,-2.963684052228928E-002,9.351024389266969E-001,
2.820000000000000E+009,-2.158370976276101E-002,9.349160721279908E-001,-2.724435781976552E-002,9.452967979149582E-001,-2.499369954534748E-002,9.371147316671005E-001,-2.169937491416931E-002,9.350673270225526E-001,
2.825000000000000E+009,-1.380525989449377E-002,9.343469303191859E-001,-1.873572487384779E-002,9.448983796817987E-001,-1.654080978753521E-002,9.362228081214451E-001,-1.388791471719742E-002,9.343373394012452E-001,
2.830000000000000E+009,-6.406470139425417E-003,9.344667401107583E-001,-1.058143447686043E-002,9.451286556378015E-001,-8.648562053137682E-003,9.360553587999919E-001,-6.390685215592385E-003,9.346300005912782E-001,
2.835000000000000E+009,3.158070222947798E-004,9.346279971057170E-001,-3.005601397956944E-003,9.450545425949565E-001,-1.601055898543368E-003,9.356676085774741E-001,3.915931284427643E-004,9.347541308403017E-001,
2.840000000000000E+009,7.634544872952233E-003,9.348374081016742E-001,5.022756665875206E-003,9.448007923243337E-001,5.858006990834099E-003,9.351921561418580E-001,7.671812400221826E-003,9.349369668960572E-001,
