% Version 1.00
%
%freq[Hz],re:Trc13_S21,im:Trc13_S21,re:cap2_p2_0_1_plstc_S21,im:cap2_p2_0_1_plstc_S21,re:cap2_p2_1_plstc_S21,im:cap2_p2_1_plstc_S21,re:Mem17[Trc13]_S21,im:Mem17[Trc13]_S21,
3.395000000000000E+009,6.861538550081118E-001,5.855908147586332E-001,6.553109485547732E-001,5.645768661792104E-001,6.791581581717010E-001,5.884980102661246E-001,6.860530042648316E-001,5.856147480010987E-001,
3.400000000000000E+009,6.942610534376750E-001,5.819117734806194E-001,6.623407701736183E-001,5.665767581022346E-001,6.876598358611235E-001,5.855831614168068E-001,6.942521476745607E-001,5.819497752189637E-001,
3.405000000000000E+009,7.019100314686706E-001,5.778791293221051E-001,6.698449517030509E-001,5.679807880048078E-001,6.957715702128169E-001,5.820830630768655E-001,7.018237900733948E-001,5.780141687393189E-001,
3.410000000000000E+009,7.098913851046533E-001,5.736579931691616E-001,6.784083624026683E-001,5.687400574387800E-001,7.042837931633124E-001,5.783287527030027E-001,7.098815083503725E-001,5.737580466270448E-001,
3.415000000000000E+009,7.183153702755242E-001,5.688707689252974E-001,6.882129690180989E-001,5.687516097929676E-001,7.131401921257942E-001,5.739199842443170E-001,7.182697916030885E-001,5.689740252494813E-001,
3.420000000000000E+009,7.263420514800750E-001,5.631088068015032E-001,6.983540754173732E-001,5.672177940686806E-001,7.216148520642484E-001,5.685280924314493E-001,7.262829113006593E-001,5.632355523109436E-001,
3.425000000000000E+009,7.342181980452829E-001,5.569952291516391E-001,7.089006189388117E-001,5.645284696664504E-001,7.300011323529235E-001,5.626850906519316E-001,7.341717004776002E-001,5.571578931808472E-001,
3.430000000000000E+009,7.419895664701975E-001,5.505756568021664E-001,7.195966862862784E-001,5.607913383727654E-001,7.383392847260845E-001,5.565132935073374E-001,7.420193696022035E-001,5.507070159912111E-001,
3.435000000000000E+009,7.492885181432754E-001,5.436409477388466E-001,7.299514490744694E-001,5.557181933416400E-001,7.461998503021441E-001,5.497489809978220E-001,7.493936824798585E-001,5.437135124206544E-001,
3.440000000000000E+009,7.556934394154556E-001,5.362344649696533E-001,7.391348511997612E-001,5.496108816161925E-001,7.531055142929463E-001,5.423268704731101E-001,7.557572388648988E-001,5.363435316085816E-001,
3.445000000000000E+009,7.620475009971834E-001,5.287826304204730E-001,7.481618720014225E-001,5.429018325928560E-001,7.597915880957882E-001,5.348777547075176E-001,7.620854783058169E-001,5.289153814315796E-001,
3.450000000000000E+009,7.681082566579482E-001,5.213108609876423E-001,7.566329926795508E-001,5.356882028585401E-001,7.661989327640534E-001,5.272722252335694E-001,7.681880068778993E-001,5.213732552528382E-001,
3.455000000000000E+009,7.739849597266911E-001,5.140537665127011E-001,7.646844198482701E-001,5.285241187766946E-001,7.724978793702062E-001,5.199545368585641E-001,7.740874385833741E-001,5.141101217269899E-001,
3.460000000000000E+009,7.799995423476601E-001,5.066244882263407E-001,7.725006910425091E-001,5.209627850833651E-001,7.788171940982285E-001,5.123801359586460E-001,7.801225328445436E-001,5.066618394851685E-001,
3.465000000000000E+009,7.853095753782605E-001,4.995221581602307E-001,7.795261472369510E-001,5.136070265158580E-001,7.843867484982584E-001,5.051418790208366E-001,7.853848338127137E-001,4.995001029968262E-001,
3.470000000000000E+009,7.911546004276612E-001,4.916119614762485E-001,7.867416326986265E-001,5.054186759630730E-001,7.903983796700076E-001,4.971911013639138E-001,7.912472271919252E-001,4.917098498344422E-001,
3.475000000000000E+009,7.961620463344556E-001,4.839100839588844E-001,7.929958065087697E-001,4.975337445246056E-001,7.956187032316552E-001,4.894282808377941E-001,7.962132263183596E-001,4.839397275447846E-001,
3.480000000000000E+009,8.012019697675403E-001,4.759900776805962E-001,7.990555092090732E-001,4.892788193226951E-001,8.007604951956806E-001,4.814485798128188E-001,8.012139439582826E-001,4.761226427555085E-001,
3.485000000000000E+009,8.055769907708964E-001,4.686245264338443E-001,8.044472817424653E-001,4.815483118848080E-001,8.053594503183410E-001,4.740486250961900E-001,8.056816601753236E-001,4.687163090705872E-001,
3.490000000000000E+009,8.103688955186036E-001,4.611935708051905E-001,8.102320405719635E-001,4.737586951523752E-001,8.103098233802790E-001,4.664028156178154E-001,8.105634045600892E-001,4.612374818325044E-001,
3.495000000000000E+009,8.154288681310230E-001,4.537854285020040E-001,8.160524646019089E-001,4.660046332717128E-001,8.154872190624171E-001,4.588716145977794E-001,8.155580520629885E-001,4.538271665573120E-001,
3.500000000000000E+009,8.197151635564626E-001,4.458878786779307E-001,8.211839775375296E-001,4.578107800821090E-001,8.199955724788777E-001,4.509580011802921E-001,8.199108839035035E-001,4.459306120872498E-001,
3.505000000000000E+009,8.248643754586068E-001,4.384430715900912E-001,8.270971043297652E-001,4.501200732810184E-001,8.252176160961250E-001,4.435880770910258E-001,8.250323510169985E-001,4.384656190872193E-001,
3.510000000000000E+009,8.295245335072504E-001,4.306071238302454E-001,8.325104195652190E-001,4.418275417578531E-001,8.300874806084873E-001,4.356864168876871E-001,8.295954132080079E-001,4.305891418457032E-001,
3.515000000000000E+009,8.339324653250074E-001,4.226125161813396E-001,8.375944231601299E-001,4.334349783926261E-001,8.345992797050511E-001,4.275500209762852E-001,8.341281747817995E-001,4.225627088546753E-001,
3.520000000000000E+009,8.378771478416676E-001,4.148974345220236E-001,8.421886581243252E-001,4.252443570562419E-001,8.387399321587878E-001,4.197692040579829E-001,8.380897164344788E-001,4.148532199859619E-001,
3.525000000000000E+009,8.422129150902563E-001,4.068639084394274E-001,8.471052083374941E-001,4.168144753242323E-001,8.432493227643756E-001,4.117383064665039E-001,8.423123049736024E-001,4.068400418758393E-001,
3.530000000000000E+009,8.460440910801055E-001,3.988637039933947E-001,8.516139269433313E-001,4.083650106476245E-001,8.473666604513748E-001,4.036853112115262E-001,8.461100792884827E-001,3.988074886798859E-001,
3.535000000000000E+009,8.498831521998437E-001,3.907346945329778E-001,8.559641026580296E-001,3.997475565749705E-001,8.513517530737045E-001,3.952977859757437E-001,8.499513316154481E-001,3.906400728225709E-001,
3.540000000000000E+009,8.530570474136296E-001,3.828906079977473E-001,8.596578741745055E-001,3.913947890506083E-001,8.546632805423357E-001,3.872410744524716E-001,8.531270003318787E-001,3.828199267387391E-001,
3.545000000000000E+009,8.568101515661273E-001,3.745787464871967E-001,8.639268927349837E-001,3.825139102688229E-001,8.585121151640671E-001,3.788214535062137E-001,8.569066429138184E-001,3.744229185581208E-001,
3.550000000000000E+009,8.599810148929816E-001,3.665138652696853E-001,8.674592557500828E-001,3.738979386255358E-001,8.617195473235665E-001,3.706337354216820E-001,8.599893784523012E-001,3.663115620613099E-001,
3.555000000000000E+009,8.629946841968188E-001,3.582235994157011E-001,8.708501492708844E-001,3.651602924520813E-001,8.648436867591457E-001,3.623003184979918E-001,8.629358839988709E-001,3.581760740280152E-001,
3.560000000000000E+009,8.658545340281664E-001,3.500120535189549E-001,8.740824150093405E-001,3.563066723373068E-001,8.678890035824203E-001,3.539609712901150E-001,8.658359074592592E-001,3.500831437110902E-001,
3.565000000000000E+009,8.686951415764913E-001,3.421907238379152E-001,8.772453177767000E-001,3.478694886360723E-001,8.707094757655718E-001,3.459616962329459E-001,8.686531949043276E-001,3.421862697601318E-001,
3.570000000000000E+009,8.714325962881975E-001,3.336192097804905E-001,8.801773545871052E-001,3.386402099671829E-001,8.735099919333592E-001,3.371178061187962E-001,8.712760615348816E-001,3.336389672756196E-001,
3.575000000000000E+009,8.738831156738328E-001,3.259115278247700E-001,8.827141886367960E-001,3.300663165064818E-001,8.759931618081674E-001,3.290683769404224E-001,8.738058900833131E-001,3.259512042999268E-001,
3.580000000000000E+009,8.764248066390489E-001,3.178517766751866E-001,8.852053400460681E-001,3.214785288218504E-001,8.784439309117262E-001,3.209166563959573E-001,8.763285732269287E-001,3.179201245307923E-001,
3.585000000000000E+009,8.783652779905607E-001,3.099644023511392E-001,8.871272357096850E-001,3.130930369619391E-001,8.804721930307293E-001,3.129297139088587E-001,8.782650637626650E-001,3.099777328968048E-001,
3.590000000000000E+009,8.803147308133582E-001,3.020040577182427E-001,8.890512738450966E-001,3.046734459754422E-001,8.824498726777329E-001,3.049936295174920E-001,8.802567625045777E-001,3.021149122714997E-001,
3.595000000000000E+009,8.825692176176305E-001,2.948796236368625E-001,8.911713446435611E-001,2.971439262170096E-001,8.846317704874598E-001,2.977227863226324E-001,8.825604963302612E-001,2.950193905830383E-001,
3.600000000000000E+009,8.841134072705197E-001,2.873187032707812E-001,8.926162603479187E-001,2.892874027617576E-001,8.861641207031512E-001,2.900730826436643E-001,8.841741180419923E-001,2.874574887752533E-001,
3.605000000000000E+009,8.865369860902079E-001,2.801132451445764E-001,8.948331281274234E-001,2.818328357398581E-001,8.884596535953793E-001,2.827438245351235E-001,8.865231180191041E-001,2.802786695957184E-001,
3.610000000000000E+009,8.886737864299549E-001,2.731264447537096E-001,8.968508160286114E-001,2.746562997365858E-001,8.904892112152090E-001,2.756135286464285E-001,8.886810088157655E-001,2.732916796207428E-001,
3.615000000000000E+009,8.911616414015435E-001,2.658089646533301E-001,8.994601428758369E-001,2.671783183427001E-001,8.930570398536509E-001,2.682289284254967E-001,8.912981963157654E-001,2.659800267219544E-001,
3.620000000000000E+009,8.935016073116221E-001,2.583164158152452E-001,9.019257782725547E-001,2.596076181037421E-001,8.953467521535361E-001,2.607592273106429E-001,8.936708378791811E-001,2.584576201438904E-001,
3.625000000000000E+009,8.963681050292658E-001,2.508682176740842E-001,9.050849878065066E-001,2.521028368964331E-001,8.983519544535948E-001,2.533965700230976E-001,8.965309214591981E-001,2.509577393531799E-001,
3.630000000000000E+009,8.990817497380064E-001,2.430751085145935E-001,9.081074580892148E-001,2.439835752002192E-001,9.011087328525721E-001,2.456702384430907E-001,8.991953706741334E-001,2.431540840864182E-001,
3.635000000000000E+009,9.009503484380004E-001,2.352112070664338E-001,9.101476479789277E-001,2.356543839908880E-001,9.031074627389771E-001,2.376684431788082E-001,9.010271525382997E-001,2.352533197402954E-001,
3.640000000000000E+009,9.031736582528632E-001,2.275013339512041E-001,9.124455481866651E-001,2.273573994685321E-001,9.053174325858708E-001,2.296924983125172E-001,9.032734489440918E-001,2.275472265481949E-001,
3.645000000000000E+009,9.052872655074372E-001,2.196387875780786E-001,9.145542223262054E-001,2.190462863527457E-001,9.073153389318107E-001,2.217696560641439E-001,9.054278874397279E-001,2.196865803003312E-001,
3.650000000000000E+009,9.069891559771619E-001,2.117425389675038E-001,9.162145185542686E-001,2.105813804966198E-001,9.090113117177240E-001,2.137573659467303E-001,9.071089053153992E-001,2.117988830804825E-001,
3.655000000000000E+009,9.094530414814794E-001,2.042558503378455E-001,9.185562260120471E-001,2.026935537830001E-001,9.114549583830708E-001,2.062068140300535E-001,9.095760273933412E-001,2.043014001846314E-001,
3.660000000000000E+009,9.115563916267759E-001,1.959255081429450E-001,9.205166243345246E-001,1.940476707257905E-001,9.135569347194116E-001,1.978034256946128E-001,9.116746282577517E-001,1.959045892953873E-001,
3.665000000000000E+009,9.134484897683660E-001,1.881292729973252E-001,9.222573492975116E-001,1.859570676385410E-001,9.154210380900602E-001,1.899150697908690E-001,9.134903407096864E-001,1.881319648027421E-001,
3.670000000000000E+009,9.152996822334303E-001,1.797415180872116E-001,9.241493889534633E-001,1.770713960814171E-001,9.172760115933381E-001,1.813351909316724E-001,9.154304409027101E-001,1.796939986944199E-001,
3.675000000000000E+009,9.168701102011697E-001,1.715493898871708E-001,9.257363950014514E-001,1.686549872662976E-001,9.187924781095407E-001,1.730923676171411E-001,9.169337320327760E-001,1.715310400724411E-001,
3.680000000000000E+009,9.180816504050425E-001,1.631559549541962E-001,9.269523196649251E-001,1.598065809738671E-001,9.199807727922145E-001,1.646977704143739E-001,9.182130837440492E-001,1.632117068767548E-001,
3.685000000000000E+009,9.191637910414111E-001,1.546341688485318E-001,9.279357617673762E-001,1.507646390545700E-001,9.209892740043938E-001,1.562245269015499E-001,9.192746925354005E-001,1.547396063804627E-001,
3.690000000000000E+009,9.200935400601638E-001,1.466664403879074E-001,9.287298912538701E-001,1.422465379731769E-001,9.219250849917645E-001,1.480823220547476E-001,9.203019309043886E-001,1.466722440719605E-001,
3.695000000000000E+009,9.212797252866122E-001,1.386589527089445E-001,9.296730442737133E-001,1.337855860011685E-001,9.230851790490473E-001,1.399447743894812E-001,9.215351033210756E-001,1.386022484302521E-001,
3.700000000000000E+009,9.218370671254836E-001,1.306630570324730E-001,9.300454865131118E-001,1.253253185042675E-001,9.236956174367130E-001,1.318734040589519E-001,9.220402550697326E-001,1.305493074655533E-001,
3.705000000000000E+009,9.230487128329912E-001,1.222876074645108E-001,9.309492419607242E-001,1.165354092782424E-001,9.248222794305550E-001,1.234156068483048E-001,9.232489585876467E-001,1.221995362639427E-001,
3.710000000000000E+009,9.237854877544522E-001,1.137988722522934E-001,9.313627310319829E-001,1.076759903876731E-001,9.255079171721072E-001,1.149314882025150E-001,9.238672566413881E-001,1.137531542778015E-001,
3.715000000000000E+009,9.244992938820983E-001,1.051477538858225E-001,9.316978197517188E-001,9.868897896292440E-002,9.261760026264965E-001,1.061886657118495E-001,9.246155738830567E-001,1.050574892759323E-001,
3.720000000000000E+009,9.247077905990222E-001,9.667062790436365E-002,9.313741720599774E-001,8.989277272579616E-002,9.262414626182035E-001,9.766702404688482E-002,9.247590470314028E-001,9.659125506877901E-002,
3.725000000000000E+009,9.245794905871942E-001,8.866671550760466E-002,9.308386130903266E-001,8.162414440683788E-002,9.260163477885588E-001,8.959423717139489E-002,9.247062373161318E-001,8.856781959533693E-002,
3.730000000000000E+009,9.245652616112038E-001,8.083517281807655E-002,9.302728391754910E-001,7.368392304232675E-002,9.258351611156671E-001,8.174707700446793E-002,9.245760178565980E-001,8.075338393449785E-002,
3.735000000000000E+009,9.248152562318028E-001,7.318323195554313E-002,9.301058902023361E-001,6.589246179450990E-002,9.259225879534880E-001,7.404120062315464E-002,9.248302531242372E-001,7.309184253215791E-002,
3.740000000000000E+009,9.250025594050204E-001,6.576993896066100E-002,9.298653979771964E-001,5.829821023770319E-002,9.260397572449401E-001,6.670241967437859E-002,9.250411605834963E-001,6.565292358398438E-002,
3.745000000000000E+009,9.256393194592150E-001,5.842342840227680E-002,9.301151400437280E-001,5.108553472389303E-002,9.265596825036748E-001,5.940314124088853E-002,9.256440162658692E-001,5.828503534197808E-002,
3.750000000000000E+009,9.262745659770049E-001,5.115698450614816E-002,9.304384369639139E-001,4.376582427556374E-002,9.271810719509189E-001,5.216169565151826E-002,9.262501025199891E-001,5.101187571883202E-002,
3.755000000000000E+009,9.268437426171645E-001,4.349360857610481E-002,9.307639544559889E-001,3.600154676548408E-002,9.277470704595895E-001,4.448698431092266E-002,9.267236137390138E-001,4.340113788843156E-002,
3.760000000000000E+009,9.270805962863224E-001,3.582781632681131E-002,9.308251487553068E-001,2.839987848074836E-002,9.279937422893714E-001,3.688832164403819E-002,9.269813537597657E-001,3.583598181605339E-002,
3.765000000000000E+009,9.272761468280654E-001,2.803492034798815E-002,9.307904240093036E-001,2.050635633291754E-002,9.281880238558871E-001,2.911627132988599E-002,9.272322821617128E-001,2.804799690842629E-002,
3.770000000000000E+009,9.273439627177565E-001,2.060698140193023E-002,9.306360555302540E-001,1.297800792970066E-002,9.282777063696751E-001,2.169140220303374E-002,9.274083542823793E-001,2.052471041679382E-002,
3.775000000000000E+009,9.282858764217986E-001,1.239883459266897E-002,9.312489615793511E-001,4.699426478756260E-003,9.291490610868961E-001,1.340882958655390E-002,9.282992553710938E-001,1.233396440744400E-002,
3.780000000000000E+009,9.285240677944336E-001,4.250342814364140E-003,9.313183717558140E-001,-3.475958160902883E-003,9.293793025748116E-001,5.230711447004579E-003,9.285159683227540E-001,4.217788279056550E-003,
3.785000000000000E+009,9.287001883706505E-001,-3.932176141903513E-003,9.312766406128953E-001,-1.189360877381578E-002,9.294825677916228E-001,-2.917134480199758E-003,9.286982035636904E-001,-3.925961107015610E-003,
3.790000000000000E+009,9.288237235825219E-001,-1.185968785013748E-002,9.310947561883504E-001,-2.004598193588693E-002,9.295885028941466E-001,-1.078972118651944E-002,9.288774204254152E-001,-1.186309225857258E-002,
3.795000000000000E+009,9.289050718096524E-001,-2.042796737455446E-002,9.307616696049175E-001,-2.873296505228777E-002,9.295755526978021E-001,-1.934836034323390E-002,9.288592052459717E-001,-2.033995486795902E-002,
3.800000000000000E+009,9.289711691438860E-001,-2.857792720606018E-002,9.303597592498035E-001,-3.684626513779243E-002,9.296225366511289E-001,-2.742287453680083E-002,9.290212082862855E-001,-2.854119986295701E-002,
3.805000000000000E+009,9.288825232531569E-001,-3.741085676025274E-002,9.299001476054215E-001,-4.569132488637843E-002,9.294346075683342E-001,-3.617038505120099E-002,9.288770031929017E-001,-3.730329781770707E-002,
3.810000000000000E+009,9.281753287661693E-001,-4.568110967617509E-002,9.288454943906526E-001,-5.405185853589428E-002,9.287049275308367E-001,-4.450793185367100E-002,9.282234835624696E-001,-4.563329964876176E-002,
3.815000000000000E+009,9.279125256774287E-001,-5.438486400445546E-002,9.281029059604582E-001,-6.276531915606162E-002,9.283782965333697E-001,-5.318694629280321E-002,9.279482650756837E-001,-5.431697323918343E-002,
3.820000000000000E+009,9.270642824553137E-001,-6.340063586329149E-002,9.267525172500216E-001,-7.182076864030637E-002,9.274537318698086E-001,-6.211767627956005E-002,9.270556068420411E-001,-6.335607498884202E-002,
3.825000000000000E+009,9.262099054032382E-001,-7.221196693040233E-002,9.254036575042121E-001,-8.055697055618644E-002,9.265175285374989E-001,-7.085943196148810E-002,9.262171959877016E-001,-7.214955329895020E-002,
3.830000000000000E+009,9.248028574751979E-001,-8.069781282838760E-002,9.233795043981256E-001,-8.882958947864288E-002,9.251605407268460E-001,-7.925254149584113E-002,9.247654676437379E-001,-8.063882887363436E-002,
3.835000000000000E+009,9.236307260620714E-001,-8.922440984777097E-002,9.218528449497376E-001,-9.718504349879163E-002,9.239796008390246E-001,-8.782150749516181E-002,9.237163758277893E-001,-8.919852077960969E-002,
3.840000000000000E+009,9.219444767685127E-001,-9.763808351059011E-002,9.197410168533047E-001,-1.052926515705226E-001,9.222583234361532E-001,-9.605297869988268E-002,9.220062708854676E-001,-9.755775034427644E-002,
3.845000000000000E+009,9.206597207402024E-001,-1.055549684390810E-001,9.181036146415407E-001,-1.129070073233324E-001,9.210119123275095E-001,-1.038637619413265E-001,9.207732439041140E-001,-1.054930344223976E-001,
3.850000000000000E+009,9.184757669570045E-001,-1.137363723918793E-001,9.156983872872623E-001,-1.206836955331323E-001,9.189291390388246E-001,-1.118446715499720E-001,9.186034703254701E-001,-1.136216905713082E-001,
3.855000000000000E+009,9.169925528443069E-001,-1.216909077369607E-001,9.139421586523390E-001,-1.283599535172580E-001,9.175766055579444E-001,-1.197310850696359E-001,9.171781229972841E-001,-1.215967750549317E-001,
3.860000000000000E+009,9.152933168645244E-001,-1.294573796319937E-001,9.118398610365286E-001,-1.357395140442207E-001,9.159626792289306E-001,-1.275131747472686E-001,9.154077744483949E-001,-1.293998736143112E-001,
3.865000000000000E+009,9.133905803833438E-001,-1.370559862253862E-001,9.097278966120621E-001,-1.429613194723943E-001,9.140246738289232E-001,-1.352055922636614E-001,9.135291099548342E-001,-1.370153021812439E-001,
3.870000000000000E+009,9.116460905739702E-001,-1.441641694297602E-001,9.078481158825602E-001,-1.497540651732980E-001,9.122792830860448E-001,-1.422810301445798E-001,9.117717432975769E-001,-1.441648119688034E-001,
3.875000000000000E+009,9.097649348150994E-001,-1.513120347526286E-001,9.058589521285773E-001,-1.564759286582111E-001,9.103807846775263E-001,-1.494551186915461E-001,9.099908924102784E-001,-1.512748664617539E-001,
3.880000000000000E+009,9.084325781437523E-001,-1.584409129800389E-001,9.044675272377450E-001,-1.632300538883967E-001,9.088737367850566E-001,-1.564716225347718E-001,9.085857844352723E-001,-1.584326881170273E-001,
3.885000000000000E+009,9.070051900039364E-001,-1.661596611654770E-001,9.031494889454523E-001,-1.705168679726671E-001,9.075541673885211E-001,-1.640185795445137E-001,9.071609640121461E-001,-1.661891531944275E-001,
3.890000000000000E+009,9.057256184064562E-001,-1.731986282130074E-001,9.019867391518334E-001,-1.773958986201403E-001,9.063940092671993E-001,-1.710371623302903E-001,9.059201240539553E-001,-1.732330608367920E-001,
3.895000000000000E+009,9.044658264815825E-001,-1.805543113321271E-001,9.006849608508430E-001,-1.845999717642773E-001,9.051565989978195E-001,-1.782783097169705E-001,9.046993613243104E-001,-1.806104493141174E-001,
3.900000000000000E+009,9.033605237404105E-001,-1.879289811959335E-001,8.994606015160688E-001,-1.919086280969512E-001,9.041636235447453E-001,-1.855825633185649E-001,9.034840607643129E-001,-1.880412328243256E-001,
3.905000000000000E+009,9.018506469438573E-001,-1.955742066555443E-001,8.979433405078749E-001,-1.993327047236747E-001,9.028489898346208E-001,-1.931458640986929E-001,9.020093464851380E-001,-1.957185584306717E-001,
3.910000000000000E+009,9.004218586966019E-001,-2.037480255245742E-001,8.965053446345479E-001,-2.071971803627171E-001,9.014968137000876E-001,-2.012260702468910E-001,9.004764795303345E-001,-2.038501471281052E-001,
3.915000000000000E+009,8.986734538084560E-001,-2.116050697529541E-001,8.948148461710501E-001,-2.148752912269960E-001,8.999129961435519E-001,-2.090542509605767E-001,8.987446355819704E-001,-2.116874945163727E-001,
3.920000000000000E+009,8.967625719131261E-001,-2.194088593748832E-001,8.928427173744258E-001,-2.226198371776039E-001,8.981780329044258E-001,-2.169400218295139E-001,8.968353414535524E-001,-2.194639748334885E-001,
3.925000000000000E+009,8.946711008645110E-001,-2.272925161702784E-001,8.907707278541419E-001,-2.303882606843170E-001,8.961320673885942E-001,-2.249777885525158E-001,8.947791862487794E-001,-2.273142409324646E-001,
3.930000000000000E+009,8.928626337620816E-001,-2.351891139429436E-001,8.888727982857305E-001,-2.381230526334251E-001,8.943211805008166E-001,-2.329073050689689E-001,8.929187297821046E-001,-2.351916849613190E-001,
3.935000000000000E+009,8.908480173753897E-001,-2.429149223853264E-001,8.866601918124615E-001,-2.458762450760711E-001,8.923228952873480E-001,-2.406650462865715E-001,8.910028982162477E-001,-2.430213153362274E-001,
3.940000000000000E+009,8.890254454154892E-001,-2.504711570838425E-001,8.847469158391819E-001,-2.531103542565052E-001,8.906414774250725E-001,-2.481160202592626E-001,8.891578269004823E-001,-2.506015634536744E-001,
3.945000000000000E+009,8.870215206973251E-001,-2.587515440464269E-001,8.826881601442349E-001,-2.611585970552449E-001,8.887679087069977E-001,-2.563654021602439E-001,8.871888256072998E-001,-2.589031553268433E-001,
3.950000000000000E+009,8.843198435162727E-001,-2.671012494845885E-001,8.799626521722148E-001,-2.692013560162287E-001,8.862131265092681E-001,-2.646972858616543E-001,8.843330359458925E-001,-2.672516763210296E-001,
3.955000000000000E+009,8.819135289433763E-001,-2.751918197166588E-001,8.775752365464996E-001,-2.770058427740142E-001,8.839500214645277E-001,-2.728884474282424E-001,8.819660449028016E-001,-2.753256225585938E-001,
3.960000000000000E+009,8.792527526119836E-001,-2.829756953146670E-001,8.748695006426505E-001,-2.846449099657178E-001,8.813221109496126E-001,-2.807880698009013E-001,8.792765307426453E-001,-2.830477488040925E-001,
3.965000000000000E+009,8.764271523142082E-001,-2.909909855094297E-001,8.720535383307669E-001,-2.925425445953132E-001,8.785628223090083E-001,-2.889601714648606E-001,8.764125585556031E-001,-2.911788368225098E-001,
3.970000000000000E+009,8.735449844155093E-001,-2.988993108397979E-001,8.691437209125367E-001,-3.002472612648990E-001,8.757549697118268E-001,-2.968865865150208E-001,8.735681509971620E-001,-2.990481936931610E-001,
3.975000000000000E+009,8.688555819769680E-001,-3.114031655914737E-001,8.644268242403750E-001,-3.123013279576339E-001,8.711214362361746E-001,-3.095527473947231E-001,8.688662910461427E-001,-3.115525066852570E-001,
3.980000000000000E+009,8.656641139967650E-001,-3.189238345905704E-001,8.613583636555131E-001,-3.195081323790822E-001,8.679598252942936E-001,-3.171196599362984E-001,8.656144642829896E-001,-3.189732766151429E-001,
3.985000000000000E+009,8.620459843282367E-001,-3.268955344166867E-001,8.577777768766963E-001,-3.272438224855550E-001,8.643757272425893E-001,-3.252033767197748E-001,8.619873094558719E-001,-3.270466840267182E-001,
3.990000000000000E+009,8.583959405702852E-001,-3.342760089041192E-001,8.542647261321442E-001,-3.344921748960122E-001,8.608117515135642E-001,-3.328489633429815E-001,8.582700133323670E-001,-3.344647765159607E-001,
3.995000000000000E+009,8.547175899289725E-001,-3.413540773170493E-001,8.508335322551995E-001,-3.413557026782866E-001,8.571349621201665E-001,-3.401034598102707E-001,8.546258020401003E-001,-3.414699327945709E-001,
4.000000000000000E+009,8.512107047908547E-001,-3.487307656017585E-001,8.473594273793149E-001,-3.487246305765511E-001,8.534977493536415E-001,-3.475931605299175E-001,8.510718178749085E-001,-3.488400518894196E-001,
4.005000000000000E+009,8.479416223361987E-001,-3.549049422742494E-001,8.440865036742691E-001,-3.548486061815416E-001,8.501048776588149E-001,-3.538542144855060E-001,8.478327918052675E-001,-3.549706995487214E-001,
4.010000000000000E+009,8.442760939696120E-001,-3.623610096358356E-001,8.404025321710940E-001,-3.620433091861794E-001,8.464239685767990E-001,-3.613127211375862E-001,8.441851401329041E-001,-3.622997403144836E-001,
4.015000000000000E+009,8.413282647018243E-001,-3.698222548808168E-001,8.374351182420556E-001,-3.691071284032284E-001,8.433288550637038E-001,-3.687887297727165E-001,8.411620020866396E-001,-3.698215341567994E-001,
4.020000000000000E+009,8.377266672612396E-001,-3.772656013311813E-001,8.341126900648633E-001,-3.763449163154560E-001,8.397132566298501E-001,-3.761742328519380E-001,8.376176214218141E-001,-3.771942353248597E-001,
4.025000000000000E+009,8.341708394754085E-001,-3.843910953412285E-001,8.307992477097895E-001,-3.835187071415839E-001,8.361119050301067E-001,-3.834712619969248E-001,8.341402363777162E-001,-3.843279564380646E-001,
4.030000000000000E+009,8.305441252875012E-001,-3.915414486523842E-001,8.271302523557160E-001,-3.906142235834096E-001,8.324361448282474E-001,-3.907114320547360E-001,8.305627655982972E-001,-3.915437245368958E-001,
4.035000000000000E+009,8.268465599666430E-001,-3.987722725176430E-001,8.234219766812343E-001,-3.975911733793113E-001,8.286854305098672E-001,-3.979090487362157E-001,8.267854571342469E-001,-3.987677013874054E-001,
4.040000000000000E+009,8.230774201115837E-001,-4.058705362555047E-001,8.198268347818172E-001,-4.045090528711218E-001,8.248315492606451E-001,-4.049802718035465E-001,8.230303239822390E-001,-4.058197951316834E-001,
4.045000000000000E+009,8.193225752487716E-001,-4.132088139949655E-001,8.162521070376931E-001,-4.116247532831847E-001,8.209343541521522E-001,-4.123515459334927E-001,8.192129755020143E-001,-4.131151998043061E-001,
4.050000000000000E+009,8.152690969638263E-001,-4.199465051563850E-001,8.123551961347479E-001,-4.182175780874177E-001,8.167714918843522E-001,-4.189252860330737E-001,8.151431941986085E-001,-4.198027503490449E-001,
4.055000000000000E+009,8.118957613740581E-001,-4.271981975279285E-001,8.091993394311660E-001,-4.255520307100869E-001,8.134406131059058E-001,-4.262304227152960E-001,8.118677496910096E-001,-4.270970487594605E-001,
4.060000000000000E+009,8.081558525370596E-001,-4.343719950214904E-001,8.054962439536223E-001,-4.326446632706130E-001,8.096717929340331E-001,-4.333353911594973E-001,8.081205010414125E-001,-4.342923521995545E-001,
4.065000000000000E+009,8.038841740472924E-001,-4.416181669369646E-001,8.012176377883020E-001,-4.397848452576537E-001,8.053317429390658E-001,-4.404542705977533E-001,8.039037585258485E-001,-4.415171182155610E-001,
4.070000000000000E+009,7.994693216134403E-001,-4.484795495301856E-001,7.968461269575660E-001,-4.465513973328987E-001,8.010620572712148E-001,-4.472688132947226E-001,7.994866180419923E-001,-4.484255313873291E-001,
