% Version 1.00
%
%freq[Hz],re:Trc13_S21,im:Trc13_S21,re:cap2_p2_0_1_plstc_S21,im:cap2_p2_0_1_plstc_S21,re:cap2_p2_0_5_plstc_S21,im:cap2_p2_0_5_plstc_S21,re:cap2_p2_1_plstc_S21,im:cap2_p2_1_plstc_S21,
2.125000000000000E+009,-8.451769819712275E-001,4.423551986611943E-001,-8.546744257693593E-001,4.425786751003130E-001,-8.483521774390438E-001,4.433233638952381E-001,-8.455682468664220E-001,4.425237022919375E-001,
2.130000000000000E+009,-8.376667649279936E-001,4.504409271389609E-001,-8.484913230305565E-001,4.517326900476626E-001,-8.410354682597006E-001,4.521270865409889E-001,-8.380375253040563E-001,4.507233426489777E-001,
2.135000000000000E+009,-8.296969219818047E-001,4.581345632501806E-001,-8.417524751195314E-001,4.607869107468601E-001,-8.331034526557746E-001,4.605763952155466E-001,-8.299754059709770E-001,4.584071410920929E-001,
2.140000000000000E+009,-8.218001090779463E-001,4.655597278341181E-001,-8.350265846558328E-001,4.700327110100839E-001,-8.250685635290953E-001,4.686982474675846E-001,-8.219527575877779E-001,4.658704668669124E-001,
2.145000000000000E+009,-8.137666290972019E-001,4.724285121960156E-001,-8.279930154046296E-001,4.790078840572414E-001,-8.167397909870041E-001,4.761591715075598E-001,-8.140085443281552E-001,4.726796267517446E-001,
2.150000000000000E+009,-8.054023619973457E-001,4.783078870957477E-001,-8.202493132927770E-001,4.870794618025748E-001,-8.079495099263150E-001,4.825157151490432E-001,-8.055932067994795E-001,4.784924944896205E-001,
2.155000000000000E+009,-7.969886436045759E-001,4.840315634508825E-001,-8.123220488047410E-001,4.952399023132931E-001,-7.992725565227469E-001,4.886276449242166E-001,-7.973604928364267E-001,4.841681684716713E-001,
2.160000000000000E+009,-7.884698569755803E-001,4.891670286433675E-001,-8.041421452776184E-001,5.027781113422006E-001,-7.905202631162051E-001,4.940897047945003E-001,-7.889714184620157E-001,4.891517299686848E-001,
2.165000000000000E+009,-7.799167064617943E-001,4.942981807071356E-001,-7.956691357701027E-001,5.106004643152431E-001,-7.818815606009657E-001,4.996805242390900E-001,-7.806098881100126E-001,4.944137589781134E-001,
2.170000000000000E+009,-7.713607865278559E-001,4.988938938023665E-001,-7.871622412336550E-001,5.182183668067384E-001,-7.732002263361898E-001,5.049039567669711E-001,-7.722309866625448E-001,4.992516470078208E-001,
2.175000000000000E+009,-7.624524910579648E-001,5.029565100870775E-001,-7.784132056254225E-001,5.258422090469823E-001,-7.643154302770662E-001,5.101221212198808E-001,-7.635301458744626E-001,5.037137060479809E-001,
2.180000000000000E+009,-7.530833586327780E-001,5.069526676261451E-001,-7.689626726816921E-001,5.336523467252502E-001,-7.546802769771659E-001,5.151040133720216E-001,-7.542447880806388E-001,5.081427405868246E-001,
2.185000000000000E+009,-7.439258611299180E-001,5.099656929129012E-001,-7.591500875123856E-001,5.413399437413806E-001,-7.448324951621603E-001,5.195410135310343E-001,-7.450474451496503E-001,5.115144441059456E-001,
2.190000000000000E+009,-7.341214340032765E-001,5.122045082388393E-001,-7.481198222700178E-001,5.493844800539574E-001,-7.339005835790703E-001,5.238994578545858E-001,-7.351192934867676E-001,5.142867481077162E-001,
2.195000000000000E+009,-7.244698892163238E-001,5.120967351577873E-001,-7.357098041648446E-001,5.564830842783300E-001,-7.221628283340107E-001,5.260496032873956E-001,-7.250661745024259E-001,5.149422944746750E-001,
2.200000000000000E+009,-7.158913428613556E-001,5.104558930825967E-001,-7.217953118739128E-001,5.621516239830060E-001,-7.103986829708227E-001,5.260894723973005E-001,-7.157725260893206E-001,5.139375565446949E-001,
2.205000000000000E+009,-7.090554285255803E-001,5.070404794753444E-001,-7.069083077779474E-001,5.651899133203973E-001,-6.989995480475668E-001,5.235395267528318E-001,-7.077431677773122E-001,5.107919824003220E-001,
2.210000000000000E+009,-7.049049833726012E-001,5.028389815745762E-001,-6.925632329602072E-001,5.654767801571192E-001,-6.895844043546113E-001,5.186741626826968E-001,-7.024105596893577E-001,5.065134167657110E-001,
2.215000000000000E+009,-7.036588541394140E-001,4.991371285798318E-001,-6.800326550076195E-001,5.632113062387144E-001,-6.829606255797721E-001,5.120612483258997E-001,-6.998938090198522E-001,5.022021016738840E-001,
2.220000000000000E+009,-7.051061009261179E-001,4.972858490933260E-001,-6.711702767361123E-001,5.599929558397100E-001,-6.802145638622668E-001,5.050170340472682E-001,-7.004126671037524E-001,4.992345940245052E-001,
2.225000000000000E+009,-7.078663480209535E-001,4.972882878084018E-001,-6.654114365508049E-001,5.572721938890688E-001,-6.809260181400082E-001,4.984996948974620E-001,-7.027207057042656E-001,4.978110774481383E-001,
2.230000000000000E+009,-7.112676384989407E-001,5.001323375207947E-001,-6.612033361186759E-001,5.580665838130462E-001,-6.846887476211038E-001,4.947292245435554E-001,-7.061935700658300E-001,4.993293101785339E-001,
2.235000000000000E+009,-7.140386781119665E-001,5.056421944485269E-001,-6.561269731775036E-001,5.622233723473012E-001,-6.898873056816113E-001,4.944823846732757E-001,-7.094665043454363E-001,5.036693475683619E-001,
2.240000000000000E+009,-7.160959313134337E-001,5.131678947811486E-001,-6.487000566132288E-001,5.685059795182157E-001,-6.956853566253213E-001,4.978087636251465E-001,-7.122461302879199E-001,5.102913087880214E-001,
2.245000000000000E+009,-7.164865749269624E-001,5.216901981027178E-001,-6.376455087611516E-001,5.749010551609213E-001,-7.003600575536330E-001,5.035497856323665E-001,-7.133973773069726E-001,5.183353802761529E-001,
2.250000000000000E+009,-7.156355697023187E-001,5.313724423305258E-001,-6.235819313087045E-001,5.803146346188340E-001,-7.036479658065107E-001,5.117844760659498E-001,-7.134083203718317E-001,5.277368143894740E-001,
2.255000000000000E+009,-7.134984702740309E-001,5.413935494811880E-001,-6.070662114694134E-001,5.832248863624554E-001,-7.052353858518310E-001,5.215612519002948E-001,-7.120085673727511E-001,5.375793894291234E-001,
2.260000000000000E+009,-7.102866249763200E-001,5.516328727904289E-001,-5.885721841168916E-001,5.829238987030707E-001,-7.052704574886389E-001,5.323632562547243E-001,-7.094294516237952E-001,5.478083627597120E-001,
2.265000000000000E+009,-7.066841997171345E-001,5.614287369159751E-001,-5.695182077119518E-001,5.779747225209950E-001,-7.042690406963642E-001,5.431682050785633E-001,-7.063524457511083E-001,5.577964552419096E-001,
2.270000000000000E+009,-7.018209651821725E-001,5.715945499329722E-001,-5.502191865641852E-001,5.680953868414986E-001,-7.014625113329284E-001,5.542671835435820E-001,-7.019494864795156E-001,5.680825852039102E-001,
2.275000000000000E+009,-6.960909437323086E-001,5.813806057162261E-001,-5.330575882959510E-001,5.519554240251640E-001,-6.972826399135917E-001,5.650489385221486E-001,-6.965576879201482E-001,5.781711427563350E-001,
2.280000000000000E+009,-6.894767940965462E-001,5.909391991006049E-001,-5.208816058922017E-001,5.299787376617525E-001,-6.920655013888029E-001,5.758559730458901E-001,-6.903690406447067E-001,5.878537318065306E-001,
2.285000000000000E+009,-6.827538924728314E-001,6.000890212255037E-001,-5.164900811888776E-001,5.036821354498764E-001,-6.862160230774179E-001,5.862868629919827E-001,-6.838268172185574E-001,5.971887659275084E-001,
2.290000000000000E+009,-6.750768829487690E-001,6.087711877757560E-001,-5.221018840589481E-001,4.764702143859262E-001,-6.792668900091071E-001,5.960898957975359E-001,-6.764080572618504E-001,6.060847786885307E-001,
2.295000000000000E+009,-6.668244156757104E-001,6.170125081381488E-001,-5.373653290897760E-001,4.527346929061365E-001,-6.714948564262898E-001,6.053506467864307E-001,-6.683245568347191E-001,6.145942621077782E-001,
2.300000000000000E+009,-6.583132084587993E-001,6.245903863241766E-001,-5.603026191301733E-001,4.362736295090590E-001,-6.632231506864665E-001,6.137112417705504E-001,-6.599263349672310E-001,6.222399681668970E-001,
2.305000000000000E+009,-6.497937805314777E-001,6.319980529200032E-001,-5.874495425103988E-001,4.298684416997180E-001,-6.548674382013309E-001,6.220581053947113E-001,-6.515691466915105E-001,6.298102580615231E-001,
2.310000000000000E+009,-6.408346558063455E-001,6.393370222368260E-001,-6.132764332467661E-001,4.332485706888505E-001,-6.457737362062054E-001,6.303674611976652E-001,-6.427410064544230E-001,6.373728720162938E-001,
2.315000000000000E+009,-6.312468314479102E-001,6.464992577147104E-001,-6.352849282750377E-001,4.439624915349025E-001,-6.359146459901218E-001,6.380274539113753E-001,-6.331995007497726E-001,6.446260583194066E-001,
2.320000000000000E+009,-6.215228822870257E-001,6.534295925758317E-001,-6.522584986272303E-001,4.595095795088320E-001,-6.258833412618625E-001,6.452222715945291E-001,-6.235797694076009E-001,6.516676797591983E-001,
2.325000000000000E+009,-6.106996926274406E-001,6.603946332172591E-001,-6.639109505858786E-001,4.776719577706629E-001,-6.146410409471115E-001,6.522797314425610E-001,-6.128079996116793E-001,6.586816120398917E-001,
2.330000000000000E+009,-5.992020872520858E-001,6.671986753763266E-001,-6.709882965981606E-001,4.967119034028142E-001,-6.028056244124225E-001,6.588789624975866E-001,-6.015274542415139E-001,6.653728320894621E-001,
2.335000000000000E+009,-5.875328283167418E-001,6.734005611214766E-001,-6.743255159453858E-001,5.152722144691184E-001,-5.909110968301088E-001,6.645965036516237E-001,-5.901662979092827E-001,6.714775376679077E-001,
2.340000000000000E+009,-5.743944199470514E-001,6.790457480469238E-001,-6.743180542381476E-001,5.332761082820328E-001,-5.777371117884445E-001,6.697280020641520E-001,-5.774021330589307E-001,6.772391335267727E-001,
2.345000000000000E+009,-5.608766582004672E-001,6.847401540452269E-001,-6.723612805188591E-001,5.507265953365975E-001,-5.643949091346046E-001,6.748287827578321E-001,-5.642579345220942E-001,6.830690599905063E-001,
2.350000000000000E+009,-5.461782827880726E-001,6.893845204868599E-001,-6.683982473014197E-001,5.665312437257373E-001,-5.499881128032551E-001,6.787509539513353E-001,-5.500253440842302E-001,6.879088843649516E-001,
2.355000000000000E+009,-5.304144424181113E-001,6.936044490234972E-001,-6.628597068345754E-001,5.819726102749641E-001,-5.346812757747601E-001,6.821766323008243E-001,-5.347576142335200E-001,6.925125222890924E-001,
2.360000000000000E+009,-5.136869899004686E-001,6.959103119967772E-001,-6.560195027302608E-001,5.952037427878931E-001,-5.185372119674867E-001,6.836766351804899E-001,-5.185772207728026E-001,6.952231005077018E-001,
2.365000000000000E+009,-4.949502514607394E-001,6.970688748281839E-001,-6.480211249419159E-001,6.081815867156865E-001,-5.005548422057862E-001,6.839179702368412E-001,-5.003384716571980E-001,6.968856340915034E-001,
2.370000000000000E+009,-4.748943557778478E-001,6.960278759508252E-001,-6.393169006933862E-001,6.196280709750133E-001,-4.816532586993315E-001,6.817077847265110E-001,-4.808746249257153E-001,6.966071935060565E-001,
2.375000000000000E+009,-4.540313717854890E-001,6.912270115096002E-001,-6.301957529351705E-001,6.298051611286812E-001,-4.622144357436544E-001,6.759173759797429E-001,-4.605631504219747E-001,6.928249509437189E-001,
2.380000000000000E+009,-4.324865204428407E-001,6.826707065416308E-001,-6.201082290493855E-001,6.389067910591760E-001,-4.422988527816447E-001,6.662682051412207E-001,-4.393835861953167E-001,6.855798436318298E-001,
2.385000000000000E+009,-4.106911085680576E-001,6.696263294434800E-001,-6.096832401491663E-001,6.471673352950316E-001,-4.230281046071902E-001,6.517797775103007E-001,-4.178159238819892E-001,6.741010559390011E-001,
2.390000000000000E+009,-3.901252518723977E-001,6.508599259191382E-001,-5.986192427865881E-001,6.543523513110159E-001,-4.057156296217228E-001,6.319413913666689E-001,-3.969750689480709E-001,6.573935321514079E-001,
2.395000000000000E+009,-3.720917623265413E-001,6.256027931712374E-001,-5.864511489603198E-001,6.603708667977009E-001,-3.920876975352301E-001,6.062287269051856E-001,-3.778671254137549E-001,6.343333256217874E-001,
2.400000000000000E+009,-3.598121851643994E-001,5.944580068021703E-001,-5.739394266909006E-001,6.650641794072466E-001,-3.852542756288293E-001,5.758946294208241E-001,-3.636816438601598E-001,6.052529405635281E-001,
2.405000000000000E+009,-3.560480900867341E-001,5.582907905779900E-001,-5.607249158276835E-001,6.683239867813100E-001,-3.877277170347457E-001,5.424398615956995E-001,-3.571654345779006E-001,5.706460681244043E-001,
2.410000000000000E+009,-3.641356319328437E-001,5.195032383230912E-001,-5.474951473925801E-001,6.692960964970647E-001,-4.015756278964546E-001,5.094192802251212E-001,-3.615056940277938E-001,5.323220309691081E-001,
2.415000000000000E+009,-3.851875677414556E-001,4.844085448791625E-001,-5.344220630947913E-001,6.684095707789826E-001,-4.263176502263791E-001,4.825168045176052E-001,-3.788494525659704E-001,4.961786023867216E-001,
2.420000000000000E+009,-4.171623770386517E-001,4.577129857116147E-001,-5.218442556863878E-001,6.646426915615656E-001,-4.584707053136127E-001,4.652016412565997E-001,-4.076812610724664E-001,4.669497718373260E-001,
2.425000000000000E+009,-4.550348376178255E-001,4.436423350629618E-001,-5.109614480750948E-001,6.588220622566899E-001,-4.933194747064458E-001,4.596822645403026E-001,-4.439214496217742E-001,4.493212728364899E-001,
2.430000000000000E+009,-4.942713306098129E-001,4.417594382906755E-001,-5.022017558117259E-001,6.508024944799422E-001,-5.270015552863109E-001,4.647744567075314E-001,-4.830052679371840E-001,4.439253513324917E-001,
2.435000000000000E+009,-5.303962629431769E-001,4.506892734764488E-001,-4.968619443951558E-001,6.403158466236534E-001,-5.562080426489899E-001,4.778458309921643E-001,-5.201868276416155E-001,4.499146829894217E-001,
2.440000000000000E+009,-5.606556124708750E-001,4.676489357209840E-001,-4.958294378693233E-001,6.286296788361157E-001,-5.794630569146431E-001,4.962754646412496E-001,-5.519665177636760E-001,4.648780022688919E-001,
2.445000000000000E+009,-5.835699822346034E-001,4.905840478321061E-001,-4.994646521745617E-001,6.188437013907404E-001,-5.964041901111442E-001,5.189511070731542E-001,-5.766941769468172E-001,4.865952285777343E-001,
2.450000000000000E+009,-5.994888127618406E-001,5.148450512474796E-001,-5.073265204048968E-001,6.109175851772942E-001,-6.074237319368459E-001,5.417920935497462E-001,-5.943547706961438E-001,5.103824723888341E-001,
2.455000000000000E+009,-6.099049467580707E-001,5.398201133893683E-001,-5.186564713211515E-001,6.071252678846458E-001,-6.141409517617993E-001,5.645928968393539E-001,-6.061770765188279E-001,5.353347370558459E-001,
2.460000000000000E+009,-6.153354961614669E-001,5.648507919554699E-001,-5.307712570825742E-001,6.088902438144553E-001,-6.167506455995104E-001,5.872897264602939E-001,-6.127068207982255E-001,5.604758522548552E-001,
2.465000000000000E+009,-6.168789951386960E-001,5.878302885803171E-001,-5.423429492182598E-001,6.148792315763648E-001,-6.164621954026837E-001,6.081678461542470E-001,-6.151857435219100E-001,5.837560023642691E-001,
2.470000000000000E+009,-6.154424227949410E-001,6.094828649233580E-001,-5.516015453786660E-001,6.247141526217730E-001,-6.135817219204633E-001,6.278136130176490E-001,-6.143817793594989E-001,6.058675347821223E-001,
2.475000000000000E+009,-6.125649147996286E-001,6.297574289659691E-001,-5.586997277899655E-001,6.373375884865742E-001,-6.097345502242106E-001,6.461469397798040E-001,-6.119812846317076E-001,6.264237237370109E-001,
2.480000000000000E+009,-6.068597519474341E-001,6.486283675683376E-001,-5.620961869775117E-001,6.512287594041687E-001,-6.034034164036896E-001,6.632299681900775E-001,-6.066519800979557E-001,6.455332434782672E-001,
2.485000000000000E+009,-6.007433345721420E-001,6.650736915624878E-001,-5.635029841892536E-001,6.650157481548551E-001,-5.969457809597196E-001,6.782984553587932E-001,-6.008178312743326E-001,6.623584964540061E-001,
2.490000000000000E+009,-5.935761560242210E-001,6.804786824179181E-001,-5.626013257137742E-001,6.791180022003387E-001,-5.894746206757061E-001,6.924599534268081E-001,-5.938973715434178E-001,6.781854636955079E-001,
2.495000000000000E+009,-5.862504137041882E-001,6.945493195084971E-001,-5.601284991828550E-001,6.924093833285120E-001,-5.818635018044207E-001,7.053472389464410E-001,-5.865357764111312E-001,6.926073638094177E-001,
2.500000000000000E+009,-5.782824410486951E-001,7.072686729423474E-001,-5.563606313946445E-001,7.047026557728039E-001,-5.739990566320565E-001,7.170392164392854E-001,-5.786620251454256E-001,7.054554687016553E-001,
2.505000000000000E+009,-5.640523445959800E-001,7.090584594054281E-001,-5.461335842895723E-001,7.073099228466162E-001,-5.600188175326674E-001,7.181460958493441E-001,-5.644996425747664E-001,7.075926281427911E-001,
2.510000000000000E+009,-5.563859028389329E-001,7.195608970585646E-001,-5.411909047954457E-001,7.178689257007715E-001,-5.524302812275930E-001,7.278433847109264E-001,-5.569579046193082E-001,7.181799525262512E-001,
2.515000000000000E+009,-5.484491750384897E-001,7.310412732160037E-001,-5.354043422827675E-001,7.294408818979804E-001,-5.443694162693589E-001,7.386362072713770E-001,-5.487914396474557E-001,7.297417895877704E-001,
2.520000000000000E+009,-5.405324229493087E-001,7.406379841146580E-001,-5.296436788375631E-001,7.392080186990853E-001,-5.366986638392267E-001,7.477688097534430E-001,-5.409724127677612E-001,7.394064310530621E-001,
2.525000000000000E+009,-5.322599586143875E-001,7.487038213642094E-001,-5.232226698191953E-001,7.475924314073043E-001,-5.285046958809436E-001,7.553793259324318E-001,-5.328224452336469E-001,7.476969414982065E-001,
2.530000000000000E+009,-5.252672100262673E-001,7.568239049834521E-001,-5.173974767043461E-001,7.558712577686511E-001,-5.215848096258567E-001,7.628413148376003E-001,-5.259230946340578E-001,7.558192717127322E-001,
2.535000000000000E+009,-5.181521981325209E-001,7.630399907486126E-001,-5.114116120096200E-001,7.626693379646919E-001,-5.146484380873770E-001,7.689158624082075E-001,-5.186632956789541E-001,7.621760798146701E-001,
2.540000000000000E+009,-5.099795377029092E-001,7.697219874809524E-001,-5.044776556349885E-001,7.697129246912290E-001,-5.067889945771849E-001,7.751842096947278E-001,-5.106690367650183E-001,7.689633885404135E-001,
2.545000000000000E+009,-5.022400480041351E-001,7.757400116526434E-001,-4.974003121099240E-001,7.761198165428876E-001,-4.987434910190335E-001,7.810377497806871E-001,-5.028001719413250E-001,7.751126200678504E-001,
2.550000000000000E+009,-4.950512782815504E-001,7.832647318464647E-001,-4.908407926189350E-001,7.839798736224743E-001,-4.915777797255422E-001,7.881021233942455E-001,-4.956540269727898E-001,7.825594335317040E-001,
2.555000000000000E+009,-4.877205897962785E-001,7.901481305624407E-001,-4.837910828155047E-001,7.910161099091960E-001,-4.841404702444953E-001,7.946927973269116E-001,-4.881657242755427E-001,7.895409329168542E-001,
2.560000000000000E+009,-4.799002344995551E-001,7.968042684328497E-001,-4.768200192017369E-001,7.977166316383193E-001,-4.766438815016140E-001,8.010537260661763E-001,-4.804434987768126E-001,7.961799827258280E-001,
2.565000000000000E+009,-4.714514055515984E-001,8.052872905268975E-001,-4.688332652052155E-001,8.062263815596698E-001,-4.682625504794435E-001,8.092976064713389E-001,-4.719364786904509E-001,8.047107208424873E-001,
2.570000000000000E+009,-4.637101710186716E-001,8.130517173810535E-001,-4.616334105707315E-001,8.140948463985153E-001,-4.606645191978698E-001,8.168601804569139E-001,-4.642682567323327E-001,8.124649583337922E-001,
2.575000000000000E+009,-4.551506975466595E-001,8.208723152923004E-001,-4.534047133429002E-001,8.220137692088787E-001,-4.521710561752225E-001,8.244073969456666E-001,-4.556352778399480E-001,8.203933336599740E-001,
2.580000000000000E+009,-4.468776878545751E-001,8.281980664565591E-001,-4.456189547327398E-001,8.295106397564990E-001,-4.440160594837064E-001,8.315164373875195E-001,-4.474669416788715E-001,8.279159246362001E-001,
2.585000000000000E+009,-4.379864513062383E-001,8.345005202453749E-001,-4.371047619693338E-001,8.358437434854815E-001,-4.351340329319893E-001,8.376250659318241E-001,-4.386433475752329E-001,8.342348432589446E-001,
2.590000000000000E+009,-4.294511507641949E-001,8.407960322629671E-001,-4.286612589434443E-001,8.421161883957488E-001,-4.266675086379652E-001,8.436884149737483E-001,-4.300621137913704E-001,8.405208128860586E-001,
2.595000000000000E+009,-4.211464307892066E-001,8.461869274498872E-001,-4.204188170030304E-001,8.473910133879913E-001,-4.183460929858041E-001,8.488680350324784E-001,-4.215739842135716E-001,8.457727023688209E-001,
2.600000000000000E+009,-4.126599163192086E-001,8.520703824234697E-001,-4.122412067253518E-001,8.534065055615103E-001,-4.098878360567526E-001,8.544619818992449E-001,-4.131265190695118E-001,8.516593522419420E-001,
2.605000000000000E+009,-4.036285047359354E-001,8.568845814948292E-001,-4.035417651133165E-001,8.582730906934361E-001,-4.010017787826274E-001,8.591655509804257E-001,-4.041173444897370E-001,8.565217861213564E-001,
2.610000000000000E+009,-3.957112277773975E-001,8.622792939474631E-001,-3.958486752611555E-001,8.636061487749809E-001,-3.931460586670466E-001,8.643944626730737E-001,-3.962314600603166E-001,8.619973222097743E-001,
2.615000000000000E+009,-3.868701122856665E-001,8.674784199355242E-001,-3.870826983091832E-001,8.689991992223806E-001,-3.843174617733580E-001,8.696530552762696E-001,-3.871502517545577E-001,8.672414748788655E-001,
2.620000000000000E+009,-3.788229671208705E-001,8.730729451463883E-001,-3.793304883251484E-001,8.746914929150330E-001,-3.763112492196769E-001,8.750475644642474E-001,-3.791136586030134E-001,8.727986372969617E-001,
2.625000000000000E+009,-3.707467224013907E-001,8.778763236531431E-001,-3.715591115053042E-001,8.795220582659515E-001,-3.686174606017668E-001,8.798676546073498E-001,-3.712189873505216E-001,8.776551181757223E-001,
2.630000000000000E+009,-3.625792474891895E-001,8.835845100920665E-001,-3.635503779101917E-001,8.852211496307407E-001,-3.605811792432606E-001,8.854881851892922E-001,-3.630969319959658E-001,8.833699943019209E-001,
2.635000000000000E+009,-3.533823948513831E-001,8.889404066339915E-001,-3.543780518209752E-001,8.905797640750230E-001,-3.513406533918906E-001,8.906798212627123E-001,-3.538001287938959E-001,8.886688906857124E-001,
2.640000000000000E+009,-3.463646390241013E-001,8.932364204937868E-001,-3.475130680693917E-001,8.948199633600730E-001,-3.442784970758380E-001,8.948104497399726E-001,-3.466963636795146E-001,8.928963195658149E-001,
2.645000000000000E+009,-3.372262056533512E-001,8.969654043376230E-001,-3.386073324930645E-001,8.987540836466241E-001,-3.353217926553020E-001,8.985317657690168E-001,-3.376306889038920E-001,8.967188644815493E-001,
2.650000000000000E+009,-3.283804506250316E-001,9.006656652034881E-001,-3.298963708011039E-001,9.026578606553679E-001,-3.267638952759417E-001,9.024589760541500E-001,-3.288081843370068E-001,9.006441341097766E-001,
2.655000000000000E+009,-3.188809001837434E-001,9.045831010515669E-001,-3.205642350799710E-001,9.064895351607318E-001,-3.172844893006819E-001,9.061730263503238E-001,-3.194642344292037E-001,9.044850253364880E-001,
2.660000000000000E+009,-3.105775193942815E-001,9.074682719440060E-001,-3.123025744521329E-001,9.094564727129381E-001,-3.088096733369359E-001,9.089753260958706E-001,-3.109791607351410E-001,9.073591133444643E-001,
2.665000000000000E+009,-3.013008563622264E-001,9.103141070884225E-001,-3.032895801149669E-001,9.124883038804079E-001,-2.996696281363983E-001,9.118668967965247E-001,-3.018115816624516E-001,9.102678808629660E-001,
2.670000000000000E+009,-2.919490107750838E-001,9.128078366508946E-001,-2.941491384220216E-001,9.150967470755793E-001,-2.904265248009024E-001,9.143252252869794E-001,-2.924159849245694E-001,9.128007883933584E-001,
2.675000000000000E+009,-2.828155350991148E-001,9.148535652080314E-001,-2.852397840722155E-001,9.173728756919641E-001,-2.815004116377802E-001,9.163385058858694E-001,-2.833118356396800E-001,9.150485134866775E-001,
2.680000000000000E+009,-2.738560965376890E-001,9.177831380372251E-001,-2.763349971963243E-001,9.203131524810916E-001,-2.724323100522388E-001,9.191571557198416E-001,-2.744454474599838E-001,9.176962117116881E-001,
2.685000000000000E+009,-2.653561784106491E-001,9.201673322593237E-001,-2.677742425882500E-001,9.228115812198322E-001,-2.637787024384511E-001,9.215926678084937E-001,-2.658653523920317E-001,9.202036305302705E-001,
2.690000000000000E+009,-2.572857142545603E-001,9.225965248720518E-001,-2.597992532488015E-001,9.254089316088422E-001,-2.558190340626327E-001,9.240988568009290E-001,-2.577267118279361E-001,9.226563579696689E-001,
2.695000000000000E+009,-2.484198404384952E-001,9.259313986282334E-001,-2.510615803806600E-001,9.289926690590913E-001,-2.469842390538752E-001,9.275672200261287E-001,-2.488553305891857E-001,9.260333074266640E-001,
2.700000000000000E+009,-2.399994335930267E-001,9.284170574766808E-001,-2.428607888098970E-001,9.316005802784123E-001,-2.386593863172151E-001,9.300855996176785E-001,-2.405850863556386E-001,9.285618123148498E-001,
2.705000000000000E+009,-2.303655759918510E-001,9.307229585783189E-001,-2.331331363225296E-001,9.340113470633864E-001,-2.289243702160775E-001,9.323931541044387E-001,-2.308490893413131E-001,9.309621971333435E-001,
2.710000000000000E+009,-2.206521676105841E-001,9.330098947363781E-001,-2.233125280256840E-001,9.362411937600695E-001,-2.190603622778367E-001,9.345635534455983E-001,-2.209321115767067E-001,9.330783590225178E-001,
2.715000000000000E+009,-2.104770080405154E-001,9.343455654279176E-001,-2.133934886790664E-001,9.379572437524092E-001,-2.090402204157617E-001,9.360018871772354E-001,-2.108544901053343E-001,9.346102529669572E-001,
2.720000000000000E+009,-2.002174864168848E-001,9.349162300048224E-001,-2.033945866940292E-001,9.384881714198093E-001,-1.988130532476966E-001,9.364547142441768E-001,-2.005868306436878E-001,9.350835646904766E-001,
2.725000000000000E+009,-1.905073360484864E-001,9.354726877361026E-001,-1.937138349792664E-001,9.392139375110176E-001,-1.891727542794144E-001,9.369234663166204E-001,-1.909953841248602E-001,9.355245192348598E-001,
2.730000000000000E+009,-1.806724135636921E-001,9.354720465177389E-001,-1.839643271503914E-001,9.395580092852748E-001,-1.793155519150514E-001,9.370763173215794E-001,-1.811157867898200E-001,9.356841364442625E-001,
2.735000000000000E+009,-1.718619739901695E-001,9.357121665351892E-001,-1.750492635379529E-001,9.400444299373990E-001,-1.704339889506320E-001,9.372997152414282E-001,-1.720994207729002E-001,9.358771035935878E-001,
2.740000000000000E+009,-1.628544040020031E-001,9.354309115397302E-001,-1.662927859587813E-001,9.400956065282535E-001,-1.614874711620219E-001,9.371429697383025E-001,-1.631375781862546E-001,9.356119689196889E-001,
2.745000000000000E+009,-1.534629351409606E-001,9.355051706538544E-001,-1.568534176004453E-001,9.402189902290642E-001,-1.521540938530689E-001,9.371655913740081E-001,-1.538422708437405E-001,9.355652755483321E-001,
2.750000000000000E+009,-1.441187399405242E-001,9.349696417269683E-001,-1.474977654130525E-001,9.399902852117473E-001,-1.428089835354485E-001,9.367046974736486E-001,-1.444689245413088E-001,9.351558537758299E-001,
2.755000000000000E+009,-1.345412331675263E-001,9.350942819099399E-001,-1.378324528938033E-001,9.402877755425280E-001,-1.332124493898897E-001,9.367448992072954E-001,-1.348419312225382E-001,9.352622107752237E-001,
2.760000000000000E+009,-1.266352166305076E-001,9.350137550090387E-001,-1.298064175443731E-001,9.403373139296355E-001,-1.251929333464574E-001,9.366985688348939E-001,-1.268524480416130E-001,9.351314764638189E-001,
2.765000000000000E+009,-1.180890650930070E-001,9.354433882316263E-001,-1.213492208948172E-001,9.410247235832118E-001,-1.166930628622181E-001,9.371787464128618E-001,-1.183050401923014E-001,9.355633815530395E-001,
2.770000000000000E+009,-1.098656585545718E-001,9.359862104197179E-001,-1.131307759788201E-001,9.418060402225186E-001,-1.085567849327576E-001,9.377517289663204E-001,-1.102596515375711E-001,9.361314795416854E-001,
2.775000000000000E+009,-1.021540552526864E-001,9.367925916926048E-001,-1.053109467366620E-001,9.429257110007359E-001,-1.008578416755480E-001,9.386017652601431E-001,-1.024898552278096E-001,9.371193604473430E-001,
2.780000000000000E+009,-9.442827862154925E-002,9.376507711099692E-001,-9.754739962639192E-002,9.439614722864703E-001,-9.292061106546304E-002,9.394866707320008E-001,-9.473708755146679E-002,9.379159926626490E-001,
2.785000000000000E+009,-8.574419582320049E-002,9.379579421724299E-001,-8.871728033430010E-002,9.443855168085165E-001,-8.416777541690970E-002,9.398013035810442E-001,-8.603280135545233E-002,9.382384469662505E-001,
