% Version 1.00
%
%freq[Hz],re:Trc13_S21,im:Trc13_S21,re:cap2_p2_0_1_plstc_S21,im:cap2_p2_0_1_plstc_S21,re:cap2_p2_0_5_plstc_S21,im:cap2_p2_0_5_plstc_S21,re:cap2_p2_1_plstc_S21,im:cap2_p2_1_plstc_S21,
3.595000000000000E+009,8.846204572382235E-001,2.976403468064036E-001,8.911713446435611E-001,2.971439262170096E-001,8.815639439276091E-001,2.961233840761278E-001,8.846317704874598E-001,2.977227863226324E-001,
3.600000000000000E+009,8.861694437505628E-001,2.900197372127630E-001,8.926162603479187E-001,2.892874027617576E-001,8.831542941973062E-001,2.884902248490883E-001,8.861641207031512E-001,2.900730826436643E-001,
3.605000000000000E+009,8.884740599579972E-001,2.827186594438295E-001,8.948331281274234E-001,2.818328357398581E-001,8.854812457151691E-001,2.811336083427012E-001,8.884596535953793E-001,2.827438245351235E-001,
3.610000000000000E+009,8.905069865426252E-001,2.757188669642172E-001,8.968508160286114E-001,2.746562997365858E-001,8.875498259810235E-001,2.739852202296378E-001,8.904892112152090E-001,2.756135286464285E-001,
3.615000000000000E+009,8.929815150758700E-001,2.683679387820661E-001,8.994601428758369E-001,2.671783183427001E-001,8.900770074934588E-001,2.665566757231574E-001,8.930570398536509E-001,2.682289284254967E-001,
3.620000000000000E+009,8.952663702548060E-001,2.609082358864318E-001,9.019257782725547E-001,2.596076181037421E-001,8.923645036777864E-001,2.591570839171503E-001,8.953467521535361E-001,2.607592273106429E-001,
3.625000000000000E+009,8.982982559427960E-001,2.534097464907518E-001,9.050849878065066E-001,2.521028368964331E-001,8.952684430869852E-001,2.517208353909902E-001,8.983519544535948E-001,2.533965700230976E-001,
3.630000000000000E+009,9.010678859373648E-001,2.455980515373215E-001,9.081074580892148E-001,2.439835752002192E-001,8.980294059340805E-001,2.439989044031174E-001,9.011087328525721E-001,2.456702384430907E-001,
3.635000000000000E+009,9.030877573002252E-001,2.375954830518091E-001,9.101476479789277E-001,2.356543839908880E-001,8.999687605978081E-001,2.359290431392405E-001,9.031074627389771E-001,2.376684431788082E-001,
3.640000000000000E+009,9.052965620450689E-001,2.296882642052595E-001,9.124455481866651E-001,2.273573994685321E-001,9.021130673824096E-001,2.279844215827814E-001,9.053174325858708E-001,2.296924983125172E-001,
3.645000000000000E+009,9.074031550951439E-001,2.217933112139066E-001,9.145542223262054E-001,2.190462863527457E-001,9.041433927535911E-001,2.200541792719042E-001,9.073153389318107E-001,2.217696560641439E-001,
3.650000000000000E+009,9.090674410394609E-001,2.138023399725871E-001,9.162145185542686E-001,2.105813804966198E-001,9.057324837414926E-001,2.120400639679869E-001,9.090113117177240E-001,2.137573659467303E-001,
3.655000000000000E+009,9.114469588364895E-001,2.062815815978635E-001,9.185562260120471E-001,2.026935537830001E-001,9.080276132597853E-001,2.045111338222989E-001,9.114549583830708E-001,2.062068140300535E-001,
3.660000000000000E+009,9.136025227296560E-001,1.978060941112485E-001,9.205166243345246E-001,1.940476707257905E-001,9.100249572517050E-001,1.961940079277494E-001,9.135569347194116E-001,1.978034256946128E-001,
3.665000000000000E+009,9.154123188818527E-001,1.899251560015971E-001,9.222573492975116E-001,1.859570676385410E-001,9.118994225970323E-001,1.885473098013596E-001,9.154210380900602E-001,1.899150697908690E-001,
3.670000000000000E+009,9.173230280099010E-001,1.813862637123787E-001,9.241493889534633E-001,1.770713960814171E-001,9.138079388166451E-001,1.800260725476278E-001,9.172760115933381E-001,1.813351909316724E-001,
3.675000000000000E+009,9.188293527095817E-001,1.731568159128472E-001,9.257363950014514E-001,1.686549872662976E-001,9.153572810028831E-001,1.718098133500186E-001,9.187924781095407E-001,1.730923676171411E-001,
3.680000000000000E+009,9.201628346482974E-001,1.647150785625657E-001,9.269523196649251E-001,1.598065809738671E-001,9.165841410474805E-001,1.633262999510929E-001,9.199807727922145E-001,1.646977704143739E-001,
3.685000000000000E+009,9.211317539869045E-001,1.561240836232261E-001,9.279357617673762E-001,1.507646390545700E-001,9.175562078363972E-001,1.547617770414419E-001,9.209892740043938E-001,1.562245269015499E-001,
3.690000000000000E+009,9.220911302946883E-001,1.480133201873295E-001,9.287298912538701E-001,1.422465379731769E-001,9.185065460261804E-001,1.466106982543909E-001,9.219250849917645E-001,1.480823220547476E-001,
3.695000000000000E+009,9.231354015653355E-001,1.399734248678091E-001,9.296730442737133E-001,1.337855860011685E-001,9.195149161271309E-001,1.385503320492416E-001,9.230851790490473E-001,1.399447743894812E-001,
3.700000000000000E+009,9.237182419349825E-001,1.319289818810059E-001,9.300454865131118E-001,1.253253185042675E-001,9.199752152922114E-001,1.305941006356771E-001,9.236956174367130E-001,1.318734040589519E-001,
3.705000000000000E+009,9.249272146558329E-001,1.235103437155532E-001,9.309492419607242E-001,1.165354092782424E-001,9.211046174457923E-001,1.222051160096002E-001,9.248222794305550E-001,1.234156068483048E-001,
3.710000000000000E+009,9.255561296263608E-001,1.148726368285614E-001,9.313627310319829E-001,1.076759903876731E-001,9.217110276883338E-001,1.137051700729827E-001,9.255079171721072E-001,1.149314882025150E-001,
3.715000000000000E+009,9.261769933228143E-001,1.061633238954658E-001,9.316978197517188E-001,9.868897896292440E-002,9.223633229246924E-001,1.049722384324339E-001,9.261760026264965E-001,1.061886657118495E-001,
3.720000000000000E+009,9.262739404940542E-001,9.752852668291767E-002,9.313741720599774E-001,8.989277272579616E-002,9.223566480483714E-001,9.648228667587065E-002,9.262414626182035E-001,9.766702404688482E-002,
3.725000000000000E+009,9.260377553866861E-001,8.942974136978481E-002,9.308386130903266E-001,8.162414440683788E-002,9.220807259113547E-001,8.854946158588720E-002,9.260163477885588E-001,8.959423717139489E-002,
3.730000000000000E+009,9.258616874319718E-001,8.159118877857219E-002,9.302728391754910E-001,7.368392304232675E-002,9.218637080855283E-001,8.075658641757572E-002,9.258351611156671E-001,8.174707700446793E-002,
3.735000000000000E+009,9.258991011832319E-001,7.396482395487218E-002,9.301058902023361E-001,6.589246179450990E-002,9.219246900020122E-001,7.309026853929673E-002,9.259225879534880E-001,7.404120062315464E-002,
3.740000000000000E+009,9.259654570450095E-001,6.665354118383407E-002,9.298653979771964E-001,5.829821023770319E-002,9.219580117575098E-001,6.580062899399770E-002,9.260397572449401E-001,6.670241967437859E-002,
3.745000000000000E+009,9.265520051535948E-001,5.937446036446799E-002,9.301151400437280E-001,5.108553472389303E-002,9.224781842409618E-001,5.865187394111143E-002,9.265596825036748E-001,5.940314124088853E-002,
3.750000000000000E+009,9.271473069381195E-001,5.215512705486484E-002,9.304384369639139E-001,4.376582427556374E-002,9.230149882488563E-001,5.141212427781272E-002,9.271810719509189E-001,5.216169565151826E-002,
3.755000000000000E+009,9.277259351186811E-001,4.456742592166241E-002,9.307639544559889E-001,3.600154676548408E-002,9.234856122838496E-001,4.390025319220633E-002,9.277470704595895E-001,4.448698431092266E-002,
3.760000000000000E+009,9.279916802261481E-001,3.702149522965507E-002,9.308251487553068E-001,2.839987848074836E-002,9.236904872657683E-001,3.639171641587777E-002,9.279937422893714E-001,3.688832164403819E-002,
3.765000000000000E+009,9.281921725538793E-001,2.924804027674771E-002,9.307904240093036E-001,2.050635633291754E-002,9.238753578023884E-001,2.867941302253874E-002,9.281880238558871E-001,2.911627132988599E-002,
3.770000000000000E+009,9.282933939285274E-001,2.171163969333123E-002,9.306360555302540E-001,1.297800792970066E-002,9.239734442221386E-001,2.137390767684628E-002,9.282777063696751E-001,2.169140220303374E-002,
3.775000000000000E+009,9.291619527493149E-001,1.345622120893937E-002,9.312489615793511E-001,4.699426478756260E-003,9.247677726601294E-001,1.322818571936681E-002,9.291490610868961E-001,1.340882958655390E-002,
3.780000000000000E+009,9.293496462973142E-001,5.299024074577511E-003,9.313183717558140E-001,-3.475958160902883E-003,9.249305263568141E-001,5.219969792447595E-003,9.293793025748116E-001,5.230711447004579E-003,
3.785000000000000E+009,9.295201645980685E-001,-2.821977818024108E-003,9.312766406128953E-001,-1.189360877381578E-002,9.250432014746270E-001,-2.797428416123291E-003,9.294825677916228E-001,-2.917134480199758E-003,
3.790000000000000E+009,9.295691858665410E-001,-1.074591182805372E-002,9.310947561883504E-001,-2.004598193588693E-002,9.251046599162982E-001,-1.056410005015744E-002,9.295885028941466E-001,-1.078972118651944E-002,
3.795000000000000E+009,9.295813072914759E-001,-1.930838550669449E-002,9.307616696049175E-001,-2.873296505228777E-002,9.251301266582345E-001,-1.897445835846695E-002,9.295755526978021E-001,-1.934836034323390E-002,
3.800000000000000E+009,9.295973115061109E-001,-2.737900812058700E-002,9.303597592498035E-001,-3.684626513779243E-002,9.252526527074939E-001,-2.682214150885659E-002,9.296225366511289E-001,-2.742287453680083E-002,
3.805000000000000E+009,9.294433579783842E-001,-3.605509397057172E-002,9.299001476054215E-001,-4.569132488637843E-002,9.251132805761773E-001,-3.546218265603470E-002,9.294346075683342E-001,-3.617038505120099E-002,
3.810000000000000E+009,9.288181724696395E-001,-4.429319021257984E-002,9.288454943906526E-001,-5.405185853589428E-002,9.244682447519786E-001,-4.367851367610938E-002,9.287049275308367E-001,-4.450793185367100E-002,
3.815000000000000E+009,9.285119118204782E-001,-5.301452244860798E-002,9.281029059604582E-001,-6.276531915606162E-002,9.242673283164586E-001,-5.235503827358418E-002,9.283782965333697E-001,-5.318694629280321E-002,
3.820000000000000E+009,9.275897114526821E-001,-6.192760757128138E-002,9.267525172500216E-001,-7.182076864030637E-002,9.233674474459389E-001,-6.118806234094096E-002,9.274537318698086E-001,-6.211767627956005E-002,
3.825000000000000E+009,9.266456668393603E-001,-7.070393227635299E-002,9.254036575042121E-001,-8.055697055618644E-002,9.224851139137402E-001,-6.970207589743654E-002,9.265175285374989E-001,-7.085943196148810E-002,
3.830000000000000E+009,9.253275693073568E-001,-7.909594160387057E-002,9.233795043981256E-001,-8.882958947864288E-002,9.212193265375357E-001,-7.807078496716420E-002,9.251605407268460E-001,-7.925254149584113E-002,
3.835000000000000E+009,9.241554208234536E-001,-8.764188388697720E-002,9.218528449497376E-001,-9.718504349879163E-002,9.201592994489648E-001,-8.650972525083463E-002,9.239796008390246E-001,-8.782150749516181E-002,
3.840000000000000E+009,9.224562447790272E-001,-9.589418514697423E-002,9.197410168533047E-001,-1.052926515705226E-001,9.185863701886279E-001,-9.471822752492896E-002,9.222583234361532E-001,-9.605297869988268E-002,
3.845000000000000E+009,9.212105077613580E-001,-1.038083977299314E-001,9.181036146415407E-001,-1.129070073233324E-001,9.174619689686214E-001,-1.025506091610843E-001,9.210119123275095E-001,-1.038637619413265E-001,
3.850000000000000E+009,9.191375994268169E-001,-1.118679512786929E-001,9.156983872872623E-001,-1.206836955331323E-001,9.153982795244120E-001,-1.106508777101206E-001,9.189291390388246E-001,-1.118446715499720E-001,
3.855000000000000E+009,9.178090543414629E-001,-1.197274288175887E-001,9.139421586523390E-001,-1.283599535172580E-001,9.141805346259280E-001,-1.185655166414555E-001,9.175766055579444E-001,-1.197310850696359E-001,
3.860000000000000E+009,9.161577213507542E-001,-1.276023610571928E-001,9.118398610365286E-001,-1.357395140442207E-001,9.125152788618219E-001,-1.262951440355244E-001,9.159626792289306E-001,-1.275131747472686E-001,
3.865000000000000E+009,9.142639005462252E-001,-1.352962503593554E-001,9.097278966120621E-001,-1.429613194723943E-001,9.106587346788941E-001,-1.339825503511174E-001,9.140246738289232E-001,-1.352055922636614E-001,
3.870000000000000E+009,9.125493418798805E-001,-1.423642087150680E-001,9.078481158825602E-001,-1.497540651732980E-001,9.089087760060162E-001,-1.411897580658258E-001,9.122792830860448E-001,-1.422810301445798E-001,
3.875000000000000E+009,9.106412251432319E-001,-1.495038743556788E-001,9.058589521285773E-001,-1.564759286582111E-001,9.070134507337148E-001,-1.482994669961754E-001,9.103807846775263E-001,-1.494551186915461E-001,
3.880000000000000E+009,9.091118604262378E-001,-1.566370576156835E-001,9.044675272377450E-001,-1.632300538883967E-001,9.055038125156096E-001,-1.554530300124435E-001,9.088737367850566E-001,-1.564716225347718E-001,
3.885000000000000E+009,9.077447188981563E-001,-1.641685888466325E-001,9.031494889454523E-001,-1.705168679726671E-001,9.041319013540947E-001,-1.629793888172446E-001,9.075541673885211E-001,-1.640185795445137E-001,
3.890000000000000E+009,9.064643215685619E-001,-1.711778002025664E-001,9.019867391518334E-001,-1.773958986201403E-001,9.029166360525655E-001,-1.699102786655016E-001,9.063940092671993E-001,-1.710371623302903E-001,
3.895000000000000E+009,9.052491104006483E-001,-1.783905681374269E-001,9.006849608508430E-001,-1.845999717642773E-001,9.016332051360889E-001,-1.771406738023731E-001,9.051565989978195E-001,-1.782783097169705E-001,
3.900000000000000E+009,9.041924212149139E-001,-1.857581275818081E-001,8.994606015160688E-001,-1.919086280969512E-001,9.004854514822682E-001,-1.844587283768168E-001,9.041636235447453E-001,-1.855825633185649E-001,
3.905000000000000E+009,9.028395998108613E-001,-1.933602046515176E-001,8.979433405078749E-001,-1.993327047236747E-001,8.991657290894629E-001,-1.919055600072562E-001,9.028489898346208E-001,-1.931458640986929E-001,
3.910000000000000E+009,9.014439158073597E-001,-2.014108686735655E-001,8.965053446345479E-001,-2.071971803627171E-001,8.977329548908904E-001,-1.998527875138434E-001,9.014968137000876E-001,-2.012260702468910E-001,
3.915000000000000E+009,8.998113806599277E-001,-2.092528143381856E-001,8.948148461710501E-001,-2.148752912269960E-001,8.961687731367518E-001,-2.076286516068682E-001,8.999129961435519E-001,-2.090542509605767E-001,
3.920000000000000E+009,8.980669673835796E-001,-2.170118147023677E-001,8.928427173744258E-001,-2.226198371776039E-001,8.943084625240744E-001,-2.153959757429914E-001,8.981780329044258E-001,-2.169400218295139E-001,
3.925000000000000E+009,8.961002027970220E-001,-2.249469988946600E-001,8.907707278541419E-001,-2.303882606843170E-001,8.922599646803229E-001,-2.231697094556868E-001,8.961320673885942E-001,-2.249777885525158E-001,
3.930000000000000E+009,8.943587436792304E-001,-2.328165424579020E-001,8.888727982857305E-001,-2.381230526334251E-001,8.905775301028900E-001,-2.308808012621897E-001,8.943211805008166E-001,-2.329073050689689E-001,
3.935000000000000E+009,8.923679395643515E-001,-2.406199077215907E-001,8.866601918124615E-001,-2.458762450760711E-001,8.886828586612120E-001,-2.386225793215252E-001,8.923228952873480E-001,-2.406650462865715E-001,
3.940000000000000E+009,8.907109610949772E-001,-2.481607797628882E-001,8.847469158391819E-001,-2.531103542565052E-001,8.869741652964133E-001,-2.460187809872261E-001,8.906414774250725E-001,-2.481160202592626E-001,
3.945000000000000E+009,8.888376909682181E-001,-2.564735161300659E-001,8.826881601442349E-001,-2.611585970552449E-001,8.852643744389329E-001,-2.540945003918714E-001,8.887679087069977E-001,-2.563654021602439E-001,
3.950000000000000E+009,8.861718730412923E-001,-2.648717507089338E-001,8.799626521722148E-001,-2.692013560162287E-001,8.827806617074571E-001,-2.624364866217111E-001,8.862131265092681E-001,-2.646972858616543E-001,
3.955000000000000E+009,8.839606228452185E-001,-2.730332762819155E-001,8.775752365464996E-001,-2.770058427740142E-001,8.806148501148373E-001,-2.705922964555850E-001,8.839500214645277E-001,-2.728884474282424E-001,
3.960000000000000E+009,8.812429847182915E-001,-2.809504809400555E-001,8.748695006426505E-001,-2.846449099657178E-001,8.780062955032071E-001,-2.784248296857409E-001,8.813221109496126E-001,-2.807880698009013E-001,
3.965000000000000E+009,8.784428896305115E-001,-2.890958115023783E-001,8.720535383307669E-001,-2.925425445953132E-001,8.752777523393909E-001,-2.864912725316279E-001,8.785628223090083E-001,-2.889601714648606E-001,
3.970000000000000E+009,8.757176759359077E-001,-2.969441180381005E-001,8.691437209125367E-001,-3.002472612648990E-001,8.725639459567041E-001,-2.944171170182447E-001,8.757549697118268E-001,-2.968865865150208E-001,
3.975000000000000E+009,8.710659521162707E-001,-3.096029916893294E-001,8.644268242403750E-001,-3.123013279576339E-001,8.680907883600646E-001,-3.068416436314232E-001,8.711214362361746E-001,-3.095527473947231E-001,
3.980000000000000E+009,8.679522838674998E-001,-3.171665728613852E-001,8.613583636555131E-001,-3.195081323790822E-001,8.650437404201352E-001,-3.144311588460070E-001,8.679598252942936E-001,-3.171196599362984E-001,
3.985000000000000E+009,8.643006930919701E-001,-3.251844957467727E-001,8.577777768766963E-001,-3.272438224855550E-001,8.615114422866596E-001,-3.224534757765093E-001,8.643757272425893E-001,-3.252033767197748E-001,
3.990000000000000E+009,8.607217728587577E-001,-3.327953728949606E-001,8.542647261321442E-001,-3.344921748960122E-001,8.579665164516337E-001,-3.301001295138247E-001,8.608117515135642E-001,-3.328489633429815E-001,
3.995000000000000E+009,8.570745474381613E-001,-3.399972964601354E-001,8.508335322551995E-001,-3.413557026782866E-001,8.542828551497815E-001,-3.372533876064017E-001,8.571349621201665E-001,-3.401034598102707E-001,
4.000000000000000E+009,8.535272332143269E-001,-3.474594841521354E-001,8.473594273793149E-001,-3.487246305765511E-001,8.507303909424574E-001,-3.447600239899767E-001,8.534977493536415E-001,-3.475931605299175E-001,
4.005000000000000E+009,8.501418686556644E-001,-3.537645832835214E-001,8.440865036742691E-001,-3.548486061815416E-001,8.473581768071751E-001,-3.510090750247259E-001,8.501048776588149E-001,-3.538542144855060E-001,
4.010000000000000E+009,8.464800620953485E-001,-3.611879588842528E-001,8.404025321710940E-001,-3.620433091861794E-001,8.437493573246524E-001,-3.583549203299054E-001,8.464239685767990E-001,-3.613127211375862E-001,
4.015000000000000E+009,8.434226261216611E-001,-3.687190204635497E-001,8.374351182420556E-001,-3.691071284032284E-001,8.407782624900119E-001,-3.657854030678688E-001,8.433288550637038E-001,-3.687887297727165E-001,
4.020000000000000E+009,8.398006047376702E-001,-3.762083691958370E-001,8.341126900648633E-001,-3.763449163154560E-001,8.372468867081857E-001,-3.732284041012242E-001,8.397132566298501E-001,-3.761742328519380E-001,
4.025000000000000E+009,8.362844310948709E-001,-3.833581032756239E-001,8.307992477097895E-001,-3.835187071415839E-001,8.336497709965770E-001,-3.803402951538702E-001,8.361119050301067E-001,-3.834712619969248E-001,
4.030000000000000E+009,8.326977490743722E-001,-3.907191045661590E-001,8.271302523557160E-001,-3.906142235834096E-001,8.299707732023282E-001,-3.874751620169405E-001,8.324361448282474E-001,-3.907114320547360E-001,
4.035000000000000E+009,8.288118988155311E-001,-3.979909655393982E-001,8.234219766812343E-001,-3.975911733793113E-001,8.263821024808605E-001,-3.946252913620017E-001,8.286854305098672E-001,-3.979090487362157E-001,
4.040000000000000E+009,8.249579972862511E-001,-4.051419844351565E-001,8.198268347818172E-001,-4.045090528711218E-001,8.226152575598403E-001,-4.017490124983834E-001,8.248315492606451E-001,-4.049802718035465E-001,
4.045000000000000E+009,8.210336040860201E-001,-4.124520593872720E-001,8.162521070376931E-001,-4.116247532831847E-001,8.188089426548895E-001,-4.090902600808375E-001,8.209343541521522E-001,-4.123515459334927E-001,
4.050000000000000E+009,8.168799460506592E-001,-4.190795376972337E-001,8.123551961347479E-001,-4.182175780874177E-001,8.147662727464604E-001,-4.156288389655692E-001,8.167714918843522E-001,-4.189252860330737E-001,
4.055000000000000E+009,8.133845402463142E-001,-4.263434162111073E-001,8.091993394311660E-001,-4.255520307100869E-001,8.115327566402835E-001,-4.228266737540076E-001,8.134406131059058E-001,-4.262304227152960E-001,
4.060000000000000E+009,8.095964845056827E-001,-4.335157789884505E-001,8.054962439536223E-001,-4.326446632706130E-001,8.077752967877645E-001,-4.299661395812817E-001,8.096717929340331E-001,-4.333353911594973E-001,
4.065000000000000E+009,8.053076120554896E-001,-4.405304653358464E-001,8.012176377883020E-001,-4.397848452576537E-001,8.035664649909716E-001,-4.370806092632690E-001,8.053317429390658E-001,-4.404542705977533E-001,
4.070000000000000E+009,8.010261268008929E-001,-4.473303777575458E-001,7.968461269575660E-001,-4.465513973328987E-001,7.993091678563116E-001,-4.438984592134059E-001,8.010620572712148E-001,-4.472688132947226E-001,
4.075000000000000E+009,7.968797250130868E-001,-4.536526984037367E-001,7.929331400650257E-001,-4.526738193617154E-001,7.952956140338154E-001,-4.501548615260675E-001,7.969175656799731E-001,-4.536240670650405E-001,
4.080000000000000E+009,7.929928181634641E-001,-4.614632254556551E-001,7.891909721259942E-001,-4.604016741859797E-001,7.916315714269971E-001,-4.579557326879606E-001,7.930984992902748E-001,-4.613448603809795E-001,
4.085000000000000E+009,7.887530437194907E-001,-4.685833496572760E-001,7.850767953392939E-001,-4.675529363107602E-001,7.873841906600894E-001,-4.651734354379452E-001,7.887907893893077E-001,-4.685016314205437E-001,
4.090000000000000E+009,7.847012071273809E-001,-4.762290681466683E-001,7.809449969742823E-001,-4.752391059647644E-001,7.833245361273349E-001,-4.729205363500394E-001,7.846841662102403E-001,-4.762838280850089E-001,
4.095000000000000E+009,7.799369829556599E-001,-4.835906417773083E-001,7.760690518491535E-001,-4.824051751323003E-001,7.786932272736358E-001,-4.801416961788816E-001,7.798613979489741E-001,-4.836664929099971E-001,
4.100000000000000E+009,7.747306672188362E-001,-4.912135932134539E-001,7.709222830847865E-001,-4.897234169012616E-001,7.736954753710835E-001,-4.876114711079481E-001,7.746162165427608E-001,-4.912233482488315E-001,
4.105000000000000E+009,7.695056034785338E-001,-4.978711910357890E-001,7.659881707388605E-001,-4.962445730022193E-001,7.685907155788481E-001,-4.945602459464228E-001,7.694069480022926E-001,-4.978588634600260E-001,
4.110000000000000E+009,7.642445491057958E-001,-5.047302328373725E-001,7.609676863449689E-001,-5.030114735721561E-001,7.634271827591472E-001,-5.014427299639152E-001,7.642163727231857E-001,-5.046881829473088E-001,
4.115000000000000E+009,7.592004975735929E-001,-5.120043331693014E-001,7.559936538800764E-001,-5.100966779229375E-001,7.584084940510900E-001,-5.086539488684065E-001,7.590917676852241E-001,-5.120074602028359E-001,
4.120000000000000E+009,7.536644545603933E-001,-5.191978825286993E-001,7.506119475459790E-001,-5.170643243204226E-001,7.530079582326846E-001,-5.158457857090913E-001,7.535917059788719E-001,-5.191111467331382E-001,
4.125000000000000E+009,7.478143130326531E-001,-5.256471704505050E-001,7.449188237968323E-001,-5.235507624096595E-001,7.472410050146920E-001,-5.225404699203463E-001,7.477216120009762E-001,-5.255759272025116E-001,
4.130000000000000E+009,7.418424375996079E-001,-5.322887945238115E-001,7.392593289945584E-001,-5.299579326437706E-001,7.413691250627078E-001,-5.292058486012742E-001,7.418194188758831E-001,-5.321706728146255E-001,
4.135000000000000E+009,7.361868176028905E-001,-5.386659938088909E-001,7.337924207791184E-001,-5.362511514601467E-001,7.357092988984614E-001,-5.356752057020350E-001,7.361733992262348E-001,-5.385353206304696E-001,
4.140000000000000E+009,7.302417981089141E-001,-5.450027300507605E-001,7.281355883989780E-001,-5.425516037886730E-001,7.298729639695976E-001,-5.421385735163031E-001,7.302709291572402E-001,-5.448165799694342E-001,
4.145000000000000E+009,7.240474162173771E-001,-5.514490884528622E-001,7.222478082175629E-001,-5.488135181409228E-001,7.237871499326413E-001,-5.486056678283844E-001,7.241338714534895E-001,-5.512662148994261E-001,
4.150000000000000E+009,7.183670203810200E-001,-5.570800549979436E-001,7.169174510152597E-001,-5.544266924569012E-001,7.181489728085232E-001,-5.542964552687354E-001,7.184977518569016E-001,-5.569744898761568E-001,
4.155000000000000E+009,7.122880856959244E-001,-5.624804143034378E-001,7.110560588107006E-001,-5.598636528781614E-001,7.119682895318422E-001,-5.598193388488401E-001,7.123351365196703E-001,-5.624011434127680E-001,
4.160000000000000E+009,7.067636857366038E-001,-5.678697669846766E-001,7.059657072152886E-001,-5.652759005845517E-001,7.064522721807851E-001,-5.652798172516441E-001,7.068375895313518E-001,-5.678266597540219E-001,
4.165000000000000E+009,7.018463332478775E-001,-5.731221536917743E-001,7.013874568563208E-001,-5.706812738932241E-001,7.015581353926740E-001,-5.706493648075449E-001,7.019819059707818E-001,-5.731035128485034E-001,
4.170000000000000E+009,6.968562799827749E-001,-5.786630578113285E-001,6.966884778137182E-001,-5.764786466250474E-001,6.964733454611103E-001,-5.762577659715545E-001,6.969638254572045E-001,-5.787332246877279E-001,
4.175000000000000E+009,6.914194715015758E-001,-5.843557121031532E-001,6.915408706656220E-001,-5.823413188839794E-001,6.911191286913072E-001,-5.819967632824107E-001,6.915505414409262E-001,-5.844547647299543E-001,
4.180000000000000E+009,6.856874625970084E-001,-5.897027281530898E-001,6.859641890056942E-001,-5.881429981914037E-001,6.852136678720078E-001,-5.874940644848251E-001,6.857966748420081E-001,-5.898519599438471E-001,
4.185000000000000E+009,6.797655854221159E-001,-5.951292616912695E-001,6.801491067527947E-001,-5.937714480542518E-001,6.792509572336696E-001,-5.928872982050553E-001,6.799175520661097E-001,-5.952086732326257E-001,
4.190000000000000E+009,6.742436732153497E-001,-6.002372386852110E-001,6.746074242728734E-001,-5.990086451618005E-001,6.736427460535224E-001,-5.978568737840686E-001,6.743478162066469E-001,-6.003475978002637E-001,
4.195000000000000E+009,6.687989663228665E-001,-6.054982201970136E-001,6.692773023681820E-001,-6.045274118287140E-001,6.681591895048166E-001,-6.031297598580494E-001,6.688421185610047E-001,-6.056022190199759E-001,
4.200000000000000E+009,6.631806838574129E-001,-6.103971436670627E-001,6.636164731145141E-001,-6.097418421052815E-001,6.624642640280405E-001,-6.080689368554409E-001,6.631077845037996E-001,-6.106348164622462E-001,
4.205000000000000E+009,6.579147400780935E-001,-6.157171636270855E-001,6.581580792494373E-001,-6.152922495148750E-001,6.571397601698930E-001,-6.132497946908854E-001,6.577019928594409E-001,-6.159431132239122E-001,
4.210000000000000E+009,6.524314861321496E-001,-6.207057620437864E-001,6.525661960501483E-001,-6.203561165052788E-001,6.517141877174446E-001,-6.181288630690149E-001,6.522054493514692E-001,-6.209066027980241E-001,
4.215000000000000E+009,6.470482227660508E-001,-6.265633038835072E-001,6.471100203432474E-001,-6.261922533981702E-001,6.464252570034873E-001,-6.240494806487515E-001,6.467918941407843E-001,-6.266827795910260E-001,
4.220000000000000E+009,6.409224044071717E-001,-6.320784005625888E-001,6.410007088409042E-001,-6.318116750861030E-001,6.403261248991982E-001,-6.295494677641890E-001,6.406922388955441E-001,-6.321573488068358E-001,
4.225000000000000E+009,6.349287050667224E-001,-6.373194149894748E-001,6.350232220812198E-001,-6.370505398287965E-001,6.342787713058739E-001,-6.347682942814965E-001,6.347966298804867E-001,-6.372557838686050E-001,
4.230000000000000E+009,6.292243591581109E-001,-6.427701764354770E-001,6.292685552791535E-001,-6.426567610092738E-001,6.285935410554663E-001,-6.401864768587725E-001,6.291151205376551E-001,-6.427637999074201E-001,
4.235000000000000E+009,6.224965005347711E-001,-6.480757033075051E-001,6.224461129720184E-001,-6.478341654606492E-001,6.220094500883223E-001,-6.452808007537964E-001,6.223638719307902E-001,-6.479389903198911E-001,
4.240000000000000E+009,6.157787337510688E-001,-6.528467833960988E-001,6.158502271033333E-001,-6.524649974334407E-001,6.153010458174362E-001,-6.500826315661796E-001,6.156890140704960E-001,-6.527476303939596E-001,
4.245000000000000E+009,6.098473428045714E-001,-6.575198717309664E-001,6.100574842362034E-001,-6.571851209493443E-001,6.095706693740385E-001,-6.547433662693066E-001,6.098388922029269E-001,-6.574565373380051E-001,
4.250000000000000E+009,6.037408635565073E-001,-6.628006168984095E-001,6.039881593232894E-001,-6.623967564084239E-001,6.035635730108119E-001,-6.600001226131158E-001,6.035929414020623E-001,-6.627104800729876E-001,
4.255000000000000E+009,5.969470935161593E-001,-6.678442838987473E-001,5.975095721478008E-001,-6.673978463992466E-001,5.968999707645852E-001,-6.651709173694022E-001,5.968785831841171E-001,-6.677737200888019E-001,
4.260000000000000E+009,5.901526155851667E-001,-6.722925815452810E-001,5.908625827071531E-001,-6.722178424309845E-001,5.901300406068053E-001,-6.698111691135278E-001,5.901717900765574E-001,-6.722780270806700E-001,
