% Version 1.00
%
%freq[Hz],re:Trc13_S21,im:Trc13_S21,re:cap2_p2_0_1_plstc_S21,im:cap2_p2_0_1_plstc_S21,re:cap2_p2_1_plstc_S21,im:cap2_p2_1_plstc_S21,re:cap2_p2_0_5_plstc_S21,im:cap2_p2_0_5_plstc_S21,
3.550000000000000E+009,8.709158509196054E-001,3.185942342181860E-001,8.674592557500828E-001,3.738979386255358E-001,8.617195473235665E-001,3.706337354216820E-001,8.599893784523012E-001,3.663115620613099E-001,
3.555000000000000E+009,8.714312770018176E-001,3.096055847439350E-001,8.708501492708844E-001,3.651602924520813E-001,8.648436867591457E-001,3.623003184979918E-001,8.629358839988709E-001,3.581760740280152E-001,
3.560000000000000E+009,8.720415111661433E-001,3.006569397724357E-001,8.740824150093405E-001,3.563066723373068E-001,8.678890035824203E-001,3.539609712901150E-001,8.658359074592592E-001,3.500831437110902E-001,
3.565000000000000E+009,8.727248174955806E-001,2.917511614308501E-001,8.772453177767000E-001,3.478694886360723E-001,8.707094757655718E-001,3.459616962329459E-001,8.686531949043276E-001,3.421862697601318E-001,
3.570000000000000E+009,8.730984930154457E-001,2.817300374846697E-001,8.801773545871052E-001,3.386402099671829E-001,8.735099919333592E-001,3.371178061187962E-001,8.712760615348816E-001,3.336389672756196E-001,
3.575000000000000E+009,8.728660043429896E-001,2.722948863302911E-001,8.827141886367960E-001,3.300663165064818E-001,8.759931618081674E-001,3.290683769404224E-001,8.738058900833131E-001,3.259512042999268E-001,
3.580000000000000E+009,8.723012068080898E-001,2.621686006829737E-001,8.852053400460681E-001,3.214785288218504E-001,8.784439309117262E-001,3.209166563959573E-001,8.763285732269287E-001,3.179201245307923E-001,
3.585000000000000E+009,8.704314606769784E-001,2.522594105679076E-001,8.871272357096850E-001,3.130930369619391E-001,8.804721930307293E-001,3.129297139088587E-001,8.782650637626650E-001,3.099777328968048E-001,
3.590000000000000E+009,8.680315664506078E-001,2.420792773275154E-001,8.890512738450966E-001,3.046734459754422E-001,8.824498726777329E-001,3.049936295174920E-001,8.802567625045777E-001,3.021149122714997E-001,
3.595000000000000E+009,8.647610276208843E-001,2.324081681616464E-001,8.911713446435611E-001,2.971439262170096E-001,8.846317704874598E-001,2.977227863226324E-001,8.825604963302612E-001,2.950193905830383E-001,
3.600000000000000E+009,8.593056813315093E-001,2.226829622273534E-001,8.926162603479187E-001,2.892874027617576E-001,8.861641207031512E-001,2.900730826436643E-001,8.841741180419923E-001,2.874574887752533E-001,
3.605000000000000E+009,8.529973201094484E-001,2.140282922068243E-001,8.948331281274234E-001,2.818328357398581E-001,8.884596535953793E-001,2.827438245351235E-001,8.865231180191041E-001,2.802786695957184E-001,
3.610000000000000E+009,8.444890968207250E-001,2.067334831425284E-001,8.968508160286114E-001,2.746562997365858E-001,8.904892112152090E-001,2.756135286464285E-001,8.886810088157655E-001,2.732916796207428E-001,
3.615000000000000E+009,8.349401759390354E-001,2.021659463826716E-001,8.994601428758369E-001,2.671783183427001E-001,8.930570398536509E-001,2.682289284254967E-001,8.912981963157654E-001,2.659800267219544E-001,
3.620000000000000E+009,8.253283895675621E-001,2.012767978875539E-001,9.019257782725547E-001,2.596076181037421E-001,8.953467521535361E-001,2.607592273106429E-001,8.936708378791811E-001,2.584576201438904E-001,
3.625000000000000E+009,8.176787943531301E-001,2.032203610785587E-001,9.050849878065066E-001,2.521028368964331E-001,8.983519544535948E-001,2.533965700230976E-001,8.965309214591981E-001,2.509577393531799E-001,
3.630000000000000E+009,8.111829206667605E-001,2.069614827395414E-001,9.081074580892148E-001,2.439835752002192E-001,9.011087328525721E-001,2.456702384430907E-001,8.991953706741334E-001,2.431540840864182E-001,
3.635000000000000E+009,8.062822068851434E-001,2.135616908027369E-001,9.101476479789277E-001,2.356543839908880E-001,9.031074627389771E-001,2.376684431788082E-001,9.010271525382997E-001,2.352533197402954E-001,
3.640000000000000E+009,8.055233920241334E-001,2.218538064247214E-001,9.124455481866651E-001,2.273573994685321E-001,9.053174325858708E-001,2.296924983125172E-001,9.032734489440918E-001,2.275472265481949E-001,
3.645000000000000E+009,8.084694710499797E-001,2.302753486743366E-001,9.145542223262054E-001,2.190462863527457E-001,9.073153389318107E-001,2.217696560641439E-001,9.054278874397279E-001,2.196865803003312E-001,
3.650000000000000E+009,8.143768928507887E-001,2.377016670239600E-001,9.162145185542686E-001,2.105813804966198E-001,9.090113117177240E-001,2.137573659467303E-001,9.071089053153992E-001,2.117988830804825E-001,
3.655000000000000E+009,8.241781677980447E-001,2.440087725759606E-001,9.185562260120471E-001,2.026935537830001E-001,9.114549583830708E-001,2.062068140300535E-001,9.095760273933412E-001,2.043014001846314E-001,
3.660000000000000E+009,8.364947595686398E-001,2.470782310224665E-001,9.205166243345246E-001,1.940476707257905E-001,9.135569347194116E-001,1.978034256946128E-001,9.116746282577517E-001,1.959045892953873E-001,
3.665000000000000E+009,8.501693698532534E-001,2.471220883494475E-001,9.222573492975116E-001,1.859570676385410E-001,9.154210380900602E-001,1.899150697908690E-001,9.134903407096864E-001,1.881319648027421E-001,
3.670000000000000E+009,8.642907183600848E-001,2.431687553695622E-001,9.241493889534633E-001,1.770713960814171E-001,9.172760115933381E-001,1.813351909316724E-001,9.154304409027101E-001,1.796939986944199E-001,
3.675000000000000E+009,8.772096652226855E-001,2.368196451976155E-001,9.257363950014514E-001,1.686549872662976E-001,9.187924781095407E-001,1.730923676171411E-001,9.169337320327760E-001,1.715310400724411E-001,
3.680000000000000E+009,8.884848979324077E-001,2.278246400817550E-001,9.269523196649251E-001,1.598065809738671E-001,9.199807727922145E-001,1.646977704143739E-001,9.182130837440492E-001,1.632117068767548E-001,
3.685000000000000E+009,8.981877094019973E-001,2.176607448083303E-001,9.279357617673762E-001,1.507646390545700E-001,9.209892740043938E-001,1.562245269015499E-001,9.192746925354005E-001,1.547396063804627E-001,
3.690000000000000E+009,9.063885457550571E-001,2.069664440442861E-001,9.287298912538701E-001,1.422465379731769E-001,9.219250849917645E-001,1.480823220547476E-001,9.203019309043886E-001,1.466722440719605E-001,
3.695000000000000E+009,9.133988758078462E-001,1.961030931727979E-001,9.296730442737133E-001,1.337855860011685E-001,9.230851790490473E-001,1.399447743894812E-001,9.215351033210756E-001,1.386022484302521E-001,
3.700000000000000E+009,9.188301748471174E-001,1.850316167073262E-001,9.300454865131118E-001,1.253253185042675E-001,9.236956174367130E-001,1.318734040589519E-001,9.220402550697326E-001,1.305493074655533E-001,
3.705000000000000E+009,9.241456185317237E-001,1.736099478816403E-001,9.309492419607242E-001,1.165354092782424E-001,9.248222794305550E-001,1.234156068483048E-001,9.232489585876467E-001,1.221995362639427E-001,
3.710000000000000E+009,9.282145238769500E-001,1.620406635721720E-001,9.313627310319829E-001,1.076759903876731E-001,9.255079171721072E-001,1.149314882025150E-001,9.238672566413881E-001,1.137531542778015E-001,
3.715000000000000E+009,9.317113337506351E-001,1.505447512224535E-001,9.316978197517188E-001,9.868897896292440E-002,9.261760026264965E-001,1.061886657118495E-001,9.246155738830567E-001,1.050574892759323E-001,
3.720000000000000E+009,9.342290514933895E-001,1.392957645789105E-001,9.313741720599774E-001,8.989277272579616E-002,9.262414626182035E-001,9.766702404688482E-002,9.247590470314028E-001,9.659125506877901E-002,
3.725000000000000E+009,9.359417084048184E-001,1.286855496706484E-001,9.308386130903266E-001,8.162414440683788E-002,9.260163477885588E-001,8.959423717139489E-002,9.247062373161318E-001,8.856781959533693E-002,
3.730000000000000E+009,9.372548238131989E-001,1.184898620173353E-001,9.302728391754910E-001,7.368392304232675E-002,9.258351611156671E-001,8.174707700446793E-002,9.245760178565980E-001,8.075338393449785E-002,
3.735000000000000E+009,9.387193728015174E-001,1.087597865138429E-001,9.301058902023361E-001,6.589246179450990E-002,9.259225879534880E-001,7.404120062315464E-002,9.248302531242372E-001,7.309184253215791E-002,
3.740000000000000E+009,9.399976008298261E-001,9.923390337831574E-002,9.298653979771964E-001,5.829821023770319E-002,9.260397572449401E-001,6.670241967437859E-002,9.250411605834963E-001,6.565292358398438E-002,
3.745000000000000E+009,9.415348762181165E-001,9.009158860959010E-002,9.301151400437280E-001,5.108553472389303E-002,9.265596825036748E-001,5.940314124088853E-002,9.256440162658692E-001,5.828503534197808E-002,
3.750000000000000E+009,9.428943855116525E-001,8.108894611536427E-002,9.304384369639139E-001,4.376582427556374E-002,9.271810719509189E-001,5.216169565151826E-002,9.262501025199891E-001,5.101187571883202E-002,
3.755000000000000E+009,9.442192242330585E-001,7.179413367406340E-002,9.307639544559889E-001,3.600154676548408E-002,9.277470704595895E-001,4.448698431092266E-002,9.267236137390138E-001,4.340113788843156E-002,
3.760000000000000E+009,9.451337849383661E-001,6.251890154386704E-002,9.308251487553068E-001,2.839987848074836E-002,9.279937422893714E-001,3.688832164403819E-002,9.269813537597657E-001,3.583598181605339E-002,
3.765000000000000E+009,9.458513404116908E-001,5.320686524833899E-002,9.307904240093036E-001,2.050635633291754E-002,9.281880238558871E-001,2.911627132988599E-002,9.272322821617128E-001,2.804799690842629E-002,
3.770000000000000E+009,9.463040444727777E-001,4.435969501114243E-002,9.306360555302540E-001,1.297800792970066E-002,9.282777063696751E-001,2.169140220303374E-002,9.274083542823793E-001,2.052471041679382E-002,
3.775000000000000E+009,9.476106076715313E-001,3.484718554011241E-002,9.312489615793511E-001,4.699426478756260E-003,9.291490610868961E-001,1.340882958655390E-002,9.282992553710938E-001,1.233396440744400E-002,
3.780000000000000E+009,9.482729674649087E-001,2.556119963156520E-002,9.313183717558140E-001,-3.475958160902883E-003,9.293793025748116E-001,5.230711447004579E-003,9.285159683227540E-001,4.217788279056550E-003,
3.785000000000000E+009,9.487636797322117E-001,1.606297910224139E-002,9.312766406128953E-001,-1.189360877381578E-002,9.294825677916228E-001,-2.917134480199758E-003,9.286982035636904E-001,-3.925961107015610E-003,
3.790000000000000E+009,9.491354714764825E-001,6.920634991008030E-003,9.310947561883504E-001,-2.004598193588693E-002,9.295885028941466E-001,-1.078972118651944E-002,9.288774204254152E-001,-1.186309225857258E-002,
3.795000000000000E+009,9.493314135210511E-001,-2.770710597504023E-003,9.307616696049175E-001,-2.873296505228777E-002,9.295755526978021E-001,-1.934836034323390E-002,9.288592052459717E-001,-2.033995486795902E-002,
3.800000000000000E+009,9.494693768365292E-001,-1.199434372073022E-002,9.303597592498035E-001,-3.684626513779243E-002,9.296225366511289E-001,-2.742287453680083E-002,9.290212082862855E-001,-2.854119986295701E-002,
3.805000000000000E+009,9.494386911140174E-001,-2.172997514514265E-002,9.299001476054215E-001,-4.569132488637843E-002,9.294346075683342E-001,-3.617038505120099E-002,9.288770031929017E-001,-3.730329781770707E-002,
3.810000000000000E+009,9.488492454471330E-001,-3.104363648935579E-002,9.288454943906526E-001,-5.405185853589428E-002,9.287049275308367E-001,-4.450793185367100E-002,9.282234835624696E-001,-4.563329964876176E-002,
3.815000000000000E+009,9.485691564129153E-001,-4.072087188212119E-002,9.281029059604582E-001,-6.276531915606162E-002,9.283782965333697E-001,-5.318694629280321E-002,9.279482650756837E-001,-5.431697323918343E-002,
3.820000000000000E+009,9.477064730689092E-001,-5.065853764451411E-002,9.267525172500216E-001,-7.182076864030637E-002,9.274537318698086E-001,-6.211767627956005E-002,9.270556068420411E-001,-6.335607498884202E-002,
3.825000000000000E+009,9.467603015384610E-001,-6.053898394222981E-002,9.254036575042121E-001,-8.055697055618644E-002,9.265175285374989E-001,-7.085943196148810E-002,9.262171959877016E-001,-7.214955329895020E-002,
3.830000000000000E+009,9.450588886745758E-001,-6.981070702478098E-002,9.233795043981256E-001,-8.882958947864288E-002,9.251605407268460E-001,-7.925254149584113E-002,9.247654676437379E-001,-8.063882887363436E-002,
3.835000000000000E+009,9.437984396381802E-001,-7.911330773169126E-002,9.218528449497376E-001,-9.718504349879163E-002,9.239796008390246E-001,-8.782150749516181E-002,9.237163758277893E-001,-8.919852077960969E-002,
3.840000000000000E+009,9.418728204608058E-001,-8.818712077431512E-002,9.197410168533047E-001,-1.052926515705226E-001,9.222583234361532E-001,-9.605297869988268E-002,9.220062708854676E-001,-9.755775034427644E-002,
3.845000000000000E+009,9.404245631179155E-001,-9.672713164360158E-002,9.181036146415407E-001,-1.129070073233324E-001,9.210119123275095E-001,-1.038637619413265E-001,9.207732439041140E-001,-1.054930344223976E-001,
3.850000000000000E+009,9.381395716878352E-001,-1.054722502635398E-001,9.156983872872623E-001,-1.206836955331323E-001,9.189291390388246E-001,-1.118446715499720E-001,9.186034703254701E-001,-1.136216905713082E-001,
3.855000000000000E+009,9.365153957025503E-001,-1.139810114947004E-001,9.139421586523390E-001,-1.283599535172580E-001,9.175766055579444E-001,-1.197310850696359E-001,9.171781229972841E-001,-1.215967750549317E-001,
3.860000000000000E+009,9.345276678986352E-001,-1.222970094437774E-001,9.118398610365286E-001,-1.357395140442207E-001,9.159626792289306E-001,-1.275131747472686E-001,9.154077744483949E-001,-1.293998736143112E-001,
3.865000000000000E+009,9.323677221553738E-001,-1.304560452888682E-001,9.097278966120621E-001,-1.429613194723943E-001,9.140246738289232E-001,-1.352055922636614E-001,9.135291099548342E-001,-1.370153021812439E-001,
3.870000000000000E+009,9.303010722003147E-001,-1.379358626437252E-001,9.078481158825602E-001,-1.497540651732980E-001,9.122792830860448E-001,-1.422810301445798E-001,9.117717432975769E-001,-1.441648119688034E-001,
3.875000000000000E+009,9.280746758394842E-001,-1.453527649068785E-001,9.058589521285773E-001,-1.564759286582111E-001,9.103807846775263E-001,-1.494551186915461E-001,9.099908924102784E-001,-1.512748664617539E-001,
3.880000000000000E+009,9.264747510271465E-001,-1.526878939766107E-001,9.044675272377450E-001,-1.632300538883967E-001,9.088737367850566E-001,-1.564716225347718E-001,9.085857844352723E-001,-1.584326881170273E-001,
3.885000000000000E+009,9.250054012279692E-001,-1.605085723266075E-001,9.031494889454523E-001,-1.705168679726671E-001,9.075541673885211E-001,-1.640185795445137E-001,9.071609640121461E-001,-1.661891531944275E-001,
3.890000000000000E+009,9.237674245026954E-001,-1.678194582769605E-001,9.019867391518334E-001,-1.773958986201403E-001,9.063940092671993E-001,-1.710371623302903E-001,9.059201240539553E-001,-1.732330608367920E-001,
3.895000000000000E+009,9.224958582113640E-001,-1.754719773304449E-001,9.006849608508430E-001,-1.845999717642773E-001,9.051565989978195E-001,-1.782783097169705E-001,9.046993613243104E-001,-1.806104493141174E-001,
3.900000000000000E+009,9.212860082838296E-001,-1.832128362806965E-001,8.994606015160688E-001,-1.919086280969512E-001,9.041636235447453E-001,-1.855825633185649E-001,9.034840607643129E-001,-1.880412328243256E-001,
3.905000000000000E+009,9.196855552366380E-001,-1.910808096358024E-001,8.979433405078749E-001,-1.993327047236747E-001,9.028489898346208E-001,-1.931458640986929E-001,9.020093464851380E-001,-1.957185584306717E-001,
3.910000000000000E+009,9.182275317357539E-001,-1.993930181683733E-001,8.965053446345479E-001,-2.071971803627171E-001,9.014968137000876E-001,-2.012260702468910E-001,9.004764795303345E-001,-2.038501471281052E-001,
3.915000000000000E+009,9.165897766244616E-001,-2.074965669067626E-001,8.948148461710501E-001,-2.148752912269960E-001,8.999129961435519E-001,-2.090542509605767E-001,8.987446355819704E-001,-2.116874945163727E-001,
3.920000000000000E+009,9.147120396932692E-001,-2.155613638925589E-001,8.928427173744258E-001,-2.226198371776039E-001,8.981780329044258E-001,-2.169400218295139E-001,8.968353414535524E-001,-2.194639748334885E-001,
3.925000000000000E+009,9.127124784549168E-001,-2.237279498362506E-001,8.907707278541419E-001,-2.303882606843170E-001,8.961320673885942E-001,-2.249777885525158E-001,8.947791862487794E-001,-2.273142409324646E-001,
3.930000000000000E+009,9.109393454695081E-001,-2.319949285454128E-001,8.888727982857305E-001,-2.381230526334251E-001,8.943211805008166E-001,-2.329073050689689E-001,8.929187297821046E-001,-2.351916849613190E-001,
3.935000000000000E+009,9.088874139797949E-001,-2.403187447341327E-001,8.866601918124615E-001,-2.458762450760711E-001,8.923228952873480E-001,-2.406650462865715E-001,8.910028982162477E-001,-2.430213153362274E-001,
3.940000000000000E+009,9.069919447296434E-001,-2.482706101098489E-001,8.847469158391819E-001,-2.531103542565052E-001,8.906414774250725E-001,-2.481160202592626E-001,8.891578269004823E-001,-2.506015634536744E-001,
3.945000000000000E+009,9.049491664870228E-001,-2.569541188945316E-001,8.826881601442349E-001,-2.611585970552449E-001,8.887679087069977E-001,-2.563654021602439E-001,8.871888256072998E-001,-2.589031553268433E-001,
3.950000000000000E+009,9.020622568220037E-001,-2.656130537437864E-001,8.799626521722148E-001,-2.692013560162287E-001,8.862131265092681E-001,-2.646972858616543E-001,8.843330359458925E-001,-2.672516763210296E-001,
3.955000000000000E+009,8.996163054141769E-001,-2.740219595080565E-001,8.775752365464996E-001,-2.770058427740142E-001,8.839500214645277E-001,-2.728884474282424E-001,8.819660449028016E-001,-2.753256225585938E-001,
3.960000000000000E+009,8.968020289686095E-001,-2.820148401411921E-001,8.748695006426505E-001,-2.846449099657178E-001,8.813221109496126E-001,-2.807880698009013E-001,8.792765307426453E-001,-2.830477488040925E-001,
3.965000000000000E+009,8.938418263942973E-001,-2.903873497487679E-001,8.720535383307669E-001,-2.925425445953132E-001,8.785628223090083E-001,-2.889601714648606E-001,8.764125585556031E-001,-2.911788368225098E-001,
3.970000000000000E+009,8.909394781400514E-001,-2.985180803289035E-001,8.691437209125367E-001,-3.002472612648990E-001,8.757549697118268E-001,-2.968865865150208E-001,8.735681509971620E-001,-2.990481936931610E-001,
3.975000000000000E+009,8.860888962862645E-001,-3.114959495071717E-001,8.644268242403750E-001,-3.123013279576339E-001,8.711214362361746E-001,-3.095527473947231E-001,8.688662910461427E-001,-3.115525066852570E-001,
3.980000000000000E+009,8.827049713963607E-001,-3.192685685540105E-001,8.613583636555131E-001,-3.195081323790822E-001,8.679598252942936E-001,-3.171196599362984E-001,8.656144642829896E-001,-3.189732766151429E-001,
3.985000000000000E+009,8.789429321891801E-001,-3.275464464949330E-001,8.577777768766963E-001,-3.272438224855550E-001,8.643757272425893E-001,-3.252033767197748E-001,8.619873094558719E-001,-3.270466840267182E-001,
3.990000000000000E+009,8.751225342965945E-001,-3.353250034037786E-001,8.542647261321442E-001,-3.344921748960122E-001,8.608117515135642E-001,-3.328489633429815E-001,8.582700133323670E-001,-3.344647765159607E-001,
3.995000000000000E+009,8.712252021131377E-001,-3.425208898348841E-001,8.508335322551995E-001,-3.413557026782866E-001,8.571349621201665E-001,-3.401034598102707E-001,8.546258020401003E-001,-3.414699327945709E-001,
4.000000000000000E+009,8.675312489366693E-001,-3.501258452323656E-001,8.473594273793149E-001,-3.487246305765511E-001,8.534977493536415E-001,-3.475931605299175E-001,8.510718178749085E-001,-3.488400518894196E-001,
4.005000000000000E+009,8.640322330873164E-001,-3.564776850492626E-001,8.440865036742691E-001,-3.548486061815416E-001,8.501048776588149E-001,-3.538542144855060E-001,8.478327918052675E-001,-3.549706995487214E-001,
4.010000000000000E+009,8.602516128346385E-001,-3.639398822609563E-001,8.404025321710940E-001,-3.620433091861794E-001,8.464239685767990E-001,-3.613127211375862E-001,8.441851401329041E-001,-3.622997403144836E-001,
4.015000000000000E+009,8.571872334811738E-001,-3.716027174173163E-001,8.374351182420556E-001,-3.691071284032284E-001,8.433288550637038E-001,-3.687887297727165E-001,8.411620020866396E-001,-3.698215341567994E-001,
4.020000000000000E+009,8.535817173832224E-001,-3.791789289374558E-001,8.341126900648633E-001,-3.763449163154560E-001,8.397132566298501E-001,-3.761742328519380E-001,8.376176214218141E-001,-3.771942353248597E-001,
4.025000000000000E+009,8.500080669822880E-001,-3.864921344883110E-001,8.307992477097895E-001,-3.835187071415839E-001,8.361119050301067E-001,-3.834712619969248E-001,8.341402363777162E-001,-3.843279564380646E-001,
4.030000000000000E+009,8.462365257948431E-001,-3.938368002388082E-001,8.271302523557160E-001,-3.906142235834096E-001,8.324361448282474E-001,-3.907114320547360E-001,8.305627655982972E-001,-3.915437245368958E-001,
4.035000000000000E+009,8.423588435210472E-001,-4.012416852753600E-001,8.234219766812343E-001,-3.975911733793113E-001,8.286854305098672E-001,-3.979090487362157E-001,8.267854571342469E-001,-3.987677013874054E-001,
4.040000000000000E+009,8.385370122418762E-001,-4.085015772842587E-001,8.198268347818172E-001,-4.045090528711218E-001,8.248315492606451E-001,-4.049802718035465E-001,8.230303239822390E-001,-4.058197951316834E-001,
4.045000000000000E+009,8.347012837006000E-001,-4.160131476477332E-001,8.162521070376931E-001,-4.116247532831847E-001,8.209343541521522E-001,-4.123515459334927E-001,8.192129755020143E-001,-4.131151998043061E-001,
4.050000000000000E+009,8.305184906063547E-001,-4.228958506141831E-001,8.123551961347479E-001,-4.182175780874177E-001,8.167714918843522E-001,-4.189252860330737E-001,8.151431941986085E-001,-4.198027503490449E-001,
4.055000000000000E+009,8.270494851215332E-001,-4.303318215213736E-001,8.091993394311660E-001,-4.255520307100869E-001,8.134406131059058E-001,-4.262304227152960E-001,8.118677496910096E-001,-4.270970487594605E-001,
4.060000000000000E+009,8.232628027086600E-001,-4.376783607260396E-001,8.054962439536223E-001,-4.326446632706130E-001,8.096717929340331E-001,-4.333353911594973E-001,8.081205010414125E-001,-4.342923521995545E-001,
4.065000000000000E+009,8.188987932145877E-001,-4.451491436244038E-001,8.012176377883020E-001,-4.397848452576537E-001,8.053317429390658E-001,-4.404542705977533E-001,8.039037585258485E-001,-4.415171182155610E-001,
4.070000000000000E+009,8.143582250667709E-001,-4.522605827897241E-001,7.968461269575660E-001,-4.465513973328987E-001,8.010620572712148E-001,-4.472688132947226E-001,7.994866180419923E-001,-4.484255313873291E-001,
4.075000000000000E+009,8.100217313266140E-001,-4.588643240693606E-001,7.929331400650257E-001,-4.526738193617154E-001,7.969175656799731E-001,-4.536240670650405E-001,7.953613758087159E-001,-4.547302675247193E-001,
4.080000000000000E+009,8.060074374936673E-001,-4.667631760454011E-001,7.891909721259942E-001,-4.604016741859797E-001,7.930984992902748E-001,-4.613448603809795E-001,7.915711665153504E-001,-4.625675725936890E-001,
4.085000000000000E+009,8.015662584288033E-001,-4.741387563317684E-001,7.850767953392939E-001,-4.675529363107602E-001,7.887907893893077E-001,-4.685016314205437E-001,7.872609615325928E-001,-4.697638940811158E-001,
4.090000000000000E+009,7.972313456428337E-001,-4.820776726425810E-001,7.809449969742823E-001,-4.752391059647644E-001,7.846841662102403E-001,-4.762838280850089E-001,7.831623101234438E-001,-4.774984216690065E-001,
4.095000000000000E+009,7.923099069376235E-001,-4.894311805234608E-001,7.760690518491535E-001,-4.824051751323003E-001,7.798613979489741E-001,-4.836664929099971E-001,7.783203005790711E-001,-4.848556637763978E-001,
4.100000000000000E+009,7.868751776825484E-001,-4.972374304410447E-001,7.709222830847865E-001,-4.897234169012616E-001,7.746162165427608E-001,-4.912233482488315E-001,7.729945778846741E-001,-4.924602138996125E-001,
4.105000000000000E+009,7.814437578510639E-001,-5.042284101027181E-001,7.659881707388605E-001,-4.962445730022193E-001,7.694069480022926E-001,-4.978588634600260E-001,7.679072403907776E-001,-4.991480255126954E-001,
4.110000000000000E+009,7.759499741775069E-001,-5.112417967767107E-001,7.609676863449689E-001,-5.030114735721561E-001,7.642163727231857E-001,-5.046881829473088E-001,7.626953172683717E-001,-5.060671854019165E-001,
4.115000000000000E+009,7.704344820079276E-001,-5.186077915583905E-001,7.559936538800764E-001,-5.100966779229375E-001,7.590917676852241E-001,-5.120074602028359E-001,7.574696254730226E-001,-5.134093999862671E-001,
4.120000000000000E+009,7.646149471845416E-001,-5.258250678182348E-001,7.506119475459790E-001,-5.170643243204226E-001,7.535917059788719E-001,-5.191111467331382E-001,7.519210100173951E-001,-5.205695009231568E-001,
4.125000000000000E+009,7.583601932092665E-001,-5.322882521326176E-001,7.449188237968323E-001,-5.235507624096595E-001,7.477216120009762E-001,-5.255759272025116E-001,7.459831333160401E-001,-5.270633387565614E-001,
4.130000000000000E+009,7.521270667578834E-001,-5.387867959595084E-001,7.392593289945584E-001,-5.299579326437706E-001,7.418194188758831E-001,-5.321706728146255E-001,7.399961662292480E-001,-5.336057090759278E-001,
4.135000000000000E+009,7.461233503987970E-001,-5.451568577934990E-001,7.337924207791184E-001,-5.362511514601467E-001,7.361733992262348E-001,-5.385353206304696E-001,7.342678833007814E-001,-5.399695181846620E-001,
4.140000000000000E+009,7.398537636121046E-001,-5.514023286190602E-001,7.281355883989780E-001,-5.425516037886730E-001,7.302709291572402E-001,-5.448165799694342E-001,7.283616209030152E-001,-5.462919640541076E-001,
4.145000000000000E+009,7.334187925356676E-001,-5.576996725348606E-001,7.222478082175629E-001,-5.488135181409228E-001,7.241338714534895E-001,-5.512662148994261E-001,7.221285438537597E-001,-5.526904201507569E-001,
4.150000000000000E+009,7.273214405734892E-001,-5.630824802792439E-001,7.169174510152597E-001,-5.544266924569012E-001,7.184977518569016E-001,-5.569744898761568E-001,7.164359736442566E-001,-5.583485984802247E-001,
4.155000000000000E+009,7.209365661672317E-001,-5.681314066881247E-001,7.110560588107006E-001,-5.598636528781614E-001,7.123351365196703E-001,-5.624011434127680E-001,7.102752447128296E-001,-5.636458754539490E-001,
4.160000000000000E+009,7.151896271643923E-001,-5.731697762001146E-001,7.059657072152886E-001,-5.652759005845517E-001,7.068375895313518E-001,-5.678266597540219E-001,7.048015141487123E-001,-5.690958809852601E-001,
4.165000000000000E+009,7.098534507135982E-001,-5.778443247508664E-001,7.013874568563208E-001,-5.706812738932241E-001,7.019819059707818E-001,-5.731035128485034E-001,6.999027800559998E-001,-5.742556548118591E-001,
4.170000000000000E+009,7.046431490733296E-001,-5.826070583862609E-001,6.966884778137182E-001,-5.764786466250474E-001,6.969638254572045E-001,-5.787332246877279E-001,6.949506640434265E-001,-5.798092412948610E-001,
4.175000000000000E+009,6.992378427463392E-001,-5.873772694241543E-001,6.915408706656220E-001,-5.823413188839794E-001,6.915505414409262E-001,-5.844547647299543E-001,6.895434951782227E-001,-5.855604839324952E-001,
4.180000000000000E+009,6.937071519915411E-001,-5.917300189422101E-001,6.859641890056942E-001,-5.881429981914037E-001,6.857966748420081E-001,-5.898519599438471E-001,6.838128447532654E-001,-5.909465384483338E-001,
4.185000000000000E+009,6.884167858496204E-001,-5.956457081198124E-001,6.801491067527947E-001,-5.937714480542518E-001,6.799175520661097E-001,-5.952086732326257E-001,6.778468370437623E-001,-5.963771104812623E-001,
4.190000000000000E+009,6.846412416549006E-001,-5.991983103419414E-001,6.746074242728734E-001,-5.990086451618005E-001,6.743478162066469E-001,-6.003475978002637E-001,6.722714114189149E-001,-6.014655804634095E-001,
4.195000000000000E+009,6.820163103012815E-001,-6.040454779835237E-001,6.692773023681820E-001,-6.045274118287140E-001,6.688421185610047E-001,-6.056022190199759E-001,6.669206237792970E-001,-6.067909860610963E-001,
4.200000000000000E+009,6.789558724990586E-001,-6.104208626601190E-001,6.636164731145141E-001,-6.097418421052815E-001,6.631077845037996E-001,-6.106348164622462E-001,6.612265491485596E-001,-6.118081235885621E-001,
4.205000000000000E+009,6.748350533982521E-001,-6.178250212551762E-001,6.581580792494373E-001,-6.152922495148750E-001,6.577019928594409E-001,-6.159431132239122E-001,6.557899808883667E-001,-6.172181010246277E-001,
4.210000000000000E+009,6.694873261303330E-001,-6.247052276906978E-001,6.525661960501483E-001,-6.203561165052788E-001,6.522054493514692E-001,-6.209066027980241E-001,6.501989006996156E-001,-6.221999120712281E-001,
4.215000000000000E+009,6.638098576938278E-001,-6.319639434533936E-001,6.471100203432474E-001,-6.261922533981702E-001,6.467918941407843E-001,-6.266827795910260E-001,6.448006916046143E-001,-6.280484604835510E-001,
