% Version 1.00
%
%freq[Hz],re:Trc13_S21,im:Trc13_S21,re:cap2_p2_0_1_plstc_S21,im:cap2_p2_0_1_plstc_S21,re:cap2_p2_1_plstc_S21,im:cap2_p2_1_plstc_S21,re:cap2_p2_0_5_plstc_S21,im:cap2_p2_0_5_plstc_S21,
2.110000000000000E+009,-8.808350933580879E-001,3.996901720477858E-001,-8.714698270217156E-001,4.136047920927847E-001,-8.657510392093641E-001,4.148080566921388E-001,-8.657534503936768E-001,4.149791860580445E-001,
2.115000000000000E+009,-8.759677036903156E-001,4.086171235177447E-001,-8.659453318801988E-001,4.230036861237040E-001,-8.591899620704728E-001,4.240258085543861E-001,-8.597525191307069E-001,4.241235184669496E-001,
2.120000000000000E+009,-8.715047932658125E-001,4.178213390413871E-001,-8.604456566444070E-001,4.329290079571771E-001,-8.526238477907886E-001,4.334685926710609E-001,-8.539401364326479E-001,4.335374343395234E-001,
2.125000000000000E+009,-8.666609112024113E-001,4.269444113191676E-001,-8.546744257693593E-001,4.425786751003130E-001,-8.455682468664220E-001,4.425237022919375E-001,-8.477504062652590E-001,4.427654850482941E-001,
2.130000000000000E+009,-8.616172289387383E-001,4.355840060650580E-001,-8.484913230305565E-001,4.517326900476626E-001,-8.380375253040563E-001,4.507233426489777E-001,-8.412320852279664E-001,4.513322925567628E-001,
2.135000000000000E+009,-8.561953916556282E-001,4.440149743369689E-001,-8.417524751195314E-001,4.607869107468601E-001,-8.299754059709770E-001,4.584071410920929E-001,-8.342440891265871E-001,4.599705517292023E-001,
2.140000000000000E+009,-8.509083890374116E-001,4.526017756408188E-001,-8.350265846558328E-001,4.700327110100839E-001,-8.219527575877779E-001,4.658704668669124E-001,-8.271493721008303E-001,4.685604286193849E-001,
2.145000000000000E+009,-8.455080708168720E-001,4.610052388567265E-001,-8.279930154046296E-001,4.790078840572414E-001,-8.140085443281552E-001,4.726796267517446E-001,-8.198130655288698E-001,4.770762825012208E-001,
2.150000000000000E+009,-8.395452992681834E-001,4.685521598171670E-001,-8.202493132927770E-001,4.870794618025748E-001,-8.055932067994795E-001,4.784924944896205E-001,-8.115352368354799E-001,4.848004782199860E-001,
2.155000000000000E+009,-8.337233999038617E-001,4.760693878380531E-001,-8.123220488047410E-001,4.952399023132931E-001,-7.973604928364267E-001,4.841681684716713E-001,-8.031105971336365E-001,4.924461340904237E-001,
2.160000000000000E+009,-8.277078079519188E-001,4.831042914984551E-001,-8.041421452776184E-001,5.027781113422006E-001,-7.889714184620157E-001,4.891517299686848E-001,-7.940669751167298E-001,4.994485116004944E-001,
2.165000000000000E+009,-8.219985171458686E-001,4.906968428704856E-001,-7.956691357701027E-001,5.106004643152431E-001,-7.806098881100126E-001,4.944137589781134E-001,-7.847598695755006E-001,5.063369417190552E-001,
2.170000000000000E+009,-8.163474434715183E-001,4.978966460318081E-001,-7.871622412336550E-001,5.182183668067384E-001,-7.722309866625448E-001,4.992516470078208E-001,-7.752604842185975E-001,5.127606606483459E-001,
2.175000000000000E+009,-8.110269368010947E-001,5.052619913324982E-001,-7.784132056254225E-001,5.258422090469823E-001,-7.635301458744626E-001,5.037137060479809E-001,-7.652218723297120E-001,5.188520264625549E-001,
2.180000000000000E+009,-8.054075201584312E-001,5.130288787000003E-001,-7.689626726816921E-001,5.336523467252502E-001,-7.542447880806388E-001,5.081427405868246E-001,-7.543602967262270E-001,5.247833704948426E-001,
2.185000000000000E+009,-8.001753099979798E-001,5.208411591422153E-001,-7.591500875123856E-001,5.413399437413806E-001,-7.450474451496503E-001,5.115144441059456E-001,-7.431657886505128E-001,5.297713232040405E-001,
2.190000000000000E+009,-7.945616518130565E-001,5.294142963987731E-001,-7.481198222700178E-001,5.493844800539574E-001,-7.351192934867676E-001,5.142867481077162E-001,-7.309764766693117E-001,5.340447545051574E-001,
2.195000000000000E+009,-7.886318081732475E-001,5.380237912908549E-001,-7.357098041648446E-001,5.564830842783300E-001,-7.250661745024259E-001,5.149422944746750E-001,-7.180766296386720E-001,5.361386418342591E-001,
2.200000000000000E+009,-7.820989597581549E-001,5.468352982204459E-001,-7.217953118739128E-001,5.621516239830060E-001,-7.157725260893206E-001,5.139375565446949E-001,-7.051930785179139E-001,5.359534931182862E-001,
2.205000000000000E+009,-7.749654990463213E-001,5.555355939670111E-001,-7.069083077779474E-001,5.651899133203973E-001,-7.077431677773122E-001,5.107919824003220E-001,-6.931295323371888E-001,5.328371500968934E-001,
2.210000000000000E+009,-7.676864706630813E-001,5.640314402481739E-001,-6.925632329602072E-001,5.654767801571192E-001,-7.024105596893577E-001,5.065134167657110E-001,-6.836811256408694E-001,5.274875521659852E-001,
2.215000000000000E+009,-7.602206077205174E-001,5.726079020289427E-001,-6.800326550076195E-001,5.632113062387144E-001,-6.998938090198522E-001,5.022021016738840E-001,-6.774557781219482E-001,5.212290954589844E-001,
2.220000000000000E+009,-7.528845816412159E-001,5.816225094547664E-001,-6.711702767361123E-001,5.599929558397100E-001,-7.004126671037524E-001,4.992345940245052E-001,-6.750062990188599E-001,5.155397963523866E-001,
2.225000000000000E+009,-7.446576314837486E-001,5.902861346863962E-001,-6.654114365508049E-001,5.572721938890688E-001,-7.027207057042656E-001,4.978110774481383E-001,-6.750702023506165E-001,5.110113215446472E-001,
2.230000000000000E+009,-7.360298148236373E-001,5.995172761790808E-001,-6.612033361186759E-001,5.580665838130462E-001,-7.061935700658300E-001,4.993293101785339E-001,-6.768942904472352E-001,5.095109105110168E-001,
2.235000000000000E+009,-7.265641504073634E-001,6.089148195931995E-001,-6.561269731775036E-001,5.622233723473012E-001,-7.094665043454363E-001,5.036693475683619E-001,-6.790157461166382E-001,5.109327530860901E-001,
2.240000000000000E+009,-7.167040250441826E-001,6.186002802486530E-001,-6.487000566132288E-001,5.685059795182157E-001,-7.122461302879199E-001,5.102913087880214E-001,-6.808168077468874E-001,5.147616434097291E-001,
2.245000000000000E+009,-7.058763428005082E-001,6.279513655107580E-001,-6.376455087611516E-001,5.749010551609213E-001,-7.133973773069726E-001,5.183353802761529E-001,-6.812677502632142E-001,5.200476813316346E-001,
2.250000000000000E+009,-6.943573351377512E-001,6.375240207754006E-001,-6.235819313087045E-001,5.803146346188340E-001,-7.134083203718317E-001,5.277368143894740E-001,-6.804101777076722E-001,5.268146920204162E-001,
2.255000000000000E+009,-6.822151838391557E-001,6.466377511675649E-001,-6.070662114694134E-001,5.832248863624554E-001,-7.120085673727511E-001,5.375793894291234E-001,-6.783528304100036E-001,5.339504933357239E-001,
2.260000000000000E+009,-6.691605146609749E-001,6.559703175679792E-001,-5.885721841168916E-001,5.829238987030707E-001,-7.094294516237952E-001,5.478083627597120E-001,-6.753807020187379E-001,5.411012482643128E-001,
2.265000000000000E+009,-6.559856718154227E-001,6.649220317951569E-001,-5.695182077119518E-001,5.779747225209950E-001,-7.063524457511083E-001,5.577964552419096E-001,-6.722018694877625E-001,5.479489111900331E-001,
2.270000000000000E+009,-6.414448717143524E-001,6.739422485350211E-001,-5.502191865641852E-001,5.680953868414986E-001,-7.019494864795156E-001,5.680825852039102E-001,-6.679242634773255E-001,5.548630809783937E-001,
2.275000000000000E+009,-6.258167625889577E-001,6.826794061393178E-001,-5.330575882959510E-001,5.519554240251640E-001,-6.965576879201482E-001,5.781711427563350E-001,-6.631566452980041E-001,5.613991117477418E-001,
2.280000000000000E+009,-6.089312388716892E-001,6.912734190462765E-001,-5.208816058922017E-001,5.299787376617525E-001,-6.903690406447067E-001,5.878537318065306E-001,-6.582357645034791E-001,5.676761841773987E-001,
2.285000000000000E+009,-5.906234303522968E-001,6.998993240849878E-001,-5.164900811888776E-001,5.036821354498764E-001,-6.838268172185574E-001,5.971887659275084E-001,-6.534530115127564E-001,5.739407134056092E-001,
2.290000000000000E+009,-5.705014620880476E-001,7.076297096373710E-001,-5.221018840589481E-001,4.764702143859262E-001,-6.764080572618504E-001,6.060847786885307E-001,-6.483703517913819E-001,5.801740646362306E-001,
2.295000000000000E+009,-5.476315621263308E-001,7.148438104005352E-001,-5.373653290897760E-001,4.527346929061365E-001,-6.683245568347191E-001,6.145942621077782E-001,-6.429162621498108E-001,5.865765762329103E-001,
2.300000000000000E+009,-5.218156150802136E-001,7.203250205848194E-001,-5.603026191301733E-001,4.362736295090590E-001,-6.599263349672310E-001,6.222399681668970E-001,-6.371679735183716E-001,5.929506802558899E-001,
2.305000000000000E+009,-4.929331028630087E-001,7.233801291815772E-001,-5.874495425103988E-001,4.298684416997180E-001,-6.515691466915105E-001,6.298102580615231E-001,-6.313183712959291E-001,5.998657083511353E-001,
2.310000000000000E+009,-4.608990682486852E-001,7.237708188393779E-001,-6.132764332467661E-001,4.332485706888505E-001,-6.427410064544230E-001,6.373728720162938E-001,-6.244581174850464E-001,6.073831486701966E-001,
2.315000000000000E+009,-4.248313899610501E-001,7.200234838022330E-001,-6.352849282750377E-001,4.439624915349025E-001,-6.331995007497726E-001,6.446260583194066E-001,-6.163578152656556E-001,6.150766205787659E-001,
2.320000000000000E+009,-3.848903958939534E-001,7.108574039183886E-001,-6.522584986272303E-001,4.595095795088320E-001,-6.235797694076009E-001,6.516676797591983E-001,-6.073787474632264E-001,6.227302932739258E-001,
2.325000000000000E+009,-3.403928050470886E-001,6.930673966728504E-001,-6.639109505858786E-001,4.776719577706629E-001,-6.128079996116793E-001,6.586816120398917E-001,-5.963677430152894E-001,6.303115344047547E-001,
2.330000000000000E+009,-2.920991884543983E-001,6.632699471391674E-001,-6.709882965981606E-001,4.967119034028142E-001,-6.015274542415139E-001,6.653728320894621E-001,-5.837265658378601E-001,6.373569631576539E-001,
2.335000000000000E+009,-2.439715915008061E-001,6.166698079435566E-001,-6.743255159453858E-001,5.152722144691184E-001,-5.901662979092827E-001,6.714775376679077E-001,-5.700866913795473E-001,6.430167317390442E-001,
2.340000000000000E+009,-2.020146084105623E-001,5.461344299612798E-001,-6.743180542381476E-001,5.332761082820328E-001,-5.774021330589307E-001,6.772391335267727E-001,-5.543253016471863E-001,6.470893454551697E-001,
2.345000000000000E+009,-1.833090071988430E-001,4.506866480838880E-001,-6.723612805188591E-001,5.507265953365975E-001,-5.642579345220942E-001,6.830690599905063E-001,-5.375886559486389E-001,6.496950411796570E-001,
2.350000000000000E+009,-2.063829725355010E-001,3.424486606879533E-001,-6.683982473014197E-001,5.665312437257373E-001,-5.500253440842302E-001,6.879088843649516E-001,-5.194844293594361E-001,6.494921398162843E-001,
2.355000000000000E+009,-2.754324326276778E-001,2.497953320422018E-001,-6.628597068345754E-001,5.819726102749641E-001,-5.347576142335200E-001,6.925125222890924E-001,-5.004593849182129E-001,6.468605017662049E-001,
2.360000000000000E+009,-3.745587851739347E-001,1.938408731300333E-001,-6.560195027302608E-001,5.952037427878931E-001,-5.185772207728026E-001,6.952231005077018E-001,-4.809050762653352E-001,6.397074437141418E-001,
2.365000000000000E+009,-4.790360058640298E-001,1.821186694482135E-001,-6.480211249419159E-001,6.081815867156865E-001,-5.003384716571980E-001,6.968856340915034E-001,-4.611660265922547E-001,6.278965210914612E-001,
2.370000000000000E+009,-5.691743201685339E-001,2.049520250736144E-001,-6.393169006933862E-001,6.196280709750133E-001,-4.808746249257153E-001,6.966071935060565E-001,-4.433453738689423E-001,6.102896451950074E-001,
2.375000000000000E+009,-6.365964792366285E-001,2.478495909535595E-001,-6.301957529351705E-001,6.298051611286812E-001,-4.605631504219747E-001,6.928249509437189E-001,-4.303195059299469E-001,5.860552000999452E-001,
2.380000000000000E+009,-6.811303569274022E-001,2.978570686795999E-001,-6.201082290493855E-001,6.389067910591760E-001,-4.393835861953167E-001,6.855798436318298E-001,-4.242962515354157E-001,5.570092034339905E-001,
2.385000000000000E+009,-7.089968156152469E-001,3.469016247951412E-001,-6.096832401491663E-001,6.471673352950316E-001,-4.178159238819892E-001,6.741010559390011E-001,-4.279109144210815E-001,5.253318166732789E-001,
2.390000000000000E+009,-7.240139729270266E-001,3.925270739045478E-001,-5.986192427865881E-001,6.543523513110159E-001,-3.969750689480709E-001,6.573935321514079E-001,-4.425603425502778E-001,4.952673482894898E-001,
2.395000000000000E+009,-7.303841235546882E-001,4.330344831597452E-001,-5.864511489603198E-001,6.603708667977009E-001,-3.778671254137549E-001,6.343333256217874E-001,-4.668016767501831E-001,4.711911118030548E-001,
2.400000000000000E+009,-7.310224207944592E-001,4.682388243318033E-001,-5.739394266909006E-001,6.650641794072466E-001,-3.636816438601598E-001,6.052529405635281E-001,-4.976637554168701E-001,4.570827758312226E-001,
2.405000000000000E+009,-7.282920968168387E-001,4.995213520615517E-001,-5.607249158276835E-001,6.683239867813100E-001,-3.571654345779006E-001,5.706460681244043E-001,-5.306536722183228E-001,4.542461013793946E-001,
2.410000000000000E+009,-7.235934511511285E-001,5.263730347652121E-001,-5.474951473925801E-001,6.692960964970647E-001,-3.615056940277938E-001,5.323220309691081E-001,-5.614314484596253E-001,4.610372686386109E-001,
2.415000000000000E+009,-7.175162286407917E-001,5.507201825901267E-001,-5.344220630947913E-001,6.684095707789826E-001,-3.788494525659704E-001,4.961786023867216E-001,-5.873261332511902E-001,4.757681429386139E-001,
2.420000000000000E+009,-7.102581726057125E-001,5.722876710003206E-001,-5.218442556863878E-001,6.646426915615656E-001,-4.076812610724664E-001,4.669497718373260E-001,-6.070410585403443E-001,4.948457777500153E-001,
2.425000000000000E+009,-7.024707806071784E-001,5.918328575502673E-001,-5.109614480750948E-001,6.588220622566899E-001,-4.439214496217742E-001,4.493212728364899E-001,-6.209116888046266E-001,5.161073446273804E-001,
2.430000000000000E+009,-6.945373207302934E-001,6.104240658784178E-001,-5.022017558117259E-001,6.508024944799422E-001,-4.830052679371840E-001,4.439253513324917E-001,-6.301323032379151E-001,5.382377815246582E-001,
2.435000000000000E+009,-6.860376957538210E-001,6.267388005316967E-001,-4.968619443951558E-001,6.403158466236534E-001,-5.201868276416155E-001,4.499146829894217E-001,-6.353944849967959E-001,5.594922971725465E-001,
2.440000000000000E+009,-6.772690924859851E-001,6.415806418542993E-001,-4.958294378693233E-001,6.286296788361157E-001,-5.519665177636760E-001,4.648780022688919E-001,-6.372706198692323E-001,5.796806526184082E-001,
2.445000000000000E+009,-6.682156409943135E-001,6.564339127600076E-001,-4.994646521745617E-001,6.188437013907404E-001,-5.766941769468172E-001,4.865952285777343E-001,-6.364315700531006E-001,5.995709633827211E-001,
2.450000000000000E+009,-6.589038519009035E-001,6.693039025331877E-001,-5.073265204048968E-001,6.109175851772942E-001,-5.943547706961438E-001,5.103824723888341E-001,-6.336648988723757E-001,6.173525190353395E-001,
2.455000000000000E+009,-6.498923590647431E-001,6.815616193413846E-001,-5.186564713211515E-001,6.071252678846458E-001,-6.061770765188279E-001,5.353347370558459E-001,-6.298106026649476E-001,6.342206048965454E-001,
2.460000000000000E+009,-6.404815296135223E-001,6.938614034796174E-001,-5.307712570825742E-001,6.088902438144553E-001,-6.127068207982255E-001,5.604758522548552E-001,-6.242744851112367E-001,6.506101608276367E-001,
2.465000000000000E+009,-6.314237347588743E-001,7.049399613999217E-001,-5.423429492182598E-001,6.148792315763648E-001,-6.151857435219100E-001,5.837560023642691E-001,-6.182346820831299E-001,6.652872276306153E-001,
2.470000000000000E+009,-6.216344083269743E-001,7.156023157185781E-001,-5.516015453786660E-001,6.247141526217730E-001,-6.143817793594989E-001,6.058675347821223E-001,-6.109843707084657E-001,6.791931748390198E-001,
2.475000000000000E+009,-6.126340252455733E-001,7.261772397579583E-001,-5.586997277899655E-001,6.373375884865742E-001,-6.119812846317076E-001,6.264237237370109E-001,-6.040184497833252E-001,6.924505615234375E-001,
2.480000000000000E+009,-6.024636301333427E-001,7.359181149012989E-001,-5.620961869775117E-001,6.512287594041687E-001,-6.066519800979557E-001,6.455332434782672E-001,-5.954510021209717E-001,7.047963404655457E-001,
2.485000000000000E+009,-5.931924782105695E-001,7.447648218216268E-001,-5.635029841892536E-001,6.650157481548551E-001,-6.008178312743326E-001,6.623584964540061E-001,-5.873918366432190E-001,7.156556725502016E-001,
2.490000000000000E+009,-5.836049298166087E-001,7.532373377526466E-001,-5.626013257137742E-001,6.791180022003387E-001,-5.938973715434178E-001,6.781854636955079E-001,-5.789036107063293E-001,7.262048435211183E-001,
2.495000000000000E+009,-5.743092143094967E-001,7.614459223453682E-001,-5.601284991828550E-001,6.924093833285120E-001,-5.865357764111312E-001,6.926073638094177E-001,-5.705475378036500E-001,7.359304332733154E-001,
2.500000000000000E+009,-5.653057775655084E-001,7.688479415776512E-001,-5.563606313946445E-001,7.047026557728039E-001,-5.786620251454256E-001,7.054554687016553E-001,-5.622250556945801E-001,7.447993826866151E-001,
2.505000000000000E+009,-5.505133448210702E-001,7.653399427287588E-001,-5.461335842895723E-001,7.073099228466162E-001,-5.644996425747664E-001,7.075926281427911E-001,-5.481235599517822E-001,7.429569196701051E-001,
2.510000000000000E+009,-5.421336647765869E-001,7.718738355193552E-001,-5.411909047954457E-001,7.178689257007715E-001,-5.569579046193082E-001,7.181799525262512E-001,-5.404836654663087E-001,7.507000565528871E-001,
2.515000000000000E+009,-5.332632045309151E-001,7.798067606944236E-001,-5.354043422827675E-001,7.294408818979804E-001,-5.487914396474557E-001,7.297417895877704E-001,-5.323614239692689E-001,7.594303512573243E-001,
2.520000000000000E+009,-5.251698967123117E-001,7.863003766075055E-001,-5.296436788375631E-001,7.392080186990853E-001,-5.409724127677612E-001,7.394064310530621E-001,-5.245454502105713E-001,7.668733310699464E-001,
2.525000000000000E+009,-5.169282804654631E-001,7.917434402181547E-001,-5.232226698191953E-001,7.475924314073043E-001,-5.328224452336469E-001,7.476969414982065E-001,-5.167137360572816E-001,7.729674053192140E-001,
2.530000000000000E+009,-5.095334461406497E-001,7.971948943256548E-001,-5.173974767043461E-001,7.558712577686511E-001,-5.259230946340578E-001,7.558192717127322E-001,-5.097469234466554E-001,7.790666365623475E-001,
2.535000000000000E+009,-5.023870901758911E-001,8.014165111354248E-001,-5.114116120096200E-001,7.626693379646919E-001,-5.186632956789541E-001,7.621760798146701E-001,-5.029034113883972E-001,7.838622713088990E-001,
2.540000000000000E+009,-4.945846921084302E-001,8.060726494974598E-001,-5.044776556349885E-001,7.697129246912290E-001,-5.106690367650183E-001,7.689633885404135E-001,-4.952126097679139E-001,7.889897298812867E-001,
2.545000000000000E+009,-4.864809225491230E-001,8.102820367161695E-001,-4.974003121099240E-001,7.761198165428876E-001,-5.028001719413250E-001,7.751126200678504E-001,-4.876597392559052E-001,7.937279248237611E-001,
2.550000000000000E+009,-4.791385397470135E-001,8.162795004039832E-001,-4.908407926189350E-001,7.839798736224743E-001,-4.956540269727898E-001,7.825594335317040E-001,-4.807696235179902E-001,7.999620175361633E-001,
2.555000000000000E+009,-4.715270326228788E-001,8.218601861778072E-001,-4.837910828155047E-001,7.910161099091960E-001,-4.881657242755427E-001,7.895409329168542E-001,-4.734231913089753E-001,8.058713245391846E-001,
2.560000000000000E+009,-4.638950530399940E-001,8.272225189268858E-001,-4.768200192017369E-001,7.977166316383193E-001,-4.804434987768126E-001,7.961799827258280E-001,-4.661222827434540E-001,8.114128589630127E-001,
2.565000000000000E+009,-4.550858060985135E-001,8.345009764712535E-001,-4.688332652052155E-001,8.062263815596698E-001,-4.719364786904509E-001,8.047107208424873E-001,-4.578647589683533E-001,8.190285825729371E-001,
2.570000000000000E+009,-4.472296361754656E-001,8.413570191536800E-001,-4.616334105707315E-001,8.140948463985153E-001,-4.642682567323327E-001,8.124649583337922E-001,-4.503614282608033E-001,8.259923887252809E-001,
2.575000000000000E+009,-4.383561751856145E-001,8.481867120324397E-001,-4.534047133429002E-001,8.220137692088787E-001,-4.556352778399480E-001,8.203933336599740E-001,-4.419897210597992E-001,8.330267167091370E-001,
2.580000000000000E+009,-4.300342069962259E-001,8.548489191473618E-001,-4.456189547327398E-001,8.295106397564990E-001,-4.474669416788715E-001,8.279159246362001E-001,-4.339823091030122E-001,8.396987295150759E-001,
2.585000000000000E+009,-4.208753227550555E-001,8.603851917922160E-001,-4.371047619693338E-001,8.358437434854815E-001,-4.386433475752329E-001,8.342348432589446E-001,-4.253026497364045E-001,8.453610634803774E-001,
2.590000000000000E+009,-4.118668266216197E-001,8.657686785567408E-001,-4.286612589434443E-001,8.421161883957488E-001,-4.300621137913704E-001,8.405208128860586E-001,-4.169897925853729E-001,8.509800982475282E-001,
2.595000000000000E+009,-4.033682478430854E-001,8.703547033442962E-001,-4.204188170030304E-001,8.473910133879913E-001,-4.215739842135716E-001,8.457727023688209E-001,-4.086410200595856E-001,8.555760335922243E-001,
2.600000000000000E+009,-3.948502226567726E-001,8.756156990101128E-001,-4.122412067253518E-001,8.534065055615103E-001,-4.131265190695118E-001,8.516593522419420E-001,-4.005453169345857E-001,8.608802247047426E-001,
2.605000000000000E+009,-3.855133030894496E-001,8.798718753911875E-001,-4.035417651133165E-001,8.582730906934361E-001,-4.041173444897370E-001,8.565217861213564E-001,-3.917844140529633E-001,8.651708316802980E-001,
2.610000000000000E+009,-3.770878111119364E-001,8.846497340593588E-001,-3.958486752611555E-001,8.636061487749809E-001,-3.962314600603166E-001,8.619973222097743E-001,-3.840402841567994E-001,8.699412059783938E-001,
2.615000000000000E+009,-3.678086276969298E-001,8.896370517116008E-001,-3.870826983091832E-001,8.689991992223806E-001,-3.871502517545577E-001,8.672414748788655E-001,-3.752867686748505E-001,8.747954988479616E-001,
2.620000000000000E+009,-3.595170790316225E-001,8.948679902613215E-001,-3.793304883251484E-001,8.746914929150330E-001,-3.791136586030134E-001,8.727986372969617E-001,-3.674061489105225E-001,8.798554253578188E-001,
2.625000000000000E+009,-3.511657099541771E-001,8.993829060600831E-001,-3.715591115053042E-001,8.795220582659515E-001,-3.712189873505216E-001,8.776551181757223E-001,-3.596468269824982E-001,8.844079351425173E-001,
2.630000000000000E+009,-3.422848693409037E-001,9.049039032832481E-001,-3.635503779101917E-001,8.852211496307407E-001,-3.630969319959658E-001,8.833699943019209E-001,-3.517083084583282E-001,8.897810316085817E-001,
2.635000000000000E+009,-3.324258741574418E-001,9.100820645412396E-001,-3.543780518209752E-001,8.905797640750230E-001,-3.538001287938959E-001,8.886688906857124E-001,-3.426150953769684E-001,8.947486710548402E-001,
2.640000000000000E+009,-3.248960189720932E-001,9.139615407973949E-001,-3.475130680693917E-001,8.948199633600730E-001,-3.466963636795146E-001,8.928963195658149E-001,-3.357176232337952E-001,8.985932850837709E-001,
2.645000000000000E+009,-3.151442681883716E-001,9.176841120625786E-001,-3.386073324930645E-001,8.987540836466241E-001,-3.376306889038920E-001,8.967188644815493E-001,-3.267370176315308E-001,9.019653677940369E-001,
2.650000000000000E+009,-3.055133694231794E-001,9.212537428270757E-001,-3.298963708011039E-001,9.026578606553679E-001,-3.288081843370068E-001,9.006441341097766E-001,-3.180800247192382E-001,9.054723787307740E-001,
2.655000000000000E+009,-2.951519379364902E-001,9.249756343115303E-001,-3.205642350799710E-001,9.064895351607318E-001,-3.194642344292037E-001,9.044850253364880E-001,-3.086967229843140E-001,9.091637229919435E-001,
2.660000000000000E+009,-2.856425223323637E-001,9.277068114134662E-001,-3.123025744521329E-001,9.094564727129381E-001,-3.109791607351410E-001,9.073591133444643E-001,-3.004373812675477E-001,9.116325926780703E-001,
2.665000000000000E+009,-2.755286128017014E-001,9.303304149928525E-001,-3.032895801149669E-001,9.124883038804079E-001,-3.018115816624516E-001,9.102678808629660E-001,-2.913469803333283E-001,9.141064381599428E-001,
2.670000000000000E+009,-2.652117954624317E-001,9.327214712415255E-001,-2.941491384220216E-001,9.150967470755793E-001,-2.924159849245694E-001,9.128007883933584E-001,-2.821501290798187E-001,9.163481521606446E-001,
2.675000000000000E+009,-2.548221919233006E-001,9.346228443316880E-001,-2.852397840722155E-001,9.173728756919641E-001,-2.833118356396800E-001,9.150485134866775E-001,-2.732193672657013E-001,9.181092858314516E-001,
2.680000000000000E+009,-2.445032087143222E-001,9.372449790734203E-001,-2.763349971963243E-001,9.203131524810916E-001,-2.744454474599838E-001,9.176962117116881E-001,-2.643280446529389E-001,9.205626320838929E-001,
2.685000000000000E+009,-2.345762035863026E-001,9.396776822647900E-001,-2.677742425882500E-001,9.228115812198322E-001,-2.658653523920317E-001,9.202036305302705E-001,-2.560441410541535E-001,9.227550005912784E-001,
2.690000000000000E+009,-2.249772854583884E-001,9.421133823264082E-001,-2.597992532488015E-001,9.254089316088422E-001,-2.577267118279361E-001,9.226563579696689E-001,-2.481378072500229E-001,9.248423576354981E-001,
2.695000000000000E+009,-2.143905400435073E-001,9.451805325583752E-001,-2.510615803806600E-001,9.289926690590913E-001,-2.488553305891857E-001,9.260333074266640E-001,-2.395102846622468E-001,9.280284953117373E-001,
2.700000000000000E+009,-2.040438144171526E-001,9.475201692359655E-001,-2.428607888098970E-001,9.316005802784123E-001,-2.405850863556386E-001,9.285618123148498E-001,-2.313890659809113E-001,9.302933073043824E-001,
2.705000000000000E+009,-1.923059387078128E-001,9.494209014040591E-001,-2.331331363225296E-001,9.340113470633864E-001,-2.308490893413131E-001,9.309621971333435E-001,-2.220296972990036E-001,9.323753309249879E-001,
2.710000000000000E+009,-1.804143424737674E-001,9.511290576566523E-001,-2.233125280256840E-001,9.362411937600695E-001,-2.209321115767067E-001,9.330783590225178E-001,-2.124514389038086E-001,9.343907618522644E-001,
2.715000000000000E+009,-1.681175204376911E-001,9.521524423396646E-001,-2.133934886790664E-001,9.379572437524092E-001,-2.108544901053343E-001,9.346102529669572E-001,-2.025308942794800E-001,9.357791376113893E-001,
2.720000000000000E+009,-1.553026197787580E-001,9.520015017161252E-001,-2.033945866940292E-001,9.384881714198093E-001,-2.005868306436878E-001,9.350835646904766E-001,-1.925212174654007E-001,9.361787891387940E-001,
2.725000000000000E+009,-1.429734971809722E-001,9.516444901877235E-001,-1.937138349792664E-001,9.392139375110176E-001,-1.909953841248602E-001,9.355245192348598E-001,-1.829917955398560E-001,9.365985703468324E-001,
2.730000000000000E+009,-1.301669958316960E-001,9.510646571857413E-001,-1.839643271503914E-001,9.395580092852748E-001,-1.811157867898200E-001,9.356841364442625E-001,-1.732527959346772E-001,9.365489459037781E-001,
2.735000000000000E+009,-1.181011028677965E-001,9.507018887757576E-001,-1.750492635379529E-001,9.400444299373990E-001,-1.720994207729002E-001,9.358771035935878E-001,-1.644199609756470E-001,9.365944862365724E-001,
2.740000000000000E+009,-1.054078252698917E-001,9.498317507169352E-001,-1.662927859587813E-001,9.400956065282535E-001,-1.631375781862546E-001,9.356119689196889E-001,-1.555383980274201E-001,9.361533117294313E-001,
2.745000000000000E+009,-9.198333583969713E-002,9.487141081823192E-001,-1.568534176004453E-001,9.402189902290642E-001,-1.538422708437405E-001,9.355652755483321E-001,-1.462366622686386E-001,9.361651062965394E-001,
2.750000000000000E+009,-7.773056885423688E-002,9.471166560865479E-001,-1.474977654130525E-001,9.399902852117473E-001,-1.444689245413088E-001,9.351558537758299E-001,-1.369997286796570E-001,9.355069637298585E-001,
2.755000000000000E+009,-6.233222753108498E-002,9.455375400871268E-001,-1.378324528938033E-001,9.402877755425280E-001,-1.348419312225382E-001,9.352622107752237E-001,-1.275427067279816E-001,9.354346251487733E-001,
2.760000000000000E+009,-4.756064584275500E-002,9.437707808992671E-001,-1.298064175443731E-001,9.403373139296355E-001,-1.268524480416130E-001,9.351314764638189E-001,-1.196651881933213E-001,9.351722645759584E-001,
2.765000000000000E+009,-3.126416920470408E-002,9.417887738218801E-001,-1.213492208948172E-001,9.410247235832118E-001,-1.183050401923014E-001,9.355633815530395E-001,-1.111727446317673E-001,9.353670740127564E-001,
2.770000000000000E+009,-1.396904265006547E-002,9.388414091691576E-001,-1.131307759788201E-001,9.418060402225186E-001,-1.102596515375711E-001,9.361314795416854E-001,-1.030751851201058E-001,9.356387281417847E-001,
