% Version 1.00
%
%freq[Hz],re:Trc13_S21,im:Trc13_S21,re:cap1_p1_0_1plstc_S21,im:cap1_p1_0_1plstc_S21,re:cap1_p1_0_5plstc_S21,im:cap1_p1_0_5plstc_S21,re:cap1_p1_0_75_plstc_S21,im:cap1_p1_0_75_plstc_S21,re:cap1_p1_1_plstc_S21,im:cap1_p1_1_plstc_S21,
3.475000000000000E+009,7.924019777852909E-001,4.848873093536048E-001,7.988601682831398E-001,4.956980048856866E-001,7.956835035253155E-001,4.901603547305047E-001,7.873968961467837E-001,4.890075350500733E-001,7.928664913177490E-001,4.844635543823243E-001,
3.480000000000000E+009,7.973945129129855E-001,4.768768266218016E-001,8.044358701539556E-001,4.873532213665559E-001,8.007494997227642E-001,4.820366838655666E-001,7.930264342060732E-001,4.808102568656404E-001,7.977335014343264E-001,4.766147832870484E-001,
3.485000000000000E+009,8.017678237930648E-001,4.693691200495102E-001,8.094424914766638E-001,4.795841768951700E-001,8.053249291843400E-001,4.745021947573198E-001,7.979861161346438E-001,4.730471106046784E-001,8.022266321182252E-001,4.691368594169618E-001,
3.490000000000000E+009,8.067031788350801E-001,4.619518244531039E-001,8.147874205334134E-001,4.717278016030402E-001,8.102564293223857E-001,4.669232547280263E-001,8.033771129712161E-001,4.653421892928987E-001,8.071082048416141E-001,4.616031966209412E-001,
3.495000000000000E+009,8.116991731590597E-001,4.543248601132816E-001,8.202630699204678E-001,4.639482764072484E-001,8.152680598201283E-001,4.593936269225021E-001,8.088529471192933E-001,4.576108048769045E-001,8.120633149147034E-001,4.540376822948457E-001,
3.500000000000000E+009,8.161120215997142E-001,4.463486222655891E-001,8.250801908333939E-001,4.556626355243368E-001,8.197098857639871E-001,4.514393211997758E-001,8.137191402677003E-001,4.493330659920899E-001,8.164987215995789E-001,4.460243225097657E-001,
3.505000000000000E+009,8.212471138221528E-001,4.388663492496757E-001,8.305282821126687E-001,4.479310343171565E-001,8.249090175693717E-001,4.439822114553851E-001,8.191964053295535E-001,4.415544805671144E-001,8.215424256324769E-001,4.385435888767243E-001,
3.510000000000000E+009,8.259228589455261E-001,4.309615536234580E-001,8.356245763659183E-001,4.397538674966606E-001,8.296174990564618E-001,4.360707119477389E-001,8.242691108399416E-001,4.333879238870515E-001,8.262499504089358E-001,4.307069883346558E-001,
3.515000000000000E+009,8.303794904321538E-001,4.229014686195970E-001,8.404631978473516E-001,4.314306939492155E-001,8.341313095832056E-001,4.280265125549078E-001,8.289889667355349E-001,4.250164559608369E-001,8.305748319625856E-001,4.225690410137177E-001,
3.520000000000000E+009,8.344028823609062E-001,4.150427182617521E-001,8.448175686654644E-001,4.233222427082661E-001,8.382035010341231E-001,4.202568717867609E-001,8.332824226001345E-001,4.168880167250154E-001,8.345860638618471E-001,4.147296228408813E-001,
3.525000000000000E+009,8.387577437172686E-001,4.068396540994477E-001,8.495700674575819E-001,4.149251535679410E-001,8.426874700615277E-001,4.120399719162327E-001,8.378986635798832E-001,4.085020246454408E-001,8.389590921401979E-001,4.064602029323579E-001,
3.530000000000000E+009,8.427191298491831E-001,3.987887716103467E-001,8.539026412531225E-001,4.065457781718853E-001,8.466696009518011E-001,4.039233736438666E-001,8.419820607554934E-001,4.001421020373323E-001,8.428079051971438E-001,3.984574906826019E-001,
3.535000000000000E+009,8.465488181321166E-001,3.905834020167948E-001,8.580111648864794E-001,3.980206073631594E-001,8.505706580405679E-001,3.957138200985897E-001,8.459684371888492E-001,3.916798743778199E-001,8.466768164634706E-001,3.903731005191805E-001,
3.540000000000000E+009,8.496710955611786E-001,3.827405907980658E-001,8.615735483404869E-001,3.897107973240059E-001,8.538760211906608E-001,3.877342538006159E-001,8.493611272762088E-001,3.835715085790010E-001,8.497580451965333E-001,3.824425787925721E-001,
3.545000000000000E+009,8.533755418225516E-001,3.743280898124785E-001,8.656186561971988E-001,3.808955966610096E-001,8.575779773632745E-001,3.793377756554555E-001,8.531456691306094E-001,3.747584783048310E-001,8.534966602325440E-001,3.739003834724427E-001,
3.550000000000000E+009,8.565270465113998E-001,3.661459249313998E-001,8.689924348968805E-001,3.723940652691772E-001,8.608521709221964E-001,3.712247582989954E-001,8.563412738781313E-001,3.664509993987855E-001,8.566361532211305E-001,3.658645193576813E-001,
3.555000000000000E+009,8.595137058241955E-001,3.579322486166964E-001,8.722311856967552E-001,3.636806604407106E-001,8.639258432571229E-001,3.628689163904314E-001,8.593913632327760E-001,3.579996013077332E-001,8.595099363327028E-001,3.576944413185120E-001,
3.560000000000000E+009,8.623450866489120E-001,3.497465069635512E-001,8.753294968009793E-001,3.549933971716556E-001,8.667639778045659E-001,3.544830424165231E-001,8.623164118439211E-001,3.495991989468934E-001,8.623937010765077E-001,3.495491394996644E-001,
3.565000000000000E+009,8.650649667846344E-001,3.419487461118890E-001,8.784253693974827E-001,3.466837647865035E-001,8.696607577956251E-001,3.465424781736037E-001,8.651029308209415E-001,3.415907001944122E-001,8.651735858917238E-001,3.418729107379914E-001,
3.570000000000000E+009,8.678924360336304E-001,3.333874487811581E-001,8.812513698577058E-001,3.375760919792667E-001,8.724064320335991E-001,3.378695082547071E-001,8.678904577333011E-001,3.327219238791993E-001,8.678829741477967E-001,3.332037513256074E-001,
3.575000000000000E+009,8.703090341625661E-001,3.255493642030376E-001,8.837805281158282E-001,3.291985342858840E-001,8.749054923250447E-001,3.299229619382448E-001,8.701856641911807E-001,3.247312547985597E-001,8.703932919502259E-001,3.253900606632234E-001,
3.580000000000000E+009,8.727445871443862E-001,3.175813544114153E-001,8.862815342803294E-001,3.205707261373773E-001,8.773358814962056E-001,3.218715349954180E-001,8.725103889941591E-001,3.166688096643159E-001,8.726957697868348E-001,3.174586946964265E-001,
3.585000000000000E+009,8.746755325290574E-001,3.099074559965285E-001,8.881176816158265E-001,3.122003478457983E-001,8.792918481544687E-001,3.139361701250648E-001,8.742518494094179E-001,3.088772979956513E-001,8.747898077964784E-001,3.097032780647278E-001,
3.590000000000000E+009,8.767612403360103E-001,3.021557983485333E-001,8.900069403328291E-001,3.038228076657958E-001,8.813358285034151E-001,3.059341210513105E-001,8.762952080702212E-001,3.010086180814912E-001,8.768090457916261E-001,3.020244486331940E-001,
3.595000000000000E+009,8.791243179258264E-001,2.949999662734791E-001,8.920926987700032E-001,2.964246699459451E-001,8.835224153559568E-001,2.987042443500751E-001,8.784624942086368E-001,2.939555785004792E-001,8.790980243682863E-001,2.948603980541230E-001,
3.600000000000000E+009,8.809018720084269E-001,2.875058334707329E-001,8.934734303585128E-001,2.886422163181434E-001,8.849843751049223E-001,2.911867328833131E-001,8.800662955574772E-001,2.866280284587281E-001,8.808044695854188E-001,2.873886661529541E-001,
3.605000000000000E+009,8.833699482487927E-001,2.801490464224427E-001,8.957878309867552E-001,2.811730261983405E-001,8.873616110804841E-001,2.839581814087542E-001,8.826376964490359E-001,2.794361118093659E-001,8.834289836883547E-001,2.800689346790314E-001,
3.610000000000000E+009,8.855438158377954E-001,2.728768297521653E-001,8.978233372284550E-001,2.739499077089606E-001,8.895627623266207E-001,2.767993829090227E-001,8.849448771299746E-001,2.721690460364716E-001,8.856787457466128E-001,2.727274568080903E-001,
3.615000000000000E+009,8.881643520697736E-001,2.653567633334610E-001,9.004242075249151E-001,2.664543896598575E-001,8.920421627342559E-001,2.692860855125441E-001,8.876033746624820E-001,2.646697458662263E-001,8.882870092391970E-001,2.651805348396302E-001,
3.620000000000000E+009,8.905034266769973E-001,2.576390848036588E-001,9.027681873550401E-001,2.587985203704706E-001,8.943021861258789E-001,2.618823421929550E-001,8.900363105516788E-001,2.570175324836853E-001,8.904916296005251E-001,2.574727964401246E-001,
3.625000000000000E+009,8.934694462687700E-001,2.499120680350880E-001,9.057845759920068E-001,2.511268233463768E-001,8.972500797997454E-001,2.544001109695835E-001,8.931681004023989E-001,2.492081212522217E-001,8.934087810516359E-001,2.498467214107514E-001,
3.630000000000000E+009,8.960462393392897E-001,2.419464075825240E-001,9.086057717057245E-001,2.430771481852727E-001,8.999980069565776E-001,2.466605806024063E-001,8.958828033244266E-001,2.410673554544465E-001,8.960922355651856E-001,2.417402352094651E-001,
3.635000000000000E+009,8.978327913141568E-001,2.336375499298312E-001,9.105025935839783E-001,2.347504541623949E-001,9.018819933659228E-001,2.387610858453362E-001,8.976459195651737E-001,2.326649145842225E-001,8.978383312225343E-001,2.334304040670395E-001,
3.640000000000000E+009,8.998419185262241E-001,2.255623933843414E-001,9.127024803868409E-001,2.265345899455968E-001,9.041013112911505E-001,2.309450821800267E-001,8.996799598277409E-001,2.245305453028870E-001,8.998362197875979E-001,2.253987619876862E-001,
3.645000000000000E+009,9.016952298162643E-001,2.175709204830841E-001,9.147173553250096E-001,2.184169338550637E-001,9.061692840380871E-001,2.229782080614466E-001,9.015661381752931E-001,2.163507904851075E-001,9.016096153259279E-001,2.173748257160187E-001,
3.650000000000000E+009,9.031679484675144E-001,2.094698110390899E-001,9.164067003259500E-001,2.100771225397713E-001,9.079144043373547E-001,2.148979384700364E-001,9.029824650465456E-001,2.080782323493485E-001,9.030790743827821E-001,2.093354607820511E-001,
3.655000000000000E+009,9.054100423071436E-001,2.018256514010740E-001,9.186371373891599E-001,2.022882754815397E-001,9.102944710125412E-001,2.073659915784893E-001,9.050985623950443E-001,2.003993767462830E-001,9.052197103500367E-001,2.016984469890595E-001,
3.660000000000000E+009,9.072791702135127E-001,1.933626837640454E-001,9.206260757406897E-001,1.936227963446909E-001,9.123723947043029E-001,1.991017656486190E-001,9.069610153611574E-001,1.920019335681367E-001,9.070394878387453E-001,1.933078341484070E-001,
3.665000000000000E+009,9.089135701541455E-001,1.855077597528847E-001,9.223947987656104E-001,1.856778092131247E-001,9.142627983496555E-001,1.913241557646736E-001,9.086504475608950E-001,1.840817675167908E-001,9.087351613044741E-001,1.855519875288010E-001,
3.670000000000000E+009,9.106431511860105E-001,1.770644452507297E-001,9.243316102267705E-001,1.768826118731488E-001,9.161786816391824E-001,1.828688723917976E-001,9.104303200071781E-001,1.754777645981064E-001,9.105008316040040E-001,1.769550448656082E-001,
3.675000000000000E+009,9.120001857011578E-001,1.688635657770311E-001,9.258393408420589E-001,1.683834988677044E-001,9.177660783311030E-001,1.746791317879289E-001,9.117926142534122E-001,1.672287920421876E-001,9.118729629516603E-001,1.687926586866379E-001,
3.680000000000000E+009,9.130687195746028E-001,1.604363600155577E-001,9.270066983416258E-001,1.596642685013325E-001,9.190082661270396E-001,1.662797036014073E-001,9.128498133037294E-001,1.587468629255463E-001,9.129240293502808E-001,1.604678165912629E-001,
3.685000000000000E+009,9.139051447944607E-001,1.518716107928385E-001,9.278621312295210E-001,1.508320155816039E-001,9.200313301649078E-001,1.577556419916053E-001,9.138170161168092E-001,1.501484796499238E-001,9.137623648643495E-001,1.519303805828094E-001,
3.690000000000000E+009,9.146479276842549E-001,1.437935850584261E-001,9.288277901664611E-001,1.423692173819643E-001,9.210181638860399E-001,1.496906954181704E-001,9.145974900264651E-001,1.418931939270508E-001,9.145567507743837E-001,1.438592886924744E-001,
3.695000000000000E+009,9.155820509802228E-001,1.358358528375162E-001,9.298367950975586E-001,1.339415954037284E-001,9.222343745662548E-001,1.416560307091678E-001,9.154790816943788E-001,1.338127881849244E-001,9.155261559486390E-001,1.358658604621887E-001,
3.700000000000000E+009,9.159794896244754E-001,1.279230691880012E-001,9.302016225755039E-001,1.254915759038891E-001,9.228584681978167E-001,1.336511135608593E-001,9.158863380607791E-001,1.258200193144562E-001,9.159007272720339E-001,1.279095278978348E-001,
3.705000000000000E+009,9.168217769163463E-001,1.196628947103835E-001,9.310907983875325E-001,1.166672502277222E-001,9.240364705049231E-001,1.252079673436106E-001,9.167923313679691E-001,1.173164042580574E-001,9.168538060188294E-001,1.196816089749336E-001,
3.710000000000000E+009,9.174360991067985E-001,1.112735829142382E-001,9.314722606184949E-001,1.078357245904016E-001,9.247869414582872E-001,1.165713002991203E-001,9.171835982212769E-001,1.088394498121376E-001,9.173829936981203E-001,1.112966208457947E-001,
3.715000000000000E+009,9.179223943169398E-001,1.027366920486020E-001,9.318590484769311E-001,9.882389733320811E-002,9.254775501054032E-001,1.079260797737446E-001,9.176319892927491E-001,1.003213523465996E-001,9.179338788986209E-001,1.028098450899124E-001,
3.720000000000000E+009,9.179008133133770E-001,9.444080033102298E-002,9.314532341189952E-001,9.008589935987953E-002,9.256579492746884E-001,9.944148762153721E-002,9.175026493668703E-001,9.202764547028658E-002,9.178963027000429E-001,9.442894089221957E-002,
3.725000000000000E+009,9.176756641967780E-001,8.663906353336609E-002,9.309892917195968E-001,8.186236614484158E-002,9.254945952670518E-001,9.150184611590506E-002,9.171154046838075E-001,8.412615855270540E-002,9.176439042091371E-001,8.663243013620377E-002,
3.730000000000000E+009,9.174311153488896E-001,7.893081746250184E-002,9.304268411624734E-001,7.391903638293670E-002,9.253386648683389E-001,8.355182553022710E-002,9.167477366347292E-001,7.658878447258684E-002,9.174262661933901E-001,7.900061047077181E-002,
3.735000000000000E+009,9.175037668576994E-001,7.128783282715433E-002,9.302001344047209E-001,6.605567915181554E-002,9.254398219511583E-001,7.587322381488813E-002,9.167977678218142E-001,6.910815154024584E-002,9.175422616004945E-001,7.137335062026978E-002,
3.740000000000000E+009,9.174581520210942E-001,6.398046988432657E-002,9.299845078929175E-001,5.855810422160692E-002,9.256188745536831E-001,6.849966015249343E-002,9.168773992074343E-001,6.174434276053545E-002,9.175700101852419E-001,6.386986964941027E-002,
3.745000000000000E+009,9.179040279413609E-001,5.682783843344208E-002,9.301526434765953E-001,5.131328616049733E-002,9.261980964615297E-001,6.135323959340613E-002,9.172832140882997E-001,5.453352449647982E-002,9.179810686111452E-001,5.665958529710771E-002,
3.750000000000000E+009,9.183265205898865E-001,4.959068291660072E-002,9.304205685474085E-001,4.411515936925430E-002,9.268003607903955E-001,5.399520929163092E-002,9.177427137059755E-001,4.726445762850724E-002,9.183946347236633E-001,4.946388056874276E-002,
3.755000000000000E+009,9.187107244504282E-001,4.191077845338931E-002,9.306660216449908E-001,3.648244300415648E-002,9.273859274232353E-001,4.631328181253533E-002,9.181767999622683E-001,3.954444756275331E-002,9.186286592483522E-001,4.178840044140816E-002,
3.760000000000000E+009,9.186721428555402E-001,3.425431302925502E-002,9.306446895201284E-001,2.889035315433861E-002,9.276769663365553E-001,3.871353780807832E-002,9.181409399958012E-001,3.184835376544724E-002,9.185917572975161E-001,3.417520737648011E-002,
3.765000000000000E+009,9.186139648592006E-001,2.655362951806819E-002,9.306400363373304E-001,2.124822305745545E-002,9.280168454749812E-001,3.103613981563314E-002,9.181248951280703E-001,2.403881914805012E-002,9.185582156181337E-001,2.642210939526559E-002,
3.770000000000000E+009,9.184725536435524E-001,1.924199157699095E-002,9.306044256568932E-001,1.391961947833162E-002,9.281643369792039E-001,2.342534228659234E-002,9.179511584441226E-001,1.648426658137055E-002,9.183481035232546E-001,1.904055859148503E-002,
3.775000000000000E+009,9.191316246143578E-001,1.110344466729432E-002,9.314208644698077E-001,5.634501886102034E-003,9.290190859776405E-001,1.504964621581295E-002,9.184685765466373E-001,8.250854959447385E-003,9.189434285163881E-001,1.100545632094145E-002,
3.780000000000000E+009,9.191341464615535E-001,3.000341803911895E-003,9.314906279539695E-001,-2.539857499236917E-003,9.292194217602351E-001,6.973323126514613E-003,9.184388837814395E-001,1.609233551565171E-004,9.188588919639590E-001,3.011543527245522E-003,
3.785000000000000E+009,9.190132485874544E-001,-5.112295608565814E-003,9.314733364118386E-001,-1.091573383063516E-002,9.294137533159095E-001,-1.230947023247925E-003,9.182392912781434E-001,-8.127979816239932E-003,9.187829260826113E-001,-5.075678244233133E-003,
3.790000000000000E+009,9.187669118214553E-001,-1.301547592970922E-002,9.313567260689070E-001,-1.896347130637281E-002,9.295490540914146E-001,-9.216778130643800E-003,9.178824140535830E-001,-1.616246551810704E-002,9.185906701087954E-001,-1.284356531500817E-002,
3.795000000000000E+009,9.183811890665437E-001,-2.125422761905186E-002,9.310301997513999E-001,-2.766696070984518E-002,9.295989364349007E-001,-1.779683549840129E-002,9.173962143953494E-001,-2.466140944127713E-002,9.183263044357302E-001,-2.120152942836285E-002,
3.800000000000000E+009,9.179918732702954E-001,-2.909198894114464E-002,9.307392666142016E-001,-3.574179795742720E-002,9.296092860964860E-001,-2.589730801407409E-002,9.168372246908326E-001,-3.241769198617517E-002,9.180176386833193E-001,-2.900632905960084E-002,
3.805000000000000E+009,9.176062420191320E-001,-3.737116666506767E-002,9.303604673818338E-001,-4.445063746642124E-002,9.295483686521003E-001,-3.465680749649354E-002,9.164405026488407E-001,-4.084678380796281E-002,9.176530194282535E-001,-3.732252728939057E-002,
3.810000000000000E+009,9.168001174028257E-001,-4.537498049848283E-002,9.294657058244887E-001,-5.282482701028669E-002,9.289300827679619E-001,-4.303686535352379E-002,9.153212790790286E-001,-4.888066897552110E-002,9.167569246292115E-001,-4.534185862541199E-002,
3.815000000000000E+009,9.163492056904224E-001,-5.370214438876668E-002,9.289023309703031E-001,-6.164264985879143E-002,9.285887819670835E-001,-5.178093583100613E-002,9.147162346609621E-001,-5.728007383029062E-002,9.163269271850588E-001,-5.371733433008195E-002,
3.820000000000000E+009,9.153010813066106E-001,-6.221500140731606E-002,9.276495456505903E-001,-7.070406644091773E-002,9.277385455109074E-001,-6.072191661254731E-002,9.134881593036257E-001,-6.584273566758958E-002,9.152130427360536E-001,-6.230162018537522E-002,
3.825000000000000E+009,9.142290776158082E-001,-7.046853425753896E-002,9.262474666779031E-001,-7.950376704039353E-002,9.268525944615373E-001,-6.950330866633718E-002,9.123202596064090E-001,-7.422865230336687E-002,9.141794686317446E-001,-7.056634581089021E-002,
3.830000000000000E+009,9.127552180546870E-001,-7.837334142658289E-002,9.243930466130438E-001,-8.776725258472255E-002,9.254764495087146E-001,-7.806184612147353E-002,9.105960514626100E-001,-8.212022035530625E-002,9.126684503555300E-001,-7.846524095535279E-002,
3.835000000000000E+009,9.117357693536641E-001,-8.644478452498808E-002,9.229552133100867E-001,-9.611905287671080E-002,9.243216293785381E-001,-8.661208302627932E-002,9.093062274860965E-001,-9.004658389687273E-002,9.115138349533083E-001,-8.638559532165527E-002,
3.840000000000000E+009,9.101843749778638E-001,-9.424279480183083E-002,9.208249131095456E-001,-1.042612783981302E-001,9.226231152782167E-001,-9.487414182417417E-002,9.076280169775027E-001,-9.763826255696642E-002,9.099112267494203E-001,-9.412147963047030E-002,
3.845000000000000E+009,9.090955647296665E-001,-1.016423128395939E-001,9.193032689721661E-001,-1.119403635882369E-001,9.214951842088607E-001,-1.027598248799369E-001,9.064533114102480E-001,-1.049473255194779E-001,9.088659820556642E-001,-1.015233742594719E-001,
3.850000000000000E+009,9.071617600050079E-001,-1.092190223588447E-001,9.169647304556008E-001,-1.197882134739125E-001,9.194416941289643E-001,-1.109234332847745E-001,9.046064251694399E-001,-1.125354308582703E-001,9.070862402915956E-001,-1.091369310021401E-001,
3.855000000000000E+009,9.060662844676217E-001,-1.167708694606688E-001,9.153418957157076E-001,-1.274291350006931E-001,9.180851563703709E-001,-1.189571096137676E-001,9.033332179444826E-001,-1.199604031886406E-001,9.059446020126344E-001,-1.166422788500786E-001,
3.860000000000000E+009,9.045773821307475E-001,-1.241948618087842E-001,9.134006267440609E-001,-1.349851355281991E-001,9.163076275411592E-001,-1.268052098919459E-001,9.018427101136294E-001,-1.273079000615174E-001,9.044383087158204E-001,-1.240619085431099E-001,
3.865000000000000E+009,9.029296407281722E-001,-1.316439700124840E-001,9.112799357463884E-001,-1.424200817742087E-001,9.144181186142038E-001,-1.344818022775657E-001,9.001738411756046E-001,-1.345381167293701E-001,9.027759790420535E-001,-1.314284497499466E-001,
3.870000000000000E+009,9.014083010404356E-001,-1.386103361399634E-001,9.093215338349016E-001,-1.492707841461104E-001,9.125838223172198E-001,-1.416968192869421E-001,8.986169167469913E-001,-1.415156426084488E-001,9.011256041526796E-001,-1.384128032922745E-001,
3.875000000000000E+009,8.996309798301444E-001,-1.453751028603305E-001,9.073354404674392E-001,-1.560274268696369E-001,9.106474916902938E-001,-1.487491297259143E-001,8.967577647174564E-001,-1.483376464128617E-001,8.995168695449830E-001,-1.452106454372406E-001,
3.880000000000000E+009,8.984035004914834E-001,-1.524705891411640E-001,9.058964151619620E-001,-1.628303098026672E-001,9.091106820284969E-001,-1.559244904507083E-001,8.955987004412356E-001,-1.552304523539307E-001,8.983187546730044E-001,-1.521957731246948E-001,
3.885000000000000E+009,8.970671863444156E-001,-1.600210033988847E-001,9.044239519101187E-001,-1.703434465805670E-001,9.076687889974768E-001,-1.636320951814803E-001,8.943301968999270E-001,-1.627984287485138E-001,8.970418834686282E-001,-1.597434022426605E-001,
3.890000000000000E+009,8.958532177655876E-001,-1.669127090535940E-001,9.032320843256738E-001,-1.771517864662270E-001,9.063395623102437E-001,-1.706527730709214E-001,8.930766924213748E-001,-1.697935361929321E-001,8.958984961509706E-001,-1.665302495956421E-001,
3.895000000000000E+009,8.945745799395422E-001,-1.739765059752012E-001,9.018167321384941E-001,-1.843043387514375E-001,9.050617231938273E-001,-1.778962661879626E-001,8.917056141294862E-001,-1.770165951819168E-001,8.946140532493593E-001,-1.738235942125321E-001,
3.900000000000000E+009,8.935128006712076E-001,-1.812644144400138E-001,9.006202202326150E-001,-1.915088585445474E-001,9.039570174821391E-001,-1.852420373631783E-001,8.905630969532473E-001,-1.843183478941895E-001,8.935749297142029E-001,-1.810690622329712E-001,
3.905000000000000E+009,8.921510823131484E-001,-1.887035701279717E-001,8.991200368060256E-001,-1.988301521694818E-001,9.025549438997860E-001,-1.928139359720285E-001,8.889258609719057E-001,-1.918495022684678E-001,8.922961921691895E-001,-1.885406895875931E-001,
3.910000000000000E+009,8.907239749865477E-001,-1.965959249058863E-001,8.976290011238837E-001,-2.066885045729119E-001,9.010773477500904E-001,-2.009341258641699E-001,8.873073923462709E-001,-1.997877553325913E-001,8.908770756721498E-001,-1.963761389255524E-001,
3.915000000000000E+009,8.891093454776762E-001,-2.041654683372063E-001,8.959805864111370E-001,-2.143295302346887E-001,8.994437574666909E-001,-2.088011773125208E-001,8.855770720950260E-001,-2.073513928334320E-001,8.892531585693362E-001,-2.039931811094284E-001,
3.920000000000000E+009,8.873418636720654E-001,-2.118663806924971E-001,8.941857989439322E-001,-2.219600479829943E-001,8.975571510935085E-001,-2.167018017043577E-001,8.835747160015505E-001,-2.149685987290910E-001,8.875243430137636E-001,-2.116354618072510E-001,
3.925000000000000E+009,8.853463572231752E-001,-2.195605161588749E-001,8.921837967079466E-001,-2.296813252027550E-001,8.954530402116163E-001,-2.245744114302262E-001,8.815086036610353E-001,-2.226465611554352E-001,8.855888867378237E-001,-2.195058600902558E-001,
3.930000000000000E+009,8.836066175873041E-001,-2.271798934971788E-001,8.903416947278755E-001,-2.375367963932683E-001,8.936617900458047E-001,-2.323280001306905E-001,8.795190743574587E-001,-2.303475649401673E-001,8.838064637184144E-001,-2.271396427154541E-001,
3.935000000000000E+009,8.816523098505692E-001,-2.347105332808698E-001,8.882805230920904E-001,-2.452783384838237E-001,8.916873022935842E-001,-2.402942940344038E-001,8.772198634120914E-001,-2.379880227490265E-001,8.818786721229556E-001,-2.347834895849228E-001,
3.940000000000000E+009,8.799734003343295E-001,-2.420626331552567E-001,8.863989894903612E-001,-2.526832476544070E-001,8.898515730899890E-001,-2.478637820201433E-001,8.752317011689456E-001,-2.451172077552934E-001,8.801477308273317E-001,-2.421613724231720E-001,
3.945000000000000E+009,8.781629185409190E-001,-2.500661362373211E-001,8.843695431359713E-001,-2.607705382591606E-001,8.878069038537707E-001,-2.560578852873162E-001,8.731479397846743E-001,-2.528509934848207E-001,8.783139224052431E-001,-2.500847692489625E-001,
3.950000000000000E+009,8.756468089462375E-001,-2.580433026263690E-001,8.816387345134683E-001,-2.688681919063615E-001,8.850499965567266E-001,-2.643834231061452E-001,8.704334619593142E-001,-2.606163274196777E-001,8.757460021972657E-001,-2.580601663589479E-001,
3.955000000000000E+009,8.735373226526990E-001,-2.658160552074634E-001,8.792737394173965E-001,-2.767826219582786E-001,8.827367864256723E-001,-2.724357226394872E-001,8.681910838000368E-001,-2.682262341215028E-001,8.736851711273195E-001,-2.657749145030976E-001,
3.960000000000000E+009,8.712011206476192E-001,-2.733272140564167E-001,8.765348451094226E-001,-2.843929155665640E-001,8.801225949475116E-001,-2.801169263204304E-001,8.657353480815737E-001,-2.756007004233949E-001,8.712822585105897E-001,-2.734002778530121E-001,
3.965000000000000E+009,8.686876536413988E-001,-2.811093609647024E-001,8.736865746890632E-001,-2.922930393611468E-001,8.773026493183453E-001,-2.882319936057854E-001,8.631018764697391E-001,-2.832161875528108E-001,8.687451333999635E-001,-2.813050384521485E-001,
3.970000000000000E+009,8.662241915693540E-001,-2.888214658383821E-001,8.708792800390264E-001,-2.999987056869776E-001,8.744098107318228E-001,-2.961155424925074E-001,8.603936523604128E-001,-2.906696256769867E-001,8.661939649581910E-001,-2.888966836929322E-001,
3.975000000000000E+009,8.618879848804251E-001,-3.011032233712399E-001,8.661026783634175E-001,-3.123823419899144E-001,8.697542819741733E-001,-3.086710792944681E-001,8.560412807118165E-001,-3.025674522705903E-001,8.618495769500734E-001,-3.011230306625367E-001,
3.980000000000000E+009,8.591750082171642E-001,-3.083361486987458E-001,8.629294911203345E-001,-3.195092468977859E-001,8.666337587712838E-001,-3.161034408078653E-001,8.532273972681644E-001,-3.095908581760346E-001,8.591584844589235E-001,-3.082674109935760E-001,
3.985000000000000E+009,8.560642471138759E-001,-3.161350461639132E-001,8.593818327931062E-001,-3.272671172374349E-001,8.630115772130631E-001,-3.240668425468029E-001,8.501236228553897E-001,-3.169879286504578E-001,8.560572571754457E-001,-3.160917525291443E-001,
3.990000000000000E+009,8.529094572257883E-001,-3.234508006707095E-001,8.558965541233982E-001,-3.344076997810240E-001,8.595282009181300E-001,-3.314617976140141E-001,8.470289572410831E-001,-3.240607436922640E-001,8.529984307289125E-001,-3.234720506668091E-001,
3.995000000000000E+009,8.498688027337391E-001,-3.304552913230595E-001,8.524504380815775E-001,-3.412784578313846E-001,8.559338039761554E-001,-3.385111382508621E-001,8.439607044199404E-001,-3.308532071807252E-001,8.499399790763857E-001,-3.305933654308320E-001,
4.000000000000000E+009,8.468727805257720E-001,-3.379772438612470E-001,8.490480727595291E-001,-3.487115949732001E-001,8.524063732205556E-001,-3.459607899935616E-001,8.409455738973514E-001,-3.381211981926605E-001,8.467175312042239E-001,-3.381125020980836E-001,
4.005000000000000E+009,8.438087007159876E-001,-3.444030574093447E-001,8.457414618462418E-001,-3.547964025679393E-001,8.491355977099941E-001,-3.522407034135269E-001,8.380830258227054E-001,-3.442875008097688E-001,8.437039909362795E-001,-3.444180994033814E-001,
4.010000000000000E+009,8.404802069283679E-001,-3.518115945207475E-001,8.422043682436221E-001,-3.618876196259754E-001,8.455498532307976E-001,-3.595521274137284E-001,8.348257288512393E-001,-3.514661076561342E-001,8.404556493759157E-001,-3.518464567661286E-001,
4.015000000000000E+009,8.377762448199289E-001,-3.594824799548083E-001,8.394304023715232E-001,-3.692181271217412E-001,8.424990778064236E-001,-3.670543615746471E-001,8.321890416645632E-001,-3.589292561825440E-001,8.376687140464784E-001,-3.593841786384583E-001,
4.020000000000000E+009,8.344040394016581E-001,-3.670054757853091E-001,8.360860852566032E-001,-3.764549569509320E-001,8.389645982205020E-001,-3.745067010086709E-001,8.289367038757753E-001,-3.664237244619721E-001,8.343590683937073E-001,-3.670322384834290E-001,
4.025000000000000E+009,8.310790100278523E-001,-3.744188362740492E-001,8.327663119001050E-001,-3.836527831155729E-001,8.354407944447205E-001,-3.817713987350854E-001,8.255307263111209E-001,-3.737355023777589E-001,8.310741858482362E-001,-3.745044882297516E-001,
