% Version 1.00
%
%freq[Hz],re:Trc13_S21,im:Trc13_S21,re:cap1_p1_0_1plstc_S21,im:cap1_p1_0_1plstc_S21,re:cap1_p1_0_5plstc_S21,im:cap1_p1_0_5plstc_S21,re:cap1_p1_0_75_plstc_S21,im:cap1_p1_0_75_plstc_S21,re:cap1_p1_1_plstc_S21,im:cap1_p1_1_plstc_S21,
2.100000000000000E+009,-8.672112264546493E-001,3.958573911889041E-001,-8.788140990922210E-001,3.950007376581466E-001,-8.648176974601112E-001,3.888274054927229E-001,-8.635007516970461E-001,3.999538639030000E-001,-8.659854135513307E-001,3.960089261531830E-001,
2.105000000000000E+009,-8.609839400134391E-001,4.056645772136259E-001,-8.735893769423457E-001,4.048838015664469E-001,-8.595528830563495E-001,3.964841378268922E-001,-8.573499715408022E-001,4.104423415953951E-001,-8.596151738166812E-001,4.057887580394745E-001,
2.110000000000000E+009,-8.548575646334571E-001,4.152274671112188E-001,-8.685590660453579E-001,4.146790891489192E-001,-8.548345870818125E-001,4.040281523803028E-001,-8.512913610410159E-001,4.205725718180604E-001,-8.533227615356447E-001,4.151609649658203E-001,
2.115000000000000E+009,-8.477994875329767E-001,4.242914759043694E-001,-8.628071635277217E-001,4.241324312520595E-001,-8.497869025863567E-001,4.114243646099340E-001,-8.443052166001041E-001,4.303067349826570E-001,-8.461546587944032E-001,4.238450441360474E-001,
2.120000000000000E+009,-8.408857668704017E-001,4.334322101241738E-001,-8.571037604862863E-001,4.339377516578301E-001,-8.449808912238868E-001,4.194863571730329E-001,-8.372853661414981E-001,4.404810111364198E-001,-8.391187992095949E-001,4.325075726509095E-001,
2.125000000000000E+009,-8.335782602192696E-001,4.421710753283741E-001,-8.509626916998944E-001,4.434626871374038E-001,-8.397967200836003E-001,4.276811418189483E-001,-8.298737845413271E-001,4.504099485689516E-001,-8.319630970954896E-001,4.409286851882935E-001,
2.130000000000000E+009,-8.259066431157329E-001,4.501076898521257E-001,-8.443484748986699E-001,4.525526466145474E-001,-8.340030888620866E-001,4.355011495330490E-001,-8.217627261244509E-001,4.597599167463838E-001,-8.245026535987855E-001,4.487829782962799E-001,
2.135000000000000E+009,-8.178827277655431E-001,4.578830434483431E-001,-8.371918729310222E-001,4.615735462488691E-001,-8.274749500989707E-001,4.430539343113753E-001,-8.129996538512272E-001,4.690153105505738E-001,-8.165781106948855E-001,4.564677317142488E-001,
2.140000000000000E+009,-8.096887194932451E-001,4.656512286409564E-001,-8.299265378349385E-001,4.705519766437580E-001,-8.206166149139837E-001,4.504862778934285E-001,-8.038585075867800E-001,4.781641318302186E-001,-8.084735550880433E-001,4.640702531337739E-001,
2.145000000000000E+009,-8.010484776732232E-001,4.728686473063665E-001,-8.222605880265603E-001,4.789825512751592E-001,-8.133551487325301E-001,4.573645710131480E-001,-7.940602875895999E-001,4.868599174286378E-001,-7.999598712921143E-001,4.711911540031434E-001,
2.150000000000000E+009,-7.914683529760980E-001,4.791156889969973E-001,-8.138521385523807E-001,4.866119792785587E-001,-8.053031263037741E-001,4.629239402816646E-001,-7.832212261705691E-001,4.943703391036653E-001,-7.905505595207216E-001,4.772645339965821E-001,
2.155000000000000E+009,-7.815443935868490E-001,4.850059143528739E-001,-8.053174098626532E-001,4.941485106721401E-001,-7.973484891515859E-001,4.679511121853047E-001,-7.718413439592533E-001,5.015749008911440E-001,-7.807128663063051E-001,4.830743391513825E-001,
2.160000000000000E+009,-7.711390694775935E-001,4.898035049935839E-001,-7.965465761722097E-001,5.009011526745929E-001,-7.892773248738007E-001,4.718412754687295E-001,-7.598208276175540E-001,5.075805156601381E-001,-7.704509716033936E-001,4.875782444477082E-001,
2.165000000000000E+009,-7.605981028667991E-001,4.939275802417394E-001,-7.878277249055168E-001,5.075620288599720E-001,-7.816246187981889E-001,4.753224308475463E-001,-7.474740826392214E-001,5.128771949718080E-001,-7.599746866226197E-001,4.915300590991975E-001,
2.170000000000000E+009,-7.499079320726687E-001,4.970087746072830E-001,-7.791647361377049E-001,5.139648927354650E-001,-7.744584296346813E-001,4.778417421955712E-001,-7.350510367295962E-001,5.169371682136842E-001,-7.494618930816652E-001,4.944845254421235E-001,
2.175000000000000E+009,-7.391479118008109E-001,4.989304059973785E-001,-7.704910415345476E-001,5.206406692277329E-001,-7.680276704595453E-001,4.794658396168806E-001,-7.224608502958864E-001,5.197089449542298E-001,-7.388946003913881E-001,4.961742410659791E-001,
2.180000000000000E+009,-7.281181973675504E-001,4.998127585607417E-001,-7.610873236633197E-001,5.277386719663415E-001,-7.622677779971230E-001,4.808417547975524E-001,-7.101098374988527E-001,5.216009864811403E-001,-7.280801162719728E-001,4.966991245746613E-001,
2.185000000000000E+009,-7.178704551323449E-001,4.987642718714379E-001,-7.515037936600277E-001,5.346425760493880E-001,-7.580069363698399E-001,4.818703306506423E-001,-6.992722092395386E-001,5.222384581938966E-001,-7.183808603286744E-001,4.952110450267793E-001,
2.190000000000000E+009,-7.082214620765162E-001,4.961434233329919E-001,-7.406165773472878E-001,5.419858546157603E-001,-7.548487867235657E-001,4.832703939120036E-001,-6.894590105670106E-001,5.228526782997437E-001,-7.094731907844545E-001,4.924495327472688E-001,
2.195000000000000E+009,-7.003166353465792E-001,4.909336733728951E-001,-7.281302488662271E-001,5.484613503344479E-001,-7.529795996527002E-001,4.845506871990603E-001,-6.806108591351564E-001,5.235007220483521E-001,-7.024712629318237E-001,4.872191574573517E-001,
2.200000000000000E+009,-6.955514868663028E-001,4.844023570278352E-001,-7.141885823100348E-001,5.539158632481012E-001,-7.523040482870063E-001,4.870674541140642E-001,-6.723080210978274E-001,5.255280437778200E-001,-6.986441617012025E-001,4.810097856521607E-001,
2.205000000000000E+009,-6.943960958827748E-001,4.776846637153954E-001,-6.987591660175515E-001,5.575782189732987E-001,-7.520005207921212E-001,4.905694195276720E-001,-6.629222609121034E-001,5.288468348511293E-001,-6.982099742889406E-001,4.751097359657288E-001,
2.210000000000000E+009,-6.970032581632097E-001,4.725230714037521E-001,-6.823070093679267E-001,5.588222634075691E-001,-7.520707940996820E-001,4.954387418785669E-001,-6.517595532747134E-001,5.329330043400514E-001,-7.012436366081238E-001,4.710745654106141E-001,
2.215000000000000E+009,-7.020316738347884E-001,4.705228989489855E-001,-6.652715560681338E-001,5.569462310330534E-001,-7.518297498522397E-001,5.018480047766285E-001,-6.378536495436463E-001,5.366010881665467E-001,-7.062581334114075E-001,4.699876985549927E-001,
2.220000000000000E+009,-7.083272036308449E-001,4.720614741869605E-001,-6.486529042209018E-001,5.513306793329916E-001,-7.513910449046004E-001,5.095424275428651E-001,-6.212148484289308E-001,5.388849044076967E-001,-7.122851777076722E-001,4.723473763465882E-001,
2.225000000000000E+009,-7.139134178846003E-001,4.765430577792459E-001,-6.334978550499159E-001,5.407215811194105E-001,-7.496994879098312E-001,5.176882211847567E-001,-6.016564384807497E-001,5.373042778268862E-001,-7.174032611846924E-001,4.775740339756013E-001,
2.230000000000000E+009,-7.184493592347762E-001,4.840239767060974E-001,-6.221460643235321E-001,5.261817457077677E-001,-7.473552923243553E-001,5.266253654034743E-001,-5.799696438666261E-001,5.313845199715700E-001,-7.212586760520935E-001,4.855345170497895E-001,
2.235000000000000E+009,-7.208521993546964E-001,4.936404426224620E-001,-6.168957365300298E-001,5.088570972225497E-001,-7.436978073882632E-001,5.360421660774317E-001,-5.576008505597718E-001,5.190910651857057E-001,-7.232068982124330E-001,4.952855818271638E-001,
2.240000000000000E+009,-7.217707941227303E-001,5.044137002522895E-001,-6.195384780535158E-001,4.917101794769483E-001,-7.395598894355751E-001,5.456788829290372E-001,-5.377452377207643E-001,4.988897336448731E-001,-7.236458802223207E-001,5.058953266143800E-001,
2.245000000000000E+009,-7.206339240941631E-001,5.151893233367113E-001,-6.288006721819508E-001,4.779951743918927E-001,-7.343471227501768E-001,5.550765867844303E-001,-5.237408039147096E-001,4.705700031019593E-001,-7.221451282501221E-001,5.167451939582824E-001,
2.250000000000000E+009,-7.182050768168089E-001,5.265016153477250E-001,-6.427463824311490E-001,4.708516235687366E-001,-7.285446573358425E-001,5.644373937631996E-001,-5.203556767276431E-001,4.370476473030458E-001,-7.194437613487246E-001,5.281917924880983E-001,
2.255000000000000E+009,-7.144067038759417E-001,5.375550228804464E-001,-6.580376949044438E-001,4.708354582552052E-001,-7.221797043651169E-001,5.733307804099534E-001,-5.302185397526918E-001,4.035696392039552E-001,-7.153729639053346E-001,5.392134785652161E-001,
2.260000000000000E+009,-7.096585576518062E-001,5.486421409968627E-001,-6.718897350805475E-001,4.768846541799787E-001,-7.155083612962421E-001,5.823880039165150E-001,-5.523807448327882E-001,3.759858282663606E-001,-7.103721113204957E-001,5.501350727081299E-001,
2.265000000000000E+009,-7.047037159053903E-001,5.592311642064184E-001,-6.832674254405742E-001,4.870979967653031E-001,-7.091651864010971E-001,5.909844823686148E-001,-5.829499293775391E-001,3.590094001064026E-001,-7.053473019599915E-001,5.605241208076477E-001,
2.270000000000000E+009,-6.985388332437834E-001,5.700404636130931E-001,-6.907031812347383E-001,5.002624015684607E-001,-7.020382073815993E-001,5.996598018400597E-001,-6.155203612536377E-001,3.542366607790192E-001,-6.990639214515686E-001,5.711045045852662E-001,
2.275000000000000E+009,-6.914281185884431E-001,5.802913804879020E-001,-6.947527196945447E-001,5.142996569147430E-001,-6.945063484680433E-001,6.079454863785380E-001,-6.456526633894595E-001,3.598948776245179E-001,-6.919635748863220E-001,5.812401714324952E-001,
2.280000000000000E+009,-6.835535566834976E-001,5.901791247718176E-001,-6.959579087205533E-001,5.287653273071624E-001,-6.865012881622136E-001,6.160063504808534E-001,-6.707539287595887E-001,3.731644304693239E-001,-6.840515012741090E-001,5.910926322937012E-001,
2.285000000000000E+009,-6.753708005830261E-001,5.998576487049608E-001,-6.951483925326618E-001,5.432776036819342E-001,-6.787609228957516E-001,6.240115791084981E-001,-6.900663858321841E-001,3.906119964770540E-001,-6.757004055976869E-001,6.009277815818787E-001,
2.290000000000000E+009,-6.661935151428698E-001,6.089853035446627E-001,-6.920452447455443E-001,5.571550933658345E-001,-6.702452986507697E-001,6.316037928464121E-001,-7.033992773969058E-001,4.104037331578126E-001,-6.665211601257325E-001,6.099991040229797E-001,
2.295000000000000E+009,-6.562115353950727E-001,6.176305588944518E-001,-6.872654664275963E-001,5.702329306971505E-001,-6.614159270691341E-001,6.389553430704861E-001,-7.115060338810120E-001,4.305050058783998E-001,-6.565962033271791E-001,6.184143104553224E-001,
2.300000000000000E+009,-6.456361400554016E-001,6.254865862366036E-001,-6.812878461300285E-001,5.822764002928804E-001,-6.523489028604042E-001,6.459910027206115E-001,-7.158153943517762E-001,4.496045862449403E-001,-6.460619621276857E-001,6.261693243980407E-001,
2.305000000000000E+009,-6.348701833265582E-001,6.331700515271237E-001,-6.748308355483750E-001,5.942407930207450E-001,-6.434529258019606E-001,6.530169355865961E-001,-7.178207665037293E-001,4.679768175414980E-001,-6.352032895088196E-001,6.338561315536500E-001,
2.310000000000000E+009,-6.230800973272023E-001,6.405905413244879E-001,-6.671898558683480E-001,6.057763016184230E-001,-6.339595068711994E-001,6.599443102954881E-001,-7.171738720254640E-001,4.857203096618897E-001,-6.235282349586488E-001,6.413167839050293E-001,
2.315000000000000E+009,-6.103413441546876E-001,6.475320395585172E-001,-6.584269129519678E-001,6.167519848109835E-001,-6.238606051754354E-001,6.669911368237984E-001,-7.146614021496522E-001,5.022845467828431E-001,-6.107992682456971E-001,6.481653490066530E-001,
2.320000000000000E+009,-5.968904171007700E-001,6.538998092587167E-001,-6.490628913160916E-001,6.271918578239735E-001,-6.135663879317705E-001,6.741117212653244E-001,-7.107150330590578E-001,5.177969008085572E-001,-5.974335103034973E-001,6.545296287536623E-001,
2.325000000000000E+009,-5.817643633425264E-001,6.596314464646724E-001,-6.381919187315227E-001,6.373422737039094E-001,-6.019531250491871E-001,6.811627860525014E-001,-7.052256031972719E-001,5.324657938210633E-001,-5.823746194839479E-001,6.603526220321656E-001,
2.330000000000000E+009,-5.652791833829683E-001,6.641205578432442E-001,-6.264352786653504E-001,6.468938490942041E-001,-5.895992083690687E-001,6.879564228042562E-001,-6.986656689780703E-001,5.462307692134767E-001,-5.658870258331300E-001,6.650234217643739E-001,
2.335000000000000E+009,-5.482640856347016E-001,6.670672964070179E-001,-6.142645341261952E-001,6.552374262143543E-001,-5.769350346110734E-001,6.943984682709106E-001,-6.915134190727297E-001,5.583729241109865E-001,-5.488981122970582E-001,6.680867652893067E-001,
2.340000000000000E+009,-5.292360739616863E-001,6.682194938431971E-001,-6.005574381669331E-001,6.628317462702333E-001,-5.625279527181609E-001,7.006076393063917E-001,-6.831087077521425E-001,5.695153050934876E-001,-5.299106097221376E-001,6.692261509895325E-001,
2.345000000000000E+009,-5.097242678656132E-001,6.675052231489009E-001,-5.865951055449916E-001,6.701262238623164E-001,-5.475645479553436E-001,7.064686246196816E-001,-6.747510710856814E-001,5.800916544783510E-001,-5.103545222282411E-001,6.685512919425966E-001,
2.350000000000000E+009,-4.889763158753182E-001,6.634055276493491E-001,-5.714763048940282E-001,6.759600365354266E-001,-5.312858553217452E-001,7.110502996609338E-001,-6.657815321612429E-001,5.891421912810916E-001,-4.896812403202058E-001,6.646160507202149E-001,
2.355000000000000E+009,-4.678340472351390E-001,6.562177940167794E-001,-5.553774105978593E-001,6.811547087805414E-001,-5.138457140075110E-001,7.153410473930438E-001,-6.564044884685244E-001,5.978996306110536E-001,-4.685566656589508E-001,6.576139798164369E-001,
2.360000000000000E+009,-4.468187680096885E-001,6.438841137867968E-001,-5.383124134831729E-001,6.841881492034146E-001,-4.953756661707217E-001,7.177177690115312E-001,-6.466814003930117E-001,6.042714380982300E-001,-4.475197553634644E-001,6.457558107376100E-001,
2.365000000000000E+009,-4.266799025132127E-001,6.262829713362741E-001,-5.195026329981849E-001,6.858433271444111E-001,-4.745757030400912E-001,7.188143007357741E-001,-6.364595265280457E-001,6.103368511617432E-001,-4.271945149898530E-001,6.285833997726442E-001,
2.370000000000000E+009,-4.097659664996577E-001,6.025801364032383E-001,-4.998388963963970E-001,6.848257863408571E-001,-4.522314403450668E-001,7.176074168669933E-001,-6.265280264050904E-001,6.145528412608460E-001,-4.099126381874085E-001,6.054439744949343E-001,
2.375000000000000E+009,-3.995124480971596E-001,5.724938175333555E-001,-4.797148917214322E-001,6.801474417899136E-001,-4.287794407396564E-001,7.126166705645788E-001,-6.170545283426575E-001,6.168748154725160E-001,-3.990416638851167E-001,5.755704798698427E-001,
2.380000000000000E+009,-3.980195376096009E-001,5.386635023930425E-001,-4.592867715024286E-001,6.716322829836969E-001,-4.042942891646544E-001,7.034962384572031E-001,-6.079016853761353E-001,6.174073955399232E-001,-3.966789162158967E-001,5.418151803016663E-001,
2.385000000000000E+009,-4.072902111356156E-001,5.039233314537324E-001,-4.394642615158061E-001,6.585560490256515E-001,-3.791817694293548E-001,6.894195636235287E-001,-6.003206315625307E-001,6.167564756397523E-001,-4.052093050479890E-001,5.069221334457399E-001,
2.390000000000000E+009,-4.279898923478129E-001,4.731218709163058E-001,-4.216191828365428E-001,6.402869842109384E-001,-3.545964967210294E-001,6.693194611351948E-001,-5.943125191562134E-001,6.147770721770205E-001,-4.250302164554597E-001,4.755622982978822E-001,
2.395000000000000E+009,-4.573841936917812E-001,4.505576613233589E-001,-4.071316415433985E-001,6.165589877035264E-001,-3.319421828235436E-001,6.417134715587304E-001,-5.899967825054566E-001,6.122147152884827E-001,-4.538241260051728E-001,4.521285059452058E-001,
2.400000000000000E+009,-4.917512280946280E-001,4.390812272571639E-001,-3.990210640031737E-001,5.881176571984844E-001,-3.146656263080473E-001,6.065738602213791E-001,-5.882382338677066E-001,6.095920243079958E-001,-4.880488460063935E-001,4.396493642330170E-001,
2.405000000000000E+009,-5.265458816699656E-001,4.391072011668088E-001,-3.995831286227800E-001,5.568073283443404E-001,-3.063520487165196E-001,5.645676279096752E-001,-5.886253981178469E-001,6.080910564142945E-001,-5.231695370674134E-001,4.387679502964020E-001,
2.410000000000000E+009,-5.580543394639979E-001,4.483989737541648E-001,-4.106985537617331E-001,5.255882632910323E-001,-3.108270858495862E-001,5.177996035776591E-001,-5.911579671673035E-001,6.078520522193238E-001,-5.549763832092286E-001,4.473668091297151E-001,
2.415000000000000E+009,-5.837205104916585E-001,4.650170401156755E-001,-4.319198578845801E-001,4.998755787314863E-001,-3.310824069466276E-001,4.727914750254837E-001,-5.947810790197999E-001,6.103437559034242E-001,-5.812315979003907E-001,4.634924182891847E-001,
2.420000000000000E+009,-6.029807246686120E-001,4.849342226744089E-001,-4.601929321766068E-001,4.824047725658550E-001,-3.656217226258242E-001,4.359115318305559E-001,-5.983165698588868E-001,6.148495896354860E-001,-6.010190134048463E-001,4.832717170715333E-001,
2.425000000000000E+009,-6.164194378600796E-001,5.068292860475607E-001,-4.914758121895522E-001,4.754648639819202E-001,-4.093527817125790E-001,4.128843244609914E-001,-6.013963983520569E-001,6.216567719767212E-001,-6.150531444549561E-001,5.050687804222107E-001,
2.430000000000000E+009,-6.254741628379401E-001,5.292737048792298E-001,-5.224484029507974E-001,4.782210521150034E-001,-4.566819023355637E-001,4.046770565651731E-001,-6.032643680857485E-001,6.303903239818789E-001,-6.244736557006836E-001,5.274902043342591E-001,
2.435000000000000E+009,-6.305145623895457E-001,5.506122125143493E-001,-5.500466056007278E-001,4.886375427342709E-001,-5.018058830810587E-001,4.104023389793799E-001,-6.039983708297060E-001,6.395966666288454E-001,-6.298033905029297E-001,5.489987792968750E-001,
2.440000000000000E+009,-6.323022283074790E-001,5.705866454601192E-001,-5.725072658743451E-001,5.045054820348621E-001,-5.404613197514288E-001,4.268514865223601E-001,-6.034746548072695E-001,6.489575107261904E-001,-6.319559316635133E-001,5.691026573181153E-001,
2.445000000000000E+009,-6.316286231853470E-001,5.904246876316989E-001,-5.893219915912076E-001,5.246596131796842E-001,-5.706439818997037E-001,4.514911337468340E-001,-6.017002022790895E-001,6.594568370013978E-001,-6.314123063087465E-001,5.891158213615417E-001,
2.450000000000000E+009,-6.289927727496457E-001,6.080519441274864E-001,-6.007854324225178E-001,5.455977563527055E-001,-5.922201547855339E-001,4.787245175753772E-001,-5.988049686354067E-001,6.691253441158389E-001,-6.288927311897279E-001,6.069129128456117E-001,
2.455000000000000E+009,-6.253042631490479E-001,6.246486431433279E-001,-6.082497132348552E-001,5.670821551038868E-001,-6.067848816756177E-001,5.069139081043239E-001,-5.953841702300539E-001,6.788096985781131E-001,-6.252922120094300E-001,6.235700297355652E-001,
2.460000000000000E+009,-6.201898053412035E-001,6.407917619417829E-001,-6.115799350201183E-001,5.886653879132199E-001,-6.150511066932506E-001,5.350990837601398E-001,-5.909970535160647E-001,6.890937620851138E-001,-6.202437763214111E-001,6.399083499908449E-001,
2.465000000000000E+009,-6.144969308934343E-001,6.553371157780482E-001,-6.120717284742221E-001,6.085413595384819E-001,-6.185440471975690E-001,5.610121288129903E-001,-5.863929449544862E-001,6.986011549420718E-001,-6.146142029762268E-001,6.545012283325196E-001,
2.470000000000000E+009,-6.077310505990795E-001,6.692525917203585E-001,-6.100031419200037E-001,6.275766254601389E-001,-6.183657683124857E-001,5.854565564286596E-001,-5.807221062843507E-001,7.080454165536319E-001,-6.078212661743164E-001,6.684198741912842E-001,
2.475000000000000E+009,-6.012325530718101E-001,6.825436926760026E-001,-6.068656785290847E-001,6.456438183651554E-001,-6.163572301943212E-001,6.079850111162725E-001,-5.751802011047242E-001,7.175854976333682E-001,-6.012997455596925E-001,6.817544779777528E-001,
2.480000000000000E+009,-5.931245827673575E-001,6.949121517206114E-001,-6.011172510042870E-001,6.624936111969418E-001,-6.113136414674313E-001,6.288078379278070E-001,-5.682163888333497E-001,7.265966362733889E-001,-5.932316789627077E-001,6.942364964485168E-001,
2.485000000000000E+009,-5.854561188281133E-001,7.059610569832027E-001,-5.952499369016692E-001,6.774157427844387E-001,-6.057193194048131E-001,6.471934970325476E-001,-5.618363771907594E-001,7.347920380096376E-001,-5.856472268104553E-001,7.053008785247805E-001,
2.490000000000000E+009,-5.774132841297945E-001,7.165211165416028E-001,-5.882524055451246E-001,6.915926786935438E-001,-5.987266242647706E-001,6.643186421563029E-001,-5.548493404603945E-001,7.429080193840759E-001,-5.776083941459657E-001,7.159777450561524E-001,
2.495000000000000E+009,-5.693013269614214E-001,7.264189897581567E-001,-5.810291484321042E-001,7.045582272279660E-001,-5.913422277863750E-001,6.797098750349653E-001,-5.478809858331423E-001,7.507363166364197E-001,-5.696409869194031E-001,7.259008622169495E-001,
2.500000000000000E+009,-5.613688802126063E-001,7.355006556124246E-001,-5.733234748656939E-001,7.161577959494321E-001,-5.834081831166339E-001,6.937106490846479E-001,-5.409419925734134E-001,7.579130273829654E-001,-5.616454815864564E-001,7.350022535324098E-001,
2.505000000000000E+009,-5.474331509958347E-001,7.336930328038244E-001,-5.595154929230064E-001,7.170619934208073E-001,-5.690998637475025E-001,6.967569710287445E-001,-5.281564554528870E-001,7.544422588612672E-001,-5.476021380424501E-001,7.332332873344423E-001,
2.510000000000000E+009,-5.399517881307062E-001,7.417811746458448E-001,-5.521072819953105E-001,7.268094370511589E-001,-5.612843373871244E-001,7.081166325939490E-001,-5.214821072130006E-001,7.610618924596194E-001,-5.400267262458802E-001,7.412666110992431E-001,
2.515000000000000E+009,-5.319138846767851E-001,7.509751393113375E-001,-5.444064571392606E-001,7.377736619454772E-001,-5.529949598235263E-001,7.204642447221746E-001,-5.140936956329714E-001,7.688410441368899E-001,-5.321592411994935E-001,7.505077743530274E-001,
2.520000000000000E+009,-5.244566837009634E-001,7.586092099478083E-001,-5.367667945438930E-001,7.469031773453768E-001,-5.450799535613214E-001,7.307133092261182E-001,-5.073747172383729E-001,7.754469616118899E-001,-5.247462234497071E-001,7.582039928436282E-001,
2.525000000000000E+009,-5.167706754665313E-001,7.651072418547066E-001,-5.289197079198361E-001,7.546301796057384E-001,-5.369749018551672E-001,7.395676165726210E-001,-5.000223620473909E-001,7.808014694286745E-001,-5.168100619316102E-001,7.647788147926331E-001,
2.530000000000000E+009,-5.097155392159399E-001,7.714745938677671E-001,-5.221250628692309E-001,7.622132779752854E-001,-5.297752859944094E-001,7.480881807942682E-001,-4.934933520704561E-001,7.862135709019229E-001,-5.099083528518678E-001,7.711450996398925E-001,
2.535000000000000E+009,-5.027589531885045E-001,7.764384323833123E-001,-5.150887048851689E-001,7.681213028828595E-001,-5.222909703567794E-001,7.550550279327890E-001,-4.872031533653932E-001,7.902918512265810E-001,-5.030488500595094E-001,7.761528458595277E-001,
2.540000000000000E+009,-4.949534320858455E-001,7.816324939172112E-001,-5.073001693853041E-001,7.743576229623363E-001,-5.141993499526474E-001,7.622206403751440E-001,-4.799776338130219E-001,7.947073138160280E-001,-4.952722494602204E-001,7.815079975128175E-001,
2.545000000000000E+009,-4.872873294259056E-001,7.864697902181369E-001,-4.995956118143500E-001,7.802580467958936E-001,-5.061767546434967E-001,7.686351754052780E-001,-4.727353882441377E-001,7.986778086999025E-001,-4.874619839191438E-001,7.862535505294801E-001,
2.550000000000000E+009,-4.802761275322048E-001,7.928924902017165E-001,-4.926807032688809E-001,7.876146160565565E-001,-4.987079235203981E-001,7.764201392246120E-001,-4.661076466334596E-001,8.043647766568912E-001,-4.804571599960327E-001,7.926556344032290E-001,
2.555000000000000E+009,-4.730066897810034E-001,7.987830831810185E-001,-4.852846024522857E-001,7.942454972757069E-001,-4.908859416539240E-001,7.836863423636680E-001,-4.593355633292085E-001,8.095775266049259E-001,-4.731872985363007E-001,7.985179104804994E-001,
2.560000000000000E+009,-4.657295500077117E-001,8.045702987767250E-001,-4.777664190162533E-001,8.007534403342167E-001,-4.832203087571673E-001,7.907160520981422E-001,-4.524364436589601E-001,8.146596984984010E-001,-4.658199968338013E-001,8.042447376251223E-001,
2.565000000000000E+009,-4.575868319559436E-001,8.120385878801751E-001,-4.695166288854146E-001,8.089925376522302E-001,-4.748054870871371E-001,7.995464698943999E-001,-4.445296641429231E-001,8.214159939977359E-001,-4.575496969223024E-001,8.118419179916384E-001,
2.570000000000000E+009,-4.500113679508987E-001,8.189846011345427E-001,-4.619226285472947E-001,8.166612130061856E-001,-4.668440017695261E-001,8.074395143712115E-001,-4.372367060154237E-001,8.276793710789125E-001,-4.500876495838166E-001,8.187007102966311E-001,
2.575000000000000E+009,-4.415470682795458E-001,8.259213099796907E-001,-4.534124432323868E-001,8.243741178895497E-001,-4.579271646245824E-001,8.156137553031628E-001,-4.294938980102510E-001,8.339689076833194E-001,-4.417499604225159E-001,8.256693873405459E-001,
2.580000000000000E+009,-4.337319754534028E-001,8.325829670544892E-001,-4.452666772061343E-001,8.316007601740755E-001,-4.496080700129461E-001,8.232089509604762E-001,-4.220633548764833E-001,8.401626876340641E-001,-4.338681950569153E-001,8.323281502723695E-001,
2.585000000000000E+009,-4.251843549313603E-001,8.380336785940123E-001,-4.364766541982170E-001,8.378183750571175E-001,-4.407103093012496E-001,8.297082903391034E-001,-4.138602963688905E-001,8.452219746594302E-001,-4.253274269104005E-001,8.379278631210330E-001,
2.590000000000000E+009,-4.169264866369905E-001,8.434988898671081E-001,-4.278697130819508E-001,8.438490651030747E-001,-4.319242672686121E-001,8.359979665311680E-001,-4.059833306528566E-001,8.501427324503116E-001,-4.170432963371278E-001,8.434278993606570E-001,
2.595000000000000E+009,-4.088620095483461E-001,8.481317059163077E-001,-4.195269901894410E-001,8.490468659878222E-001,-4.233892915147671E-001,8.414205564340943E-001,-3.983594053063356E-001,8.542807917360050E-001,-4.091390082836152E-001,8.479905023574831E-001,
2.600000000000000E+009,-4.009165102800968E-001,8.534170382056433E-001,-4.111940996423056E-001,8.547478933860352E-001,-4.148737971824449E-001,8.475149262640276E-001,-3.907869931725343E-001,8.592384305676882E-001,-4.011367208957673E-001,8.533108549118043E-001,
2.605000000000000E+009,-3.923853851353332E-001,8.577505518790599E-001,-4.023599645214782E-001,8.595341276687788E-001,-4.059410772935139E-001,8.524085054433201E-001,-3.827053686321504E-001,8.630725005409732E-001,-3.925599646568299E-001,8.575782175064088E-001,
2.610000000000000E+009,-3.848886531630807E-001,8.626622266470647E-001,-3.946321172288590E-001,8.648311474788856E-001,-3.978595678539759E-001,8.578702500612775E-001,-3.755841148444032E-001,8.676541120999026E-001,-3.849391894340516E-001,8.624431648254396E-001,
2.615000000000000E+009,-3.763352663600432E-001,8.675162229273528E-001,-3.857545033049371E-001,8.701272234642212E-001,-3.886570432654075E-001,8.632743470242335E-001,-3.675311454228333E-001,8.722626895531069E-001,-3.764635472297669E-001,8.673060283660889E-001,
2.620000000000000E+009,-3.687231756679023E-001,8.726256629285265E-001,-3.778607852672404E-001,8.755681106648081E-001,-3.805031624606980E-001,8.688678916450395E-001,-3.604486767000641E-001,8.772054471016054E-001,-3.689416971206666E-001,8.724806985855104E-001,
2.625000000000000E+009,-3.612929009722984E-001,8.772753614192228E-001,-3.700338040700679E-001,8.804171521818434E-001,-3.725870398956530E-001,8.737696772184563E-001,-3.533390611976014E-001,8.816299819145692E-001,-3.614888486862183E-001,8.770890192985537E-001,
2.630000000000000E+009,-3.535946564192573E-001,8.827991951845786E-001,-3.619902089267504E-001,8.861441663090520E-001,-3.644493509782275E-001,8.795963064480477E-001,-3.457657847356843E-001,8.869086300213931E-001,-3.537099936008454E-001,8.826535277366641E-001,
2.635000000000000E+009,-3.446413893024075E-001,8.879606512275562E-001,-3.527834328400890E-001,8.914637853600212E-001,-3.550372890443239E-001,8.849109473502710E-001,-3.371098087887117E-001,8.919659182587221E-001,-3.447392385005951E-001,8.877832131385806E-001,
