% Version 1.00
%
%freq[Hz],re:Trc14_S21,im:Trc14_S21,re:cap1_copo2_0_1diverso_S21,im:cap1_copo2_0_1diverso_S21,re:cap1_copo2_0_1diverso_tam_S21,im:cap1_copo2_0_1diverso_tam_S21,re:cap1_copo2_0_1azul_S21,im:cap1_copo2_0_1azul_S21,
2.195000000000000E+009,-7.702663045854256E-001,4.611855399767061E-001,-7.122140840185417E-001,4.480238976591848E-001,-7.804060563387057E-001,4.613831288068687E-001,-7.723614538507275E-001,4.606932958904878E-001,
2.200000000000000E+009,-7.703526073181501E-001,4.688003903669225E-001,-7.198545647837515E-001,4.437553261611256E-001,-7.791770602935009E-001,4.715625763328944E-001,-7.722307269917130E-001,4.688822947908589E-001,
2.205000000000000E+009,-7.704094385612208E-001,4.779673864771121E-001,-7.299243657734243E-001,4.458783499925704E-001,-7.776038552906353E-001,4.827223283396672E-001,-7.720666459697080E-001,4.783957835150960E-001,
2.210000000000000E+009,-7.682631898735948E-001,4.867810692835958E-001,-7.376955920635243E-001,4.522096612999605E-001,-7.737644375154360E-001,4.927508455941407E-001,-7.696405439217893E-001,4.873251546500619E-001,
2.215000000000000E+009,-7.666771972072591E-001,4.965297795013997E-001,-7.441215580165289E-001,4.622389922368448E-001,-7.706427875084266E-001,5.034083036324973E-001,-7.677935453084888E-001,4.973326878930544E-001,
2.220000000000000E+009,-7.641118440162171E-001,5.063180960083740E-001,-7.474372756699039E-001,4.738305911683659E-001,-7.665619364238328E-001,5.137079252507295E-001,-7.650354068629527E-001,5.071382643263425E-001,
2.225000000000000E+009,-7.606259869588014E-001,5.156313217906611E-001,-7.480883159074252E-001,4.860435579695049E-001,-7.616819792857076E-001,5.235074178265889E-001,-7.612860099925217E-001,5.165463772424339E-001,
2.230000000000000E+009,-7.558880936871755E-001,5.257025940630176E-001,-7.460790756481541E-001,4.988269056420568E-001,-7.555796837084901E-001,5.337816445249036E-001,-7.563233794274000E-001,5.266170278682105E-001,
2.235000000000000E+009,-7.506904329479722E-001,5.349382139395790E-001,-7.424594988190456E-001,5.107203352416088E-001,-7.492345180960083E-001,5.428696023920211E-001,-7.510170097840068E-001,5.357464886121020E-001,
2.240000000000000E+009,-7.452904139235038E-001,5.446065404441138E-001,-7.377262774779952E-001,5.227115085888709E-001,-7.426241326399561E-001,5.527594510044812E-001,-7.454612464600925E-001,5.454800294274883E-001,
2.245000000000000E+009,-7.390437592560801E-001,5.540725281725447E-001,-7.314848494652474E-001,5.340894401663470E-001,-7.352660453535508E-001,5.619808120255663E-001,-7.390817447742688E-001,5.548104598531625E-001,
2.250000000000000E+009,-7.322410760211622E-001,5.636506738812490E-001,-7.244965035442553E-001,5.452923839152045E-001,-7.273591530578590E-001,5.715587091199690E-001,-7.322148835711320E-001,5.644231415648575E-001,
2.255000000000000E+009,-7.250096051382569E-001,5.722098729677524E-001,-7.164905438415974E-001,5.550970669253347E-001,-7.190560154381593E-001,5.799602595127258E-001,-7.248611280449069E-001,5.729848202793290E-001,
2.260000000000000E+009,-7.178754412060342E-001,5.803531611901717E-001,-7.084172711809167E-001,5.641209058468876E-001,-7.109288634537734E-001,5.878130935680878E-001,-7.176145751614753E-001,5.809568792607753E-001,
2.265000000000000E+009,-7.106260299542770E-001,5.891425705247185E-001,-7.000549520483914E-001,5.735905464974146E-001,-7.026304897821725E-001,5.965185195696972E-001,-7.103043369780686E-001,5.899269615254139E-001,
2.270000000000000E+009,-7.036538505570409E-001,5.980779199742842E-001,-6.915669738959414E-001,5.828842974440984E-001,-6.943900026417778E-001,6.051257494226825E-001,-7.032774808520804E-001,5.987262041410545E-001,
2.275000000000000E+009,-6.950760396784756E-001,6.062757216464018E-001,-6.812494476105285E-001,5.913084119452459E-001,-6.846227188595474E-001,6.132136439991976E-001,-6.946130589804531E-001,6.069718207452181E-001,
2.280000000000000E+009,-6.870538758674100E-001,6.156570776430890E-001,-6.711606326238305E-001,6.003029562823088E-001,-6.752390813184394E-001,6.220918640680391E-001,-6.864633829206529E-001,6.163771792676126E-001,
2.285000000000000E+009,-6.783632160311542E-001,6.237827107994531E-001,-6.600678774059017E-001,6.077578875134698E-001,-6.651816998855390E-001,6.297586677596395E-001,-6.776728280355663E-001,6.243204676451859E-001,
2.290000000000000E+009,-6.686174237287977E-001,6.315812309741513E-001,-6.478400805524983E-001,6.142254090764512E-001,-6.538779313442873E-001,6.372122475214268E-001,-6.678838727431044E-001,6.321730490040785E-001,
2.295000000000000E+009,-6.594213249945827E-001,6.401160676321834E-001,-6.356534631234359E-001,6.207419295541007E-001,-6.430018305162506E-001,6.448573533275233E-001,-6.585899370567347E-001,6.406646926051171E-001,
2.300000000000000E+009,-6.488868257968170E-001,6.478396157758080E-001,-6.220842885751341E-001,6.256182957267431E-001,-6.304943718028974E-001,6.517524323420222E-001,-6.480074690256330E-001,6.482709422688562E-001,
2.305000000000000E+009,-6.388516090727558E-001,6.557662955245430E-001,-6.090492828604053E-001,6.296013709869275E-001,-6.182001683299360E-001,6.584623316235518E-001,-6.378145464191448E-001,6.561211861313474E-001,
2.310000000000000E+009,-6.271798365535124E-001,6.630279155068012E-001,-5.943375719350739E-001,6.325146446962328E-001,-6.041428630986290E-001,6.641596204725992E-001,-6.259212163727463E-001,6.633351555612902E-001,
2.315000000000000E+009,-6.146505468556379E-001,6.697579345068336E-001,-5.787651577195120E-001,6.338697906449929E-001,-5.890952049537211E-001,6.690758977463335E-001,-6.132370518712004E-001,6.699116501835782E-001,
2.320000000000000E+009,-6.011235210027178E-001,6.767027313811657E-001,-5.622226305623832E-001,6.336099798895745E-001,-5.726834740582179E-001,6.732902061455527E-001,-5.995993100368174E-001,6.768295767689828E-001,
2.325000000000000E+009,-5.868043946637891E-001,6.828988084193244E-001,-5.452954593521093E-001,6.308758782618895E-001,-5.554492468173042E-001,6.759672131082655E-001,-5.851027040246146E-001,6.829693075740776E-001,
2.330000000000000E+009,-5.713483303719218E-001,6.888990177668253E-001,-5.280730617897406E-001,6.256062714085868E-001,-5.367809958180790E-001,6.778817974127035E-001,-5.693919742290887E-001,6.887862274645170E-001,
2.335000000000000E+009,-5.549929868012749E-001,6.927291503949601E-001,-5.121108262761298E-001,6.155512395782130E-001,-5.174584756979486E-001,6.761587007902065E-001,-5.528928930373385E-001,6.924139576388241E-001,
2.340000000000000E+009,-5.385334247515238E-001,6.964235292272835E-001,-4.991238469494785E-001,6.029049965333237E-001,-4.983097006337619E-001,6.725573867890691E-001,-5.361484915486816E-001,6.957924218149195E-001,
2.345000000000000E+009,-5.200202385312186E-001,6.978209661071496E-001,-4.885781281289745E-001,5.861987992149412E-001,-4.778829649359057E-001,6.653450759592567E-001,-5.174773816856823E-001,6.968639440536188E-001,
2.350000000000000E+009,-5.008648212752908E-001,6.982065396755443E-001,-4.833841023266737E-001,5.676124962619075E-001,-4.584152710773325E-001,6.545413003867217E-001,-4.981402249799669E-001,6.967585048524729E-001,
2.355000000000000E+009,-4.809339686832072E-001,6.971689747635261E-001,-4.837664041605020E-001,5.489142020394707E-001,-4.402547389551122E-001,6.403844900726287E-001,-4.779885744948925E-001,6.951195786836512E-001,
2.360000000000000E+009,-4.601388052140849E-001,6.923314962305316E-001,-4.903947632222468E-001,5.304924588484274E-001,-4.250859975755080E-001,6.209422100276421E-001,-4.569882565452793E-001,6.897789890128103E-001,
2.365000000000000E+009,-4.385705051015155E-001,6.856592632354661E-001,-5.024407688544659E-001,5.159910578427405E-001,-4.141920537646801E-001,5.978964328065812E-001,-4.355492197297337E-001,6.819897234631031E-001,
2.370000000000000E+009,-4.168729254133736E-001,6.742610922552597E-001,-5.178305531578762E-001,5.064229378938063E-001,-4.092783309202769E-001,5.719646050765332E-001,-4.139924311831232E-001,6.697816942957781E-001,
2.375000000000000E+009,-3.954502753290975E-001,6.578587136195929E-001,-5.355311082828844E-001,5.021973626170274E-001,-4.119334516987040E-001,5.443544097712403E-001,-3.931071710419499E-001,6.522389797718029E-001,
2.380000000000000E+009,-3.767136230902003E-001,6.356434500584075E-001,-5.523307186731967E-001,5.027226225413520E-001,-4.225978090373828E-001,5.180617366349639E-001,-3.753372388822577E-001,6.287766868447847E-001,
2.385000000000000E+009,-3.623377537518056E-001,6.086383163747067E-001,-5.685516268295854E-001,5.088213615402266E-001,-4.409020664277816E-001,4.972294838820970E-001,-3.623560043447226E-001,6.007721583767882E-001,
2.390000000000000E+009,-3.537561415783220E-001,5.769994321543643E-001,-5.815179893050680E-001,5.188831673252666E-001,-4.635693861467150E-001,4.833149113310303E-001,-3.557232787156716E-001,5.683556416627988E-001,
2.395000000000000E+009,-3.544431067241909E-001,5.424077609852667E-001,-5.914399378645030E-001,5.307137893617184E-001,-4.885574030569701E-001,4.771241290913258E-001,-3.588127667212185E-001,5.337897396671755E-001,
2.400000000000000E+009,-3.644988468876451E-001,5.074410760918686E-001,-5.983717968137646E-001,5.433425530505289E-001,-5.124387837114266E-001,4.775923057631047E-001,-3.714287585277264E-001,4.997332311816011E-001,
2.405000000000000E+009,-3.844009428750978E-001,4.760658009407036E-001,-6.030676946488166E-001,5.566502607331807E-001,-5.341525311801382E-001,4.839561824633728E-001,-3.935725084869758E-001,4.703077116457222E-001,
2.410000000000000E+009,-4.130225009869215E-001,4.535072553254685E-001,-6.042897736780493E-001,5.712443281975205E-001,-5.516659842390960E-001,4.962277042819632E-001,-4.233794716961219E-001,4.503945124257858E-001,
2.415000000000000E+009,-4.463110914594990E-001,4.398905925809000E-001,-6.043573045264815E-001,5.844647290609524E-001,-5.654561700651771E-001,5.101277459298728E-001,-4.568892876999344E-001,4.397394585134919E-001,
2.420000000000000E+009,-4.804980451802839E-001,4.371566506383948E-001,-6.026480011791264E-001,5.975544740752861E-001,-5.753973840089787E-001,5.258771723747330E-001,-4.902660172090568E-001,4.394623516926802E-001,
2.425000000000000E+009,-5.123930261347430E-001,4.428278029153931E-001,-5.997363433437259E-001,6.098327763247942E-001,-5.819728173514256E-001,5.418367439324519E-001,-5.206767767717943E-001,4.470135414104848E-001,
2.430000000000000E+009,-5.405747573124440E-001,4.560247020156046E-001,-5.961750878485106E-001,6.216259110777070E-001,-5.860817315151590E-001,5.580495765616294E-001,-5.471691877340544E-001,4.614787788469206E-001,
2.435000000000000E+009,-5.626370362429354E-001,4.742020638172732E-001,-5.912464041323732E-001,6.328587353961102E-001,-5.872551215688462E-001,5.736132931709437E-001,-5.674726592372663E-001,4.800352247961372E-001,
2.440000000000000E+009,-5.788409166283235E-001,4.937015799552139E-001,-5.857466197893502E-001,6.425322782745582E-001,-5.865492645563881E-001,5.876012162714203E-001,-5.822506243202699E-001,4.997984883289660E-001,
2.445000000000000E+009,-5.911486552014987E-001,5.152682165576374E-001,-5.801457454299008E-001,6.521046088719620E-001,-5.849259568888847E-001,6.014659412869003E-001,-5.932900560652437E-001,5.211066631567185E-001,
2.450000000000000E+009,-5.983774243004683E-001,5.366343266324952E-001,-5.736910996421765E-001,6.609868693176015E-001,-5.815524290364987E-001,6.140566649458147E-001,-5.994356569283637E-001,5.420159169226024E-001,
2.455000000000000E+009,-6.003983805911045E-001,5.580973255285908E-001,-5.652917332515391E-001,6.698804556879413E-001,-5.756748403215571E-001,6.267368338424488E-001,-6.007910927162017E-001,5.631641466711607E-001,
2.460000000000000E+009,-6.023033443004384E-001,5.773609117022287E-001,-5.590258430759311E-001,6.774503109338049E-001,-5.716105161103287E-001,6.373975957216532E-001,-6.021285757536787E-001,5.817654340106793E-001,
2.465000000000000E+009,-6.006655810759520E-001,5.957421174309248E-001,-5.512669743285060E-001,6.848762286656025E-001,-5.657373789271256E-001,6.476402369617335E-001,-6.000291541372798E-001,5.998113246354895E-001,
2.470000000000000E+009,-5.985065026074080E-001,6.124138413033333E-001,-5.439700728139045E-001,6.909022044417983E-001,-5.603450582825389E-001,6.565340591684471E-001,-5.975787758906362E-001,6.160874728565328E-001,
2.475000000000000E+009,-5.943188286091159E-001,6.286692215316622E-001,-5.361012524724700E-001,6.968097362953710E-001,-5.541083761196032E-001,6.651398404239456E-001,-5.930831180723815E-001,6.318602180033275E-001,
2.480000000000000E+009,-5.889446296275331E-001,6.435182340110269E-001,-5.279113214140372E-001,7.017909556952278E-001,-5.476831519231745E-001,6.727106801609857E-001,-5.875502033756767E-001,6.462890682100856E-001,
2.485000000000000E+009,-5.827043413601456E-001,6.576617418688080E-001,-5.201180866982824E-001,7.062501285969377E-001,-5.413219817976011E-001,6.800123463891376E-001,-5.812003776940182E-001,6.600888621084426E-001,
2.490000000000000E+009,-5.774750926106821E-001,6.709298377411325E-001,-5.138304159399730E-001,7.100544183979933E-001,-5.365996051212368E-001,6.868459618006836E-001,-5.757652942935965E-001,6.729670495223770E-001,
2.495000000000000E+009,-5.698074878315724E-001,6.822598868778727E-001,-5.067036950990517E-001,7.126302547661069E-001,-5.304766219822444E-001,6.923017297340794E-001,-5.681952267677335E-001,6.840015100792786E-001,
2.500000000000000E+009,-5.630463227312782E-001,6.928042697831018E-001,-5.009410194310285E-001,7.147610812150033E-001,-5.257367071838817E-001,6.975487998065146E-001,-5.613023361398919E-001,6.943623485625416E-001,
2.505000000000000E+009,-5.475670298050513E-001,6.938961508737939E-001,-4.880432734423270E-001,7.074312220224230E-001,-5.134939451942895E-001,6.938429933520194E-001,-5.458018074026193E-001,6.950368836123767E-001,
2.510000000000000E+009,-5.406971455880361E-001,7.036655333051536E-001,-4.842665549005025E-001,7.098825225977302E-001,-5.098415536421050E-001,6.996524696427111E-001,-5.392031013126507E-001,7.046567028243336E-001,
2.515000000000000E+009,-5.339278415237158E-001,7.132896679962810E-001,-4.808655252497316E-001,7.128016390796197E-001,-5.065992366863943E-001,7.059334192483002E-001,-5.322878192815509E-001,7.139060737548719E-001,
2.520000000000000E+009,-5.256686731102148E-001,7.219521670258591E-001,-4.774554015249470E-001,7.156112949995286E-001,-5.024696784204175E-001,7.124217529751890E-001,-5.241432541889216E-001,7.224122660634478E-001,
2.525000000000000E+009,-5.192515915252818E-001,7.280382189485889E-001,-4.761481500932281E-001,7.171202565303699E-001,-5.000105199668119E-001,7.172056046209072E-001,-5.178718960395861E-001,7.283716628046100E-001,
2.530000000000000E+009,-5.119319526286437E-001,7.361807633401662E-001,-4.741312229059281E-001,7.214184704407194E-001,-4.963858020171305E-001,7.245605913735281E-001,-5.106237380779537E-001,7.362115230676313E-001,
2.535000000000000E+009,-5.041633835452684E-001,7.410939885415422E-001,-4.721861903040238E-001,7.240649111602088E-001,-4.921431274432005E-001,7.298785848388534E-001,-5.029083751791430E-001,7.410265858039835E-001,
2.540000000000000E+009,-4.983952231338094E-001,7.458868655763036E-001,-4.715924124189671E-001,7.272414285481595E-001,-4.892389749829981E-001,7.353978682650988E-001,-4.974060585165380E-001,7.457570044881251E-001,
2.545000000000000E+009,-4.907053149497442E-001,7.515624359164254E-001,-4.692664936003450E-001,7.326341671311809E-001,-4.841271678015728E-001,7.421934228283892E-001,-4.899530697774396E-001,7.512258971795046E-001,
2.550000000000000E+009,-4.855386851222139E-001,7.573340273953323E-001,-4.684990594738303E-001,7.386243739711285E-001,-4.810069677939496E-001,7.495785426948112E-001,-4.850051386757602E-001,7.570035620992524E-001,
2.555000000000000E+009,-4.789964682961104E-001,7.634533772649148E-001,-4.657634427408967E-001,7.455989376958775E-001,-4.754416420840733E-001,7.570784768797700E-001,-4.784395930033230E-001,7.631616599227394E-001,
2.560000000000000E+009,-4.727058908390978E-001,7.713225085338156E-001,-4.630532115458416E-001,7.547634828093413E-001,-4.701225635498785E-001,7.664191563253888E-001,-4.722927415623738E-001,7.711115397162061E-001,
2.565000000000000E+009,-4.663309130649175E-001,7.783876822676957E-001,-4.591128618523313E-001,7.633865665466849E-001,-4.641786758937800E-001,7.748160410173938E-001,-4.659437909361748E-001,7.782091548160556E-001,
2.570000000000000E+009,-4.588387598140894E-001,7.857281435061888E-001,-4.539169762576238E-001,7.723098580376215E-001,-4.568422162876635E-001,7.833249849814536E-001,-4.586090094471872E-001,7.856345968293543E-001,
2.575000000000000E+009,-4.533007172562747E-001,7.933073464160494E-001,-4.499283391550111E-001,7.814283982441550E-001,-4.513630073645280E-001,7.917703228252448E-001,-4.531671051982527E-001,7.931920228092086E-001,
2.580000000000000E+009,-4.458877325982356E-001,8.009973884766659E-001,-4.437200200866501E-001,7.907158089692807E-001,-4.435848322647302E-001,8.004092831116452E-001,-4.457381032632966E-001,8.009948137957487E-001,
2.585000000000000E+009,-4.370278111840076E-001,8.081419963657310E-001,-4.358396074585880E-001,7.991403938112467E-001,-4.345840305394262E-001,8.078707319239009E-001,-4.367979382409076E-001,8.080459855118294E-001,
2.590000000000000E+009,-4.306758819367249E-001,8.144369598617208E-001,-4.300295239970252E-001,8.066568225193217E-001,-4.279582149680152E-001,8.147391672492816E-001,-4.305415979674326E-001,8.144640691933786E-001,
2.595000000000000E+009,-4.244158975542095E-001,8.204107999055773E-001,-4.244180051435704E-001,8.138567239407553E-001,-4.213011724701781E-001,8.210021451646281E-001,-4.242690932805016E-001,8.205526066810116E-001,
2.600000000000000E+009,-4.163745133879633E-001,8.268125185442785E-001,-4.167790708090838E-001,8.211113377288135E-001,-4.131165744669959E-001,8.275429685048845E-001,-4.162423700025056E-001,8.268157890872725E-001,
2.605000000000000E+009,-4.088570275332809E-001,8.322521934042604E-001,-4.094652067535824E-001,8.275231673055719E-001,-4.053717558461751E-001,8.331380166064801E-001,-4.087862995324346E-001,8.323023780549733E-001,
2.610000000000000E+009,-4.017202268662514E-001,8.382255402203523E-001,-4.024590698919545E-001,8.343580943851277E-001,-3.979791910502654E-001,8.392353709920269E-001,-4.015834823997780E-001,8.383764033588155E-001,
2.615000000000000E+009,-3.929805236423477E-001,8.439241542266819E-001,-3.935177967257190E-001,8.405390098746427E-001,-3.888737650682148E-001,8.447036595404777E-001,-3.927455146818671E-001,8.439330093072190E-001,
2.620000000000000E+009,-3.872097144306603E-001,8.492366009613342E-001,-3.879606253000620E-001,8.463702827110310E-001,-3.830195545925753E-001,8.501624679420549E-001,-3.868852363928298E-001,8.491764577277472E-001,
2.625000000000000E+009,-3.789690663569171E-001,8.556548221061129E-001,-3.796568088018468E-001,8.532345565060638E-001,-3.748073840134685E-001,8.566971759579121E-001,-3.788965114951351E-001,8.557771527417337E-001,
2.630000000000000E+009,-3.714029076928241E-001,8.623339020860991E-001,-3.720604476797337E-001,8.601927461142331E-001,-3.668171022677726E-001,8.632005618314592E-001,-3.711489775208818E-001,8.624201666963838E-001,
2.635000000000000E+009,-3.640386720480970E-001,8.679183597012827E-001,-3.648814095219734E-001,8.660810180313860E-001,-3.594693239080851E-001,8.687411407158729E-001,-3.637357139826193E-001,8.679334677618281E-001,
2.640000000000000E+009,-3.556276860831359E-001,8.740385550147873E-001,-3.565484291026342E-001,8.724161070090963E-001,-3.510807511283919E-001,8.747646958889299E-001,-3.554151059677648E-001,8.740453619827677E-001,
2.645000000000000E+009,-3.466923962660289E-001,8.789648565448458E-001,-3.475941614952828E-001,8.775463680709801E-001,-3.417286387739197E-001,8.795347949074956E-001,-3.465760591652959E-001,8.790844980525524E-001,
2.650000000000000E+009,-3.388792908246360E-001,8.840571436640426E-001,-3.400427764747139E-001,8.829024043622662E-001,-3.339699085444916E-001,8.845850592979492E-001,-3.386747831192650E-001,8.840939964721433E-001,
2.655000000000000E+009,-3.306980269682018E-001,8.888071903965678E-001,-3.319257703799797E-001,8.878140222944355E-001,-3.256840470773357E-001,8.892183872117521E-001,-3.304796128685567E-001,8.887968894214049E-001,
2.660000000000000E+009,-3.216812497137593E-001,8.902594504024346E-001,-3.230166788036486E-001,8.895840996671262E-001,-3.165330322589639E-001,8.905482967718317E-001,-3.213509544596180E-001,8.902590952334644E-001,
2.665000000000000E+009,-3.119797509027361E-001,8.940711381994708E-001,-3.133517095635603E-001,8.935493788488137E-001,-3.068497298858842E-001,8.942107438084254E-001,-3.119061889803078E-001,8.940960505251017E-001,
2.670000000000000E+009,-3.028162748372764E-001,8.976240749369711E-001,-3.042263210796851E-001,8.973756221354592E-001,-2.973666973169045E-001,8.976697826117537E-001,-3.025532660584916E-001,8.976265323251893E-001,
2.675000000000000E+009,-2.934703647360497E-001,9.007597136841250E-001,-2.951636529014882E-001,9.007635618032925E-001,-2.881836085354532E-001,9.006200288523645E-001,-2.932659352265652E-001,9.007666504295088E-001,
2.680000000000000E+009,-2.846617972249574E-001,9.031178321372522E-001,-2.863406097645547E-001,9.031722794984458E-001,-2.793444477517547E-001,9.027232838889417E-001,-2.845029909043529E-001,9.030849432175077E-001,
2.685000000000000E+009,-2.762281221734231E-001,9.050522507909329E-001,-2.779389700617802E-001,9.054578544046298E-001,-2.707110289319389E-001,9.045096566495483E-001,-2.759079792332107E-001,9.049744327213743E-001,
2.690000000000000E+009,-2.676161054278332E-001,9.082225361515787E-001,-2.696171303311277E-001,9.088110194367247E-001,-2.622391987512004E-001,9.075184805236698E-001,-2.675103858728047E-001,9.082032489736504E-001,
2.695000000000000E+009,-2.585130690824442E-001,9.115587211787761E-001,-2.604698593632223E-001,9.123803667929583E-001,-2.530042963321871E-001,9.106713133928899E-001,-2.584116873732895E-001,9.116194405446261E-001,
2.700000000000000E+009,-2.504178290487015E-001,9.141456276482017E-001,-2.524439125822769E-001,9.153052345363052E-001,-2.448142301496399E-001,9.129291308742812E-001,-2.501114471243113E-001,9.139971593765003E-001,
2.705000000000000E+009,-2.406668771239735E-001,9.157448557228120E-001,-2.427192632748722E-001,9.173329460042862E-001,-2.351827376953129E-001,9.145278635137849E-001,-2.403803846398715E-001,9.157757070972457E-001,
2.710000000000000E+009,-2.313471687176875E-001,9.182722198586816E-001,-2.333693011477338E-001,9.200544457249316E-001,-2.258269333482971E-001,9.166009218845710E-001,-2.311324044831266E-001,9.182166246777164E-001,
2.715000000000000E+009,-2.210495787700484E-001,9.193503250898825E-001,-2.231748687234836E-001,9.216029472987761E-001,-2.156032410885211E-001,9.172771002459221E-001,-2.209378668981566E-001,9.192493499261202E-001,
2.720000000000000E+009,-2.110137425277785E-001,9.206195071749481E-001,-2.131333304188263E-001,9.232991319720033E-001,-2.059236942307525E-001,9.184727173370608E-001,-2.108500071069681E-001,9.205067834452022E-001,
2.725000000000000E+009,-2.012852618669891E-001,9.204479450735656E-001,-2.032125386577703E-001,9.234687369755258E-001,-1.961203340562246E-001,9.180992621736218E-001,-2.010571005913129E-001,9.204014441467080E-001,
2.730000000000000E+009,-1.914911097279227E-001,9.218433072920224E-001,-1.933497816453544E-001,9.252883505975746E-001,-1.867292600028939E-001,9.191017043239190E-001,-1.914301537850499E-001,9.218296039435566E-001,
2.735000000000000E+009,-1.831076480853241E-001,9.210788402183967E-001,-1.844846144382798E-001,9.248328799201286E-001,-1.784566632035611E-001,9.181413896312336E-001,-1.830451286806762E-001,9.209909088245196E-001,
2.740000000000000E+009,-1.734901910187555E-001,9.210738083848822E-001,-1.746748593357446E-001,9.253535402348747E-001,-1.690466914954515E-001,9.177655262222126E-001,-1.733740608330182E-001,9.208906272651188E-001,
2.745000000000000E+009,-1.649503229164414E-001,9.196662928750177E-001,-1.656939806770290E-001,9.241094544657305E-001,-1.610814299355317E-001,9.163013931338624E-001,-1.648711671707809E-001,9.195213144959180E-001,
2.750000000000000E+009,-1.561594347601258E-001,9.190807420064913E-001,-1.561991945139944E-001,9.237687133423360E-001,-1.524393660566057E-001,9.156034727277147E-001,-1.560709444002097E-001,9.190282382549867E-001,
2.755000000000000E+009,-1.468253413351602E-001,9.185127780547611E-001,-1.463372070784865E-001,9.233118526955834E-001,-1.433835472127232E-001,9.149080024298274E-001,-1.467333779712150E-001,9.183427793595167E-001,
2.760000000000000E+009,-1.371074239177554E-001,9.182048936247681E-001,-1.359913228838536E-001,9.230480147517391E-001,-1.342668026694192E-001,9.147410009588853E-001,-1.371968493524331E-001,9.181646210849210E-001,
2.765000000000000E+009,-1.301365128473278E-001,9.176484874746285E-001,-1.283536198760331E-001,9.222293236265156E-001,-1.274056109129135E-001,9.141792477318120E-001,-1.300475455369060E-001,9.176454592620421E-001,
2.770000000000000E+009,-1.222551020506127E-001,9.176862014778972E-001,-1.200014358572832E-001,9.222045811707386E-001,-1.198768893826995E-001,9.143875406817474E-001,-1.221477865882697E-001,9.175284645656580E-001,
2.775000000000000E+009,-1.152941678304338E-001,9.196918920643187E-001,-1.123753679760780E-001,9.238225297526523E-001,-1.133798446794828E-001,9.166811317059400E-001,-1.153749752744051E-001,9.195207567317534E-001,
2.780000000000000E+009,-1.080593523493969E-001,9.200416948995496E-001,-1.044878737434580E-001,9.237203443601374E-001,-1.061594316707021E-001,9.171226187594790E-001,-1.081007416942845E-001,9.199672432492423E-001,
2.785000000000000E+009,-1.000741386644859E-001,9.212784255722476E-001,-9.624440926011389E-002,9.244642772868076E-001,-9.833695198172890E-002,9.185388745173666E-001,-1.001149002962962E-001,9.212640193265734E-001,
2.790000000000000E+009,-9.220120075951285E-002,9.218085783454503E-001,-8.792450871595713E-002,9.243666274659015E-001,-9.051996503151677E-002,9.193525030173486E-001,-9.215718773955421E-002,9.217128386964970E-001,
2.795000000000000E+009,-8.320034055612344E-002,9.225359224713112E-001,-7.878762679114276E-002,9.243376939424615E-001,-8.157561502233073E-002,9.202174737777566E-001,-8.316532977645877E-002,9.224927135961362E-001,
2.800000000000000E+009,-7.482708783534123E-002,9.228291257344919E-001,-7.029153977339354E-002,9.240162733802892E-001,-7.320428816624944E-002,9.208422501671545E-001,-7.480497674247054E-002,9.228858903171002E-001,
2.805000000000000E+009,-6.560640437400300E-002,9.238751685874841E-001,-6.119992732372583E-002,9.242250609059913E-001,-6.403643515755794E-002,9.219657101122265E-001,-6.580972162719137E-002,9.240271138273424E-001,
2.810000000000000E+009,-5.802256607993547E-002,9.247498977734268E-001,-5.376167056522542E-002,9.242930023925665E-001,-5.615271072365298E-002,9.228375971140669E-001,-5.801770846823297E-002,9.247360300587769E-001,
2.815000000000000E+009,-4.885084800121506E-002,9.243688543439703E-001,-4.509620388576827E-002,9.233566042085023E-001,-4.700732963617040E-002,9.225428857874946E-001,-4.879871406533385E-002,9.243580124882767E-001,
2.820000000000000E+009,-4.040522458336666E-002,9.255267266001328E-001,-3.702293351087005E-002,9.238249076521368E-001,-3.854877535717607E-002,9.238252500942559E-001,-4.045553356067377E-002,9.256063029746449E-001,
2.825000000000000E+009,-3.107868761171724E-002,9.257735713365000E-001,-2.806033833261543E-002,9.235194874660837E-001,-2.902609871246142E-002,9.238971135579805E-001,-3.105681980236616E-002,9.257465103735673E-001,
2.830000000000000E+009,-2.330450949193536E-002,9.261114481672662E-001,-2.121169449267987E-002,9.235519802274629E-001,-2.135387834223121E-002,9.244106175833980E-001,-2.330997078466952E-002,9.261340536070117E-001,
2.835000000000000E+009,-1.530013943189277E-002,9.254293429769505E-001,-1.391412628959089E-002,9.226167620346916E-001,-1.328588481553424E-002,9.236504452780177E-001,-1.534126369551302E-002,9.254702859270650E-001,
2.840000000000000E+009,-8.003888451496254E-003,9.248347207134019E-001,-7.540518434250718E-003,9.219321609468452E-001,-5.837109755346020E-003,9.228116109789724E-001,-8.032081751458028E-003,9.248020873537226E-001,
2.845000000000000E+009,-4.188422080519046E-004,9.250491718020040E-001,-8.477305409420007E-004,9.224654543459350E-001,1.636647415510278E-003,9.230753540526505E-001,-3.728400087257421E-004,9.249690797217198E-001,
2.850000000000000E+009,6.444358483438561E-003,9.246165679983704E-001,5.583991893618927E-003,9.225255921374305E-001,8.523181736297104E-003,9.226498465398735E-001,6.555618844047388E-003,9.245814877852946E-001,
2.855000000000000E+009,1.263596890090618E-002,9.256520411945369E-001,1.123792395753010E-002,9.239524704739016E-001,1.461209469820820E-002,9.236817858284485E-001,1.271159570237577E-002,9.256351515858450E-001,
