% Version 1.00
%
%freq[Hz],re:Trc13_S21,im:Trc13_S21,re:Trc14_S11,im:Trc14_S11,
1.000000000000000E+009,-1.295552417390862E-001,-9.719374117556328E-001,-9.812346933754178E-002,2.865805389040899E-002,
1.005000000000000E+009,-1.386311408514345E-001,-9.704454316352432E-001,-9.712335132843990E-002,2.981215195575232E-002,
1.010000000000000E+009,-1.472826678979192E-001,-9.684846394583998E-001,-9.618510607946626E-002,2.954106003060021E-002,
1.015000000000000E+009,-1.558922160860721E-001,-9.663741388527531E-001,-9.576491695532827E-002,3.138027128939590E-002,
1.020000000000000E+009,-1.642514633047561E-001,-9.639151011635104E-001,-9.531753240124544E-002,3.258059955755983E-002,
1.025000000000000E+009,-1.720268232163367E-001,-9.613402925919593E-001,-9.303596847588400E-002,3.419596161734248E-002,
1.030000000000000E+009,-1.796228477460865E-001,-9.591656959701591E-001,-9.292653657865346E-002,3.645178561823576E-002,
1.035000000000000E+009,-1.873728044428043E-001,-9.573754153590873E-001,-9.128429376760325E-002,3.827568557863272E-002,
1.040000000000000E+009,-1.947815098977633E-001,-9.558712977055545E-001,-8.982698262247399E-002,3.958167799482602E-002,
1.045000000000000E+009,-2.024092364893983E-001,-9.547420687428255E-001,-8.826037133806770E-002,4.238105650055556E-002,
1.050000000000000E+009,-2.108975855851475E-001,-9.533408471590249E-001,-8.674026086704603E-002,4.527191570656481E-002,
1.055000000000000E+009,-2.196296116501095E-001,-9.521089522799768E-001,-8.345946385662688E-002,4.622813012150459E-002,
1.060000000000000E+009,-2.287580045913294E-001,-9.503338432852309E-001,-8.045649453595608E-002,4.811254810477698E-002,
1.065000000000000E+009,-2.381186021821741E-001,-9.488224606806733E-001,-7.808899079120329E-002,4.915452404427757E-002,
1.070000000000000E+009,-2.480764913081882E-001,-9.466493683034420E-001,-7.458075278823907E-002,4.900748435920858E-002,
1.075000000000000E+009,-2.578759093757374E-001,-9.442878984727988E-001,-7.203332880262682E-002,4.899538088076945E-002,
1.080000000000000E+009,-2.681074260563303E-001,-9.415998723933986E-001,-7.102527773498506E-002,4.778726991919876E-002,
1.085000000000000E+009,-2.784273614702371E-001,-9.387864832423355E-001,-6.841366712275124E-002,4.710043346507666E-002,
1.090000000000000E+009,-2.883215976096343E-001,-9.356831821359979E-001,-6.708000669906998E-002,4.560686246087885E-002,
1.095000000000000E+009,-2.984671912417940E-001,-9.324457698476900E-001,-6.593340018573700E-002,4.404336646597502E-002,
1.100000000000000E+009,-3.086252437094086E-001,-9.285969614408647E-001,-6.530761483655855E-002,4.243328056459448E-002,
1.105000000000000E+009,-3.190398233383651E-001,-9.251336535438443E-001,-6.438043395226592E-002,4.193169828722437E-002,
1.110000000000000E+009,-3.294302112031140E-001,-9.210876928612944E-001,-6.348428604014252E-002,4.099641424025058E-002,
1.115000000000000E+009,-3.401601343516198E-001,-9.167137227204528E-001,-6.217824258612277E-002,3.933508887416488E-002,
1.120000000000000E+009,-3.511563828978047E-001,-9.120700984914226E-001,-5.943464638157705E-002,4.000236538951039E-002,
1.125000000000000E+009,-3.628074129860069E-001,-9.077269021855001E-001,-5.719897159189127E-002,4.001057898263957E-002,
1.130000000000000E+009,-3.751587095248619E-001,-9.029773955844596E-001,-5.290100401918414E-002,4.077774919495555E-002,
1.135000000000000E+009,-3.883944507538005E-001,-8.971716912350942E-001,-4.620990922362911E-002,4.073797850499455E-002,
1.140000000000000E+009,-4.023345522097855E-001,-8.909150597756035E-001,-3.959683119921219E-002,4.012835659119314E-002,
1.145000000000000E+009,-4.179403001369266E-001,-8.834368178105665E-001,-2.979749889896201E-002,3.904484783935342E-002,
1.150000000000000E+009,-4.347290696793404E-001,-8.740852758106950E-001,-1.780592994255447E-002,3.538231903752625E-002,
1.155000000000000E+009,-4.546474957856907E-001,-8.628488339894389E-001,-2.312828105852047E-003,3.051387971516473E-002,
